POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3033,..,13,22,10,18,15,12,7,0,94,..,11,33,35,45,78,156,166,60,582,16,7,18,18,11,16,20,20,5,136,1194,709,792,978,979,768,904,551,119,6988,..,17,627,1264,1203,993,1178,705,88,6066,..,31,236,168,134,54,23,8,0,651,..,5,33,108,206,100,74,69,31,629,2388,..,..,..,..,..,..,..,..,2388,..,830,..,..,..,..,..,..,..,830,..,432,439,150,133,28,9,0,0,1200,..,68,45,23,31,45,42,26,21,304,..,21,24,11,10,5,3,0,0,77,..,45,69,22,29,23,24,9,0,228,..,16,73,93,120,124,212,220,98,961,29,23,41,37,21,18,28,35,13,247,2414,1507,1576,1882,1894,1395,1594,1073,244,13578
POA3034,..,21,22,13,10,9,3,3,3,83,..,8,22,36,49,64,119,170,73,542,17,16,14,8,16,5,12,12,5,99,841,504,700,711,711,674,731,543,156,5566,..,7,518,919,857,836,1013,621,99,4865,..,24,189,88,72,34,14,3,0,431,..,0,34,77,141,99,48,84,23,509,1706,..,..,..,..,..,..,..,..,1706,..,609,..,..,..,..,..,..,..,609,..,302,380,176,126,52,0,0,0,1037,..,55,59,24,25,36,42,47,37,332,..,25,32,20,11,6,4,0,0,98,..,62,71,34,22,18,9,9,7,224,..,16,54,86,104,119,155,213,101,850,30,31,32,27,24,13,26,15,9,209,1739,1131,1365,1445,1379,1218,1312,994,274,10866
POA3036,..,3,9,0,3,5,0,0,0,20,..,0,11,9,18,32,57,56,68,256,3,13,7,0,3,9,4,0,3,49,453,350,246,329,456,398,343,160,104,2836,..,4,161,476,621,570,506,200,58,2592,..,9,72,44,71,41,20,3,0,255,..,0,20,36,73,40,22,13,8,210,946,..,..,..,..,..,..,..,..,946,..,466,..,..,..,..,..,..,..,466,..,224,167,38,31,13,3,0,0,476,..,24,19,6,8,15,12,13,3,92,..,7,8,0,0,3,0,0,0,25,..,5,8,5,4,9,3,3,0,34,..,6,21,27,48,44,83,80,90,402,11,21,14,7,10,12,8,4,3,95,957,766,487,639,866,747,655,315,166,5593
POA3037,..,42,60,27,29,22,19,3,0,198,..,27,119,127,114,214,211,129,34,978,52,65,78,41,37,38,29,22,3,364,5673,3446,3569,4281,3586,2274,1189,490,122,24630,..,150,3289,6208,5107,3251,1654,458,53,20165,..,155,743,543,390,164,47,9,0,2048,..,34,221,500,697,330,102,75,16,1987,11308,..,..,..,..,..,..,..,..,11308,..,3820,..,..,..,..,..,..,..,3820,..,2162,1557,308,122,36,6,5,0,4197,..,350,296,89,121,188,162,122,61,1381,..,148,170,78,45,34,10,3,0,495,..,114,165,67,55,53,23,5,3,490,..,68,286,324,335,377,320,175,49,1935,108,115,164,100,82,58,50,25,3,705,11421,7126,6891,8216,6961,4489,2368,882,187,48530
POA3038,..,9,30,4,8,20,14,4,0,92,..,16,38,45,66,131,161,141,58,657,25,34,32,14,26,33,37,24,5,226,2088,1917,1439,1558,2268,2058,1066,506,144,13044,..,55,955,1980,3281,3185,1741,575,92,11854,..,55,268,227,167,127,35,14,0,884,..,14,74,218,360,253,88,49,25,1082,4158,..,..,..,..,..,..,..,..,4158,..,2252,..,..,..,..,..,..,..,2252,..,1342,1307,304,106,39,0,0,0,3109,..,159,126,38,45,79,60,99,38,649,..,57,57,15,11,15,11,3,3,174,..,37,92,29,25,36,26,5,0,249,..,45,90,111,186,213,240,180,80,1144,46,69,83,44,52,55,52,39,4,442,4203,4081,3053,2967,4246,3995,2247,963,244,26005
POA3039,..,138,158,34,15,16,3,3,0,373,..,32,138,125,108,135,143,148,95,919,13,28,38,18,11,10,10,15,7,147,1068,870,1192,1070,907,750,462,350,158,6829,..,25,678,1236,1191,863,533,278,79,4873,..,91,509,252,158,97,26,0,0,1142,..,5,18,71,107,93,27,44,31,402,2155,..,..,..,..,..,..,..,..,2155,..,731,..,..,..,..,..,..,..,731,..,280,242,75,69,41,9,0,0,710,..,84,87,23,32,27,36,27,14,328,..,64,95,21,3,4,3,4,0,196,..,300,361,75,33,38,16,8,4,832,..,51,251,211,215,247,263,205,129,1570,22,57,64,40,21,18,20,15,10,271,2177,1676,2307,1998,1831,1432,926,584,267,13199
POA3040,..,126,203,28,25,30,12,7,3,436,..,48,286,203,183,254,253,235,200,1664,18,42,57,24,19,21,16,16,12,205,2014,1681,2031,1694,1902,1486,847,538,331,12524,..,44,1265,2076,2521,1911,1012,492,146,9471,..,119,690,272,238,156,51,11,0,1534,..,3,47,164,265,178,59,48,57,813,4046,..,..,..,..,..,..,..,..,4046,..,1918,..,..,..,..,..,..,..,1918,..,676,566,114,87,58,11,0,0,1515,..,139,121,41,35,46,57,34,23,500,..,66,99,24,11,8,0,0,0,205,..,282,419,78,41,44,30,12,3,905,..,79,489,383,394,437,375,298,258,2713,45,75,95,49,43,41,27,22,13,403,4092,3401,3796,3211,3621,2874,1611,924,501,24033
POA3041,..,30,43,7,0,12,12,0,0,103,..,16,66,50,59,104,98,102,82,577,15,23,19,7,11,13,3,7,4,102,1017,783,698,863,899,731,449,295,156,5884,..,11,519,1165,1235,1004,609,325,114,4976,..,52,219,144,113,60,10,7,0,621,..,3,13,76,138,67,33,31,26,385,2145,..,..,..,..,..,..,..,..,2145,..,892,..,..,..,..,..,..,..,892,..,374,288,63,61,31,0,0,0,815,..,65,48,23,20,18,15,13,19,219,..,38,30,12,3,3,0,0,0,82,..,62,107,19,16,32,24,3,0,265,..,35,125,125,130,191,139,141,109,996,25,38,31,23,24,25,9,7,5,191,2172,1579,1380,1648,1738,1429,846,521,273,11584
POA3042,..,26,54,21,14,17,3,5,0,135,..,8,89,81,117,137,177,211,120,940,15,17,37,15,16,14,21,20,13,171,1267,729,1064,1157,1029,846,788,577,247,7712,..,19,780,1349,1156,913,925,574,167,5887,..,65,422,274,152,85,17,7,0,1028,..,3,37,132,228,131,74,75,54,744,2548,..,..,..,..,..,..,..,..,2548,..,772,..,..,..,..,..,..,..,772,..,439,380,152,137,73,9,0,0,1182,..,78,73,37,37,51,56,43,33,401,..,29,43,11,12,12,3,0,0,114,..,46,136,45,36,33,14,15,0,334,..,33,173,188,244,239,272,267,154,1581,32,33,78,41,40,28,26,32,18,324,2586,1529,2111,2227,2035,1571,1408,1019,433,14910
POA3043,..,15,43,19,22,22,18,4,0,148,..,17,67,70,67,153,217,198,85,875,19,29,33,12,17,18,18,14,0,166,1357,881,1230,1165,1056,1038,1043,518,153,8447,..,34,917,1312,1094,1243,1319,555,92,6572,..,77,407,233,174,71,37,10,7,1013,..,12,83,194,272,171,90,62,33,917,2784,..,..,..,..,..,..,..,..,2784,..,886,..,..,..,..,..,..,..,886,..,547,543,239,118,51,4,0,0,1495,..,89,93,33,33,51,61,45,18,420,..,41,37,24,17,11,3,0,0,132,..,55,126,54,50,47,38,10,0,384,..,41,169,186,227,284,348,260,117,1622,27,50,73,40,49,38,30,24,7,337,2811,1831,2445,2310,2037,1957,1927,972,268,16560
POA3044,..,126,150,55,35,24,14,6,0,411,..,25,168,158,171,231,198,323,254,1533,34,45,56,28,18,19,18,18,10,246,2301,1431,2102,2081,1744,1200,769,748,444,12821,..,55,1646,2590,2173,1284,858,607,240,9450,..,145,836,500,311,168,28,10,3,2009,..,11,56,200,300,172,75,97,72,985,4673,..,..,..,..,..,..,..,..,4673,..,1457,..,..,..,..,..,..,..,1457,..,654,534,163,129,86,17,0,0,1580,..,136,163,53,61,64,68,67,48,651,..,86,130,28,13,15,7,0,0,272,..,277,402,134,60,54,33,14,4,975,..,47,317,318,372,417,318,410,350,2560,68,71,102,57,43,35,34,27,20,463,4737,2948,4180,4037,3473,2294,1431,1231,738,25070
POA3045,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
POA3046,..,93,148,66,48,37,19,9,3,420,..,33,161,187,180,267,288,458,258,1826,37,29,49,40,22,25,16,35,20,287,2733,1829,3098,2244,1864,1400,1123,1128,445,15863,..,232,3075,2860,2000,1440,1252,1024,245,12126,..,133,772,393,290,122,51,16,3,1783,..,26,142,308,401,244,100,147,83,1454,5650,..,..,..,..,..,..,..,..,5650,..,1544,..,..,..,..,..,..,..,1544,..,942,723,246,204,109,15,3,0,2243,..,278,288,100,79,124,102,61,40,1070,..,208,302,48,30,13,3,0,0,613,..,380,590,172,118,77,34,16,8,1396,..,63,391,373,432,506,451,583,356,3158,77,71,118,78,61,48,32,56,23,574,5727,3867,6401,4582,3624,2682,2040,1912,763,31606
POA3047,..,28,47,21,18,20,9,4,0,152,..,22,42,48,72,135,144,171,55,695,30,34,46,14,18,20,16,13,3,196,2113,1375,1543,1125,1105,827,620,449,142,9300,..,240,1515,1336,1195,918,642,363,71,6284,..,44,137,125,115,45,9,3,0,475,..,41,191,236,303,167,112,102,58,1210,4273,..,..,..,..,..,..,..,..,4273,..,1207,..,..,..,..,..,..,..,1207,..,776,650,185,176,75,9,0,0,1877,..,184,186,69,89,91,64,47,22,756,..,94,110,40,33,19,3,0,0,313,..,216,337,86,78,58,20,10,0,801,..,56,134,152,232,272,242,229,85,1413,59,61,108,55,49,41,25,23,9,427,4334,2917,3377,2298,2266,1688,1133,777,250,19035
POA3048,..,11,14,13,18,14,9,5,0,81,..,13,11,34,67,99,86,59,8,385,23,30,26,24,18,13,21,4,3,164,1886,1381,1193,1094,1200,892,567,247,57,8519,..,151,1109,1368,1467,1074,663,258,19,6110,..,37,103,48,92,52,16,0,0,353,..,22,136,240,307,193,112,60,22,1089,3801,..,..,..,..,..,..,..,..,3801,..,1403,..,..,..,..,..,..,..,1403,..,867,728,223,128,40,3,0,0,1994,..,131,105,50,51,98,78,46,27,589,..,34,42,33,23,19,5,0,0,156,..,39,95,39,47,28,25,11,3,294,..,36,66,98,158,163,142,90,13,763,55,62,68,50,48,28,30,16,3,363,3856,2777,2457,2151,2312,1695,1083,480,88,16904
POA3049,..,4,12,7,7,12,7,0,0,46,..,0,18,33,35,88,74,48,14,316,13,17,16,7,11,9,4,4,4,94,744,641,560,595,692,677,382,163,41,4495,..,16,390,667,898,856,478,188,25,3515,..,32,138,104,108,61,16,3,0,459,..,15,40,108,157,99,52,19,3,494,1507,..,..,..,..,..,..,..,..,1507,..,633,..,..,..,..,..,..,..,633,..,438,385,103,37,14,3,0,0,980,..,47,42,12,21,30,34,25,10,219,..,13,15,3,8,6,3,0,0,47,..,14,33,16,14,19,9,4,0,121,..,17,53,78,110,143,130,75,29,625,31,31,34,17,13,18,14,4,4,163,1537,1251,1138,1111,1362,1242,730,318,70,8764
POA3050,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
POA3051,..,855,547,58,23,9,8,3,0,1499,..,232,240,129,100,135,110,86,29,1062,8,48,51,18,6,9,10,4,3,154,675,1695,1809,806,576,403,278,160,41,6445,..,32,648,708,476,325,243,89,24,2538,..,252,812,268,140,53,19,9,0,1559,..,11,56,109,146,70,27,15,6,434,1366,..,..,..,..,..,..,..,..,1366,..,414,..,..,..,..,..,..,..,414,..,102,107,35,11,10,0,0,0,278,..,168,131,29,12,25,17,20,0,396,..,93,110,10,5,6,0,0,0,221,..,1492,1169,139,48,32,23,8,0,2910,..,428,466,281,231,270,199,136,43,2055,15,92,105,36,15,12,16,7,6,309,1384,3083,3605,1619,1091,806,535,281,76,12481
POA3052,..,278,223,23,4,3,0,0,3,528,..,55,92,42,32,45,38,32,20,356,0,23,19,5,0,3,5,0,0,54,178,563,691,251,167,169,126,63,33,2250,..,8,279,212,170,178,149,59,6,1068,..,76,269,78,45,24,17,3,0,522,..,0,8,20,24,29,5,3,0,96,371,..,..,..,..,..,..,..,..,371,..,124,..,..,..,..,..,..,..,124,..,40,47,12,3,0,0,0,0,99,..,67,37,12,3,3,3,8,3,136,..,54,49,0,3,0,0,0,0,111,..,558,470,31,26,8,4,0,4,1109,..,81,185,84,70,70,56,43,29,616,0,46,38,6,7,3,5,3,0,101,371,1061,1376,459,349,310,243,119,49,4343
POA3053,..,1947,717,57,15,16,6,3,0,2766,..,961,360,133,106,98,117,46,19,1845,8,95,56,22,3,12,5,12,3,207,476,3806,2022,609,455,360,266,131,40,8165,..,45,588,406,301,267,186,100,15,1908,..,410,693,213,93,56,34,9,0,1511,..,3,42,92,129,73,38,23,6,410,984,..,..,..,..,..,..,..,..,984,..,316,..,..,..,..,..,..,..,316,..,86,114,43,20,10,0,0,0,279,..,474,152,22,15,25,12,13,3,715,..,151,123,9,3,0,4,0,0,284,..,3188,1446,135,37,24,23,4,3,4864,..,1780,677,269,218,200,206,90,32,3480,16,153,121,36,16,24,14,13,3,399,994,6621,3964,1223,838,679,503,247,71,15140
POA3054,..,333,491,80,14,12,9,0,0,948,..,23,73,79,62,91,106,74,46,565,8,23,43,15,12,3,6,0,0,113,409,622,1142,580,422,382,333,156,67,4116,..,12,242,443,397,372,328,128,33,1958,..,48,523,252,140,76,61,10,0,1104,..,6,14,45,62,43,24,17,12,227,852,..,..,..,..,..,..,..,..,852,..,256,..,..,..,..,..,..,..,256,..,72,75,15,31,21,0,0,0,215,..,41,50,3,8,15,17,7,8,148,..,39,94,16,0,3,0,0,0,154,..,572,913,136,33,21,21,4,3,1704,..,34,149,134,128,149,170,101,64,937,22,41,71,29,29,12,7,4,0,214,872,1114,2130,1074,833,708,638,274,121,7776
POA3055,..,347,390,60,23,7,15,11,4,851,..,49,205,202,139,157,129,126,63,1079,14,39,47,13,20,10,14,9,9,168,885,949,1689,1059,786,600,414,303,122,6811,..,39,831,970,762,539,383,238,68,3821,..,142,721,359,164,116,25,11,0,1545,..,4,35,95,122,94,43,56,20,465,1778,..,..,..,..,..,..,..,..,1778,..,439,..,..,..,..,..,..,..,439,..,186,221,92,83,25,3,0,0,609,..,94,112,28,33,22,28,27,21,356,..,65,114,12,11,4,0,0,0,208,..,603,775,133,49,32,28,13,3,1633,..,85,417,386,276,287,228,170,94,1947,20,55,90,41,36,14,22,18,17,315,1802,1720,3315,2109,1536,1138,758,520,221,13113
POA3056,..,832,1104,207,48,35,20,8,0,2248,..,82,335,315,218,255,200,185,71,1654,23,67,107,34,26,19,23,24,8,326,1192,1700,3413,1909,1164,918,607,486,163,11539,..,54,1123,1480,960,746,548,379,101,5389,..,257,1842,916,388,190,67,6,3,3673,..,3,31,109,153,119,70,89,38,610,2396,..,..,..,..,..,..,..,..,2396,..,565,..,..,..,..,..,..,..,565,..,240,235,134,129,56,4,0,0,793,..,189,197,35,54,33,36,33,24,602,..,144,251,31,16,7,0,0,0,447,..,1489,2188,426,111,70,31,18,3,4332,..,151,649,594,421,479,341,263,104,2993,44,113,217,72,58,33,37,33,16,619,2436,3195,6734,3795,2301,1724,1133,826,280,22421
POA3057,..,332,482,99,30,22,8,0,0,986,..,65,276,183,89,104,99,72,42,933,9,29,44,10,3,12,11,7,3,119,560,815,1834,960,537,392,269,215,71,5648,..,24,625,703,443,311,235,194,38,2566,..,153,998,433,171,78,22,4,0,1862,..,3,15,68,94,51,17,44,17,309,1121,..,..,..,..,..,..,..,..,1121,..,275,..,..,..,..,..,..,..,275,..,89,100,58,64,24,3,0,0,338,..,91,110,23,19,21,14,10,6,284,..,74,142,18,8,5,0,0,0,245,..,567,969,200,59,35,16,9,0,1860,..,107,503,340,179,163,157,108,55,1600,21,51,71,32,19,18,14,10,3,229,1133,1435,3528,1867,1055,695,486,372,116,10692
POA3058,..,443,602,122,59,49,24,5,4,1310,..,55,209,236,217,292,247,281,196,1728,31,66,89,40,34,35,29,39,18,383,2661,1899,3087,2612,2121,1569,1033,852,391,16221,..,108,1739,2766,2264,1627,1107,829,228,10664,..,165,1182,936,517,219,47,12,0,3074,..,11,64,206,342,208,139,136,78,1181,5248,..,..,..,..,..,..,..,..,5248,..,1320,..,..,..,..,..,..,..,1320,..,690,708,300,225,108,21,0,0,2053,..,177,217,62,58,94,94,70,43,819,..,184,296,50,15,13,7,3,0,571,..,892,1398,307,150,103,56,17,9,2928,..,98,409,447,451,511,379,381,260,2938,78,121,188,82,83,61,46,53,32,746,5326,3756,6195,5160,4110,2938,1887,1511,646,31540
POA3059,..,9,11,3,5,3,5,0,0,36,..,3,25,18,17,29,34,26,12,162,9,20,16,7,4,9,16,0,0,91,1462,1184,1049,971,1272,870,435,142,42,7426,..,44,936,1449,1969,1503,725,219,26,6876,..,43,170,116,117,46,14,0,3,511,..,4,44,90,171,100,31,14,5,468,2950,..,..,..,..,..,..,..,..,2950,..,1377,..,..,..,..,..,..,..,1377,..,801,711,130,47,8,3,0,0,1689,..,67,52,13,21,30,38,48,14,284,..,15,21,11,12,4,0,0,0,69,..,23,22,10,5,12,5,3,0,77,..,21,58,49,52,67,48,29,12,340,14,39,44,19,15,19,27,7,0,184,2966,2435,2057,1888,2400,1783,898,324,61,14822
POA3060,..,13,37,16,3,6,4,6,0,83,..,8,29,36,55,84,80,204,110,607,13,15,17,12,12,8,10,17,10,121,1395,708,1031,822,669,562,438,547,219,6396,..,98,1095,1174,823,632,481,554,134,4983,..,35,127,135,76,41,14,3,0,431,..,9,61,100,156,91,61,71,49,594,2841,..,..,..,..,..,..,..,..,2841,..,713,..,..,..,..,..,..,..,713,..,411,377,119,134,51,8,0,0,1098,..,100,111,24,28,42,42,34,26,415,..,54,84,29,8,7,3,0,0,181,..,137,264,55,22,24,7,13,0,517,..,16,78,103,124,164,139,255,166,1044,29,35,45,27,30,28,21,36,18,262,2872,1615,2238,1757,1398,1075,784,960,387,13081
POA3061,..,3,6,7,12,3,9,0,0,35,..,0,6,9,18,15,41,33,12,136,7,8,8,3,0,0,4,8,0,43,495,320,335,272,252,229,267,148,37,2358,..,40,286,357,341,286,363,180,26,1889,..,6,33,11,10,11,10,0,0,82,..,8,31,36,40,43,26,27,6,214,976,..,..,..,..,..,..,..,..,976,..,329,..,..,..,..,..,..,..,329,..,208,227,73,52,21,0,0,0,583,..,33,23,13,13,21,18,24,13,152,..,0,14,4,0,6,0,0,0,29,..,27,38,15,16,12,12,0,0,124,..,7,28,44,63,60,67,54,24,346,16,12,19,16,9,8,6,8,0,104,994,661,696,578,560,456,510,297,74,4823
POA3062,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,51,46,25,41,54,26,29,8,3,276,..,0,16,62,64,41,36,14,0,229,..,3,0,3,12,10,4,0,0,35,..,0,0,0,3,0,4,0,0,16,108,..,..,..,..,..,..,..,..,108,..,51,..,..,..,..,..,..,..,51,..,15,18,4,9,0,0,0,0,51,..,3,0,0,0,3,0,3,6,17,..,0,0,0,0,0,0,0,0,7,..,0,0,0,4,0,0,0,0,7,..,0,0,3,0,3,4,3,0,15,3,0,0,0,0,0,0,0,0,9,107,70,33,78,100,61,49,25,4,530
POA3064,..,73,103,38,45,49,18,0,0,315,..,40,149,152,188,241,232,118,36,1161,103,94,108,47,39,41,30,12,6,482,9043,5251,6708,5584,4617,2723,1336,514,134,35916,..,463,7321,8218,6541,3780,1662,483,62,28539,..,322,1084,750,514,237,51,16,0,2969,..,104,466,794,949,451,165,81,37,3047,18556,..,..,..,..,..,..,..,..,18556,..,5251,..,..,..,..,..,..,..,5251,..,3201,2155,445,173,53,4,0,0,6036,..,559,548,180,197,303,285,166,59,2305,..,231,297,89,79,40,11,0,0,745,..,204,326,114,107,102,39,3,3,896,..,91,411,424,463,455,345,180,39,2413,190,205,230,146,92,77,60,24,8,1035,18752,10629,12839,11157,9121,5498,2621,963,209,71782
POA3065,..,210,428,76,17,15,7,3,0,750,..,35,168,147,132,108,97,65,26,781,7,35,60,16,12,10,8,0,0,144,509,563,1411,715,483,382,249,146,50,4506,..,21,332,456,352,269,207,115,31,1774,..,81,754,334,198,105,34,5,3,1518,..,13,51,95,88,66,18,20,8,368,1026,..,..,..,..,..,..,..,..,1026,..,227,..,..,..,..,..,..,..,227,..,93,78,27,19,15,0,0,0,239,..,63,86,18,10,24,15,11,8,227,..,43,109,16,4,8,4,0,0,181,..,328,853,178,59,38,17,3,0,1471,..,60,295,292,275,217,140,99,38,1422,16,51,111,34,21,16,8,5,3,261,1038,980,2660,1455,1022,753,448,258,92,8710
POA3066,..,150,349,62,21,11,4,3,0,596,..,51,175,145,88,75,65,39,16,653,4,12,27,7,5,4,7,3,3,77,434,484,1338,601,360,247,154,83,25,3737,..,22,408,345,206,155,95,55,10,1285,..,111,854,304,147,69,18,3,0,1514,..,6,56,92,94,48,28,12,5,345,854,..,..,..,..,..,..,..,..,854,..,173,..,..,..,..,..,..,..,173,..,55,56,24,23,3,0,0,0,165,..,80,67,26,9,22,12,4,3,220,..,31,86,15,4,6,3,0,0,146,..,264,700,145,60,33,3,3,0,1210,..,104,331,312,215,177,111,59,18,1331,15,31,74,29,19,11,5,5,3,186,862,876,2625,1287,778,520,280,141,43,7419
POA3067,..,140,385,48,9,11,3,4,0,600,..,36,183,112,53,78,59,38,15,587,6,20,47,11,3,6,0,3,0,98,296,472,1466,516,310,283,186,85,40,3639,..,8,476,410,279,240,179,55,21,1674,..,131,903,275,134,68,22,7,0,1543,..,0,9,26,40,38,17,14,11,157,586,..,..,..,..,..,..,..,..,586,..,153,..,..,..,..,..,..,..,153,..,62,61,29,20,12,0,0,0,184,..,78,84,9,12,17,18,8,11,237,..,46,91,11,5,4,0,0,0,161,..,274,746,109,33,21,17,6,0,1205,..,71,384,251,153,129,103,56,17,1162,19,35,86,24,12,13,7,3,0,195,603,862,2849,1149,688,538,368,145,61,7257
