POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA3057,13,6,4,6,32,14,0,3,0,12,3,0,11,3,14,3,4,8,0,17,43,4,16,5,62,27,6,14,0,47,90,15,27,9,133,51,30,45,10,130,77,47,43,14,170,87,31,19,4,138,60,49,29,5,138,95,40,17,5,162,207,124,30,11,363,205,92,12,9,320,126,86,3,4,225,78,60,7,5,153,152,170,4,3,327,92,92,35,0,216,14,3,8,0,21,1418,861,311,97,2696
POA3058,66,19,24,3,111,42,7,10,3,58,30,12,26,3,84,20,13,28,0,59,165,29,52,10,251,71,49,89,6,213,347,104,101,8,559,153,118,118,25,410,196,218,157,24,592,187,239,106,29,562,128,230,72,17,445,161,266,61,16,507,407,565,99,20,1090,321,479,36,19,861,187,371,18,15,588,132,257,18,0,403,205,541,11,0,768,217,400,117,13,754,49,40,25,4,116,3080,3962,1181,219,8438
POA3059,31,16,5,3,53,11,4,3,3,20,3,16,11,0,30,3,6,10,0,20,66,17,19,0,100,27,33,34,0,97,130,55,24,3,212,58,85,47,7,199,87,124,40,7,264,75,180,45,0,301,54,176,31,3,264,69,186,23,3,276,146,412,51,0,609,104,306,27,5,440,55,209,11,3,280,43,161,5,0,207,53,325,4,0,389,62,309,66,3,437,30,29,9,0,63,1098,2657,469,43,4264
POA3060,23,18,16,0,57,12,3,3,0,18,11,14,18,8,50,8,20,24,0,44,82,60,34,0,177,22,67,47,3,140,251,108,67,10,435,79,139,76,11,308,77,180,60,9,328,70,164,48,6,290,36,153,35,5,228,37,113,30,3,191,72,225,43,9,356,49,138,20,4,212,23,69,8,0,99,13,45,0,0,58,17,57,6,0,81,54,171,51,10,291,41,15,10,6,68,986,1765,593,84,3432
POA3061,12,4,4,0,23,5,4,0,0,8,5,11,8,3,22,0,9,8,0,19,46,32,18,0,93,12,42,18,0,72,124,43,23,3,192,28,68,24,3,117,34,78,27,4,152,18,52,26,0,101,9,45,10,0,66,12,37,6,0,61,17,72,12,3,105,7,25,6,0,35,0,20,0,0,19,0,11,0,0,12,0,10,0,0,13,23,65,24,0,105,8,10,9,0,31,361,637,216,25,1235
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,7,0,0,0,4,3,0,3,0,10,4,3,0,0,11,0,7,3,0,14,3,0,0,0,8,0,3,0,0,3,4,23,0,0,28,4,5,0,0,11,3,3,0,0,9,6,9,0,0,6,3,17,0,0,15,0,7,0,0,12,0,9,0,0,5,42,92,16,0,149
POA3064,177,134,97,0,407,38,39,34,0,106,37,83,104,3,228,31,47,132,0,211,193,301,181,7,684,121,339,275,13,750,444,565,336,24,1366,274,786,334,25,1412,349,1130,337,36,1849,384,1141,258,29,1811,285,985,182,23,1473,315,973,125,15,1428,603,1738,172,29,2547,282,1004,95,18,1404,143,583,24,3,757,88,354,25,0,462,78,429,29,0,533,233,1077,253,14,1572,80,143,68,10,295,4155,11851,3044,245,19294
POA3065,15,3,15,0,33,3,3,9,3,19,7,11,32,3,53,6,0,34,0,37,32,24,28,5,86,15,18,34,0,68,42,28,33,4,104,33,17,35,0,83,53,31,31,6,120,43,22,15,6,91,42,9,8,4,69,69,17,5,3,94,126,38,21,3,192,132,44,5,6,192,91,29,3,3,133,77,30,13,0,112,246,143,9,9,408,106,65,30,0,209,17,7,18,0,41,1160,546,363,70,2141
POA3066,11,6,13,0,27,10,0,8,3,22,11,12,27,4,43,3,0,25,3,28,23,11,42,3,80,12,11,37,3,59,30,21,38,4,86,22,15,27,9,74,38,14,23,8,92,47,8,10,10,82,44,12,11,0,70,51,17,7,7,79,179,41,10,7,235,148,35,7,0,185,112,32,0,5,150,86,22,6,3,123,164,66,0,3,235,84,42,24,7,150,13,13,22,0,41,1077,375,343,77,1863
POA3067,9,4,5,8,24,3,0,10,0,9,7,0,3,5,11,3,0,7,0,15,25,3,4,0,36,13,3,11,3,31,27,3,4,3,43,33,8,14,3,56,45,17,13,7,83,51,23,13,4,95,47,26,11,4,86,63,33,6,3,101,204,62,18,10,292,145,48,3,6,201,131,31,0,5,165,83,39,6,5,139,185,139,9,3,331,79,51,20,0,157,9,0,0,0,17,1164,489,154,81,1886
POA3068,15,4,9,0,26,12,3,10,3,23,11,3,17,0,29,3,0,12,0,16,37,7,26,3,69,18,17,44,0,81,86,13,38,7,146,37,16,49,10,124,96,41,41,10,191,107,32,31,11,186,100,49,24,9,179,112,49,34,7,196,284,148,48,13,497,238,148,15,7,410,184,155,5,0,356,152,161,19,0,335,382,588,21,3,992,170,179,58,4,407,17,11,11,3,37,2063,1642,501,103,4308
POA3070,16,9,13,3,40,15,9,8,3,31,12,7,31,0,51,0,8,16,3,34,94,13,30,3,140,28,19,45,3,98,189,27,57,11,284,76,44,81,9,204,119,90,96,12,312,136,97,53,21,303,107,104,56,12,278,131,111,50,9,295,291,297,59,21,672,240,261,18,16,537,195,265,11,9,482,142,236,30,9,413,291,779,16,13,1092,181,289,71,3,538,28,28,9,3,68,2282,2690,759,152,5878
POA3071,30,10,10,7,48,20,4,0,3,27,12,3,24,0,38,3,0,22,3,29,67,11,24,3,105,26,12,57,3,99,184,39,51,9,290,79,72,44,9,207,104,90,73,13,279,127,117,56,15,318,90,112,30,11,244,104,121,34,9,267,224,277,55,8,568,187,245,14,10,450,118,169,7,5,296,78,135,21,0,238,167,360,7,3,534,120,164,45,8,341,20,16,8,0,47,1756,1967,593,121,4436
POA3072,75,13,20,3,109,40,17,13,3,78,22,15,31,14,81,10,10,31,3,60,159,29,75,6,273,62,69,110,7,251,315,89,120,25,556,143,145,147,30,464,217,223,135,29,607,199,252,120,34,604,153,253,75,9,487,165,235,70,10,484,382,526,81,29,1024,305,405,41,13,764,157,307,20,4,495,130,192,29,3,348,147,349,8,5,512,187,384,120,6,699,50,25,31,3,111,2940,3545,1277,249,8013
POA3073,129,47,56,5,238,60,9,26,8,101,40,36,77,13,169,21,23,87,6,139,291,77,118,14,506,106,133,206,26,474,757,199,248,35,1245,321,340,263,45,965,367,473,272,56,1163,362,536,194,31,1120,235,466,139,27,868,260,438,108,31,833,525,804,131,37,1500,359,536,52,16,960,177,287,22,3,493,87,209,20,3,322,115,300,25,3,441,266,500,204,11,978,131,95,86,7,324,4606,5519,2344,375,12845
POA3074,80,29,40,0,152,25,16,8,5,46,15,26,36,3,78,22,10,46,0,77,240,77,73,8,394,57,84,92,9,244,501,150,136,14,796,145,210,121,14,486,154,272,116,21,567,137,247,95,11,493,79,228,74,7,384,66,177,37,7,286,122,297,63,13,496,56,154,18,9,232,26,107,11,5,152,14,49,6,0,76,14,66,7,0,91,103,317,123,3,547,67,44,35,3,156,1920,2555,1133,134,5740
POA3075,69,40,27,6,137,31,19,10,0,67,19,24,33,0,78,11,20,41,0,67,186,79,73,11,350,54,104,92,10,261,483,159,110,20,769,158,192,148,18,519,139,295,123,11,577,185,319,114,16,624,84,245,77,8,418,104,200,47,13,361,173,363,69,8,615,86,194,34,5,318,27,108,5,3,144,14,63,4,0,81,28,78,10,0,122,129,303,110,9,558,64,40,29,3,135,2043,2846,1159,135,6191
POA3076,82,31,40,3,158,18,23,15,3,58,19,36,39,0,96,20,15,51,0,87,138,75,99,8,309,66,103,142,4,314,308,175,186,13,684,172,290,141,11,613,223,421,155,15,817,232,422,139,23,811,130,448,81,8,666,146,407,64,14,632,241,832,79,14,1167,160,463,42,3,666,54,250,15,3,323,29,142,11,0,183,35,170,11,0,217,125,449,104,3,678,56,56,39,0,152,2263,4797,1447,130,8634
POA3078,8,5,0,3,21,3,0,3,0,5,6,0,5,0,13,3,0,8,0,10,41,0,15,0,54,25,10,14,4,53,72,10,22,8,119,56,14,32,4,102,65,40,31,6,135,66,45,24,6,145,42,38,29,3,111,61,62,27,3,162,142,146,27,4,318,132,145,12,0,288,86,115,11,3,220,50,100,15,3,162,144,445,15,0,603,78,132,31,3,242,13,6,8,0,22,1101,1318,327,55,2794
POA3079,20,13,22,0,53,11,3,6,0,22,8,3,8,3,24,3,3,6,0,17,20,9,22,4,60,15,15,18,5,56,80,23,34,3,142,84,36,42,9,166,107,56,46,12,218,93,66,43,5,208,64,92,39,6,205,92,79,30,3,207,193,227,51,3,471,163,171,23,12,367,78,192,9,3,286,78,176,17,4,277,222,761,19,0,1003,94,265,63,3,426,16,28,4,3,59,1457,2202,511,86,4256
POA3081,17,16,19,0,51,14,8,9,3,36,14,3,37,3,62,7,4,41,0,49,33,25,65,5,123,18,29,77,12,134,117,58,73,13,259,57,62,73,15,204,74,106,91,17,291,69,94,63,9,236,53,101,42,3,206,64,92,29,4,194,156,191,40,13,397,104,145,13,3,266,53,72,10,0,131,38,49,0,0,84,49,75,9,3,137,72,127,78,12,285,22,16,24,4,67,1025,1276,793,126,3213
POA3082,76,15,27,7,129,23,6,15,0,47,24,17,32,0,71,12,10,31,3,58,145,43,57,5,251,66,63,102,11,246,350,124,104,7,596,185,226,140,12,561,175,324,143,13,654,208,345,125,17,697,153,334,94,10,593,143,375,81,15,609,284,690,98,22,1100,156,476,50,8,690,93,319,15,0,427,36,180,12,0,222,37,314,13,0,365,124,505,130,4,757,43,54,29,0,119,2326,4428,1295,140,8194
POA3083,101,42,35,17,198,36,3,14,5,54,33,14,21,4,75,10,11,26,4,50,169,45,48,11,267,87,52,84,10,233,465,100,108,24,695,253,152,107,17,527,303,258,130,17,706,264,272,104,15,654,152,299,63,14,531,140,259,52,12,461,246,573,84,11,915,169,433,39,4,648,80,263,16,4,361,59,166,8,3,242,65,349,17,3,436,163,398,102,8,668,68,40,16,4,128,2850,3725,1074,183,7837
POA3084,41,16,17,0,76,31,3,11,4,46,16,8,20,0,44,5,7,24,0,37,93,12,27,6,143,36,23,46,3,111,229,37,72,10,344,167,56,71,17,313,235,130,81,14,460,200,128,92,16,426,141,156,60,7,366,161,196,48,15,415,242,487,72,8,807,190,451,34,9,686,156,319,18,3,488,102,286,23,0,407,192,820,24,3,1045,151,383,97,9,639,49,35,15,4,108,2441,3551,847,117,6952
POA3085,18,7,8,0,36,5,0,6,0,17,7,4,12,4,31,3,0,19,0,26,51,3,19,3,75,25,12,38,4,77,123,23,44,0,191,113,41,46,3,202,100,68,57,3,226,97,98,37,3,240,67,97,45,4,212,68,114,36,5,222,162,302,46,4,506,115,243,15,4,380,97,206,10,3,326,32,134,7,0,173,89,310,7,0,404,58,193,62,5,319,23,17,7,0,48,1263,1887,509,50,3706
POA3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
POA3087,14,3,0,0,21,11,0,3,0,14,4,4,7,0,18,0,4,11,0,15,25,4,21,4,60,15,10,28,0,54,115,23,33,5,174,69,44,43,5,165,92,50,52,4,201,59,68,27,7,164,43,73,28,3,153,54,93,21,3,176,115,197,28,6,354,77,163,24,0,262,56,120,10,3,189,33,65,3,0,102,27,125,11,3,161,55,131,41,4,232,19,10,8,0,45,887,1186,424,48,2539
POA3088,38,13,16,0,65,18,6,4,0,25,8,0,18,5,29,15,6,34,0,56,90,9,44,9,149,50,22,78,4,154,241,41,91,6,372,217,61,100,11,390,240,169,128,8,544,211,201,106,13,526,158,239,93,11,503,152,280,65,4,505,370,637,98,11,1119,250,559,28,4,840,151,374,20,6,550,80,263,16,0,362,123,491,12,9,632,130,424,113,3,672,38,28,22,3,88,2594,3809,1074,103,7581
POA3089,17,4,3,0,23,4,3,0,0,6,10,0,5,0,13,12,0,3,0,15,25,3,14,0,37,23,3,31,0,59,76,19,25,3,122,64,28,38,0,130,80,49,59,3,184,70,82,44,0,205,46,100,49,0,206,62,120,28,0,207,122,286,45,3,451,95,265,20,0,386,62,214,13,3,284,35,160,9,0,200,66,303,8,0,369,60,222,50,0,331,16,19,7,0,46,923,1873,453,23,3277
POA3090,5,0,3,0,11,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,4,0,4,7,9,0,0,13,12,8,0,0,19,12,17,3,0,27,13,15,3,0,32,7,26,4,0,33,14,20,3,0,34,20,33,0,0,59,20,46,0,0,75,14,45,3,0,64,3,30,4,0,33,27,114,0,0,140,15,55,9,0,76,3,3,0,0,11,176,422,38,9,640
POA3091,7,3,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,4,6,0,3,0,7,12,3,5,0,21,10,6,0,0,15,12,6,0,0,22,15,10,0,0,25,9,9,3,0,22,5,10,0,0,19,17,19,0,0,31,5,34,0,0,43,10,30,0,0,42,3,16,0,0,23,9,58,0,0,65,7,37,3,0,53,3,4,0,0,11,134,250,26,7,423
POA3093,12,0,5,3,16,0,0,7,0,8,4,0,3,0,9,0,0,0,0,3,8,0,7,0,19,4,0,3,0,11,34,0,11,0,43,19,8,17,0,41,39,18,11,0,71,40,14,5,0,64,32,12,16,0,59,25,21,6,0,51,48,76,9,0,129,41,52,0,3,99,16,56,4,0,80,10,37,3,0,56,37,121,3,0,163,32,57,11,0,103,4,13,0,0,20,413,496,121,21,1047
POA3094,7,0,6,0,18,3,0,5,0,10,0,4,5,0,15,5,0,7,0,13,22,0,12,0,33,12,0,20,0,43,96,7,27,3,130,60,13,44,3,125,98,34,41,0,176,82,69,44,3,195,50,63,27,3,148,57,78,20,0,160,140,203,48,9,390,84,208,23,0,315,49,128,6,0,190,35,71,7,0,112,44,177,0,0,219,59,109,41,0,211,13,9,5,0,23,918,1182,390,28,2521
POA3095,25,10,11,0,48,21,3,6,0,38,10,10,19,4,39,7,4,25,0,32,51,11,32,8,99,41,18,53,3,117,169,22,46,6,245,129,67,76,0,272,239,112,80,5,437,205,155,82,4,444,113,209,73,3,396,173,220,50,13,456,338,608,99,7,1050,225,550,35,3,816,149,476,15,0,636,117,378,25,0,521,221,990,26,0,1235,154,559,115,3,830,33,39,14,0,86,2418,4445,876,58,7804
POA3096,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,8,3,3,3,0,10,18,0,3,0,28,13,8,3,0,20,16,10,10,0,37,14,11,6,0,31,3,27,9,0,40,15,26,5,0,44,17,44,3,3,65,11,43,0,0,55,3,28,0,0,32,0,16,0,0,20,4,38,3,0,48,16,40,7,0,61,3,0,0,0,3,157,288,64,3,515
POA3097,4,0,0,0,9,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,4,0,0,0,3,13,0,3,0,12,11,0,3,0,16,15,3,7,0,28,8,9,3,0,19,3,4,3,0,13,7,13,0,0,27,10,21,4,0,41,12,16,0,0,36,12,15,0,0,27,3,18,0,0,24,25,50,0,0,77,12,34,3,0,47,0,0,0,0,0,148,201,31,3,375
POA3099,5,0,3,0,8,3,0,0,0,4,0,0,3,0,8,0,0,6,0,4,16,3,4,0,28,9,5,19,0,33,29,5,6,0,46,30,13,6,3,48,39,42,19,3,110,53,40,21,0,110,18,45,18,0,88,33,55,10,0,101,71,112,12,0,188,46,108,3,0,153,32,68,9,0,102,12,38,0,0,55,29,74,3,0,100,28,95,20,0,148,10,5,4,0,14,461,711,175,8,1350
POA3101,32,27,54,11,120,23,6,6,9,49,10,10,24,4,48,5,11,13,3,29,42,10,27,0,81,28,18,47,4,99,89,20,34,3,148,85,33,60,8,183,112,56,66,21,251,147,85,58,17,300,91,66,40,11,210,106,93,36,5,243,285,200,97,20,603,225,238,37,11,510,168,190,8,3,367,112,219,55,3,390,443,1201,37,3,1679,166,472,93,3,733,31,25,14,0,71,2190,2990,796,157,6129
POA3102,8,4,7,0,19,8,0,5,0,9,0,3,4,0,8,0,0,0,0,0,9,3,8,3,29,4,11,16,0,32,44,14,17,0,70,25,17,15,5,58,30,26,17,3,80,38,41,16,0,93,20,28,12,0,60,27,29,18,0,71,82,86,24,3,201,57,74,10,0,149,27,85,4,3,120,28,67,9,0,107,64,351,19,3,436,35,124,15,0,175,17,7,4,0,26,526,973,229,24,1750
POA3103,49,31,70,9,160,14,8,17,4,49,12,13,18,0,47,4,3,19,0,30,40,12,24,3,85,22,30,30,0,90,82,28,42,7,161,96,42,44,7,184,92,83,55,14,250,94,73,40,10,218,60,74,51,11,196,65,90,28,6,192,135,179,58,12,380,119,171,21,5,318,71,118,14,3,204,45,136,20,7,213,180,648,24,0,849,93,310,52,3,456,17,18,3,0,46,1300,2078,643,91,4112
POA3104,43,24,58,6,135,32,7,20,3,59,6,15,25,9,48,4,13,34,0,50,49,13,24,3,87,42,27,49,5,120,114,47,43,6,210,73,66,55,8,198,113,122,84,4,328,117,127,46,10,302,66,146,41,4,260,92,154,40,4,287,153,347,80,11,586,128,285,35,6,447,63,229,18,0,305,57,230,29,0,316,176,858,24,0,1063,99,470,64,4,633,38,34,13,3,84,1465,3204,763,84,5522
POA3105,39,11,17,0,71,11,3,3,0,17,10,9,9,0,26,0,4,10,0,11,90,7,20,0,115,28,20,16,0,77,189,34,28,3,260,95,42,33,4,175,100,69,31,10,208,76,91,45,3,216,53,70,39,0,167,53,89,16,3,157,93,185,28,4,310,83,174,16,3,276,40,121,5,0,166,35,96,9,0,138,85,277,12,0,372,62,175,44,3,286,48,16,7,0,65,1193,1484,388,44,3113
POA3106,51,22,31,0,102,29,8,4,3,40,12,10,16,0,41,8,8,11,0,31,69,16,21,3,115,37,23,34,4,101,164,33,34,7,240,114,64,35,4,221,131,87,46,3,267,137,125,46,0,302,74,117,22,3,217,112,144,37,0,287,186,278,49,6,519,114,230,23,3,364,93,199,11,3,301,64,153,16,0,235,158,557,22,3,736,106,357,62,0,515,34,28,5,0,65,1681,2451,516,56,4709
POA3107,36,7,17,5,67,17,3,3,0,23,11,7,10,0,27,14,4,13,0,31,71,9,17,0,98,39,20,35,0,94,171,43,38,6,256,100,64,46,9,215,133,98,62,3,295,127,116,44,7,305,67,116,33,3,219,84,100,30,3,220,130,257,48,3,433,86,223,31,0,336,65,177,13,0,246,27,135,15,3,182,80,309,10,3,407,77,213,50,8,346,33,24,6,0,67,1358,1918,527,56,3861
POA3108,96,31,65,15,207,47,21,9,3,81,31,20,27,3,82,15,10,29,0,49,127,22,46,6,199,73,44,60,5,186,267,63,72,3,410,194,118,63,11,389,234,153,94,10,491,206,149,53,13,419,130,171,66,10,370,126,155,48,6,333,214,317,56,11,600,149,239,31,9,429,86,173,20,6,271,60,159,13,3,236,131,359,20,3,508,150,322,80,5,560,41,23,13,3,80,2373,2552,848,125,5903
POA3109,116,44,76,6,245,64,16,27,3,114,28,19,34,3,90,14,37,35,3,80,148,49,26,6,225,65,55,62,6,194,345,115,87,15,564,235,167,107,13,519,270,227,124,13,633,218,254,86,12,576,124,291,58,4,483,134,280,38,8,459,231,597,72,14,918,149,408,43,7,601,104,310,29,9,445,73,247,27,3,347,167,586,27,4,786,172,467,101,5,748,56,29,24,0,104,2720,4197,1079,131,8121
POA3111,29,10,19,3,58,9,6,4,0,16,4,4,6,0,16,4,6,4,0,15,41,9,17,3,70,29,14,21,10,63,110,23,29,0,167,78,44,39,3,162,110,75,44,3,238,93,76,44,3,215,60,85,22,3,173,65,106,26,0,194,128,201,21,4,355,82,180,7,0,272,55,121,12,0,193,58,159,6,0,222,87,381,22,0,491,73,225,49,0,341,35,30,9,3,70,1150,1751,405,40,3343
POA3113,11,5,0,0,16,4,4,3,0,9,0,3,9,3,8,0,0,9,0,9,24,0,6,0,28,19,10,20,0,42,48,9,13,0,71,60,15,19,0,97,44,39,18,3,100,57,43,12,0,118,48,60,12,0,123,50,76,20,3,147,59,166,23,0,247,60,141,7,0,215,45,134,4,0,186,37,98,4,0,142,88,351,6,0,445,65,188,43,0,294,4,12,3,0,20,723,1348,232,17,2317
POA3114,5,0,3,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,6,0,0,0,10,9,0,3,0,7,24,7,3,0,33,21,3,7,0,29,28,15,3,0,51,21,22,8,0,53,14,23,5,0,42,22,16,4,0,42,28,50,4,0,87,12,67,5,0,85,13,55,0,0,73,17,55,4,0,79,44,221,4,0,269,20,97,5,0,124,13,12,7,0,28,290,659,76,6,1033
POA3115,3,0,0,0,7,5,0,0,0,5,0,0,0,0,0,3,0,7,0,8,13,0,3,0,18,3,3,0,3,14,27,3,10,0,34,23,9,10,0,46,29,13,6,0,53,19,16,11,0,46,16,14,0,0,35,27,33,6,0,65,36,70,12,0,121,34,75,4,0,111,21,66,0,0,87,17,43,3,0,66,39,167,0,0,207,17,102,15,0,133,7,7,0,0,11,346,625,86,5,1070
POA3116,14,0,3,0,26,5,3,4,0,12,4,3,10,0,24,7,0,7,0,20,34,4,17,0,54,22,7,25,0,52,128,14,33,0,177,74,32,39,5,149,107,61,41,3,209,72,82,42,3,202,47,105,25,0,180,58,123,16,0,192,154,266,44,7,469,93,185,10,3,292,58,96,5,0,158,16,64,6,3,90,34,135,3,3,177,66,151,45,3,265,35,16,5,0,57,1044,1329,387,41,2795
POA3121,40,13,33,3,90,17,4,20,4,46,22,19,68,8,117,10,3,43,0,67,77,47,66,15,204,32,27,71,5,135,166,34,79,19,291,86,47,82,23,237,128,57,73,28,286,156,72,68,23,311,130,76,61,19,283,187,70,53,17,324,444,199,62,37,744,461,193,28,22,707,402,170,9,19,600,322,166,24,14,520,787,616,23,13,1444,295,203,95,7,597,26,18,22,4,67,3782,2033,983,270,7071
POA3122,41,8,24,15,88,11,4,6,6,27,18,8,13,10,50,11,3,5,8,25,36,9,23,3,68,52,21,21,8,98,76,21,26,16,141,93,40,31,15,179,139,52,33,19,236,151,52,38,32,276,127,53,31,13,225,125,75,19,8,228,351,155,57,26,589,322,154,21,15,502,214,124,9,11,347,157,155,23,0,337,379,928,29,7,1340,185,283,56,10,531,29,28,7,3,67,2508,2167,473,222,5364
POA3123,26,13,25,8,69,10,3,9,0,20,7,0,10,6,22,0,3,18,3,21,25,7,6,7,45,19,13,18,0,46,52,14,13,9,88,53,26,28,8,119,72,38,43,13,166,95,47,25,10,184,69,31,23,7,129,79,60,29,7,170,211,107,37,17,375,158,117,14,10,303,128,84,8,3,221,88,129,18,0,234,264,647,24,3,932,120,197,41,4,352,21,28,4,3,60,1489,1564,389,111,3549
POA3124,38,25,33,13,108,12,7,11,3,38,5,7,21,4,39,9,3,20,0,35,33,10,15,3,64,30,14,30,6,81,94,27,36,13,160,107,39,51,12,204,151,78,56,13,296,142,59,43,9,260,86,78,43,4,204,116,84,36,8,244,220,233,74,15,540,183,205,36,4,426,137,191,11,0,350,104,286,32,0,423,311,1202,25,4,1541,105,407,78,0,593,33,27,13,0,73,1915,2993,663,110,5675
POA3125,57,14,30,15,124,28,8,11,6,48,22,14,17,3,47,11,5,19,0,34,64,14,37,3,114,36,17,25,9,84,131,27,40,7,207,75,58,40,10,185,114,71,35,4,229,85,70,25,11,190,54,66,39,4,154,64,72,35,11,184,108,202,43,5,350,66,133,15,6,224,52,125,10,4,194,27,99,15,4,136,74,270,7,0,351,72,184,57,4,321,20,4,11,0,37,1146,1444,502,110,3214
POA3126,9,8,19,3,40,6,3,8,0,14,3,3,5,0,15,4,5,0,0,11,12,3,10,0,23,8,9,10,0,27,33,11,8,3,55,28,17,12,7,61,40,29,19,3,93,42,25,24,3,86,30,31,19,0,76,41,31,8,3,90,100,69,17,0,184,72,76,7,3,154,50,53,0,0,106,31,111,5,0,152,176,512,10,0,700,38,159,18,0,219,15,14,3,0,28,737,1147,206,30,2124
POA3127,29,12,16,4,66,15,3,13,0,32,18,3,11,0,38,3,6,17,0,28,43,12,12,0,68,28,17,23,3,73,84,12,31,5,133,74,32,36,8,149,123,55,40,9,222,121,67,39,10,227,73,87,39,3,200,86,90,39,8,219,208,238,65,9,523,147,212,22,9,393,113,209,9,3,337,70,220,32,0,323,221,1091,23,3,1346,84,338,45,3,467,16,11,4,0,33,1540,2729,522,79,4875
