POA_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA3889,28,52,0,0,0,0,0,0,7,24,7,24,0,4,0,0,0,0,0,4,4,30,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,3,3,9,0,3,40,96
POA3890,43,80,0,0,4,16,0,3,9,42,18,68,0,0,0,0,3,9,3,9,19,75,0,0,0,0,0,0,11,23,11,23,0,0,0,0,4,10,4,10,12,31,0,3,74,192
POA3891,22,38,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,10,7,12,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,30,58
POA3892,160,315,0,0,5,20,0,4,41,162,45,188,0,0,6,28,12,34,22,59,69,249,0,0,11,37,4,4,10,30,27,75,3,9,5,5,12,24,20,43,43,114,3,4,272,681
POA3893,7,7,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,3,10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17
POA3895,26,51,0,0,0,6,0,0,9,28,8,31,0,0,5,7,4,12,4,18,11,53,0,0,0,0,0,0,5,9,5,9,0,0,0,0,3,3,5,7,8,21,0,0,47,122
POA3896,39,79,0,6,4,10,0,4,22,85,25,113,0,3,0,9,7,24,15,31,40,144,0,3,3,5,0,0,6,15,5,23,0,5,0,0,8,14,10,23,14,46,4,7,98,276
POA3898,85,154,0,0,7,32,0,3,37,135,39,172,3,5,0,9,12,28,19,43,57,217,0,0,0,15,0,0,6,23,10,36,0,0,3,9,6,15,8,19,17,57,0,3,163,434
POA3900,26,53,0,8,0,0,0,0,10,23,8,28,0,0,0,3,0,0,0,3,8,32,0,0,3,7,0,0,0,0,3,7,0,0,0,0,0,3,0,3,3,8,0,0,39,92
POA3902,63,131,0,0,5,33,0,6,17,71,29,109,0,0,3,8,7,29,10,39,40,144,0,0,0,13,0,0,3,14,7,22,0,0,0,0,5,13,5,13,16,33,0,3,118,313
POA3903,120,241,0,6,3,12,4,11,37,162,42,198,4,10,3,4,11,35,13,50,57,248,0,0,0,0,0,0,10,27,10,27,0,3,0,5,7,17,9,22,20,47,3,4,205,543
POA3904,276,545,0,0,7,40,3,15,61,232,74,293,3,7,6,12,17,52,21,73,94,359,0,6,4,16,0,3,16,42,23,64,0,0,3,11,13,16,17,29,40,95,4,6,410,1008
POA3909,1051,2066,6,44,55,273,12,42,346,1371,424,1739,27,102,54,182,150,458,238,742,662,2478,3,11,20,70,6,29,145,385,174,491,11,20,24,60,103,216,139,296,317,784,17,33,2049,5364
POA3910,2009,3987,55,312,244,1123,79,366,1524,5941,1903,7742,231,943,231,808,692,2257,1153,4013,3053,11755,14,69,76,241,40,127,376,981,498,1413,67,206,119,268,403,868,588,1346,1085,2756,92,195,6244,18701
POA3911,325,655,4,26,48,216,11,55,178,725,244,1023,36,154,48,149,107,353,191,651,434,1675,0,0,8,17,0,9,55,156,63,184,12,28,10,20,73,148,89,193,155,380,11,25,927,2731
POA3912,1461,2907,39,207,193,879,71,331,924,3611,1224,5033,148,619,148,505,468,1522,763,2646,1987,7682,6,41,55,195,25,76,233,633,324,948,35,112,83,192,244,538,353,842,679,1788,42,86,4171,12463
POA3913,359,721,12,66,41,202,16,63,194,759,265,1089,31,124,32,111,94,328,162,561,427,1648,0,0,9,26,7,14,64,162,82,201,11,33,16,27,69,144,93,209,176,410,9,14,966,2792
POA3915,985,1963,23,131,58,264,49,202,542,2080,668,2680,46,181,49,152,200,643,292,974,959,3661,10,42,36,134,31,104,259,707,333,994,26,79,51,99,208,445,285,628,618,1619,37,79,2600,7312
POA3916,127,248,0,0,5,33,0,7,39,164,48,202,8,28,14,41,25,70,42,135,96,334,0,0,4,15,0,0,3,11,12,25,0,0,4,14,13,25,19,33,28,61,3,3,256,654
POA3918,414,831,10,33,56,261,16,60,239,946,317,1298,37,154,35,102,99,313,174,572,487,1868,0,9,11,41,0,5,51,138,67,196,3,10,8,21,44,97,57,125,126,326,8,17,1036,3036
POA3919,310,620,4,41,27,140,15,66,191,754,244,1007,12,42,25,75,81,260,116,373,361,1375,3,19,14,39,8,29,79,204,103,295,8,26,21,44,56,114,84,184,182,483,14,19,866,2500
POA3920,39,67,0,0,3,20,0,3,34,125,38,146,0,0,0,0,3,3,3,3,42,151,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,77,222
POA3921,17,26,0,0,0,3,0,0,9,26,10,30,0,0,0,0,0,3,0,3,9,35,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,29,67
POA3922,1002,1972,11,64,48,232,16,72,374,1453,451,1822,18,63,57,185,91,269,162,513,617,2341,6,29,22,75,13,54,149,396,194,555,0,7,36,74,106,223,142,302,339,853,19,33,1973,5204
POA3923,91,187,0,0,6,23,0,9,21,78,26,108,0,0,5,14,6,20,9,34,37,142,0,0,0,0,0,0,10,23,5,23,0,0,0,3,9,21,11,19,21,40,0,0,151,362
POA3925,422,822,3,23,39,155,5,33,215,824,266,1033,7,28,16,57,47,137,70,224,334,1258,0,0,10,27,8,22,60,150,76,201,8,13,24,46,34,65,62,125,130,321,7,13,895,2420
POA3926,409,811,3,34,42,207,6,38,196,759,252,1034,20,64,45,144,80,231,141,441,390,1474,0,0,6,30,3,3,38,97,46,129,5,17,17,32,30,69,55,116,101,247,11,17,909,2554
POA3927,214,418,0,7,19,98,0,7,88,371,117,484,10,31,24,71,30,91,60,192,175,675,0,0,3,11,0,4,14,38,13,51,4,9,5,10,20,36,24,62,45,110,3,3,437,1210
POA3928,61,119,0,0,4,29,0,0,17,75,28,101,6,16,12,25,5,23,23,62,43,165,0,0,0,3,0,0,3,5,0,9,0,0,0,0,3,9,3,9,6,17,0,0,115,302
POA3929,148,292,0,9,8,29,0,0,42,169,46,204,3,17,6,26,19,56,26,97,81,295,0,0,3,12,0,0,3,7,7,15,0,7,0,9,5,15,11,27,15,44,0,4,242,628
POA3930,1803,3556,33,158,328,1453,44,175,1330,5391,1727,7178,163,671,322,1103,396,1253,883,3025,2614,10206,6,25,39,102,7,34,156,397,201,554,19,74,70,153,165,338,249,564,455,1118,27,54,4898,14933
POA3931,2872,5669,42,209,219,1000,60,254,1306,5054,1628,6514,128,531,193,680,460,1463,785,2669,2420,9186,7,47,80,275,30,92,396,1014,518,1425,46,135,128,275,425,887,598,1303,1109,2729,74,158,6478,17744
POA3933,113,224,0,7,14,83,11,41,53,215,79,344,12,36,21,64,46,152,75,250,154,591,0,0,0,0,0,3,8,13,4,20,3,3,5,13,13,32,18,49,26,70,0,0,291,882
POA3934,1918,3762,35,175,298,1369,47,213,1435,5694,1818,7455,161,610,233,769,367,1156,756,2540,2579,9993,5,26,47,166,25,73,222,546,296,809,32,88,72,156,191,405,286,649,583,1459,20,45,5105,15262
POA3936,1570,3109,15,67,112,488,25,122,508,1943,658,2617,52,207,92,309,219,670,360,1185,1020,3800,5,16,32,93,16,60,177,465,230,632,25,85,54,103,166,348,249,538,476,1175,21,51,3090,8128
POA3937,195,383,3,14,19,88,3,13,97,377,122,492,7,41,19,56,31,90,59,191,182,685,0,0,0,6,0,0,15,27,13,33,3,9,7,19,18,28,22,57,37,89,4,6,421,1164
POA3938,429,836,0,3,19,87,4,23,140,537,164,655,16,63,15,55,73,229,110,354,273,1010,0,3,9,24,4,15,33,93,47,132,3,7,9,22,50,99,61,128,112,263,5,18,815,2126
POA3939,1816,3630,16,94,133,602,32,135,696,2696,872,3529,68,260,90,307,298,930,452,1500,1327,5025,3,22,47,146,16,65,248,660,317,900,23,63,66,149,295,617,382,833,699,1734,45,98,3893,10491
POA3940,596,1193,3,10,26,129,12,56,164,629,202,828,6,23,22,66,73,232,99,315,306,1140,0,15,9,25,9,29,106,278,121,350,10,24,19,40,98,200,123,268,247,616,22,37,1166,2995
POA3941,1427,2831,16,78,92,439,37,152,684,2691,829,3362,54,209,72,260,232,721,360,1185,1192,4554,8,30,43,158,16,44,237,599,302,828,23,62,48,95,191,391,250,543,559,1372,46,84,3223,8841
POA3942,376,739,0,0,14,62,0,4,85,337,103,405,10,22,20,70,37,110,62,204,163,606,0,3,9,20,3,8,14,38,28,71,0,3,12,21,34,67,45,87,68,158,3,4,613,1511
POA3943,286,553,3,6,3,20,0,4,40,145,45,180,3,7,10,28,27,71,40,106,82,289,0,0,0,3,4,11,8,28,13,42,0,0,6,14,22,39,25,55,40,95,4,9,410,948
POA3944,107,200,0,6,0,6,0,0,4,28,10,37,0,0,0,4,4,18,4,15,12,55,0,0,0,4,0,0,3,10,7,9,0,0,3,3,0,5,5,11,8,18,0,0,128,270
POA3945,162,316,0,4,10,57,0,6,56,216,71,283,5,21,6,15,26,77,37,110,104,399,0,0,4,12,0,0,13,32,17,45,0,0,4,3,14,26,16,31,30,79,0,0,291,792
POA3946,33,66,0,0,0,5,0,5,6,36,8,46,0,0,0,0,9,29,10,27,21,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,5,8,0,3,59,146
POA3950,539,1073,10,36,48,230,18,93,244,980,320,1337,27,95,39,110,87,271,149,483,463,1818,3,16,15,53,9,31,88,256,108,349,6,26,28,56,70,164,103,241,212,599,17,33,1233,3516
POA3951,126,243,0,4,16,81,3,11,58,248,81,345,7,17,11,39,23,64,40,121,115,469,0,0,0,0,0,0,14,39,14,39,0,0,3,12,3,10,10,22,20,62,0,0,269,771
POA3953,910,1800,6,49,102,482,23,92,481,1958,609,2581,40,152,73,221,115,367,224,742,837,3324,3,16,11,43,12,30,125,330,149,420,8,20,44,98,77,158,136,284,285,704,21,38,2044,5868
POA3954,54,101,0,0,12,48,0,0,27,99,32,145,4,13,6,21,5,26,19,57,48,201,0,0,0,3,0,0,4,6,3,13,0,5,0,3,3,4,5,16,6,28,0,3,109,331
POA3956,384,762,3,16,25,131,4,12,130,518,163,676,9,47,25,73,35,106,72,224,229,902,0,4,6,27,0,8,26,55,38,97,3,14,4,7,30,57,38,78,73,173,4,11,697,1845
POA3957,28,58,0,0,9,43,3,11,15,68,29,119,0,3,5,12,7,21,15,35,39,156,0,0,0,0,0,0,3,6,3,6,0,0,0,0,3,5,3,5,10,15,3,3,77,231
POA3958,33,66,0,0,5,21,0,5,16,62,21,84,3,7,0,6,5,25,11,37,30,128,0,0,3,6,0,0,0,3,3,10,0,0,0,0,3,8,3,8,10,21,0,3,73,217
POA3959,147,290,0,6,15,62,3,11,67,288,82,362,4,27,6,25,14,34,26,84,113,451,0,0,3,9,0,3,12,27,16,40,0,0,4,9,17,26,17,41,35,83,3,7,295,825
POA3960,358,687,3,12,27,139,3,9,94,405,133,556,7,29,14,54,44,130,63,214,201,769,0,0,3,14,0,3,26,58,31,77,3,10,6,20,36,67,46,97,77,175,0,0,633,1633
POA3962,134,269,0,6,7,37,3,11,40,154,51,203,3,14,7,27,19,52,29,88,80,288,0,0,4,5,0,0,16,40,20,41,0,3,11,17,13,27,26,49,40,91,4,7,259,653
POA3964,25,50,0,0,0,11,0,0,9,27,8,32,0,0,0,4,0,0,3,9,12,37,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,4,7,39,94
POA3965,31,60,0,0,0,0,3,12,3,18,9,27,0,0,0,4,8,21,6,18,15,45,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,3,4,3,10,0,0,44,113
POA3966,67,138,0,0,6,23,0,0,27,89,30,118,7,20,3,12,7,29,20,58,43,174,0,0,0,0,0,0,4,10,10,17,0,0,3,3,4,13,4,18,17,30,8,7,136,356
POA3967,17,41,0,4,0,6,0,0,6,22,7,30,0,0,0,0,0,9,3,9,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,5,14,5,14,0,0,40,96
POA3971,563,1101,4,26,27,146,14,69,164,642,214,879,9,38,40,138,75,229,123,406,339,1286,0,3,7,25,7,14,62,175,72,218,3,15,24,47,46,94,69,159,145,378,15,25,1060,2793
POA3975,867,1792,45,280,259,1213,44,218,1717,6732,2071,8444,125,525,201,719,285,946,613,2188,2682,10635,11,51,29,104,6,23,144,400,186,580,16,44,44,119,115,277,174,437,360,1015,42,87,3953,13530
POA3976,1494,3007,109,674,388,2012,126,647,1823,7272,2455,10605,233,1029,303,1063,646,2173,1185,4261,3641,14867,22,122,83,320,61,229,394,1115,569,1792,70,222,123,297,464,1089,659,1613,1226,3403,104,225,6460,21503
POA3977,7080,14329,271,1552,1205,5852,390,1833,8308,32302,10174,41536,624,2671,788,2726,1932,6353,3344,11750,13516,53286,73,365,308,1201,157,598,1577,4331,2116,6488,218,708,350,809,1320,2958,1891,4469,4015,10962,353,754,24962,79332
POA3978,936,1902,20,107,133,631,42,172,1154,4387,1346,5298,62,248,74,259,158,524,301,1032,1646,6331,4,22,27,107,10,46,175,495,218,667,13,50,27,64,92,201,142,314,358,989,36,79,2976,9294
POA3979,41,76,3,8,3,10,0,0,25,117,33,136,3,13,3,12,12,27,18,49,48,186,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,89,273
POA3980,323,647,5,32,32,164,18,85,229,931,294,1210,27,103,23,83,92,298,140,481,434,1696,0,5,8,23,3,13,42,115,53,153,3,18,12,17,43,97,62,131,115,285,9,18,877,2645
POA3981,461,921,13,77,51,265,23,95,323,1289,415,1720,33,153,51,169,131,437,221,760,632,2486,5,15,8,26,11,29,72,202,98,277,7,24,12,31,55,118,75,178,168,451,20,38,1280,3898
POA3984,686,1359,7,50,38,179,20,86,232,886,300,1191,19,71,39,118,114,360,164,545,461,1739,4,10,14,59,5,20,112,307,134,392,9,28,19,44,78,165,110,234,238,627,22,43,1410,3778
POA3987,168,333,7,27,20,100,9,30,106,437,135,592,6,41,15,58,30,101,56,203,197,793,0,0,0,0,3,4,34,81,36,90,0,7,4,19,18,42,26,61,64,149,4,9,428,1286
POA3988,128,254,0,13,10,62,3,8,64,266,80,349,5,18,15,42,17,56,38,115,121,462,0,0,0,10,0,0,10,23,10,31,0,0,0,5,21,40,21,43,29,76,4,6,277,794
POA3990,26,45,0,0,0,3,0,0,4,12,3,14,0,3,0,4,3,8,4,18,8,29,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,3,0,3,5,12,0,0,38,86
POA3991,51,100,0,0,0,7,0,3,17,56,20,70,4,13,10,23,10,34,19,70,40,143,0,0,0,0,0,0,7,17,4,18,0,0,0,3,8,16,7,17,11,38,0,0,100,273
POA3992,127,246,3,10,9,44,3,15,56,226,70,295,9,23,3,13,19,50,29,89,100,389,0,0,4,9,0,0,22,55,22,57,0,0,5,15,14,35,19,46,47,110,0,0,270,742
POA3995,1155,2276,18,112,87,413,20,108,482,1903,612,2531,40,168,78,257,168,504,283,938,900,3465,6,27,38,136,27,86,187,513,253,760,25,68,52,112,162,340,244,526,498,1287,31,53,2578,7079
POA3996,793,1557,3,7,59,266,13,41,288,1174,363,1494,19,62,35,109,50,159,104,332,465,1827,3,10,20,75,5,23,73,203,101,308,4,15,14,24,66,123,80,162,186,469,17,41,1466,3898
