POA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA3239,0,0,5,10,8,7,0,3,0,31,0,0,0,8,8,5,3,0,0,16,0,0,5,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,10,3,0,7,10,6,6,5,3,49,28,23,34,42,75,69,60,18,11,360
POA3240,3,11,22,23,49,26,7,0,0,142,0,0,19,28,25,18,6,0,0,100,0,3,10,38,39,23,7,0,0,116,0,0,10,15,24,12,0,0,0,60,0,0,4,24,24,19,0,0,0,68,0,0,3,12,16,16,3,0,0,49,24,5,6,16,21,24,14,10,0,110,161,96,155,271,353,302,181,68,7,1597
POA3241,0,12,38,39,43,37,8,4,0,180,0,3,10,32,30,29,3,0,0,112,0,0,14,10,26,15,4,3,0,70,0,0,10,9,9,7,5,0,0,41,0,0,10,13,18,8,0,0,0,44,0,0,3,4,10,9,0,0,0,28,15,10,27,24,21,40,40,32,27,224,147,122,231,287,367,402,302,171,91,2122
POA3242,0,3,9,16,13,8,12,4,0,60,0,4,8,6,9,6,3,0,0,37,0,0,12,3,3,4,3,0,0,27,0,0,0,3,4,3,0,0,0,13,0,0,0,3,4,3,5,0,0,19,0,0,0,3,0,3,3,3,0,13,4,5,3,9,9,5,13,7,0,61,41,32,84,99,115,116,126,47,9,667
POA3243,0,3,3,0,9,0,0,0,0,16,0,0,5,3,4,3,8,0,0,19,0,0,0,3,3,8,4,0,0,20,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,0,3,0,4,0,5,0,3,22,22,11,25,41,53,66,55,10,5,293
POA3249,4,11,40,41,60,39,13,4,3,222,0,8,23,31,35,32,9,0,0,142,0,0,7,14,27,19,5,0,0,72,0,0,7,15,19,19,3,3,0,68,0,0,3,10,19,14,3,0,0,56,0,0,0,6,10,8,4,4,0,38,28,4,20,30,45,63,33,16,4,239,198,110,259,359,503,537,416,143,43,2577
POA3250,3,68,205,160,181,152,48,23,17,860,0,22,106,115,102,84,37,5,3,472,0,7,48,60,81,58,11,5,0,276,0,3,24,57,40,51,10,3,3,188,0,0,26,41,47,42,13,3,0,179,0,0,16,24,34,11,10,7,3,101,78,66,117,92,130,157,137,130,65,976,713,745,1432,1315,1515,1606,1318,914,460,10034
POA3251,0,0,3,3,13,5,4,0,0,39,0,3,0,4,4,3,6,0,0,18,0,0,3,3,3,4,0,0,0,13,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,4,0,0,10,10,0,3,7,8,7,9,6,3,54,34,28,49,46,83,76,77,38,7,438
POA3254,0,0,3,5,3,9,0,3,0,25,0,3,3,0,0,0,0,0,0,6,0,0,3,4,0,0,0,0,0,9,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,3,0,3,0,0,0,22,17,18,35,37,47,33,25,9,0,233
POA3260,4,13,59,59,76,63,22,4,3,304,0,9,28,37,51,38,14,3,0,175,0,0,30,25,37,35,10,3,0,139,0,0,6,8,29,13,5,0,0,72,0,0,7,14,19,16,13,0,0,75,0,0,4,16,16,13,9,0,0,58,34,7,33,41,46,58,91,74,29,414,243,218,394,502,629,700,721,389,149,3954
POA3264,0,3,19,37,30,27,14,7,0,144,0,3,19,17,24,14,3,7,0,83,0,0,4,12,15,14,0,3,0,49,0,0,0,15,5,8,0,0,0,25,0,0,0,7,10,19,3,0,0,35,0,0,0,3,4,10,5,0,0,23,28,17,24,22,36,38,57,35,30,279,141,118,194,239,286,331,271,211,82,1886
POA3265,0,5,37,34,50,32,4,4,0,174,0,3,19,19,35,29,4,0,0,117,0,3,16,20,29,16,0,0,5,87,0,0,5,14,23,8,3,0,0,50,0,0,0,11,9,12,0,0,0,45,0,0,3,11,25,19,7,0,0,59,27,12,19,27,27,40,26,13,3,193,217,115,258,290,435,408,218,91,29,2054
POA3266,3,12,30,34,50,30,23,4,6,191,0,3,12,29,33,22,3,0,3,111,0,0,13,22,28,26,5,0,0,103,0,0,7,10,14,12,5,4,0,53,0,0,4,3,15,9,3,3,5,46,0,0,4,5,14,13,4,0,3,42,20,12,28,26,49,30,30,28,13,230,221,153,281,315,474,383,337,235,94,2501
POA3267,0,0,3,3,3,4,3,0,0,16,0,0,3,0,3,0,3,0,0,8,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,9,3,0,0,25,14,13,28,21,49,41,18,9,0,199
POA3268,3,10,30,32,45,41,18,4,0,188,0,0,21,22,30,25,13,0,3,107,0,0,6,17,16,19,5,3,0,69,0,0,3,6,4,5,3,0,0,27,0,0,8,9,15,22,3,0,0,53,0,0,3,16,23,21,11,0,0,74,23,19,21,25,31,37,31,31,11,229,187,121,256,281,387,399,256,151,55,2095
POA3269,0,4,10,7,5,4,3,0,0,40,0,0,4,3,3,7,3,6,0,23,0,0,3,3,0,3,3,0,0,19,0,0,6,6,0,4,0,0,0,18,0,0,5,10,11,7,5,0,0,35,0,0,3,3,13,3,6,0,0,23,5,0,12,13,23,15,3,0,0,83,42,41,85,81,109,116,55,30,4,553
POA3270,0,0,3,0,4,4,3,0,0,13,0,0,0,3,0,6,4,0,0,11,0,0,3,0,4,3,3,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,4,0,4,22,7,7,26,20,33,50,39,13,9,208
POA3271,0,0,4,0,3,8,0,0,0,11,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,8,3,3,0,4,3,5,3,0,0,26,11,15,15,16,32,47,20,4,0,159
POA3272,0,3,18,19,15,21,8,3,0,88,0,3,13,14,8,3,0,0,0,43,0,3,4,3,6,10,7,0,0,41,0,0,0,4,11,9,0,0,0,21,0,0,0,3,0,5,5,0,0,16,0,3,0,0,4,3,8,0,0,21,5,8,4,7,12,16,23,24,18,115,61,72,122,152,194,234,215,138,63,1243
POA3273,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,15,11,4,8,9,23,27,19,6,3,112
POA3274,0,0,3,0,0,0,3,0,0,12,0,0,0,3,8,3,0,0,0,19,0,0,3,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,3,0,0,3,4,5,3,0,3,23,13,10,25,21,35,39,27,8,8,191
POA3275,0,3,15,11,16,6,0,0,0,48,0,0,4,3,12,3,3,0,0,26,0,0,3,8,4,3,0,0,0,15,0,0,4,3,3,0,0,0,0,15,0,0,4,7,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,4,6,4,0,3,0,28,45,29,43,59,75,50,28,8,7,340
POA3276,0,0,8,6,15,4,3,0,0,30,0,3,3,3,4,6,0,3,0,25,0,0,7,0,5,4,0,0,0,14,0,0,0,0,3,0,0,0,0,9,0,0,3,3,3,0,0,3,0,12,0,0,0,0,0,0,3,0,0,3,5,4,0,3,9,7,0,0,3,27,36,17,33,53,93,79,43,23,5,378
POA3277,0,7,35,28,39,20,16,0,0,144,0,3,20,21,19,20,3,0,0,85,0,0,11,15,16,10,3,0,0,51,0,0,3,10,11,12,4,0,0,43,0,0,10,13,9,10,0,0,0,50,0,3,3,7,15,13,0,0,0,46,23,17,18,27,35,24,33,7,12,184,125,119,213,241,285,257,166,67,32,1511
POA3278,0,3,3,3,3,9,0,3,0,29,0,0,4,0,0,3,3,0,0,12,0,0,5,3,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,9,0,0,3,3,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,0,0,0,0,23,14,16,30,49,37,43,32,10,3,241
POA3279,0,3,3,3,8,0,4,0,0,21,0,0,0,0,3,3,0,0,0,9,0,0,0,0,7,0,0,0,0,9,0,0,0,3,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,7,0,4,5,8,3,3,0,0,32,33,10,26,37,47,27,22,12,0,220
POA3280,3,139,537,415,522,389,138,33,19,2192,0,48,306,294,295,242,69,17,10,1278,0,18,170,239,266,202,55,11,4,976,0,7,107,164,205,129,26,6,3,649,0,8,91,195,212,134,34,13,4,698,3,3,38,94,124,81,43,18,7,406,213,168,284,263,345,357,350,311,218,2503,2088,2113,3881,3637,4129,3994,3203,1936,953,25934
POA3281,0,9,21,27,28,25,18,4,3,125,0,0,13,18,17,12,3,0,0,69,0,0,9,24,17,10,8,0,0,74,0,0,4,8,15,8,5,0,0,45,0,0,5,11,18,5,4,0,0,52,0,0,3,7,7,6,0,0,0,30,15,4,13,17,7,29,23,10,0,120,134,77,141,253,267,228,152,37,11,1304
POA3282,0,15,35,49,39,34,13,0,0,181,0,5,16,25,28,26,3,3,0,107,0,0,11,18,25,15,3,0,0,73,0,0,12,25,20,9,0,0,0,63,0,3,3,14,13,5,0,0,0,35,0,0,3,7,4,8,0,0,0,29,18,11,18,31,29,32,22,16,3,184,143,114,263,321,338,322,234,108,31,1878
POA3283,0,3,18,10,35,30,6,0,4,106,0,3,7,21,22,17,7,0,0,76,0,0,3,15,17,5,3,0,0,42,0,0,3,3,15,6,0,0,0,30,0,0,3,3,13,9,0,0,0,31,0,0,0,5,3,5,0,0,0,14,15,3,9,19,23,11,14,4,0,104,88,66,100,167,233,229,139,24,12,1053
POA3284,0,8,38,36,59,49,32,11,0,231,0,0,29,32,29,31,13,3,0,144,0,0,11,37,26,38,10,8,0,120,0,0,6,15,12,19,5,3,0,65,0,0,11,33,23,19,11,3,0,100,0,0,0,9,15,21,6,4,0,51,17,5,32,35,31,56,66,48,42,334,143,86,297,404,394,547,518,294,150,2834
POA3285,0,7,13,18,19,21,12,0,0,80,0,0,6,11,10,16,0,0,0,44,0,0,0,12,25,11,6,0,0,51,0,0,0,5,17,10,0,0,0,34,0,0,5,8,12,8,0,0,0,32,0,0,0,5,7,8,0,0,0,26,6,4,3,15,22,18,26,8,3,111,79,44,63,163,214,208,170,43,14,1002
POA3286,0,0,11,7,9,12,0,4,0,43,0,5,0,7,5,3,0,3,0,21,0,0,3,0,7,0,0,0,3,14,0,0,0,0,7,3,4,0,0,12,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,0,3,7,8,3,11,9,0,52,28,14,40,53,97,85,73,39,20,457
POA3287,3,3,3,9,7,7,3,4,0,34,0,0,3,4,7,3,0,0,0,17,0,0,0,3,4,0,0,0,0,7,0,0,0,0,7,3,0,0,0,16,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,6,3,4,0,4,8,3,6,3,0,33,25,24,45,59,85,48,33,21,3,339
POA3289,0,3,8,9,8,9,3,3,3,51,0,0,7,11,12,5,3,0,0,38,0,0,6,0,9,6,0,0,0,24,0,0,0,3,6,11,0,0,0,18,0,0,0,3,0,3,0,0,0,4,0,0,0,5,0,0,4,0,0,8,5,3,4,3,11,9,14,0,0,45,40,28,60,66,106,141,99,46,34,612
POA3292,0,0,0,5,0,7,3,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,10,9,3,10,19,18,37,59,16,4,176
POA3293,0,0,3,8,9,3,3,0,0,24,0,0,3,0,0,11,0,0,0,14,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,7,3,9,4,7,0,33,11,8,16,48,41,61,29,28,3,241
POA3294,0,3,10,14,17,13,3,0,0,61,0,0,7,9,5,7,3,0,0,37,0,0,9,3,8,11,0,0,0,33,0,0,3,8,3,0,3,0,0,17,0,0,0,13,8,7,0,0,0,26,0,0,0,0,0,3,0,3,0,7,12,3,8,10,15,9,10,3,3,82,49,29,72,127,142,155,123,46,30,770
POA3300,3,33,128,123,146,138,63,10,10,665,0,14,82,65,101,91,28,6,3,399,0,3,50,73,72,59,14,12,3,293,0,3,32,42,50,36,13,3,3,188,0,0,25,47,69,29,10,4,5,197,0,0,11,15,28,27,10,8,6,103,78,41,63,59,81,106,113,109,91,750,678,565,999,1029,1296,1412,1266,777,404,8433
POA3301,0,3,16,16,35,28,6,0,3,106,0,0,8,7,12,11,3,0,0,42,0,0,3,10,13,13,0,3,0,42,0,0,3,10,12,6,3,0,0,33,0,0,0,13,19,3,7,0,0,43,0,0,0,4,3,3,7,3,0,22,6,8,10,7,5,18,15,7,0,69,61,40,86,134,209,195,150,49,16,950
POA3302,0,0,3,7,6,8,0,0,0,31,0,0,0,3,5,0,5,0,0,19,0,0,5,3,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,7,0,0,4,8,3,4,0,0,31,21,8,30,38,72,60,38,21,10,300
POA3303,0,0,7,3,8,5,0,0,0,30,0,0,0,3,3,0,0,0,0,10,0,0,0,3,3,0,0,0,0,9,0,0,0,3,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,3,0,0,10,7,0,5,8,9,3,5,7,3,36,23,13,32,47,64,38,32,14,3,266
POA3304,0,10,37,28,46,47,20,4,0,191,0,5,9,20,34,23,5,0,0,95,0,4,18,16,17,22,3,0,0,82,0,0,4,9,11,17,6,3,0,49,0,0,3,4,22,10,5,0,0,46,0,0,7,0,7,11,3,0,0,34,11,16,24,16,39,56,56,37,31,294,143,124,233,287,411,480,379,161,68,2285
POA3305,4,48,127,124,195,155,41,13,6,724,0,21,91,101,134,99,21,3,0,468,0,7,61,74,136,100,18,4,0,410,0,3,40,81,105,84,6,0,0,319,0,7,37,104,167,98,13,4,0,441,3,3,7,30,38,36,18,8,3,151,99,75,109,135,166,200,192,141,64,1172,819,649,1183,1471,1907,2034,1465,796,348,10673
POA3309,0,0,0,5,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,9,11,0,6,15,24,21,21,5,3,97
POA3310,0,0,0,0,9,10,0,0,0,23,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9,0,0,0,3,23,21,0,20,17,61,55,38,21,8,245
POA3311,0,10,12,15,21,32,4,3,0,97,0,0,6,10,7,10,3,0,0,44,0,0,3,3,12,3,0,0,0,25,0,0,0,5,6,5,5,0,0,26,0,0,0,3,7,6,0,0,0,17,0,0,0,0,3,3,0,0,0,9,14,8,11,13,20,17,29,50,22,177,76,69,108,136,231,264,275,214,97,1467
POA3312,0,0,8,13,8,20,3,0,0,56,0,0,0,10,5,3,8,0,0,33,0,0,0,4,12,4,4,0,0,31,0,0,0,6,7,0,4,4,0,18,0,0,0,3,6,0,3,0,0,19,0,0,0,3,7,8,7,0,0,15,13,8,7,12,14,19,20,19,5,111,77,32,67,109,163,164,137,70,23,849
POA3314,0,3,3,5,7,13,0,0,0,30,0,3,3,6,5,5,0,0,0,24,0,0,3,6,8,0,0,0,0,12,0,0,3,0,3,0,0,0,0,5,0,0,5,4,4,6,0,0,0,17,0,0,0,3,4,3,0,0,0,12,3,0,7,3,3,12,3,0,0,31,32,16,60,59,68,98,70,24,3,421
POA3315,0,0,20,18,25,19,3,5,4,95,0,3,10,7,10,19,7,0,0,54,0,0,7,11,7,7,0,0,0,31,0,0,3,3,7,7,0,0,0,18,0,0,0,3,8,5,6,3,0,30,0,0,0,3,0,6,0,0,0,13,17,7,10,15,23,32,22,21,21,159,102,48,136,146,235,284,204,127,86,1367
POA3317,0,0,4,5,3,3,0,0,0,14,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,10,8,3,24,19,20,34,22,14,0,148
POA3318,0,4,16,13,19,19,5,8,4,87,0,0,6,4,9,12,0,3,0,36,0,0,3,3,15,11,3,0,0,30,0,0,7,3,4,5,3,0,0,23,0,0,0,0,4,0,3,3,0,16,0,0,0,0,3,7,3,0,0,23,8,7,4,11,28,14,26,19,26,138,60,51,110,101,184,193,191,112,62,1069
POA3319,0,0,6,5,7,12,0,0,0,27,0,0,0,0,3,6,0,0,0,12,0,0,4,3,3,3,0,0,0,12,0,0,0,0,7,5,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,3,0,0,0,3,3,3,0,0,0,12,15,11,17,43,58,80,46,30,7,305
POA3321,0,3,23,29,27,12,8,0,0,105,0,4,22,25,18,12,5,0,0,78,0,3,14,29,21,8,0,0,0,73,0,0,12,15,19,8,0,0,0,53,0,0,4,19,22,6,0,0,0,54,0,0,4,12,4,3,0,0,0,23,12,11,3,17,24,8,10,3,0,86,83,58,167,241,257,179,126,46,10,1162
POA3322,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,14,12,7,11,18,19,34,21,26,3,150
POA3323,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,3,6,11,14,21,17,5,5,76
POA3324,0,3,4,6,6,12,0,0,0,32,0,3,0,3,5,6,4,0,0,23,0,0,3,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,5,4,6,13,10,7,10,0,61,26,23,43,44,74,97,82,50,15,457
POA3325,0,0,0,7,8,4,3,0,0,26,0,0,3,3,3,4,0,0,0,11,0,0,3,3,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,3,0,5,3,0,0,3,8,14,8,4,3,40,24,15,30,45,56,88,70,48,21,388
POA3328,0,4,24,31,33,27,10,0,0,130,0,0,16,23,9,17,3,0,0,70,0,0,10,24,26,14,0,0,0,79,0,0,8,14,22,8,0,0,0,49,0,3,8,13,13,13,3,0,0,53,0,0,3,3,8,4,4,0,0,20,18,0,14,19,10,10,17,5,0,101,116,56,190,254,278,234,156,40,12,1333
POA3329,0,0,10,3,4,3,0,0,0,18,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,3,0,0,4,0,0,0,0,0,11,24,10,31,38,35,38,39,12,3,228
POA3330,0,0,4,3,0,0,3,0,0,11,0,0,3,3,0,0,3,0,0,10,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,6,0,4,0,0,23,11,6,19,28,30,24,28,18,3,171
POA3331,0,23,136,114,90,66,20,3,0,450,0,10,88,86,70,32,12,0,0,303,0,7,54,95,60,36,13,0,0,262,0,3,28,58,36,17,0,0,0,141,0,0,41,67,41,32,11,0,0,189,0,0,6,23,31,8,9,0,0,71,53,21,34,65,51,49,48,42,56,422,392,294,721,954,732,617,460,196,100,4476
POA3332,0,3,7,20,15,13,3,0,0,65,0,3,11,10,11,14,0,0,0,48,0,3,11,10,8,10,0,0,0,32,0,0,0,9,3,8,0,0,0,17,0,0,3,6,8,4,0,0,0,25,0,0,4,0,6,0,3,0,0,11,14,7,5,13,17,19,12,5,0,87,80,54,98,130,154,146,78,38,4,773
POA3333,0,3,8,15,10,9,6,0,0,57,0,0,0,13,7,9,4,0,0,33,0,0,3,12,9,0,3,0,0,27,0,0,5,7,3,0,0,0,0,13,0,0,0,4,8,8,0,3,0,21,0,0,0,0,6,4,0,3,0,12,12,3,8,7,14,10,17,3,0,65,53,27,69,116,129,130,99,29,5,654
POA3334,0,0,0,9,9,3,4,4,0,28,0,0,0,3,3,7,3,0,0,20,0,0,0,4,3,6,0,0,0,14,0,0,3,3,0,0,0,0,0,7,0,0,0,3,3,3,0,0,0,12,0,0,0,0,3,5,3,0,0,14,7,3,9,10,14,16,5,16,0,72,46,13,35,78,87,100,60,34,12,462
POA3335,0,36,265,127,75,32,5,0,0,540,3,14,176,104,48,15,0,0,0,369,0,4,128,70,28,14,3,0,0,243,0,7,56,52,24,11,0,0,0,147,0,3,43,49,13,13,0,0,0,126,0,0,12,18,7,4,0,0,0,39,35,34,150,113,79,42,44,19,0,512,271,369,1483,962,588,458,290,88,13,4522
POA3337,6,173,790,610,509,404,91,19,3,2602,0,62,470,465,339,232,48,7,0,1629,0,25,245,305,230,169,33,3,0,1012,0,4,130,200,180,98,13,0,0,622,0,7,141,206,169,117,26,4,0,674,3,5,42,50,62,43,7,4,0,221,243,256,509,400,391,371,285,147,30,2629,2368,2483,5624,5064,4418,4084,2766,924,268,28005
POA3338,4,91,549,440,296,211,47,9,3,1644,3,47,326,341,208,150,33,4,0,1111,0,17,231,204,175,105,23,0,0,755,0,5,117,166,102,71,7,3,0,479,0,7,112,175,115,67,12,0,0,498,4,3,29,45,42,19,9,0,0,155,144,128,329,282,200,213,179,93,48,1602,1330,1479,3936,3489,2597,2390,1660,616,268,17774
POA3340,3,88,379,304,334,236,83,30,6,1467,0,28,279,282,260,190,48,7,5,1105,0,25,169,225,223,129,26,3,0,812,0,4,104,214,161,103,13,7,0,604,0,7,107,225,218,142,19,3,0,713,6,0,25,64,82,49,16,7,0,253,128,76,153,201,205,175,219,127,80,1364,1386,1245,2595,2885,2899,2536,1998,819,345,16707
POA3341,0,10,21,35,36,15,12,0,0,125,0,3,11,21,30,14,3,3,0,79,0,0,18,20,16,12,7,0,0,73,0,0,4,15,20,8,3,0,0,58,0,0,8,22,31,12,0,0,0,59,0,0,0,16,11,9,0,0,0,34,15,13,15,12,31,29,14,9,5,134,138,82,144,235,307,219,180,32,11,1356
POA3342,0,15,32,47,64,35,19,4,0,212,0,0,35,34,49,20,6,0,0,144,0,3,19,42,42,28,3,4,0,142,0,0,13,20,21,7,0,0,0,72,0,0,18,37,44,20,0,0,0,118,0,0,7,11,18,12,4,0,0,48,27,12,31,27,49,33,39,36,29,278,216,140,325,434,570,466,392,189,72,2805
POA3345,0,0,8,11,26,12,7,0,0,73,0,3,10,18,9,11,0,0,0,51,0,0,8,15,20,5,0,0,0,48,0,0,3,9,11,5,3,0,0,37,0,0,9,13,14,12,4,0,0,47,0,0,0,3,9,3,0,0,0,11,12,3,10,15,20,8,15,4,4,90,66,39,97,158,210,172,132,30,12,917
POA3350,11,272,998,816,832,673,257,71,36,3958,7,92,783,606,665,450,118,51,10,2787,0,33,500,617,546,373,87,21,4,2184,0,16,279,410,440,303,46,15,9,1524,0,11,299,494,549,396,71,17,6,1833,4,12,82,281,325,215,80,32,14,1047,342,357,554,504,510,510,553,402,236,3975,3861,4725,7936,7360,7525,7067,5324,2959,1352,48109
POA3351,3,26,92,116,145,137,26,12,0,553,0,3,55,70,87,49,14,3,0,288,0,0,43,70,77,50,4,0,3,264,0,0,18,50,48,40,7,0,0,167,0,0,24,51,60,43,7,0,0,183,0,0,7,13,22,15,0,0,0,58,70,22,65,56,88,104,90,37,11,546,566,380,738,1030,1298,1271,841,288,80,6491
POA3352,3,59,209,277,277,229,75,14,3,1146,0,17,133,179,213,126,43,3,0,722,0,8,104,158,168,115,21,7,0,581,0,0,50,115,119,86,18,0,0,380,0,0,48,133,136,75,22,3,0,423,3,3,13,56,95,39,19,0,0,239,116,67,143,205,296,245,205,76,25,1378,1044,712,1505,2169,2557,2297,1658,516,158,12613
POA3355,0,46,179,136,168,133,63,18,5,756,0,20,99,89,94,67,17,3,6,393,0,4,54,63,65,47,8,0,0,252,0,6,22,32,45,34,8,8,0,151,0,0,12,26,53,38,14,3,0,151,3,3,14,31,39,34,7,3,10,141,109,78,130,122,141,140,166,169,136,1171,858,868,1531,1316,1556,1532,1512,1098,485,10755
