POA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA3334,3,3,9,11,21,30,4,0,5,0,0,3,19,26,41,7,14,18,12,12,21,0,5,7,24,26,50,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,3,10,0,3,4,0,4,4,0,0,0,0,7,5,0,0,0,4,8,18,0,0,0,0,4,7,0,0,0,3,4,10,36,32,73,96,109,201
POA3335,39,48,90,172,162,334,68,56,123,26,23,46,262,235,502,80,95,182,37,50,87,17,25,42,144,169,307,3,3,9,8,8,15,17,6,21,17,21,30,0,0,0,43,38,76,50,48,100,13,21,38,6,9,21,21,21,39,0,0,0,86,97,187,12,10,16,21,10,32,3,0,3,30,21,55,291,291,582,893,906,1798
POA3337,356,337,693,1321,1247,2563,287,332,618,184,147,334,1791,1718,3514,828,779,1605,254,272,528,147,137,284,1228,1190,2418,75,77,149,43,72,114,126,56,178,74,125,193,3,3,5,315,323,643,173,303,477,64,106,176,28,46,74,78,159,235,5,8,11,350,615,963,76,89,164,81,190,268,4,4,9,158,286,446,1360,1444,2807,5550,5926,11480
POA3338,216,226,436,765,721,1488,226,246,466,129,157,284,1115,1126,2241,480,427,908,101,127,229,106,112,226,687,674,1361,43,29,73,23,44,74,45,35,75,70,82,150,4,0,7,187,195,378,92,168,261,47,82,132,22,33,54,72,128,199,0,5,5,233,414,641,51,78,132,50,135,186,0,3,3,105,218,320,895,931,1822,3428,3774,7203
POA3340,200,169,371,750,734,1487,121,142,256,129,139,267,991,1020,2014,367,347,716,181,180,359,189,201,394,735,730,1466,23,31,57,3,21,25,69,26,98,33,70,103,0,0,4,133,151,282,133,171,297,29,72,102,16,39,52,50,119,172,7,0,4,229,404,630,39,28,70,41,78,118,0,0,0,77,111,186,625,678,1308,2995,3259,6252
POA3341,10,9,22,58,52,110,7,9,15,5,8,11,71,68,133,13,34,53,27,14,45,24,26,49,68,79,147,3,3,6,0,0,0,12,0,11,0,3,3,0,0,3,10,13,24,13,12,26,0,5,5,3,3,3,6,5,19,0,0,0,24,26,53,3,3,8,0,4,9,0,0,0,5,8,15,63,64,130,255,273,527
POA3342,24,25,48,103,89,196,56,50,107,11,8,14,170,150,313,52,51,100,43,27,70,13,11,24,106,94,195,9,4,11,3,0,6,3,4,11,5,15,20,0,0,0,23,31,47,9,20,26,3,13,15,7,0,4,7,34,39,0,0,0,23,66,84,3,0,4,5,16,25,0,0,0,14,20,27,137,134,273,487,511,995
POA3345,3,6,14,33,34,72,15,18,34,3,3,4,54,50,106,15,28,40,17,13,25,3,6,14,37,45,82,0,3,3,0,0,0,0,0,3,0,4,4,0,0,0,3,9,10,0,5,9,0,3,4,0,0,0,3,9,13,0,0,0,9,19,30,0,3,3,3,8,12,0,0,0,3,11,10,44,53,101,152,191,349
POA3350,495,500,999,1432,1336,2769,752,733,1491,303,325,626,2483,2393,4880,695,716,1409,788,701,1486,444,449,894,1926,1867,3791,102,98,195,45,75,121,118,79,196,138,178,318,10,0,8,409,431,836,908,1158,2065,294,380,676,71,120,187,281,521,804,11,3,14,1573,2175,3744,40,61,104,111,171,279,7,0,3,151,236,387,1824,2024,3846,8863,9626,18486
POA3351,74,54,122,309,264,571,72,72,142,24,26,55,404,364,772,163,160,326,107,80,188,50,47,101,323,292,612,19,9,22,0,0,3,27,15,43,9,25,33,0,0,0,56,43,100,37,63,99,9,27,36,3,9,17,19,46,60,0,0,0,71,141,214,3,8,14,14,17,31,0,0,0,18,27,47,295,304,597,1237,1220,2461
POA3352,143,140,283,537,453,989,233,217,447,107,111,211,872,780,1651,225,256,489,207,218,424,104,124,228,536,597,1137,12,15,25,0,12,10,49,31,77,37,44,77,3,0,4,102,100,196,62,104,172,20,45,62,16,28,44,44,97,137,0,3,3,145,276,419,8,11,23,27,41,69,0,3,3,38,59,94,898,492,1391,2734,2442,5173
POA3355,106,93,203,335,339,668,88,92,178,48,39,88,471,473,938,210,188,405,92,84,174,103,140,246,408,417,820,18,17,36,7,8,19,26,13,42,30,28,60,0,0,0,77,70,150,64,92,159,28,49,78,4,16,17,32,66,98,0,0,3,134,224,361,54,15,70,25,43,67,0,3,0,86,58,141,503,568,1069,1783,1903,3685
POA3356,128,122,254,444,407,854,169,186,359,34,31,69,651,622,1277,346,343,692,110,98,209,38,42,79,492,484,980,31,35,60,11,26,38,45,34,77,47,63,103,3,0,3,131,158,288,104,200,298,39,76,117,26,29,53,44,67,109,3,0,4,210,373,589,14,20,39,27,61,86,0,3,3,41,87,125,582,701,1282,2248,2546,4802
POA3357,49,43,97,140,141,277,38,44,80,23,19,45,203,204,404,27,27,53,80,63,147,34,29,64,140,116,260,3,0,5,0,0,0,6,3,10,6,12,16,0,0,0,18,20,34,44,31,71,9,12,17,5,3,9,24,29,52,0,0,0,75,74,155,4,5,11,10,7,15,0,0,0,11,19,27,137,121,257,636,602,1236
POA3360,4,3,11,23,29,46,0,7,7,0,0,0,22,32,51,15,12,24,4,3,9,0,5,7,24,18,37,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,9,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,6,10,0,3,3,0,5,5,0,0,0,0,4,4,31,32,68,87,98,183
POA3361,3,6,14,35,35,62,0,0,0,0,0,0,35,33,67,11,7,20,3,5,5,0,3,6,13,14,36,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,7,0,3,3,0,0,0,0,3,3,0,0,0,3,4,11,0,0,0,0,4,4,0,0,0,0,4,4,45,43,84,104,105,211
POA3363,22,20,44,88,101,190,24,34,63,8,3,10,117,139,257,44,58,104,21,29,51,7,6,10,67,92,158,3,0,4,0,3,3,3,3,8,4,9,15,0,0,0,14,16,27,7,14,17,8,13,26,4,3,11,8,26,33,0,0,0,29,58,87,6,5,9,3,3,10,0,0,0,12,12,18,178,199,376,442,538,976
POA3364,18,15,31,53,56,114,17,22,40,18,8,26,90,93,181,27,26,54,15,30,38,16,15,25,50,72,121,3,0,7,0,0,0,3,0,3,8,11,11,0,0,0,9,7,25,5,12,15,4,7,10,0,0,0,6,12,12,0,0,0,17,29,43,0,0,0,0,0,3,0,0,0,0,0,3,122,127,250,316,341,653
POA3370,13,5,17,62,47,108,4,3,4,0,3,10,68,49,123,35,38,72,4,3,10,3,12,12,45,49,96,3,4,7,0,3,3,3,3,6,4,3,7,0,0,0,13,11,21,3,10,10,3,6,10,0,0,0,4,13,22,0,0,0,14,24,40,4,7,9,3,7,7,0,0,0,9,17,17,70,103,169,224,257,488
POA3371,0,11,11,22,18,40,0,3,3,0,0,0,26,24,48,21,9,32,4,3,6,8,4,7,26,16,48,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,5,5,11,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,5,5,8,0,0,0,4,3,5,0,0,0,4,6,5,65,54,121,135,117,250
POA3373,18,16,36,71,77,149,8,12,19,9,14,19,88,102,188,37,44,79,11,8,19,6,7,11,58,63,117,0,3,3,0,0,0,9,3,11,5,3,6,0,0,0,11,12,23,5,8,12,3,6,6,0,0,0,5,0,7,0,0,0,14,18,27,3,3,4,6,3,11,0,0,3,11,6,15,101,111,210,292,326,619
POA3374,0,3,6,13,6,22,6,3,9,0,0,0,21,15,37,3,6,15,4,13,17,0,0,0,5,20,26,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,5,0,0,0,0,5,5,0,0,0,0,3,7,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,11,11,24,52,55,107
POA3375,0,3,3,4,8,18,0,0,0,0,0,0,6,10,20,0,0,0,0,3,9,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,12,17,30,23,36,64
POA3377,60,66,120,246,244,492,78,73,151,4,3,6,329,316,652,118,115,231,133,147,288,3,0,3,256,261,521,4,3,10,3,11,16,24,9,29,9,23,28,0,0,0,40,41,80,23,27,48,11,16,22,7,11,16,10,32,48,0,3,3,43,95,139,0,4,4,7,22,29,0,0,0,7,24,37,1004,333,1332,1745,1135,2882
POA3378,4,0,3,4,10,15,3,0,3,0,0,0,8,10,12,0,0,0,0,5,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,28,26,26,55
POA3379,10,4,10,19,26,50,0,3,3,3,0,4,27,33,59,9,15,22,8,0,8,0,4,4,12,14,32,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,0,0,0,4,4,0,4,5,0,0,0,0,12,12,0,0,0,3,0,3,0,0,0,3,0,3,79,78,160,127,145,274
POA3380,42,33,80,142,136,281,43,54,88,3,0,7,192,189,382,140,121,260,40,47,87,4,3,8,179,171,354,4,4,12,3,3,5,10,6,18,7,13,25,0,0,0,31,25,56,3,14,15,3,8,16,0,7,7,7,27,33,0,0,0,16,55,66,5,8,10,8,11,21,0,0,0,11,19,29,260,295,548,730,787,1517
POA3381,9,5,19,43,42,81,9,4,11,3,0,5,51,50,95,16,12,25,12,15,29,0,4,4,25,31,56,0,3,3,0,0,0,3,0,3,0,0,0,0,3,3,0,6,11,0,4,7,4,0,3,0,0,0,5,4,13,0,0,0,13,13,22,0,0,0,3,3,3,0,0,0,3,4,9,74,61,133,175,166,345
POA3384,0,0,0,13,12,28,3,3,6,0,0,0,19,16,35,13,12,24,9,7,12,0,0,0,21,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,3,3,25,25,52,67,78,143
POA3385,3,0,4,10,9,24,7,3,8,0,0,0,17,17,33,6,20,25,3,0,4,0,0,0,13,18,33,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,4,4,0,0,3,0,0,0,6,6,10,14,13,31,55,61,113
POA3387,4,0,7,11,16,23,0,0,0,0,0,0,11,16,23,5,5,11,3,0,3,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,19,33,33,68
POA3388,7,0,7,32,15,41,3,0,3,0,0,0,31,17,49,14,15,33,0,0,0,0,0,0,14,15,33,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,5,0,4,4,0,3,3,0,0,0,0,4,4,0,0,0,0,9,9,0,0,0,0,0,3,0,0,0,0,0,4,26,16,45,83,57,143
POA3390,4,3,10,26,27,56,18,12,30,0,0,0,50,37,82,31,29,58,0,0,0,3,3,4,33,35,69,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,4,0,5,9,0,0,0,0,0,0,0,3,9,0,0,0,10,13,17,4,6,4,0,4,3,0,0,0,4,10,12,35,31,61,131,129,256
POA3391,0,0,0,3,0,8,3,5,7,0,0,0,3,11,11,10,6,17,0,0,0,0,0,0,10,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,6,3,13,26,19,44
POA3392,8,3,8,16,11,30,0,0,0,0,0,0,16,11,30,18,12,35,0,0,0,0,0,0,18,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,11,10,3,3,3,0,0,3,0,0,0,4,4,11,24,24,55,72,70,147
POA3393,18,14,32,72,46,117,41,46,82,3,0,3,111,92,203,82,76,157,0,0,0,7,0,11,92,76,161,3,0,5,0,0,0,3,0,8,7,6,18,0,0,0,16,10,23,3,5,10,0,3,4,0,3,3,6,10,14,0,0,0,11,20,27,4,4,7,0,7,13,0,0,0,3,8,16,136,144,277,386,358,746
POA3395,0,5,3,9,6,21,0,0,0,0,0,0,9,6,21,7,18,21,0,0,0,0,0,0,7,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,31,35,38,78
POA3396,6,3,8,13,3,19,11,16,23,0,0,0,19,21,41,21,18,41,0,0,0,0,0,0,28,18,43,0,0,0,0,0,0,0,0,3,3,4,7,0,0,0,3,3,8,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,4,6,0,0,3,0,0,0,0,0,0,0,0,3,40,60,97,94,111,203
POA3400,111,114,229,377,366,743,105,88,197,110,107,218,600,560,1159,287,264,554,125,102,230,17,33,48,430,399,835,12,9,24,4,15,18,30,19,45,31,29,57,0,0,0,72,73,151,24,51,73,21,25,46,4,29,31,39,66,110,0,0,0,92,175,260,11,13,28,22,47,69,0,0,3,34,64,102,492,522,1018,1840,1912,3746
POA3401,37,22,61,179,159,336,23,28,54,47,43,97,253,230,485,93,109,204,62,62,123,15,15,28,176,179,354,16,8,21,0,3,4,6,8,13,8,9,18,0,0,0,33,28,56,10,22,28,0,4,8,0,5,10,9,14,22,0,0,0,17,52,68,0,8,10,7,8,13,0,3,3,3,18,25,150,127,276,671,658,1328
POA3407,0,0,3,31,14,43,0,0,0,0,0,0,31,14,43,14,3,17,0,0,0,4,3,8,17,8,23,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,5,3,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,13,14,18,55,52,105
POA3409,7,7,14,23,32,60,8,0,5,3,3,7,34,38,70,15,21,33,11,11,15,0,4,6,21,29,54,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,4,5,10,0,0,0,0,3,4,0,0,0,0,5,8,0,0,0,3,13,16,0,0,0,4,3,3,0,0,0,4,3,3,19,23,40,94,114,207
POA3412,3,0,7,6,3,14,0,0,0,0,0,0,6,3,14,5,15,22,0,0,0,0,0,0,5,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,19,26,33,63
POA3413,3,0,7,7,18,27,0,0,3,0,0,0,8,18,26,0,8,12,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,15,25,39,61
POA3414,3,8,9,44,50,91,0,4,4,9,9,18,52,60,112,57,50,109,4,3,3,0,5,5,58,54,117,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,4,3,12,3,6,12,3,0,6,0,0,3,0,5,9,0,0,0,10,17,22,0,0,0,3,6,9,0,0,0,3,3,12,90,116,208,227,264,492
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10
POA3418,14,19,30,68,60,127,10,11,20,22,20,45,91,93,188,92,92,189,0,0,0,4,3,9,99,102,196,3,4,4,0,0,0,4,3,8,6,8,12,0,0,0,9,17,23,3,8,13,0,3,3,0,3,7,0,8,11,0,0,0,5,29,30,0,3,3,3,17,21,0,0,0,3,17,21,71,86,156,293,362,658
POA3419,6,5,13,24,25,48,0,0,0,0,0,0,24,25,48,37,35,70,0,0,0,0,0,0,34,35,66,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,6,3,7,0,3,3,0,0,0,0,0,3,0,8,12,0,0,0,3,11,15,0,0,0,0,0,0,0,0,0,0,0,4,12,19,32,92,96,187
POA3420,0,4,3,17,8,29,0,0,0,0,0,5,20,9,35,11,12,19,0,0,0,4,3,5,10,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,52,35,87
POA3423,0,0,3,8,9,14,0,0,0,4,3,7,11,11,24,16,15,33,0,0,0,0,0,0,16,15,33,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,5,0,3,0,0,0,3,0,4,22,16,35,61,50,106
POA3424,5,3,11,33,35,65,0,0,0,0,0,0,33,35,65,21,28,46,0,0,0,0,0,0,25,29,46,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,3,3,0,3,0,0,0,0,3,3,0,0,4,0,0,0,0,5,7,0,0,3,0,3,3,0,0,0,0,0,8,26,28,59,98,98,201
POA3427,22,25,46,71,67,136,14,18,30,3,3,4,85,91,171,65,36,103,10,15,25,6,3,11,82,54,141,3,0,6,3,3,5,5,3,13,3,11,15,0,0,0,19,15,32,21,23,48,3,9,10,3,9,17,8,17,26,0,0,0,35,60,92,0,0,0,7,14,22,0,0,0,7,11,23,119,130,246,369,389,761
POA3428,3,4,6,12,19,34,4,0,5,3,5,15,21,26,49,3,9,7,3,15,19,9,5,14,11,24,37,0,0,0,0,3,3,7,0,7,0,0,3,0,0,0,8,3,12,4,3,8,0,0,3,0,0,0,0,3,3,0,0,0,10,12,18,0,0,0,0,6,6,0,0,0,0,6,6,50,49,100,105,118,224
POA3429,304,289,599,1158,1044,2196,365,394,754,100,83,177,1620,1510,3134,804,805,1611,366,337,704,117,115,227,1283,1265,2548,77,68,141,27,60,87,160,83,243,89,112,202,0,3,3,351,325,681,296,423,713,69,134,206,48,65,113,105,230,335,0,3,8,524,847,1372,34,53,91,76,133,211,3,0,6,118,190,306,945,1009,1951,5144,5440,10586
POA3430,0,3,4,6,12,18,3,0,4,0,0,0,14,14,23,5,3,8,3,3,8,0,0,3,14,11,22,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,5,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,9,0,0,0,0,0,0,5,4,6,23,26,40,61,57,116
POA3431,36,34,65,146,150,295,41,48,87,16,22,33,203,213,416,89,82,169,47,42,93,29,34,61,166,160,324,3,6,8,0,4,3,13,8,25,16,14,27,0,0,0,33,25,61,28,44,77,6,7,17,3,10,9,11,27,39,0,0,0,52,89,143,0,0,3,8,21,28,0,0,0,6,22,27,85,90,170,579,633,1211
POA3432,0,0,3,8,9,18,0,0,5,0,0,0,9,10,17,0,0,3,0,0,4,3,0,6,6,3,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,19,16,35,31,36,73
POA3433,0,0,4,11,12,22,3,0,4,0,3,5,11,10,26,4,5,9,10,0,10,0,0,0,7,3,19,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,5,5,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,3,3,12,11,21,37,38,79
POA3434,42,42,87,166,154,326,44,51,89,18,13,31,224,221,442,134,118,251,47,48,98,23,14,37,198,185,385,3,6,13,0,4,4,22,11,32,7,10,19,0,0,0,38,34,68,27,41,67,4,10,18,5,12,16,9,22,34,0,0,0,44,87,134,0,6,4,6,25,29,0,0,0,9,30,36,184,178,366,747,775,1524
POA3435,27,20,43,90,78,169,37,50,82,11,10,24,135,137,268,33,43,78,51,32,91,22,9,33,103,90,193,0,4,4,0,0,0,10,5,16,3,9,12,0,0,0,11,18,33,7,19,23,3,13,10,0,3,3,6,18,20,0,0,0,11,41,56,0,0,0,3,5,12,0,0,0,3,11,14,124,123,254,420,447,862
POA3437,128,98,228,381,331,711,115,126,243,43,31,77,540,490,1028,166,185,350,166,136,307,75,66,141,411,387,802,16,14,31,0,8,12,32,13,51,15,27,43,0,3,3,63,67,132,72,119,192,7,19,33,9,14,21,21,65,90,0,0,0,116,226,341,9,7,13,17,48,69,0,3,3,26,59,82,314,333,651,1596,1665,3259
POA3438,39,15,57,89,89,182,44,31,80,7,5,8,143,134,275,44,39,89,48,36,82,24,13,39,114,93,204,3,3,7,0,0,0,4,5,5,7,8,15,0,0,0,14,14,30,21,28,52,3,3,6,4,3,8,11,18,28,0,0,0,39,55,98,3,3,7,4,5,11,0,0,0,6,8,14,60,62,118,417,383,793
POA3440,19,23,39,117,63,178,14,21,36,11,8,23,147,92,239,16,20,32,29,20,47,27,35,60,74,75,143,0,0,4,0,0,0,5,0,8,3,3,7,0,0,0,12,11,17,14,22,41,7,6,9,0,3,3,3,19,19,0,0,0,19,52,70,0,0,0,3,8,9,0,0,0,3,7,7,98,83,182,370,334,707
POA3441,10,15,23,57,44,97,9,8,16,13,12,23,74,60,136,9,8,15,12,13,20,31,12,45,50,30,84,0,0,0,0,0,0,3,0,3,3,5,6,0,0,0,10,3,10,14,16,27,3,3,5,0,0,0,5,15,19,0,0,0,24,31,55,0,0,3,0,8,8,0,0,0,0,8,6,42,46,84,208,189,399
POA3442,83,62,147,236,233,467,105,92,190,35,54,89,371,370,742,70,79,152,89,99,185,81,103,190,241,283,527,3,17,13,3,4,10,28,10,33,18,25,40,0,0,0,51,53,97,39,55,98,10,26,34,8,4,7,24,52,75,0,0,0,79,141,216,3,3,7,10,17,28,0,0,0,14,20,39,297,396,692,1140,1332,2469
POA3444,75,65,147,204,193,396,110,126,232,15,18,32,329,334,664,126,134,263,89,102,195,36,38,75,258,271,531,4,12,19,3,15,12,21,14,35,16,27,41,0,0,0,46,60,102,32,51,79,17,26,48,6,7,14,24,48,72,0,0,0,76,139,218,3,4,7,10,28,35,0,4,0,11,33,46,384,415,798,1181,1323,2505
POA3446,8,8,19,31,34,65,3,7,12,6,6,6,40,49,90,27,11,45,5,7,13,3,0,3,34,25,60,0,0,3,0,6,6,6,6,11,3,6,5,0,0,0,11,18,25,3,7,10,3,3,3,0,0,0,0,9,12,0,0,0,6,13,27,0,0,0,0,4,4,0,0,0,5,4,5,51,50,97,159,163,324
POA3447,0,7,7,4,18,22,5,3,11,0,0,3,10,25,32,10,11,22,3,3,9,0,0,0,10,16,24,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,24,26,52,52,86,134
POA3448,3,8,5,20,20,38,0,6,4,7,9,15,29,27,60,14,21,34,6,0,6,4,8,11,25,25,53,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,3,9,0,0,3,0,3,3,0,0,0,0,4,4,0,0,0,5,10,13,0,0,0,0,9,9,0,0,0,0,7,7,33,26,63,100,114,212
POA3450,52,42,95,202,180,385,13,11,31,37,32,68,256,226,482,116,112,226,18,15,30,34,36,72,169,164,333,14,10,21,3,10,16,9,0,14,16,9,28,0,0,0,42,31,75,16,23,39,19,31,53,3,9,12,17,49,71,0,0,0,56,110,170,0,5,5,13,25,35,0,3,3,13,32,44,315,390,700,898,1002,1894
POA3451,32,26,62,149,151,306,8,8,21,26,28,48,183,186,372,106,108,213,24,22,44,33,34,70,163,164,329,8,8,13,7,7,15,14,4,20,14,7,26,0,0,0,42,32,72,6,22,33,4,12,16,0,0,0,11,40,57,0,0,0,19,77,103,3,0,4,9,17,28,0,0,3,13,21,30,911,223,1138,1373,730,2103
POA3453,12,10,26,56,57,113,8,12,16,8,10,16,67,75,145,37,38,78,11,10,21,15,11,27,61,62,128,3,0,4,0,3,3,5,3,3,0,6,10,0,0,0,12,16,26,4,7,12,3,5,8,3,0,5,3,15,17,0,0,0,12,28,36,0,0,0,0,6,6,0,0,0,0,6,6,70,69,138,238,258,502
POA3458,12,19,25,51,46,93,3,3,5,3,7,11,56,55,112,23,18,46,14,10,30,8,3,11,52,36,84,0,0,0,0,0,0,7,0,5,0,4,6,0,0,0,12,10,14,3,8,15,5,6,14,0,0,0,7,13,21,0,0,0,21,26,50,0,0,5,0,5,6,0,0,0,4,6,9,124,140,266,279,286,567
