SA1_7DIGITCODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
2102301,0,0,0,89,113,49,38,65,40,388
2102302,0,0,0,97,115,67,49,67,35,439
2102305,3,0,8,100,131,70,46,85,26,456
2102306,4,0,3,62,81,38,39,52,16,289
2102307,0,0,6,69,82,43,32,39,38,295
2102308,0,0,0,91,124,66,46,65,32,427
2102309,0,0,3,56,65,42,31,45,17,256
2102310,0,0,0,95,112,56,50,30,13,356
2102311,0,0,3,148,146,72,76,63,48,557
2102312,0,0,0,56,99,43,32,45,17,295
2102401,0,0,0,28,34,31,15,18,14,135
2102402,0,0,0,75,71,44,38,43,19,280
2102403,0,0,0,37,50,23,9,26,22,167
2102405,0,0,0,139,155,74,58,52,32,515
2102407,0,0,3,85,104,65,40,59,16,363
2102408,6,0,4,90,142,69,60,70,19,452
2102409,0,0,0,98,124,69,38,66,31,429
2102410,0,0,0,148,164,89,65,57,29,552
2102411,3,0,6,45,68,38,28,69,18,262
2102412,3,0,8,100,127,68,38,60,25,418
2102413,0,0,6,76,75,48,33,30,8,269
2102414,0,0,4,79,111,59,36,48,17,343
2102415,0,0,3,56,56,30,19,32,10,195
2102417,0,0,0,0,0,0,0,0,0,0
2102418,0,0,0,102,150,78,50,61,28,469
2102419,0,0,0,83,116,54,35,36,13,338
2102420,0,0,6,155,135,79,45,65,23,506
2102421,6,0,9,80,123,49,46,57,33,388
2102422,5,0,16,61,89,61,52,71,37,367
2102501,7,3,13,108,123,53,51,88,39,461
2102502,0,0,0,112,125,51,53,87,29,461
2102503,0,0,3,91,141,78,61,82,30,480
2102504,4,0,4,43,52,24,19,34,10,187
2102505,9,7,21,76,85,41,33,69,37,340
2102506,4,5,12,55,65,30,19,63,29,273
2102507,0,0,0,0,0,0,0,0,0,4
2102509,0,0,7,99,119,68,44,55,24,415
2102510,0,0,7,81,113,54,54,83,42,440
2102511,8,0,6,36,63,21,19,62,24,236
2102512,0,0,3,77,113,44,53,79,45,414
2102513,3,0,4,152,202,101,74,100,41,665
2102514,0,0,8,88,140,52,31,62,36,404
2102515,0,0,0,44,55,36,17,37,12,207
2102516,3,0,6,143,200,77,63,90,60,637
2102517,0,3,4,90,122,56,59,74,48,452
2102518,3,0,4,257,333,134,113,206,85,1131
2102519,0,0,0,65,79,38,26,59,26,293
2102520,5,0,12,117,117,42,43,129,42,484
2102521,0,0,7,84,131,47,44,58,44,416
2102522,3,0,3,76,89,36,38,62,44,344
2102523,0,0,0,67,93,52,30,47,25,312
2102601,0,3,4,70,82,53,25,39,19,292
2102602,0,0,3,33,74,41,30,37,32,248
2102603,0,0,4,108,119,71,46,45,52,431
2102604,3,0,10,63,110,64,46,58,13,351
2102605,0,0,0,45,77,53,31,25,33,273
2102606,0,0,0,33,42,22,14,32,14,156
2102607,0,0,0,70,88,61,54,33,44,342
2102608,0,3,3,139,191,75,82,100,55,643
2102609,0,0,0,37,63,27,35,29,22,214
2102610,3,0,3,61,74,36,31,41,9,254
2102611,0,0,4,72,95,45,48,73,31,361
2102612,3,0,6,57,80,33,39,54,18,286
2102613,0,0,0,93,143,77,46,55,30,447
2102614,0,0,0,41,70,37,13,21,4,184
2102615,0,0,0,35,51,19,22,34,29,187
2102616,0,0,0,55,71,39,34,35,15,252
2102617,0,0,0,22,31,18,18,19,14,117
2102618,3,3,5,54,76,34,55,50,30,296
2102619,0,0,0,48,75,47,44,31,26,267
2102701,4,5,11,49,80,41,30,53,37,296
2102702,4,4,14,51,96,47,47,48,20,306
2102703,0,0,0,0,0,0,0,0,689,689
2102704,3,3,13,54,87,35,25,61,26,298
2102705,3,4,12,64,99,46,27,56,30,326
2102706,8,3,10,63,91,53,58,61,42,367
2102707,0,0,3,74,89,17,32,36,14,272
2102708,3,0,7,118,162,83,76,81,59,575
2102709,0,3,6,53,85,44,33,53,28,296
2102710,3,0,11,34,92,45,29,33,33,270
2102711,4,0,4,51,83,34,17,42,44,265
2102712,0,0,0,64,102,43,28,36,35,304
2102713,9,3,16,77,114,40,30,57,37,348
2102714,6,5,22,57,79,43,23,39,38,283
2102715,3,3,22,69,141,51,37,53,47,399
2102716,5,0,19,38,62,28,17,32,27,210
2102717,6,0,12,63,105,56,25,53,40,342
2102718,27,57,91,31,64,27,21,63,112,327
2102719,5,4,22,50,113,54,50,45,28,341
2102720,3,0,16,39,74,34,36,53,30,262
2102721,0,0,7,84,126,72,48,68,56,456
2102722,7,9,19,39,67,37,20,36,27,223
2102723,4,3,10,30,60,20,26,42,51,226
2102724,5,0,8,45,57,35,27,26,19,199
2102725,9,3,11,59,91,46,44,45,35,316
2102726,6,3,20,88,121,76,47,62,37,431
2102727,4,4,12,70,89,59,40,58,43,360
2102801,0,0,4,31,72,27,26,34,21,214
2102802,0,3,5,79,152,86,43,62,46,478
2102803,0,0,9,65,73,48,37,50,32,296
2102804,5,0,6,49,59,33,35,40,19,232
2102805,0,0,3,59,85,45,37,37,36,300
2102806,0,0,6,44,49,34,32,36,25,223
2102807,3,0,6,51,78,49,31,45,38,296
2102808,0,0,4,65,101,47,47,50,25,335
2102809,0,3,3,20,39,16,13,24,66,178
2102810,26,0,43,75,116,69,49,88,29,433
2102811,0,0,3,58,71,28,42,32,50,276
2102812,0,0,3,26,46,18,24,19,22,150
2102813,0,0,3,41,87,49,39,42,23,280
2102814,0,0,3,38,85,51,27,25,47,269
2102815,3,0,4,71,122,58,54,34,42,376
2102816,0,0,4,56,77,45,46,44,37,301
2102817,3,0,3,33,67,27,39,39,12,220
2102818,0,3,7,58,72,55,25,46,17,270
2102819,0,0,3,45,67,34,27,39,22,229
2102820,9,3,14,64,111,62,51,48,40,380
2102821,0,6,10,33,67,44,24,29,17,209
2102822,0,0,0,20,46,22,24,29,18,171
2102823,0,3,10,47,106,44,36,44,15,291
2102824,0,0,0,65,101,48,42,56,27,336
2102825,0,0,4,23,27,30,17,28,11,133
2102826,0,6,8,64,91,75,47,48,28,348
2102901,10,6,19,59,87,35,40,103,73,390
2102902,4,0,14,45,55,29,47,74,36,281
2102903,0,0,0,47,55,28,32,28,6,192
2102904,3,0,3,38,69,23,49,48,38,271
2102905,0,0,3,30,50,37,27,52,22,221
2102906,0,0,0,39,69,32,37,63,51,293
2102907,3,0,5,70,91,66,80,70,42,422
2102908,0,0,0,54,88,41,48,51,46,334
2102909,6,3,7,37,48,24,36,58,44,252
2102910,24,3,29,37,66,33,21,109,39,300
2102911,0,3,4,87,133,60,47,53,43,425
2102912,4,3,16,44,74,43,45,54,36,305
2102913,0,0,3,26,46,26,19,29,28,165
2103001,0,0,0,74,120,63,39,56,17,372
2103002,0,3,3,77,113,53,43,35,33,353
2103003,3,0,4,92,128,56,58,62,45,446
2103004,0,0,3,67,121,44,48,42,54,380
2103005,3,0,9,58,72,35,18,28,28,247
2103006,6,0,12,42,72,41,35,44,46,279
2103007,0,0,0,54,108,37,44,44,11,304
2103008,0,3,3,50,42,29,21,15,11,169
2103009,3,0,4,63,103,44,36,48,19,318
2103010,0,3,4,65,94,38,30,35,40,302
2103011,0,0,0,57,71,34,22,42,23,244
2103012,4,3,12,73,101,57,33,87,40,397
2103013,4,0,16,88,131,50,51,59,61,437
2103014,0,0,14,42,69,28,26,51,29,243
2103015,6,0,28,56,89,40,27,74,34,318
2103016,8,6,13,67,83,46,26,73,49,352
2103018,63,3,75,95,90,44,19,167,55,471
2103019,52,3,61,91,110,59,43,130,46,482
2103020,6,3,11,170,198,89,69,131,48,715
2103021,3,4,12,91,87,42,49,53,27,354
2103022,0,0,0,0,0,0,0,3,0,8
2103023,0,3,4,58,83,34,40,31,33,285
2103024,0,0,3,47,77,27,42,47,34,284
2103025,0,0,0,50,45,21,28,37,19,211
2103101,3,0,9,88,138,51,49,57,49,435
2103102,4,4,14,118,176,84,55,73,55,562
2103103,0,0,0,69,100,48,30,31,32,304
2103104,0,0,3,91,105,64,51,38,57,408
2103105,3,0,5,100,133,69,34,51,27,414
2103106,0,0,3,49,79,54,25,24,37,271
2103107,0,0,0,75,125,64,66,39,45,410
2103108,0,0,3,40,44,33,14,23,23,182
2103109,4,0,4,42,81,39,35,30,30,250
2103110,0,0,4,28,86,46,19,25,13,215
2103111,0,0,0,80,129,71,44,69,18,415
2103112,0,0,4,45,66,45,24,16,20,216
2103113,3,0,3,54,117,62,27,66,24,346
2103114,4,0,9,46,64,37,26,38,15,223
2103115,0,4,15,68,101,62,41,84,43,400
2103116,3,41,48,65,101,38,38,55,116,417
2103201,3,0,9,80,112,66,43,48,25,374
2103202,3,4,15,59,67,35,36,66,50,311
2103203,0,0,3,57,59,28,22,39,13,222
2103204,0,3,10,70,60,43,38,42,22,274
2103205,3,0,3,61,82,35,32,58,25,293
2103206,0,0,0,58,83,54,37,51,18,309
2103207,0,0,0,59,87,58,44,76,51,373
2103208,3,0,3,39,60,34,40,43,20,236
2103209,4,3,10,51,52,44,37,35,34,255
2103210,0,0,0,28,44,15,27,31,21,170
2103211,3,0,3,74,85,24,44,38,16,288
2103212,0,0,0,32,46,23,30,27,13,174
2103213,0,0,4,37,63,45,36,51,24,255
2103301,32,0,33,45,82,40,43,120,61,383
2103302,3,3,9,47,56,45,33,51,45,282
2103303,0,0,6,37,45,27,27,30,20,194
2103304,4,0,4,44,58,38,36,65,26,270
2103305,0,0,0,50,57,34,28,38,46,251
2103306,0,0,3,60,81,49,50,48,45,342
2103307,4,3,11,57,57,44,43,58,47,314
2103308,4,5,11,59,54,32,64,56,41,304
2103309,0,3,8,37,44,42,33,65,29,246
2103310,3,3,9,29,41,22,34,57,45,220
2103311,0,0,0,20,29,18,10,23,39,137
2103312,0,0,0,53,61,33,35,33,40,257
2103313,0,0,0,75,83,38,32,37,36,307
2103314,9,0,11,35,77,26,41,76,49,302
2103315,25,15,45,62,61,48,44,75,40,333
2103316,0,0,0,50,56,35,30,48,59,273
2103317,0,7,19,68,87,53,50,58,38,359
2103318,7,6,23,50,72,37,49,63,39,313
2103319,4,3,9,24,44,21,24,50,20,185
2103320,10,0,15,21,33,12,22,57,13,163
2103321,3,0,13,29,57,32,26,65,62,268
2103322,4,3,14,32,49,23,36,60,38,240
2103401,0,0,0,84,88,62,47,80,32,386
2103402,0,0,3,126,163,61,71,70,18,506
2103403,0,0,8,79,108,56,41,71,26,387
2103404,0,0,0,100,101,58,41,50,25,382
2103405,0,0,5,71,74,46,42,36,31,302
2103407,3,0,3,94,129,63,51,88,43,476
2103408,6,0,9,43,66,25,30,47,26,245
2103409,0,0,0,78,141,60,42,59,36,414
2103410,0,0,3,23,36,19,23,15,8,123
2103411,0,0,3,46,75,35,24,50,28,259
2103412,0,0,0,153,220,74,77,71,22,609
2103413,56,9,69,120,185,68,65,174,54,662
2103501,0,0,0,50,75,28,47,39,10,254
2103502,0,0,0,53,71,40,40,61,33,301
2103503,0,0,4,74,132,49,74,97,38,445
2103504,0,0,0,51,68,39,20,13,16,202
2103505,0,0,4,81,105,47,52,43,27,361
2103506,4,0,0,99,169,103,71,63,27,527
2103507,0,0,0,58,77,29,23,30,35,256
2103508,0,0,0,45,49,36,30,22,13,196
2103509,0,0,0,71,84,50,37,44,42,327
2103510,0,0,7,64,103,42,42,37,24,317
2103511,0,0,0,65,94,32,31,42,21,278
2103512,0,0,0,75,130,65,78,104,27,485
2103513,3,0,7,59,78,49,53,74,41,356
2103514,0,0,0,86,130,67,67,67,19,439
2103515,0,0,0,38,58,37,28,48,25,237
2103516,3,0,11,74,91,52,70,58,30,366
2103601,44,14,55,34,36,25,14,104,36,248
2103602,0,4,11,107,145,67,74,65,55,519
2103603,0,0,3,59,67,27,42,46,19,264
2103604,0,0,3,57,98,45,32,27,23,290
2103605,0,0,0,54,65,50,33,29,12,237
2103606,0,0,5,42,54,26,12,20,28,185
2103607,0,0,0,71,108,54,44,50,16,344
2103608,0,0,0,44,46,37,30,26,16,196
2103609,3,0,0,38,57,28,21,44,25,207
2103610,0,0,3,53,84,62,37,32,25,293
2103611,0,0,3,65,79,53,40,38,20,291
2103612,0,0,0,63,62,43,27,31,4,232
2103613,3,0,3,46,52,22,35,57,15,224
2103614,0,0,0,64,61,51,30,42,15,264
2103615,0,0,6,59,86,57,52,73,30,360
2103616,10,3,15,101,120,41,61,110,68,499
2103701,8,0,10,91,115,49,35,57,25,379
2103702,3,3,15,126,143,54,46,79,35,479
2103703,5,0,6,59,81,30,23,66,4,261
2103704,0,0,3,71,102,40,34,62,17,324
2103705,5,3,10,92,100,44,38,84,41,391
2103706,3,0,6,91,67,39,18,83,22,326
2103707,3,7,18,96,100,49,39,86,47,419
2103708,0,0,0,0,0,0,0,0,0,0
2103709,9,0,13,117,133,38,46,65,30,428
2103710,63,6,74,58,61,23,15,118,19,287
2103711,26,0,41,108,132,60,43,132,19,503
2103712,6,8,11,98,102,66,39,76,25,407
2103713,3,3,6,68,73,32,22,33,23,248
2103714,4,7,13,62,74,38,16,56,25,265
2103715,3,8,26,80,100,54,46,73,40,390
2103716,4,4,15,83,140,42,37,83,32,413
2103717,11,7,27,124,133,56,48,96,36,492
2103718,7,0,9,72,89,49,28,56,27,319
2103719,0,0,5,73,75,30,31,41,16,254
2103720,5,6,16,80,99,45,37,88,35,385
2103721,0,3,7,79,93,44,16,47,20,302
2103722,0,0,5,99,113,61,40,79,21,417
2103723,3,0,20,120,148,57,38,75,25,458
2103724,11,3,23,135,161,70,33,74,31,512
2103725,10,0,16,56,62,38,23,37,13,235
2103726,4,3,20,101,123,59,41,80,27,432
2103727,8,16,39,137,167,58,42,124,73,603
2103728,44,8,60,62,73,33,20,99,33,318
2103729,9,4,21,122,110,62,38,109,48,482
2103730,54,3,64,72,111,60,33,108,13,396
2103731,0,7,6,89,110,52,31,56,33,377
2103732,3,0,4,41,53,18,15,47,14,192
2103801,3,0,8,44,71,46,38,125,43,358
2103802,0,0,3,36,40,25,21,83,19,222
2103803,3,0,13,45,63,31,36,66,8,250
2103804,0,0,0,34,32,27,28,119,51,292
2103805,3,3,5,40,51,19,23,90,33,252
2103806,3,0,4,36,45,21,21,91,44,256
2103807,0,3,3,35,44,25,23,62,52,238
2103808,0,0,7,48,58,39,34,85,27,289
2103809,0,3,5,58,75,26,21,77,34,305
2103810,0,0,3,85,93,47,49,126,50,447
2103811,0,0,0,56,63,43,33,102,59,350
2103812,0,0,0,41,50,21,27,80,19,241
2103813,0,0,0,85,106,46,47,148,28,465
2103814,0,0,0,43,48,22,28,82,26,247
2103815,0,0,0,35,42,33,27,67,29,237
2103816,5,0,6,57,69,26,30,90,20,292
2103817,0,0,0,45,51,19,26,74,39,255
2103818,0,0,0,56,43,27,25,111,44,315
2103819,0,0,0,46,50,23,20,75,27,244
2103820,0,0,0,63,58,30,29,99,27,311
2103821,3,0,7,49,62,27,24,74,26,256
2103822,0,0,5,68,64,30,25,79,31,307
2103823,4,0,4,111,81,36,28,83,17,357
2103824,0,3,3,40,42,22,15,59,14,199
2103825,4,4,18,64,56,48,35,109,47,367
2103826,7,0,15,40,69,27,40,128,29,337
2103827,6,4,18,36,63,34,22,78,47,274
2103828,3,0,7,33,40,14,21,87,59,259
2103829,0,3,7,87,99,36,42,133,80,485
2103830,4,3,13,49,53,34,26,91,55,305
2103831,0,3,7,65,59,28,28,83,60,324
2103832,3,0,9,60,82,36,39,139,72,432
2103833,0,0,8,32,50,21,29,71,54,253
2103834,5,4,14,33,40,11,25,58,55,226
2103835,0,0,5,32,46,18,26,54,11,183
2103836,5,0,9,51,63,23,19,81,31,274
2103837,3,0,7,43,51,20,32,78,17,245
2103838,7,4,14,65,75,32,24,84,43,330
2103839,30,0,31,48,56,17,16,114,14,272
2103840,0,0,0,37,52,41,19,75,19,245
2103841,0,3,3,36,46,29,11,62,28,212
2103842,0,3,14,74,104,47,30,124,70,451
2103843,6,4,10,46,66,23,18,93,27,259
2103844,3,0,8,53,75,34,36,107,39,344
2103845,3,4,8,39,49,24,18,75,32,240
2103846,0,0,0,0,0,0,3,3,0,6
2103847,4,0,4,67,71,34,29,67,33,306
2103848,3,0,11,65,88,39,33,108,53,386
2103849,3,7,14,67,98,41,45,136,53,431
2103850,5,0,14,42,70,22,19,71,57,290
2103851,0,0,4,40,68,41,35,39,17,235
2103852,0,0,0,31,40,14,15,20,16,130
2103853,0,0,0,0,0,0,0,0,0,0
2103854,0,0,0,36,30,14,20,43,18,162
2103855,0,0,6,68,69,36,27,92,25,323
2103856,0,3,4,100,99,41,39,157,36,463
2103857,0,0,3,54,76,32,41,107,30,341
2103858,0,0,3,33,39,15,25,48,15,170
2103859,10,5,14,64,65,33,44,138,62,408
2103860,3,0,8,69,74,35,29,107,59,376
2103861,3,3,5,46,53,37,30,102,52,319
2103862,0,0,0,0,3,0,0,3,3,11
2103863,0,0,0,0,3,3,0,0,0,6
2103864,4,0,3,37,64,27,38,78,37,281
2103865,0,0,0,53,64,42,25,79,14,279
2103866,3,3,7,41,47,41,28,75,30,260
2103867,0,0,0,61,61,25,24,37,8,215
2103868,0,0,0,46,63,42,41,71,29,285
2103869,0,0,0,215,66,22,10,272,40,615
2103870,0,0,0,58,68,22,22,57,17,235
2103871,0,0,3,43,50,23,24,66,16,221
2103872,3,0,8,50,50,29,27,76,15,243
2103873,3,0,6,40,54,22,28,84,36,270
2103874,0,0,0,42,60,34,21,72,14,249
2103875,0,0,0,64,61,28,27,67,10,266
2103876,0,7,4,31,46,26,10,47,26,183
2103904,0,3,7,102,112,37,20,81,25,377
2103905,4,3,4,103,71,34,19,59,39,327
2103906,0,0,4,70,73,36,26,50,19,271
2103907,3,5,14,103,121,49,52,65,23,423
2103908,0,3,8,89,112,37,28,70,21,360
2103909,3,0,0,87,105,41,24,69,23,352
2103910,21,3,30,136,105,44,23,157,74,533
2103911,56,4,64,68,79,18,14,155,14,352
2103912,3,0,18,110,113,39,27,76,43,414
2103913,7,0,10,78,105,35,13,57,15,304
2103914,0,3,4,126,135,59,30,54,42,449
2103915,4,0,4,116,134,50,40,109,47,504
2103916,3,0,6,52,70,34,24,74,42,297
2103917,5,0,8,69,90,51,36,34,25,297
2103918,3,3,4,77,91,41,24,52,19,305
2103919,3,0,10,131,158,62,45,66,22,483
2103920,3,0,8,102,106,40,33,84,33,391
2103921,0,0,3,59,75,23,13,30,11,207
2103922,3,3,7,77,94,51,28,50,24,323
2103923,0,0,4,126,117,63,40,53,25,415
2103924,5,0,6,92,105,54,22,34,12,318
2103925,0,5,19,74,105,36,23,96,35,372
2103927,8,7,18,80,89,25,23,53,32,309
2103928,0,3,7,73,82,55,41,90,51,394
2103929,3,0,7,75,80,34,22,63,39,310
2103930,0,5,9,90,85,34,27,76,57,370
2103931,0,0,0,0,0,0,0,0,0,0
2103932,0,0,0,47,51,17,17,45,33,204
2103933,0,0,0,65,59,32,18,37,3,210
2103934,0,4,4,48,55,16,23,25,27,196
2103935,3,0,4,71,81,22,20,46,3,244
2103936,0,0,0,0,0,0,0,0,0,0
2103937,3,3,6,52,45,8,7,69,52,239
2103938,0,3,3,42,24,17,6,53,40,182
2103939,3,5,11,37,50,19,12,36,36,194
2104001,3,0,6,82,114,49,32,56,17,363
2104002,7,0,16,114,116,53,53,83,31,451
2104003,0,0,3,71,89,36,21,47,32,299
2104004,3,0,12,146,133,52,42,84,31,487
2104005,0,0,4,44,67,27,16,42,4,201
2104006,6,0,16,70,71,37,27,47,26,280
2104007,6,4,14,74,92,40,23,48,26,311
2104008,0,0,0,104,100,44,34,55,11,342
2104009,0,0,0,72,107,35,20,51,29,311
2104010,3,0,3,91,92,18,25,57,27,303
2104011,4,0,5,83,87,27,25,36,7,265
2104012,4,0,12,109,96,40,30,75,38,383
2104013,3,3,4,52,75,24,19,38,27,242
2104014,7,0,7,87,121,45,33,67,34,389
2104015,3,3,14,124,121,35,34,81,43,431
2104016,9,3,10,82,106,46,15,79,47,377
2104017,8,3,17,71,106,48,18,49,27,313
2104018,3,3,7,132,118,44,27,102,65,490
2104019,0,0,4,57,61,32,19,43,10,227
2104020,0,0,0,56,71,16,16,22,8,196
2104021,0,0,4,59,78,31,17,45,21,246
2104022,0,3,3,73,83,28,20,53,17,272
2104023,3,0,5,65,78,33,18,57,17,261
2104024,5,0,8,69,102,44,19,71,26,325
2104025,5,0,14,119,128,40,31,79,34,428
2104026,5,0,6,92,90,30,25,66,38,337
2104027,3,0,10,60,64,26,28,49,12,242
2104028,0,3,4,45,59,20,20,32,15,200
2104029,3,3,4,89,90,41,22,69,25,338
2104030,0,3,5,63,58,10,9,40,9,193
2104031,3,0,8,122,126,72,45,91,23,479
2104032,0,0,4,57,57,9,24,55,14,224
2104033,8,0,8,53,82,26,23,73,26,280
2104034,3,3,9,107,131,56,37,89,53,465
2104035,3,0,9,95,100,58,39,60,25,378
2104036,0,0,3,88,100,33,30,55,17,316
2104037,3,0,6,24,36,18,11,14,18,127
2104038,4,4,21,96,104,54,43,79,39,416
2104039,5,4,16,85,109,42,33,72,30,373
2104040,3,5,18,69,76,40,25,61,20,287
2104041,15,9,34,124,160,73,42,101,49,546
2104042,8,0,19,90,96,36,42,89,31,382
2104043,5,0,7,65,91,43,32,77,10,323
2104044,3,7,16,87,109,40,36,63,45,378
2104045,7,0,9,65,64,35,28,85,13,293
2104046,0,3,5,47,70,39,33,65,18,278
2104047,51,10,69,51,67,30,25,112,37,320
2104048,0,0,0,51,63,25,9,40,19,211
2104049,3,3,3,55,61,27,14,33,7,198
2104050,11,3,14,68,82,33,24,49,31,288
2104101,4,3,15,95,107,43,42,66,24,365
2104102,3,4,11,76,100,45,31,50,14,316
2104103,3,0,11,99,135,55,63,87,43,485
2104104,0,0,6,67,81,34,36,62,18,298
2104105,4,3,13,97,148,53,40,79,29,449
2104107,75,12,97,145,156,74,58,219,57,714
2104108,0,0,4,78,104,43,32,90,14,360
2104109,3,0,12,58,74,55,32,107,21,351
2104110,4,0,10,71,66,38,40,63,19,292
2104111,3,3,10,92,110,42,39,73,26,387
2104112,3,0,13,75,105,55,46,56,13,341
2104113,0,3,3,104,99,52,32,83,22,389
2104115,3,0,3,74,95,34,20,52,13,290
2104116,80,14,112,81,96,29,38,192,41,483
2104117,0,0,7,19,40,15,13,29,0,119
2104118,4,0,10,72,100,54,39,88,15,370
2104119,0,0,0,136,162,84,51,100,13,550
2104120,51,28,138,83,103,76,40,120,63,482
2104121,68,0,78,72,88,47,36,168,27,430
2104122,0,3,4,87,96,45,21,59,35,344
2104123,14,4,25,68,94,36,23,95,19,332
2104124,3,0,5,76,81,34,31,64,21,309
2104125,0,4,8,66,99,43,35,66,19,330
2104126,3,0,7,63,68,51,30,65,14,291
2104128,3,0,3,77,100,44,34,105,28,389
2104129,0,0,0,75,74,41,23,79,9,302
2104130,7,0,16,59,68,30,34,56,14,255
2104131,0,0,3,70,83,35,22,63,15,283
2104132,0,0,0,93,94,50,21,58,24,349
2104133,0,0,4,73,75,37,26,43,14,272
2104134,6,0,10,74,95,45,36,59,22,338
2104135,3,0,7,63,81,41,41,64,27,320
2104136,0,0,4,56,79,47,30,55,9,266
2104137,3,0,3,71,92,44,13,56,17,298
2104138,0,0,0,167,175,74,52,90,23,578
2104139,0,3,8,57,69,40,36,43,109,347
2104140,0,0,5,533,511,215,153,218,101,1731
2104141,0,35,34,84,90,59,36,48,131,450
2104143,4,0,7,40,64,28,20,42,25,216
2104144,0,0,0,106,105,38,39,88,3,378
2104145,68,8,97,53,60,25,21,140,23,326
2104146,0,0,4,74,74,34,35,59,9,282
2104147,0,0,0,54,83,17,20,48,27,248
2104148,0,0,3,51,67,36,20,35,13,223
2104149,9,4,12,101,104,47,26,110,37,427
2104150,28,8,72,117,152,56,42,102,41,514
2104151,0,0,0,143,121,46,18,101,12,445
2104152,3,4,3,80,102,38,34,57,24,319
2104153,0,0,3,81,95,28,22,68,11,310
2104201,3,0,15,102,135,73,43,45,20,428
2104202,3,0,12,106,141,69,51,71,29,469
2104203,5,3,14,72,81,53,32,68,17,330
2104204,0,0,3,68,74,35,19,26,12,238
2104205,0,0,0,76,74,47,28,51,15,287
2104206,0,0,3,100,138,93,55,75,28,479
2104207,0,0,0,311,367,177,123,201,43,1215
2104208,10,0,24,113,158,43,47,77,40,477
2104209,5,0,12,104,130,79,48,61,22,436
2104210,3,3,18,58,93,50,36,54,18,311
2104211,0,0,3,107,117,66,42,85,13,431
2104212,3,3,7,58,78,50,33,45,21,286
2104213,0,3,13,58,74,45,20,45,18,261
2104215,4,0,10,103,111,52,52,110,27,446
2104216,7,3,16,107,115,64,37,82,28,441
2104217,3,0,9,101,88,39,40,72,20,365
2104218,10,0,24,113,142,82,57,76,30,496
2104219,8,3,19,86,103,47,37,69,21,360
2104220,0,0,0,90,96,53,25,57,22,331
2104221,0,0,0,76,72,27,27,31,21,260
2104222,0,0,7,131,151,63,53,64,24,486
2104223,0,3,14,103,157,58,42,61,34,453
2104224,0,0,0,108,92,53,41,66,13,370
2104225,0,0,0,62,51,31,22,31,11,207
2104228,3,0,18,81,134,55,50,64,17,401
2104229,9,0,15,117,109,61,48,65,18,418
2104230,0,0,0,112,121,50,37,63,13,397
2104231,0,0,4,190,234,106,91,133,34,792
2104232,77,4,85,80,82,37,27,162,31,415
2104233,3,3,21,95,81,46,32,65,40,359
2104234,4,0,4,116,141,67,41,53,21,442
2104235,3,5,19,87,107,37,41,58,36,359
2104236,5,0,12,52,72,47,34,42,12,272
2104237,0,3,11,96,150,83,46,65,29,465
2104238,4,0,14,96,102,49,33,77,28,384
2104239,0,0,7,68,65,45,26,57,19,282
2104240,7,0,7,66,77,42,25,43,14,264
2104242,0,0,0,49,70,29,18,32,4,202
2104243,0,0,3,124,116,72,53,61,19,438
2104244,0,0,0,0,0,0,0,0,0,0
2104245,0,0,0,64,63,47,38,39,15,267
2104246,0,0,0,291,122,16,4,213,64,721
2104247,0,0,0,107,78,24,26,109,19,361
2104248,0,0,3,96,82,15,18,78,12,296
2104249,3,0,3,187,132,37,19,154,28,548
2104301,0,0,0,110,97,54,29,79,25,389
2104302,0,0,0,46,33,27,27,76,9,224
2104303,3,0,3,38,59,28,23,45,20,206
2104304,0,0,0,55,84,45,44,30,40,302
2104305,3,3,7,69,80,43,52,58,16,308
2104306,0,0,4,40,53,32,19,43,14,209
2104307,0,0,3,87,108,48,61,87,60,455
2104308,0,0,0,5,10,14,4,9,981,1020
2104309,0,0,0,17,20,3,13,15,5,74
2104310,0,0,5,85,93,62,35,78,18,369
2104311,3,0,4,42,58,35,23,102,18,275
2104312,0,0,3,56,59,26,23,33,11,210
2104313,0,0,11,70,81,49,47,63,20,326
2104314,0,0,10,53,49,23,23,52,9,218
2104315,16,14,39,17,17,9,9,63,32,156
2104316,0,0,0,43,66,25,21,46,9,222
2104317,0,0,0,44,48,35,33,63,7,227
2104318,0,0,0,101,133,44,41,90,28,440
2104319,3,0,3,99,136,61,58,77,33,465
2104320,0,0,7,97,135,53,55,121,42,504
2104321,3,0,7,90,107,50,35,92,24,393
2104322,0,0,3,70,96,41,38,46,7,303
2104324,0,0,3,66,73,33,28,42,12,248
2104325,0,0,0,0,5,7,0,7,0,24
2104326,3,0,0,67,74,43,28,46,12,269
2104327,0,3,6,86,94,51,29,63,43,355
2104329,0,0,0,85,79,39,23,56,11,300
2104330,0,0,0,74,91,42,27,61,26,324
2104331,0,0,9,92,149,62,42,97,34,477
2104332,7,3,13,127,157,73,56,105,27,544
2104333,7,4,16,53,66,32,39,52,22,268
2104334,3,0,10,100,100,35,45,86,16,384
2104335,3,0,5,85,96,36,36,78,23,351
2104337,0,0,0,86,98,45,31,65,15,345
