SA2_MAINCODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
209031213,37,53,92,386,421,807,0,0,0,42,74,112,34,46,76,1523,1602,3126,3,3,4,267,270,537,9,13,15,8,3,13,21,21,45,15,16,26,18,14,32,19,24,49,78,86,164,9,7,19,3,8,12,112,154,271,99,112,214,6,5,7,2653,2877,5536,29,25,53,50,51,103,0,4,6,0,0,0,16,10,22,15,19,32,25,28,56,1525,1325,2852,3,4,9,3,3,10,1532,1337,2868,354,302,656,4688,4675,9365
209031214,19,24,48,324,382,708,0,0,0,65,63,126,9,7,15,570,626,1194,3,10,11,44,46,94,3,4,10,3,3,3,15,21,35,0,0,0,14,10,22,23,24,51,71,60,138,0,0,0,6,3,12,102,119,225,73,97,169,3,13,9,1327,1502,2831,3,9,11,4,6,11,7,3,13,0,0,0,0,0,0,10,10,16,10,10,16,1643,1471,3116,18,9,24,11,22,29,1672,1502,3176,314,287,600,3359,3345,6706
209031215,44,75,117,726,865,1594,0,0,0,72,93,160,64,79,139,1728,1792,3522,4,3,9,165,157,321,4,14,16,3,4,3,39,43,79,0,0,0,26,23,48,32,31,66,118,126,241,15,30,42,3,7,8,187,262,454,138,155,294,0,4,4,3329,3675,7005,34,22,53,30,16,47,10,4,7,0,0,0,9,8,18,10,25,34,22,32,55,2771,2579,5355,26,15,42,4,14,20,2802,2613,5417,505,487,994,6776,6922,13698
209041216,160,187,351,126,204,325,3,4,4,25,32,54,0,0,0,887,1022,1905,3,8,11,430,466,892,4,3,12,4,3,8,10,5,16,32,18,46,13,10,23,34,45,75,56,53,112,3,9,16,3,0,3,49,64,109,122,156,275,0,0,8,1803,2082,3890,156,134,288,307,245,545,0,0,0,0,0,0,47,31,75,8,14,18,51,40,99,884,827,1710,4,3,10,0,3,3,891,833,1720,292,265,560,3660,3788,7451
209041217,91,101,194,149,181,332,0,0,0,16,29,46,0,0,0,839,895,1731,0,8,5,345,364,707,5,8,8,0,0,0,3,10,12,12,4,19,16,14,30,46,52,102,29,32,60,3,4,6,0,3,3,48,47,94,85,118,206,3,3,7,1598,1766,3363,118,72,193,151,128,279,0,0,0,0,0,0,30,12,43,9,10,21,42,23,67,840,714,1554,3,5,14,4,0,3,846,724,1571,261,252,512,3115,3074,6192
209041219,550,650,1199,253,316,571,28,35,63,50,60,113,0,0,0,2640,2904,5545,4,3,7,1682,1730,3417,23,28,56,4,10,17,14,7,18,67,70,135,19,19,38,59,85,149,92,105,194,8,16,21,18,24,40,64,75,142,456,482,942,4,3,8,5492,5976,11466,521,394,912,1698,1595,3288,0,0,0,0,0,0,472,369,841,33,42,72,504,412,916,1575,1356,2932,17,6,22,9,10,14,1600,1371,2971,1009,1045,2051,11370,11442,22808
209041220,215,222,430,375,449,823,0,0,4,63,78,145,0,0,0,2867,3204,6069,4,7,9,1231,1230,2457,29,38,64,10,15,30,18,15,32,83,70,157,21,30,48,75,98,174,89,89,179,6,10,20,11,15,29,97,135,224,401,410,810,4,3,8,5370,5904,11276,243,211,453,445,443,885,0,0,0,0,0,0,107,91,195,41,32,77,144,122,269,1664,1472,3128,24,11,36,4,15,21,1690,1496,3185,668,655,1321,8776,9043,17824
209041221,183,210,386,251,330,581,3,3,6,46,48,86,0,0,0,1729,1926,3654,4,7,9,694,701,1390,12,16,32,12,15,26,3,8,12,52,54,102,7,11,23,62,81,148,94,89,185,17,17,31,3,7,15,58,87,147,221,225,445,5,0,5,3270,3631,6907,187,178,366,327,305,636,6,7,8,0,0,0,62,47,104,31,36,71,87,85,172,1320,1165,2488,7,10,15,3,10,11,1331,1186,2512,441,458,899,5837,6058,11891
209041223,615,749,1364,193,222,418,10,7,22,42,37,78,0,0,0,2435,2750,5190,3,6,8,1560,1521,3084,31,28,53,14,13,27,14,12,24,39,37,75,26,24,52,62,70,136,60,78,136,3,10,11,8,27,29,53,69,117,453,475,928,0,3,3,5007,5384,10391,463,359,823,1442,1307,2746,5,3,5,0,3,4,412,365,778,22,21,44,439,392,825,1366,1196,2561,9,5,17,9,4,13,1380,1204,2590,810,756,1560,10163,10147,20311
209041224,70,82,154,934,1055,1986,4,6,6,63,68,130,0,0,0,2322,2441,4756,7,9,24,185,143,332,12,15,29,13,16,28,28,26,60,5,0,3,29,22,55,30,37,68,150,160,310,8,12,24,8,12,24,210,262,466,192,195,385,0,3,3,4201,4491,8684,76,70,144,148,128,273,4,4,5,0,0,0,76,50,122,27,48,78,105,102,207,2688,2340,5034,15,14,29,6,11,20,2712,2368,5078,855,822,1675,8164,8055,16219
209041225,10,19,27,468,556,1020,0,0,0,30,41,75,0,0,0,1139,1168,2306,7,3,6,131,106,234,3,3,8,5,6,9,10,14,21,3,3,9,11,8,21,45,47,99,116,130,241,3,13,15,3,3,8,128,185,309,115,117,232,3,0,4,2216,2403,4621,13,9,20,33,26,56,0,0,3,0,0,0,3,5,16,4,19,23,8,25,37,1393,1201,2591,0,9,12,6,14,16,1401,1217,2616,399,344,744,4076,4050,8127
209041430,130,176,306,952,1141,2092,0,0,0,116,125,241,35,34,65,2648,2940,5586,4,15,17,337,379,715,38,48,94,49,51,104,19,30,51,34,38,75,22,36,51,149,167,319,159,201,365,18,20,43,22,21,42,204,259,466,333,355,690,5,5,8,5163,5875,11040,144,129,269,114,102,219,8,6,10,0,0,0,85,69,152,13,21,36,99,85,188,3784,3690,7476,21,20,38,10,6,20,3810,3722,7535,668,704,1373,10143,10792,20937
209041431,164,215,382,348,415,761,5,7,9,46,62,109,0,0,0,1733,1919,3656,0,4,4,648,717,1365,9,9,23,14,16,30,5,10,16,29,17,45,25,31,57,63,60,131,93,105,198,12,24,33,7,12,24,91,119,211,278,276,558,3,0,4,3420,3806,7223,308,291,597,606,600,1202,0,0,0,0,0,0,262,212,471,10,19,28,264,231,493,1219,1020,2239,12,3,16,6,12,20,1239,1037,2272,498,494,995,6497,6669,13167
209041432,138,171,307,214,259,465,0,0,0,30,20,51,0,0,0,1065,1146,2215,0,0,0,421,411,823,5,11,15,13,26,31,4,4,5,20,24,42,13,13,29,18,26,43,61,69,134,3,7,10,4,10,15,41,48,91,146,149,295,4,3,3,2053,2218,4271,216,169,381,308,315,624,3,0,0,0,0,0,213,182,394,7,11,19,222,197,419,834,735,1566,3,8,11,9,14,20,846,750,1593,345,388,732,4130,4207,8334
209041433,217,241,458,89,104,195,0,0,0,29,31,59,0,0,0,1274,1333,2605,3,3,7,467,497,966,13,17,29,12,7,25,6,3,6,34,24,61,24,26,51,85,81,165,23,32,53,7,0,6,3,9,9,31,34,68,248,262,506,0,0,3,2347,2466,4815,503,475,984,730,702,1437,0,3,5,0,0,0,423,383,804,21,16,40,449,399,844,771,685,1462,5,4,5,0,3,9,779,695,1472,435,445,875,5453,5431,10885
209041434,175,216,385,435,596,1033,0,3,10,81,79,154,0,0,3,2110,2391,4497,3,4,6,507,549,1056,19,25,48,18,14,33,8,9,16,43,42,85,30,41,64,164,163,330,96,106,201,10,10,23,19,29,49,114,128,243,293,318,607,3,12,11,3950,4523,8471,460,399,860,299,323,624,3,0,4,3,0,3,188,167,355,21,28,46,208,196,402,2205,2072,4281,19,18,34,16,10,25,2240,2100,4342,666,703,1362,8001,8459,16458
209041435,101,137,243,264,318,585,0,0,0,52,61,112,0,0,0,2026,2191,4221,0,3,3,625,653,1281,14,14,28,14,9,22,7,12,19,66,56,122,21,25,44,77,78,159,60,62,127,8,6,16,6,7,11,63,81,139,290,308,598,0,0,0,3596,3888,7482,328,303,628,243,213,457,3,0,3,0,0,0,164,153,319,22,15,36,183,171,353,1118,1040,2153,12,14,24,4,10,14,1133,1065,2195,351,335,685,5944,6106,12048
209041436,109,135,241,364,425,787,3,3,5,59,66,119,0,0,0,1924,2158,4081,3,3,7,498,537,1029,18,15,40,8,13,21,6,9,16,43,41,86,18,29,46,67,89,155,110,104,211,7,12,24,8,9,22,108,121,228,218,246,460,5,3,12,3471,3872,7345,278,243,517,214,191,406,0,0,0,0,0,3,115,86,206,24,17,41,141,103,243,1271,1212,2488,10,13,21,4,11,14,1289,1232,2519,370,359,733,5868,6139,12009
209041437,143,150,290,70,94,165,3,0,12,24,21,46,0,0,0,1003,1115,2117,3,5,5,318,324,644,11,20,34,10,11,18,4,5,6,42,44,86,10,22,34,35,49,86,33,41,71,3,6,13,19,21,39,35,32,73,160,175,340,0,0,0,1791,1985,3778,519,466,979,565,554,1121,0,0,0,0,0,0,539,484,1026,9,8,18,549,495,1044,545,496,1040,4,3,6,0,4,4,546,507,1057,402,388,787,4511,4551,9060
210011226,54,79,137,198,256,457,0,4,3,16,25,45,0,0,0,1580,1798,3375,0,7,4,179,203,380,5,10,13,3,0,5,3,13,17,4,9,18,3,9,14,25,33,53,46,54,98,3,3,9,3,4,11,73,107,175,50,46,102,0,0,0,2193,2574,4774,91,88,174,51,51,99,0,0,0,0,0,0,21,20,43,8,3,15,29,25,55,897,758,1649,6,5,11,4,0,5,908,763,1667,327,329,658,3655,3906,7564
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,42,74,121,329,386,721,5,5,9,37,44,84,0,0,0,1851,1874,3725,9,13,22,298,330,627,20,17,32,0,0,0,11,12,28,11,9,20,5,16,28,40,47,86,65,82,150,0,5,3,3,3,6,116,178,294,102,100,200,0,0,3,2910,3123,6034,26,21,45,71,60,129,0,0,0,0,0,0,5,3,6,3,3,9,12,10,21,852,715,1570,11,8,16,0,3,4,861,725,1592,291,281,573,4206,4300,8505
210011229,354,512,866,540,673,1216,10,12,21,76,122,200,0,0,3,5713,6298,12014,6,11,17,1081,1136,2218,25,44,66,3,8,9,15,39,56,87,93,178,46,48,92,84,98,186,138,162,299,5,9,16,12,15,24,193,282,481,261,295,556,4,4,8,8311,9354,17657,162,154,313,275,217,496,3,7,7,0,0,0,87,63,147,24,30,47,108,92,197,2457,2088,4542,24,9,38,9,8,17,2483,2111,4591,984,1028,2014,12681,13464,26147
210011230,39,62,98,203,238,439,0,0,0,24,39,61,0,0,0,1540,1717,3258,0,4,4,168,172,340,3,3,9,0,0,0,5,10,16,9,5,9,4,10,16,12,22,39,36,52,84,0,0,4,0,0,0,68,98,167,39,47,87,0,0,3,2107,2424,4532,46,49,94,39,31,67,0,0,0,0,0,0,13,11,19,8,8,18,19,22,41,821,758,1581,11,6,15,3,10,11,835,777,1608,225,256,479,3312,3610,6923
210011231,59,67,123,349,431,784,3,4,7,34,37,68,0,0,0,1815,1942,3760,7,4,8,241,217,458,5,0,8,6,4,16,22,18,36,6,6,14,15,17,31,25,29,48,57,69,125,6,9,16,0,0,3,130,181,309,58,81,143,0,4,5,2775,3055,5837,36,39,77,135,124,255,11,0,11,0,0,0,8,10,16,7,4,9,10,17,29,1300,1111,2410,12,6,20,3,8,4,1315,1120,2440,328,330,662,4673,4751,9428
210021232,27,47,76,748,915,1667,0,0,0,42,52,98,0,0,0,1839,1829,3669,19,23,37,54,57,102,16,15,29,10,11,21,23,25,53,0,0,0,9,17,29,33,42,67,145,156,305,3,5,11,18,12,32,268,377,647,113,138,251,3,3,9,3348,3681,7028,13,6,21,17,17,39,5,6,12,0,0,0,7,9,13,3,9,13,6,21,29,2347,2138,4491,20,26,48,6,8,10,2378,2168,4544,521,560,1085,6319,6513,12831
210021233,13,11,23,231,226,458,0,0,0,9,13,17,0,0,0,368,365,737,0,0,0,10,6,13,0,3,3,0,0,0,10,11,18,0,0,0,6,6,12,5,3,10,37,30,66,0,0,0,0,0,0,67,89,153,34,33,68,0,0,0,783,786,1567,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,6,3,3,759,680,1435,8,3,12,9,11,19,776,694,1464,171,142,315,1738,1637,3381
210021234,11,9,26,260,318,579,0,0,0,7,10,18,0,0,0,472,504,970,7,8,23,16,16,29,3,4,6,0,0,0,11,19,28,0,0,0,0,0,0,10,14,25,49,49,98,0,3,3,3,4,11,81,111,188,29,37,67,0,0,0,957,1097,2053,0,0,0,4,3,6,0,0,0,0,0,0,3,0,3,3,4,5,8,4,12,787,773,1558,5,16,22,6,0,8,800,784,1587,181,148,335,1957,2054,4010
210021235,22,35,57,653,768,1419,0,0,0,31,34,67,0,0,0,1340,1267,2602,7,7,14,31,39,74,5,9,20,13,13,22,11,19,29,0,0,0,6,5,13,50,54,102,103,125,222,10,9,18,0,5,4,213,250,462,80,72,152,0,3,3,2559,2678,5229,0,0,0,9,7,17,3,3,5,0,0,0,0,0,3,8,13,19,8,9,23,1598,1442,3032,18,6,22,13,19,28,1621,1460,3088,465,474,942,4692,4673,9360
210031236,75,123,196,143,157,298,0,3,4,19,23,38,0,0,0,967,1142,2110,3,3,3,244,261,507,10,16,31,0,0,0,11,14,29,6,8,18,7,11,12,12,14,24,27,33,59,9,8,16,0,0,3,44,54,97,42,62,109,3,0,3,1539,1803,3346,76,65,142,356,215,564,0,0,6,0,0,0,16,10,24,8,11,20,20,22,47,1245,1201,2444,15,14,33,8,3,10,1271,1219,2490,432,458,888,3778,3903,7678
210031237,104,118,219,107,140,251,19,15,34,16,15,33,0,0,0,2208,2423,4628,3,4,6,383,437,816,3,11,16,3,4,9,9,11,26,9,11,19,20,24,43,12,19,32,38,46,84,5,5,6,0,0,0,29,34,56,72,88,163,0,0,0,2934,3287,6223,171,123,295,2421,1997,4416,3,3,3,0,0,0,42,33,70,16,16,25,54,45,99,742,644,1391,11,16,28,7,3,11,764,660,1425,560,533,1089,7006,6762,13768
210031239,209,278,482,507,704,1215,13,7,15,63,93,161,0,0,0,3678,4099,7771,12,10,21,599,663,1262,24,49,72,13,15,31,28,37,65,26,20,48,24,29,51,39,62,103,108,162,268,8,17,23,6,8,10,183,257,444,170,193,364,8,5,6,5509,6423,11927,434,348,782,924,760,1686,0,5,4,0,0,0,99,72,168,25,29,58,127,102,223,3069,2978,6046,34,33,67,5,24,30,3113,3029,6139,1110,1089,2201,11416,12031,23447
210031438,292,357,650,425,540,960,20,13,32,54,72,129,0,0,0,2770,3215,5987,9,13,17,430,463,892,25,24,48,39,41,79,22,27,54,35,28,64,42,50,89,46,52,100,100,118,214,9,10,16,7,5,12,127,171,297,150,208,354,11,6,16,4319,5059,9377,932,720,1647,2250,1881,4128,5,0,9,0,3,3,249,135,387,33,34,65,282,168,453,1956,1825,3781,15,16,31,10,14,20,1987,1852,3836,1018,989,2003,11081,11029,22107
210031439,46,51,101,80,121,205,5,11,21,6,8,10,0,0,0,551,641,1190,0,0,0,63,67,135,3,0,4,0,0,0,0,0,4,6,5,14,3,4,7,9,6,10,21,23,44,0,0,0,0,0,0,32,54,91,37,32,73,0,0,0,831,984,1813,55,49,104,29,31,56,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,328,292,617,0,3,3,0,0,0,328,293,618,99,104,203,1388,1511,2904
210031440,25,35,63,96,131,224,0,0,0,6,12,22,0,0,0,1002,1099,2103,3,0,4,155,164,316,10,16,29,4,3,4,6,9,15,0,0,0,4,8,12,4,15,20,23,34,63,3,3,5,0,0,3,25,34,52,45,51,95,0,0,0,1398,1573,2966,34,23,54,606,545,1151,0,3,3,0,0,0,7,6,12,0,0,3,9,9,16,431,433,855,4,0,3,0,5,12,431,437,874,226,244,473,2736,2869,5604
210041240,46,48,93,634,811,1453,0,0,0,65,72,138,27,30,56,2019,2161,4174,12,11,32,86,78,169,25,25,46,16,13,28,36,40,72,4,5,9,11,11,26,37,48,89,118,141,257,0,11,8,3,5,14,222,281,503,138,157,294,0,3,3,3468,3904,7372,28,34,57,75,66,139,0,3,4,0,0,0,21,17,36,9,13,20,33,31,60,2047,1790,3837,25,20,50,10,9,17,2086,1821,3902,551,533,1088,6280,6432,12715
210041241,89,166,255,1491,1788,3284,3,4,8,120,126,246,45,44,86,3773,4236,8015,19,29,54,205,199,403,34,52,89,54,74,122,54,81,136,13,7,21,32,34,60,92,103,191,226,284,513,20,43,64,10,10,21,409,582,983,257,319,573,3,13,16,6858,8030,14889,62,58,119,68,50,121,7,7,17,0,3,3,47,35,80,35,39,74,86,74,160,4621,4192,8815,29,30,57,9,20,31,4664,4240,8910,1101,1090,2192,12933,13719,26655
210051242,153,172,326,206,289,501,97,90,183,29,20,56,3,3,8,1230,1312,2537,3,0,3,143,160,305,22,25,44,31,36,70,0,7,10,35,24,62,23,29,51,25,33,59,45,67,113,3,14,12,12,4,16,52,66,121,167,154,320,5,3,5,2131,2341,4476,262,214,478,2216,1892,4111,0,0,0,0,0,0,123,87,204,24,33,59,151,113,265,1022,846,1862,9,4,11,3,3,6,1028,849,1882,982,792,1775,6922,6379,13305
210051243,119,141,258,199,227,427,140,147,289,21,28,50,0,0,0,1849,1924,3770,4,10,11,284,303,586,9,7,15,40,38,74,4,5,14,20,29,47,16,23,37,30,21,47,39,55,96,3,3,6,0,0,0,46,50,94,154,137,288,3,10,8,2857,3017,5873,132,132,264,3335,3283,6615,0,0,0,0,0,0,75,63,137,15,14,34,89,82,170,768,641,1405,12,0,15,7,3,8,777,641,1425,783,736,1516,8088,8027,16122
210051245,184,217,406,557,695,1258,33,43,76,40,51,92,3,3,5,3207,3480,6687,0,3,0,518,573,1091,28,30,60,35,33,67,26,28,51,55,61,124,50,48,97,99,108,210,133,131,265,22,21,45,5,3,17,173,208,374,228,255,483,4,5,11,5213,5793,11008,76,74,152,505,516,1018,4,4,7,0,0,0,16,13,29,14,18,30,28,28,60,1880,1641,3528,19,22,35,4,12,17,1903,1676,3577,676,699,1376,8599,9005,17608
210051246,189,176,365,307,356,667,73,59,135,30,31,62,0,0,0,3809,3790,7596,0,3,3,503,466,970,15,20,33,16,27,39,4,3,12,100,90,187,26,25,55,64,68,135,64,61,120,3,5,8,5,5,17,116,156,279,157,188,345,3,0,6,5315,5350,10663,128,124,253,903,930,1832,3,3,5,0,0,0,17,21,39,14,16,30,30,33,65,1042,928,1970,4,3,11,4,0,6,1054,935,1987,582,544,1124,8199,8095,16292
210051247,166,179,342,140,176,317,186,192,379,7,15,28,0,0,0,1541,1710,3248,3,0,9,167,190,360,17,22,38,31,28,55,3,3,5,32,28,63,28,29,64,18,24,41,51,50,105,3,3,7,8,8,11,54,44,99,161,157,311,8,12,19,2459,2695,5148,93,83,171,3072,3046,6114,0,0,0,3,3,8,35,31,66,29,34,59,62,65,133,768,672,1441,13,11,21,3,4,11,782,688,1472,756,698,1460,7390,7444,14842
210051248,0,0,3,8,11,14,0,0,0,0,0,0,0,0,0,21,15,35,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,26,34,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,30,0,0,0,0,0,0,11,10,30,44,44,86,93,93,181
210051249,333,372,705,190,216,406,186,230,413,53,47,93,0,0,0,3856,4024,7882,6,11,18,256,262,519,29,24,45,16,34,53,6,6,14,71,87,164,31,33,67,68,81,149,35,40,69,16,12,31,15,18,28,70,92,161,304,322,625,4,4,9,5203,5550,10749,201,220,426,3077,3092,6166,3,0,4,0,0,0,105,92,199,11,19,25,113,109,223,887,852,1734,12,12,21,8,10,20,900,873,1776,886,877,1765,10721,11096,21817
210051250,50,69,118,180,232,411,35,19,57,16,23,39,0,0,0,1140,1230,2375,0,0,0,234,218,448,7,7,17,6,13,17,12,4,17,16,22,40,8,15,22,32,35,70,45,38,84,4,6,10,3,4,8,71,93,164,87,112,198,0,0,0,1906,2078,3975,74,65,145,131,123,250,0,0,0,0,0,0,37,23,65,10,11,13,42,33,75,669,576,1246,8,10,16,4,0,4,677,587,1264,325,301,626,3211,3254,6458
210051441,101,105,201,281,303,590,30,30,58,27,44,71,0,0,0,1164,1210,2370,9,10,19,140,155,296,14,23,34,37,32,67,6,5,13,18,14,27,17,22,39,32,41,71,68,63,133,4,8,16,5,4,7,99,102,201,121,107,223,3,0,3,2066,2170,4241,189,140,326,300,270,566,0,0,0,0,6,5,256,231,486,43,44,84,301,278,577,904,827,1733,4,0,4,3,0,3,915,827,1742,367,359,727,4234,4151,8390
210051442,187,210,390,191,269,457,44,42,87,29,38,63,0,0,0,1657,1714,3368,4,6,6,202,208,411,30,19,44,35,39,71,7,11,13,22,29,52,32,28,64,53,73,128,62,50,112,7,3,12,26,20,40,60,83,141,199,221,421,0,3,3,2642,2843,5493,401,374,773,722,682,1405,0,0,0,0,0,0,436,371,807,18,26,43,456,399,854,891,787,1679,0,0,6,3,9,8,897,795,1693,451,458,915,5759,5760,11524
210051443,315,334,649,373,469,846,100,93,193,41,39,73,0,0,0,2531,2585,5114,11,19,23,200,162,363,23,26,52,32,37,74,11,18,26,46,45,89,43,29,71,79,63,139,71,99,166,18,23,37,17,27,48,98,131,224,264,256,522,6,3,15,3957,4126,8083,440,408,843,918,890,1809,0,3,3,0,0,4,523,438,961,45,36,75,563,472,1041,1438,1194,2629,15,12,27,3,11,12,1454,1217,2668,592,600,1195,8244,8040,16288
210051444,311,351,662,155,243,400,97,73,168,32,34,68,0,0,0,1645,1778,3421,11,15,24,131,143,276,33,30,67,54,66,120,4,3,4,49,48,95,29,27,55,111,107,220,44,51,94,4,5,6,26,30,60,61,77,140,178,205,383,0,0,0,2644,2946,5589,763,648,1415,1064,1125,2194,0,3,5,0,0,0,757,621,1375,17,21,36,771,640,1416,932,850,1780,6,9,19,12,7,18,945,873,1821,546,505,1054,7053,7098,14152
210051445,47,48,91,95,110,201,10,7,13,14,14,33,0,0,0,607,616,1226,0,0,0,77,73,151,9,5,18,11,11,23,3,3,9,12,10,23,0,0,5,24,23,46,19,28,47,0,0,6,10,9,14,27,39,65,41,53,95,0,0,0,956,1011,1963,69,61,130,89,88,176,0,0,3,0,0,0,82,85,169,0,5,9,84,88,176,323,264,591,0,3,5,0,0,0,327,269,598,134,111,248,1702,1685,3385
211011251,165,228,392,457,602,1061,0,0,0,145,151,298,3,3,3,1086,1216,2303,25,30,54,83,81,163,13,19,30,30,36,72,28,49,82,15,17,32,32,36,71,86,108,201,105,118,218,10,12,23,18,22,41,163,176,339,182,223,400,44,62,108,2539,2972,5505,178,162,343,50,59,107,3,8,7,0,0,0,62,42,105,42,55,95,103,93,197,2266,2062,4323,21,15,35,7,17,30,2292,2092,4391,542,583,1130,5879,6194,12078
211011254,419,450,868,587,686,1272,0,0,0,222,239,463,0,0,0,1384,1567,2953,22,26,48,170,166,345,4,8,18,16,19,39,42,46,94,27,28,55,71,69,140,192,214,401,207,218,417,15,18,28,16,26,42,210,283,499,292,345,641,15,20,31,3504,3985,7482,288,293,576,101,111,213,6,7,16,3,0,3,32,36,72,29,33,62,69,67,133,2435,2168,4604,27,14,41,12,14,23,2468,2194,4666,592,538,1131,7448,7643,15088
211011255,46,57,112,310,341,650,0,0,0,29,56,85,20,17,45,919,1029,1946,0,3,4,132,96,231,8,11,21,0,0,0,17,9,22,29,26,53,3,6,3,58,48,103,57,50,104,10,6,18,7,9,15,95,107,200,104,117,224,0,0,4,1809,1940,3745,27,31,55,55,72,123,3,4,6,0,0,0,10,11,18,0,6,3,14,9,22,1033,939,1970,6,3,9,7,0,7,1048,940,1991,276,253,528,3270,3314,6580
211011256,330,395,720,548,704,1258,0,0,0,134,172,304,0,0,0,1855,2055,3907,26,23,50,310,300,604,10,13,26,12,7,14,18,30,49,88,88,176,47,58,108,103,116,216,132,153,279,16,14,36,13,5,24,224,296,520,199,232,433,8,16,22,3745,4277,8026,211,214,430,134,130,259,8,9,17,0,0,0,56,46,99,39,38,79,93,80,178,2370,2086,4459,22,22,45,9,16,28,2400,2133,4530,545,523,1066,7462,7756,15215
211011257,168,195,363,355,465,820,0,0,0,71,77,144,14,16,31,973,1087,2058,5,12,21,113,123,244,8,7,13,5,13,13,18,26,43,33,29,60,15,14,30,91,107,200,80,93,171,10,9,24,14,9,19,118,144,263,97,123,223,4,6,5,2023,2358,4388,92,86,176,66,56,126,7,3,10,0,0,0,27,32,56,22,19,34,45,51,96,1282,1141,2428,9,0,11,6,5,15,1302,1151,2447,218,186,410,3926,4083,8005
211011258,232,245,480,423,457,879,0,0,0,64,83,155,0,0,3,1494,1580,3067,11,12,19,229,246,478,7,6,18,15,13,25,24,16,41,68,76,144,21,29,52,70,78,153,84,99,189,3,10,17,12,15,26,119,151,268,136,156,292,0,0,0,2793,3031,5823,171,171,346,120,119,238,9,7,17,0,0,0,30,36,64,22,26,43,49,57,110,1492,1363,2858,17,13,32,3,0,3,1515,1378,2893,355,316,670,5240,5327,10573
