SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
213031350,33,78,26,22,33,18,0,10,3,231,53,68,42,51,72,29,7,22,4,346,55,40,165,65,55,37,24,42,5,501,0,0,0,9,0,5,3,9,0,27,12,11,11,13,12,9,10,5,0,74,3,8,3,5,6,0,0,0,0,18,3,8,5,3,3,0,6,10,6,50,682,1712,346,300,448,202,77,160,51,3973
213031351,42,60,52,33,30,21,18,19,3,269,60,65,67,87,64,36,13,37,5,435,64,44,236,99,70,51,59,63,8,702,3,3,3,14,6,6,8,4,0,52,8,7,0,12,13,12,4,9,0,65,3,7,5,3,9,5,4,7,0,43,4,13,10,11,8,10,3,14,16,89,604,1501,493,447,482,285,159,303,68,4334
213031352,80,84,46,47,62,28,4,10,4,360,86,112,55,93,74,52,7,14,5,495,120,80,348,100,92,52,56,68,13,916,10,4,9,11,7,3,5,11,0,55,18,19,8,20,17,16,3,13,0,118,7,23,4,8,10,4,4,3,0,64,14,21,11,4,6,8,0,12,9,81,1170,2514,612,494,678,304,119,204,74,6156
213041353,62,95,41,67,67,23,13,16,4,385,88,97,65,146,130,38,22,21,12,630,235,106,950,297,262,115,261,197,36,2462,15,3,15,14,27,22,8,13,0,120,15,14,17,58,47,22,24,19,3,215,8,7,10,3,13,0,7,6,0,49,27,14,27,29,18,11,14,31,10,188,710,1348,1177,724,719,304,372,331,93,5771
213041355,73,69,72,60,97,38,27,26,7,464,98,98,92,140,198,78,36,28,16,781,200,75,895,246,210,123,189,194,30,2159,5,5,4,15,28,16,12,12,0,104,18,18,20,45,57,29,20,17,0,233,3,15,7,5,12,12,8,3,0,61,15,18,29,20,22,29,18,15,25,187,733,1535,1234,714,1003,454,390,361,112,6545
213041356,41,63,29,49,48,16,19,14,0,280,57,74,71,146,92,35,29,18,5,531,162,63,728,284,213,108,232,207,29,2034,10,0,11,21,18,20,12,19,0,115,18,6,14,49,32,15,32,25,3,193,9,13,7,10,9,7,5,3,3,59,11,11,26,33,16,15,28,17,23,184,408,648,929,697,542,271,401,336,74,4310
213041357,67,59,35,54,61,29,21,20,5,354,77,91,78,195,146,43,40,53,10,730,174,77,869,338,286,148,257,220,38,2417,6,6,9,19,28,20,14,20,0,121,23,14,18,55,35,22,27,22,0,217,4,3,12,3,13,3,9,12,0,49,15,23,30,21,30,24,36,32,19,228,584,1083,1137,864,848,366,474,434,102,5883
213041358,52,35,30,52,60,23,18,24,0,301,83,67,41,155,118,35,34,18,10,563,149,75,719,266,231,128,233,182,34,2009,8,4,7,19,32,18,18,13,6,124,18,13,12,56,26,16,33,19,4,186,0,6,7,6,4,4,11,8,0,47,15,12,27,25,25,17,29,26,22,202,426,774,908,698,621,294,401,310,100,4532
213041359,3,3,0,0,3,3,3,0,0,14,3,3,8,17,14,0,4,3,6,49,10,4,62,12,19,7,25,16,4,168,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,4,4,0,3,5,0,0,11,8,4,32,37,34,82,44,42,19,50,33,9,347
213041360,78,71,50,49,76,31,28,16,7,408,94,85,76,138,138,59,33,33,7,662,164,59,619,161,165,93,155,144,33,1600,7,9,5,17,25,9,11,4,0,87,15,9,18,29,32,15,22,20,5,173,7,13,11,3,16,3,3,4,0,59,9,19,23,21,26,21,17,24,16,168,734,1390,921,564,902,358,333,312,100,5626
213041461,10,9,11,14,20,7,9,16,3,98,14,14,16,40,21,10,14,7,3,147,21,13,132,44,41,15,49,46,9,371,7,0,4,3,3,6,4,4,0,26,3,3,4,13,12,10,6,10,4,59,0,3,0,3,3,3,0,4,0,21,4,3,5,8,0,0,3,11,12,46,105,260,192,165,165,85,114,112,27,1233
213041462,19,20,20,19,28,11,8,6,5,131,28,28,23,49,43,23,17,16,0,225,29,16,179,51,53,22,47,36,3,432,3,5,0,3,0,3,3,5,0,22,9,3,4,15,14,0,4,9,0,61,3,8,4,0,3,0,4,0,0,24,0,0,3,4,3,8,10,3,3,44,185,469,274,212,276,101,136,114,23,1778
213041463,73,75,56,63,88,43,19,14,0,424,122,111,88,135,122,64,39,31,11,726,169,66,575,182,175,114,144,151,30,1612,5,4,9,4,25,18,12,6,0,83,20,14,16,36,40,19,16,19,3,188,16,18,11,7,12,3,6,4,0,83,22,21,26,27,23,18,16,16,6,184,878,1699,924,664,894,442,341,308,95,6240
213051361,46,75,42,72,52,35,27,23,9,388,80,89,90,179,124,62,59,39,6,725,121,85,756,233,197,106,222,201,42,1961,8,6,4,14,23,20,5,8,0,85,14,9,8,44,28,17,33,16,0,179,9,10,10,12,13,3,9,7,0,68,14,20,28,21,26,18,31,19,19,188,492,1167,1039,743,730,388,458,388,98,5495
213051362,39,66,50,63,59,20,27,23,11,350,46,77,74,126,109,60,44,38,15,581,113,72,573,236,194,113,199,192,19,1713,6,4,9,11,23,18,10,18,0,101,12,10,13,38,42,17,33,21,0,185,7,11,8,8,9,3,9,11,4,64,9,14,33,15,20,9,33,20,15,166,419,1054,867,706,686,355,436,429,88,5036
213051363,26,18,33,30,32,7,14,19,4,185,35,33,55,48,38,27,18,28,8,295,30,29,164,82,52,24,61,88,11,545,0,0,0,6,4,3,4,6,0,28,3,0,0,15,5,3,7,10,0,46,7,14,9,8,3,5,0,8,5,57,7,3,4,8,7,4,15,21,13,80,327,871,386,308,358,211,167,257,70,2961
213051365,93,85,129,113,104,42,101,37,6,703,141,128,163,377,223,84,163,82,9,1374,166,98,771,352,272,137,363,261,29,2457,13,7,10,17,35,13,21,24,0,139,28,4,25,64,49,16,37,33,3,254,16,29,12,20,32,14,20,20,0,168,24,29,40,36,32,20,49,29,38,294,1089,2515,1441,1553,1642,704,1090,745,183,10967
213051366,50,52,94,69,70,29,62,29,7,452,94,71,131,238,134,62,129,56,9,917,84,41,387,208,141,62,175,126,19,1248,6,4,4,17,9,3,13,13,0,75,17,9,16,41,19,14,25,18,3,164,21,26,8,10,17,21,17,10,4,128,9,16,21,19,18,20,45,21,29,200,789,1952,937,995,1064,526,765,488,145,7665
213051368,37,62,27,29,42,8,10,13,3,235,67,48,40,82,81,21,17,19,11,379,106,42,428,110,92,57,105,100,14,1058,5,0,0,12,14,13,3,11,0,50,12,10,12,12,18,11,13,6,0,101,3,4,3,8,12,4,3,4,0,37,13,14,12,14,18,12,13,14,14,126,436,767,579,350,403,185,174,214,61,3174
213051369,57,72,44,68,73,38,32,31,3,412,116,112,89,242,180,81,57,45,10,941,184,100,741,332,279,175,272,232,29,2352,9,4,14,22,22,15,12,18,0,117,17,18,24,43,40,22,29,18,3,203,7,3,8,12,8,9,14,8,5,65,11,7,24,27,31,20,34,26,25,197,649,1424,1099,1000,1017,502,537,453,101,6784
213051464,74,57,43,38,63,28,17,6,4,326,91,73,54,62,96,35,21,17,5,443,139,55,260,88,86,55,54,50,14,789,6,0,5,8,13,5,3,3,0,39,20,8,8,7,21,11,18,4,4,110,14,20,10,4,6,0,0,0,3,68,20,13,5,6,9,8,8,6,13,79,874,1290,480,331,566,296,158,140,77,4215
213051465,94,123,75,60,95,43,21,21,8,538,122,112,99,175,146,62,41,34,4,798,193,96,546,210,190,97,125,126,24,1602,6,5,3,16,22,11,6,5,0,77,26,18,10,33,36,26,22,20,0,193,12,21,10,9,13,3,14,4,10,96,27,21,28,16,19,14,20,12,23,175,1177,2520,985,799,1093,470,339,290,121,7796
213051466,68,59,44,54,50,22,15,16,6,337,96,73,82,100,96,39,33,25,8,550,85,53,288,105,128,59,52,80,11,860,4,3,3,8,11,4,0,4,0,38,11,5,8,11,20,3,11,10,4,81,20,20,8,3,15,6,9,4,0,95,17,9,15,17,16,7,3,3,7,97,813,1772,625,520,786,344,191,213,73,5343
213051467,42,58,60,44,28,26,26,18,0,304,65,70,55,149,109,49,37,43,10,586,141,56,545,245,209,110,228,200,31,1770,6,6,7,12,14,9,18,30,0,105,13,14,12,33,30,7,42,20,5,176,3,12,15,14,7,8,11,7,0,71,9,13,16,23,22,20,32,23,22,168,418,897,793,672,603,347,456,428,91,4695
213051468,30,49,33,38,33,15,16,8,9,236,48,61,61,106,89,43,25,35,5,475,129,50,583,170,152,93,154,131,18,1476,6,3,6,17,17,14,8,12,0,73,10,10,6,20,22,21,17,13,0,113,0,3,6,7,14,4,0,6,0,37,9,11,16,25,20,11,26,16,12,142,359,727,763,472,521,247,287,260,58,3686
214011370,64,74,58,67,69,37,25,29,4,414,85,101,77,197,153,74,39,32,10,766,193,106,1045,357,271,193,250,259,45,2717,6,13,13,32,30,24,17,20,0,148,22,9,20,39,53,27,15,30,3,215,4,8,6,11,11,10,16,8,0,71,14,14,31,43,21,25,24,32,20,225,505,997,1341,874,783,466,430,462,101,5957
214011371,61,122,48,87,81,48,13,28,3,490,95,144,95,220,127,92,23,51,13,863,199,101,983,356,247,166,160,207,36,2468,12,5,22,22,23,20,12,24,3,132,24,13,22,54,50,22,15,21,6,229,4,13,4,14,10,10,8,7,4,67,21,26,22,26,18,20,13,25,24,208,655,1711,1304,989,739,484,269,426,106,6697
214011372,36,84,45,46,49,36,12,14,8,324,79,93,73,168,97,52,20,29,5,628,151,91,742,335,181,132,200,235,17,2077,7,4,5,18,16,21,18,13,3,101,12,11,19,44,24,21,13,17,3,171,3,11,0,5,7,0,4,9,0,38,16,15,28,35,22,12,26,37,20,211,400,915,972,772,521,334,310,405,71,4703
214011373,87,148,51,81,85,44,13,18,13,539,130,119,65,112,121,49,5,21,7,627,229,99,743,205,156,121,79,117,15,1764,6,7,9,17,19,11,4,13,0,92,26,17,9,38,34,18,6,15,0,172,11,14,7,8,9,5,0,3,0,59,26,27,22,29,20,25,11,16,18,192,969,1904,971,650,674,382,147,237,76,6015
214011374,99,112,59,98,88,29,20,17,5,536,145,126,109,239,185,97,17,42,11,963,383,141,1635,390,390,228,247,306,41,3756,18,6,15,28,40,29,10,13,0,150,25,14,18,59,64,41,19,19,5,267,10,13,14,7,22,3,4,3,3,77,28,25,39,31,54,29,16,43,22,281,980,1572,1954,1011,1035,549,344,479,101,8032
214011375,55,77,43,67,67,32,8,17,11,378,90,98,69,144,127,50,15,25,9,631,172,65,835,235,183,121,120,172,35,1940,3,0,9,17,15,11,6,12,0,74,15,12,14,40,36,22,9,15,0,167,3,7,12,4,5,5,6,8,4,52,13,25,36,22,21,15,28,15,25,193,582,1233,1089,669,611,328,218,304,83,5120
214011376,76,84,36,45,72,26,16,15,3,369,80,99,53,128,118,50,20,15,8,580,156,75,617,197,184,97,107,140,31,1613,10,3,12,15,15,10,8,5,0,72,19,14,11,31,52,23,9,9,4,165,15,8,9,7,9,10,3,7,0,60,10,18,14,15,10,7,8,21,18,130,644,1024,794,546,597,283,187,240,72,4382
214021377,45,58,24,37,37,21,6,10,0,238,36,48,31,71,55,29,12,16,3,297,129,55,542,129,101,83,56,97,10,1208,4,0,3,8,14,16,4,7,0,54,16,10,13,26,20,12,7,12,0,133,7,4,4,7,5,4,0,0,0,36,6,9,14,27,15,9,9,13,4,111,414,726,669,373,317,218,103,175,32,3040
214021378,42,37,17,18,14,10,3,12,0,150,31,33,14,14,18,13,4,8,0,144,98,14,185,30,34,25,16,42,8,452,3,3,3,3,3,3,0,3,0,25,9,3,10,3,9,4,0,3,0,42,3,4,0,3,3,0,3,3,0,21,13,11,12,9,8,6,5,6,6,75,405,561,284,118,154,96,33,97,35,1780
214021379,61,107,63,80,66,32,9,18,0,442,83,122,89,186,83,50,22,48,5,677,279,117,1215,439,218,155,164,298,21,2908,6,5,34,32,28,15,7,20,0,146,20,15,23,55,32,20,9,19,3,209,4,10,11,13,8,5,3,9,0,65,26,17,26,47,22,20,15,26,20,228,724,1213,1536,999,572,364,252,471,65,6199
214021380,86,141,65,101,85,44,7,21,8,551,145,126,65,189,128,72,9,35,8,788,274,98,972,318,227,165,110,186,32,2371,16,6,17,23,28,15,6,16,0,120,28,13,28,59,44,20,5,24,0,222,10,14,11,10,8,14,3,6,0,68,22,23,30,41,24,17,15,33,14,217,946,1858,1263,922,732,450,183,352,86,6793
214021381,123,167,39,74,92,32,3,15,8,549,125,134,45,85,89,54,9,12,4,566,255,68,525,108,127,80,26,72,16,1286,6,5,4,10,15,12,0,3,0,57,30,19,11,35,30,21,6,6,0,155,23,16,3,10,15,5,0,0,3,73,17,34,21,9,22,16,9,13,11,141,1296,2157,728,469,651,357,63,149,72,5943
214021382,123,152,45,76,92,43,9,9,5,558,127,135,82,124,106,76,13,15,7,678,286,98,762,190,175,136,54,122,31,1854,13,0,11,25,19,13,4,8,0,92,19,8,13,47,45,21,7,16,0,171,8,18,3,6,22,7,0,3,0,74,20,35,24,26,23,10,5,13,7,170,1020,1849,990,627,667,412,95,216,74,5947
214021383,76,89,46,49,55,38,3,18,5,375,74,67,43,111,77,35,3,25,3,448,218,55,810,189,108,122,66,142,27,1740,9,3,13,13,20,19,3,22,0,99,19,20,14,28,25,28,6,18,0,149,3,12,3,3,15,4,0,4,3,45,18,19,30,25,25,29,3,27,21,200,681,1055,1030,534,419,345,96,281,73,4513
214021384,53,91,40,58,43,32,3,22,3,352,70,79,75,148,74,51,10,42,5,547,216,77,900,298,140,148,120,194,19,2116,11,8,12,22,22,23,3,18,0,120,19,8,24,50,28,28,13,20,4,186,4,7,6,3,5,6,3,0,0,42,23,25,40,31,16,40,14,30,19,235,546,985,1136,731,414,381,164,367,60,4795
214021385,88,110,57,77,84,24,10,25,3,468,101,112,74,169,129,54,24,31,7,701,285,104,1159,291,234,147,169,262,39,2687,9,4,12,19,26,11,5,15,0,107,22,12,24,52,40,29,20,21,3,222,4,12,11,14,7,3,6,6,0,61,20,38,35,31,26,27,12,24,17,227,732,1190,1418,740,664,362,254,411,85,5855
215011386,26,26,10,48,19,0,3,3,0,141,16,29,10,51,32,6,3,15,3,160,89,35,243,206,51,43,54,98,13,847,3,4,4,9,5,9,3,9,0,46,4,4,3,33,5,8,6,10,0,75,3,0,3,3,3,3,0,12,3,36,7,9,18,17,6,11,5,25,7,111,210,402,307,422,142,96,81,199,36,1882
215011387,48,17,8,7,12,5,0,5,0,100,28,3,6,24,14,4,0,3,3,88,107,9,60,36,18,13,15,39,3,299,10,0,3,3,3,0,0,3,0,22,16,3,0,4,3,3,0,0,0,35,5,0,3,0,0,0,0,0,0,11,19,3,3,5,4,3,0,7,0,44,323,171,91,94,72,41,25,67,11,887
215011388,64,83,17,61,47,20,6,10,3,316,71,101,31,129,92,37,6,10,5,475,246,86,700,258,194,154,144,137,23,1943,7,9,11,15,35,22,3,17,0,117,22,8,12,34,30,20,4,15,0,155,9,10,0,5,3,5,3,0,0,37,16,17,19,19,14,17,9,27,13,165,602,1253,812,633,510,297,190,236,60,4596
215011389,34,22,3,11,13,4,0,7,6,106,35,18,6,19,12,7,3,3,0,104,114,14,119,37,27,16,31,38,6,408,3,0,0,3,3,4,0,6,0,29,19,6,4,3,8,0,3,4,0,50,4,3,0,3,0,0,0,0,0,9,27,3,8,5,6,3,4,6,0,69,300,203,156,110,98,47,45,69,19,1035
215011390,38,32,3,18,12,4,3,7,0,110,29,32,11,43,28,5,6,17,0,165,189,31,185,103,48,19,66,87,3,731,12,0,9,3,11,8,3,8,0,54,17,11,3,14,6,3,8,16,0,67,4,0,0,0,0,0,4,0,0,9,21,9,4,7,3,10,9,12,5,82,385,353,217,205,148,56,96,158,12,1634
215011391,26,15,0,9,4,0,0,4,0,63,13,6,4,25,12,0,0,11,0,69,99,7,78,55,15,12,19,47,3,340,11,0,0,8,3,9,4,3,0,34,10,0,5,5,10,0,3,6,0,39,0,3,0,0,0,0,0,0,0,3,12,7,5,6,3,3,3,12,7,60,217,150,102,113,71,29,27,84,13,808
215011392,41,30,8,37,11,9,5,3,4,154,28,23,19,77,23,9,3,10,3,194,131,25,245,165,52,51,61,119,10,867,5,0,0,13,5,11,4,16,0,61,17,0,8,27,8,10,4,12,0,86,7,3,4,5,5,0,0,8,0,28,18,8,13,23,5,11,4,35,8,123,331,395,318,393,136,110,99,213,30,2024
215011393,42,15,0,6,5,3,0,5,0,79,30,13,3,12,9,3,0,5,0,76,91,4,48,32,17,13,20,46,3,272,3,0,3,3,3,3,0,3,0,20,16,0,3,9,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,9,12,3,3,3,0,0,4,7,0,44,238,136,64,78,44,23,28,73,12,705
215011394,52,32,9,28,9,6,0,6,0,145,27,17,7,49,16,0,0,12,0,124,191,32,170,106,42,27,48,67,15,696,11,0,8,7,4,7,4,3,0,46,16,3,0,14,10,7,0,0,0,53,0,3,4,0,0,0,0,0,0,12,29,7,14,14,7,8,8,13,5,94,379,321,205,247,111,53,63,115,22,1525
215021395,23,40,7,27,23,3,6,3,3,139,23,35,16,41,33,9,3,6,0,172,145,27,343,96,90,65,67,66,19,908,8,3,0,6,23,11,3,8,0,55,3,0,9,12,22,14,7,7,0,78,3,3,0,0,3,0,0,3,0,14,9,11,11,18,9,18,11,13,13,106,302,454,400,228,226,136,97,105,35,1986
215021396,15,17,0,13,5,5,0,3,0,62,17,28,8,33,21,6,3,5,7,124,74,18,193,66,64,28,49,53,4,548,3,0,0,9,10,10,7,3,0,37,12,10,5,14,7,8,0,8,0,59,0,0,4,0,0,0,0,0,0,10,9,7,3,12,10,7,7,3,7,62,165,225,226,159,138,61,65,85,15,1143
215021398,18,5,0,10,8,0,0,4,0,50,27,3,11,14,7,3,3,9,0,78,133,16,90,39,25,15,39,48,4,402,10,0,0,4,3,3,5,0,0,28,13,0,3,4,0,3,3,3,0,35,3,0,0,0,0,0,0,0,0,9,17,11,11,6,3,0,7,9,0,69,261,152,113,102,65,31,61,87,6,872
215021399,15,31,11,10,5,3,0,7,0,85,25,23,8,29,20,4,0,8,4,135,102,33,205,84,44,38,62,81,15,659,4,0,0,4,8,12,3,9,0,49,8,0,4,10,11,3,3,11,0,54,0,0,5,0,0,0,0,7,0,14,12,4,14,6,9,9,10,16,11,102,207,279,260,170,118,83,87,147,40,1388
215021469,28,85,24,58,28,14,4,13,3,257,71,78,48,153,67,24,3,31,0,484,141,79,562,263,174,123,99,187,20,1642,7,4,5,27,12,32,10,29,3,130,14,9,4,39,17,22,16,22,0,150,0,8,7,4,3,3,3,3,0,36,18,23,21,27,17,21,19,46,29,212,446,1188,698,667,402,271,171,382,66,4285
215021470,32,64,14,44,19,14,7,14,0,209,59,74,33,117,85,26,5,15,14,430,192,72,472,180,163,137,92,124,31,1471,3,7,3,20,12,24,10,9,0,87,10,6,11,25,25,13,12,16,0,112,3,7,7,4,3,0,0,7,0,39,16,20,17,18,11,29,22,23,13,168,460,987,570,495,381,267,147,234,72,3618
215031400,35,30,4,21,12,10,3,3,0,119,25,14,3,20,9,7,0,3,0,87,194,28,153,55,34,44,50,77,7,649,10,0,3,3,15,0,4,0,0,43,12,3,3,13,3,5,0,0,0,40,3,3,0,0,0,0,0,3,0,11,17,7,8,10,8,3,10,10,3,86,382,317,185,146,113,76,69,104,11,1421
215031401,30,26,11,11,15,3,0,5,0,95,34,24,10,32,23,6,0,6,0,142,235,25,190,63,43,43,57,91,5,753,6,0,3,3,15,3,7,9,0,46,16,3,0,13,7,3,7,7,0,56,0,3,0,0,0,0,0,0,0,7,41,5,12,8,8,7,12,18,7,116,440,268,240,159,125,69,80,151,17,1550
215031402,15,15,7,4,5,5,0,0,0,50,12,20,11,20,15,8,0,7,0,82,66,19,133,51,39,23,29,52,3,418,0,0,3,7,7,0,0,7,0,31,3,0,0,9,8,4,0,7,0,33,0,0,0,3,0,3,0,0,0,6,11,5,5,7,11,8,4,18,5,71,133,203,166,122,92,51,39,99,10,917
215031403,4,5,0,10,0,0,0,7,0,34,14,4,10,17,6,3,3,7,3,70,33,8,51,16,19,11,25,34,8,206,0,0,3,3,3,0,0,0,0,11,3,0,0,7,0,3,3,6,0,18,0,0,0,0,0,0,0,3,0,4,9,6,0,0,0,3,4,13,12,51,78,101,67,63,46,29,38,73,17,516
215031404,32,53,13,32,17,7,4,3,0,162,39,55,23,71,36,30,4,22,5,285,182,51,433,128,113,70,75,122,22,1192,9,3,3,10,13,14,3,8,0,70,7,13,6,14,12,18,6,12,3,92,3,4,0,0,5,0,0,4,0,24,15,12,9,13,10,15,11,24,15,120,384,719,504,341,253,163,109,216,46,2738
215031405,34,27,7,17,11,3,4,7,0,112,40,20,11,20,22,5,8,12,0,140,174,29,213,83,53,43,40,83,12,723,8,0,6,8,4,5,3,10,0,40,9,0,5,11,5,10,0,10,0,61,3,0,0,0,0,0,3,0,0,12,33,13,13,13,3,12,11,19,6,115,368,270,261,174,124,80,73,148,19,1525
216011406,36,58,16,38,26,17,3,7,4,211,54,81,41,122,51,24,4,12,7,399,202,44,665,248,117,140,122,215,25,1778,3,4,3,17,9,15,3,13,0,84,11,3,10,27,20,14,7,16,0,113,4,8,3,4,0,4,0,10,0,34,12,24,17,20,13,23,16,34,22,184,508,929,794,571,319,262,169,317,56,3930
216011407,62,56,12,25,15,11,11,11,0,204,51,33,13,78,39,18,4,28,0,271,195,40,414,141,98,80,116,188,16,1276,6,3,7,17,17,10,6,21,0,81,21,9,14,21,10,10,10,14,3,111,3,0,4,3,5,0,0,4,0,27,31,13,15,23,12,13,10,34,10,163,468,559,505,350,245,159,159,319,35,2800
216011408,19,11,4,7,9,0,0,5,0,65,23,15,7,26,13,3,0,5,0,91,140,12,142,45,30,26,48,73,6,520,3,0,0,3,7,7,0,6,0,28,10,0,3,0,0,5,0,0,0,22,8,0,4,0,0,0,0,0,0,7,12,9,4,8,4,3,3,6,3,53,258,160,177,99,73,50,63,108,14,998
216011409,20,18,4,9,13,3,0,0,0,71,14,9,4,24,8,0,0,5,0,68,90,5,123,53,26,24,34,49,4,417,5,3,0,4,4,4,3,7,0,29,0,0,7,6,3,5,0,6,0,34,0,0,0,0,0,0,0,0,0,3,17,5,11,7,3,0,4,8,3,62,176,162,155,116,72,49,51,81,10,869
216011410,26,17,0,8,8,4,0,4,0,64,21,17,7,21,16,3,3,3,0,87,105,11,118,44,28,14,39,65,8,430,3,0,3,0,5,0,3,7,0,20,8,0,3,4,3,3,5,9,0,33,3,3,0,0,0,0,0,0,0,15,24,3,10,3,0,3,4,18,4,74,240,163,147,103,65,25,56,113,12,925
216021411,22,22,5,11,6,6,3,6,0,86,24,19,11,37,22,5,3,15,0,137,62,16,191,53,54,35,53,129,8,597,4,3,3,8,4,6,4,10,0,38,11,3,3,15,8,7,3,8,0,50,0,3,0,0,3,0,3,0,0,15,12,6,5,8,3,4,7,20,13,75,171,247,234,155,123,69,74,201,20,1295
216021412,13,16,4,3,7,3,4,4,0,54,10,10,5,12,10,3,0,7,0,56,77,10,89,22,19,9,33,40,5,314,3,3,0,3,8,4,3,11,0,28,7,0,3,8,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,10,12,0,3,7,0,3,0,13,4,37,174,128,110,63,56,20,49,82,11,688
216021413,90,36,18,29,26,7,3,23,0,232,66,51,19,84,51,12,10,20,3,324,291,42,407,158,96,75,142,203,28,1434,6,6,4,17,9,10,0,20,0,74,32,5,7,24,11,4,5,18,0,113,4,7,3,0,3,0,3,6,3,22,47,14,16,23,11,22,14,38,14,194,664,558,499,376,251,151,187,353,49,3094
216021414,17,19,12,18,10,9,7,7,0,98,27,25,15,48,26,8,3,18,0,169,99,28,313,103,61,49,70,94,18,838,6,0,0,17,15,7,0,0,0,53,10,6,4,16,5,9,0,8,0,64,3,6,0,0,0,3,0,4,0,17,4,3,19,23,8,11,7,26,3,101,224,372,380,262,158,104,87,162,30,1782
216031415,22,39,3,22,16,10,0,4,0,116,37,32,23,71,47,9,9,17,3,247,84,38,275,127,75,56,50,115,3,822,3,3,3,10,5,9,3,12,0,57,3,4,6,12,15,6,7,7,0,61,0,0,0,0,0,3,3,7,0,20,4,6,10,15,8,13,9,17,11,94,192,377,341,292,194,121,83,192,29,1823
216031416,50,119,15,52,35,11,4,19,3,317,82,105,48,152,89,35,11,33,0,557,183,70,632,245,169,122,121,198,20,1772,4,3,9,10,19,16,3,11,0,81,12,6,11,20,14,9,6,13,7,104,4,21,0,9,7,5,0,7,0,57,14,16,18,14,10,21,21,30,20,181,601,1694,780,638,468,279,201,372,62,5097
216031417,51,80,22,51,47,16,7,21,3,298,97,113,60,168,112,46,18,33,7,652,265,107,820,301,203,166,136,234,28,2267,12,5,8,10,23,20,8,25,0,113,13,8,21,45,28,15,11,21,3,172,12,17,5,3,11,8,0,10,4,62,28,21,29,22,22,16,20,48,28,232,695,1327,997,728,567,312,218,442,85,5373
216031418,28,26,9,14,15,0,7,3,0,98,26,18,11,22,29,7,4,6,0,116,85,12,173,30,39,22,41,60,9,467,3,0,4,3,9,3,0,7,0,29,15,0,5,4,8,5,4,3,0,44,0,3,0,4,3,0,0,3,0,16,21,11,6,8,7,4,8,11,3,73,260,286,208,104,121,44,60,96,15,1175
216031419,38,45,13,25,24,8,7,9,3,158,61,58,27,83,41,15,3,21,0,321,182,52,340,103,91,56,84,150,13,1078,6,3,7,5,13,7,3,16,0,66,15,9,7,16,17,10,8,16,3,96,3,0,0,0,3,0,3,6,0,16,32,12,13,11,11,10,11,29,6,137,476,570,445,287,250,123,121,268,37,2577
