SA2_MAINCODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
209021205,140,120,264,41,53,95,0,0,0,84,94,176,8,3,11,1548,1214,2765,71,155,222,20,0,20,28,3,32,30,0,30,12,13,25,59,76,136,2040,1733,3770,25,28,48,0,0,0,30,19,43,43,39,78,10,13,16,5,0,5,107,89,199,0,0,0,14,22,35,0,3,3,3,0,3,0,0,0,22,23,40,9,13,28,133,128,261,33,37,75,3,3,3,0,0,0,39,39,81,76,103,180,193,363,552,23,18,38,2502,2372,4879
209021207,627,646,1268,81,108,184,3,0,3,88,136,225,30,10,36,3796,2801,6597,184,256,442,80,0,80,57,9,58,111,27,138,33,15,43,72,84,159,5144,4079,9222,79,85,165,0,0,0,62,58,125,91,77,164,13,23,37,16,6,23,258,253,514,0,0,0,25,37,58,0,3,3,10,13,20,3,3,3,31,54,82,42,52,91,331,356,690,59,81,149,7,3,11,4,0,4,69,86,155,119,171,291,393,562,960,63,57,122,6130,5316,11445
209021208,578,612,1192,56,66,122,3,0,3,77,128,197,19,5,31,3491,2489,5978,156,220,377,77,3,83,38,12,44,106,31,143,37,13,46,58,54,113,4696,3633,8329,77,69,148,0,0,0,58,54,115,47,49,93,9,27,36,20,9,27,213,208,417,0,0,0,14,17,34,5,3,5,0,5,4,0,0,0,20,28,47,57,39,96,284,275,559,30,44,76,0,0,3,0,3,4,33,47,76,106,151,253,313,575,883,65,47,111,5494,4726,10217
209021428,520,505,1026,82,111,190,0,0,5,210,303,517,19,12,28,2596,2091,4690,118,211,329,22,0,26,58,7,65,241,114,354,25,20,40,137,144,277,4026,3522,7547,62,66,121,0,0,0,85,81,165,51,58,112,11,19,29,14,9,21,227,224,450,0,0,0,28,34,57,0,0,0,0,5,9,3,3,5,29,46,71,41,44,88,299,306,613,54,50,105,0,7,12,5,0,10,59,63,125,133,159,289,314,520,835,60,34,89,4891,4602,9491
209021429,228,200,427,31,29,59,0,0,0,262,343,606,5,10,12,1634,1421,3060,79,96,175,17,0,20,38,3,43,196,82,278,17,18,33,43,51,94,2556,2251,4807,21,13,39,0,0,0,31,35,61,6,17,25,3,8,7,10,5,16,80,71,149,0,0,0,9,29,42,3,3,5,0,6,6,0,3,3,18,43,56,31,37,66,120,150,277,14,23,39,0,3,3,6,3,4,22,28,50,107,126,235,187,362,553,38,18,53,3026,2946,5976
209031209,478,331,813,32,37,77,0,3,3,0,0,4,7,0,12,4072,3728,7796,173,197,369,70,0,75,46,0,47,58,13,64,41,18,59,78,87,164,5063,4418,9482,40,27,73,0,0,0,20,16,36,132,112,240,13,25,40,22,3,24,229,186,415,0,0,0,0,0,0,7,5,11,5,9,16,0,0,0,14,17,33,28,28,58,265,232,499,46,34,77,0,0,0,3,0,3,45,34,82,293,406,694,422,822,1241,38,36,72,6119,5954,12071
209031210,68,61,127,0,3,5,0,0,0,0,0,0,0,0,0,648,588,1239,33,25,55,21,0,21,3,0,3,3,0,3,3,3,9,12,11,18,785,693,1479,5,0,5,0,0,0,4,3,6,14,16,29,5,3,8,4,3,8,27,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,31,22,59,5,0,5,0,0,0,0,0,0,5,0,5,41,60,98,68,121,186,8,3,10,934,904,1840
209031211,7,3,12,6,3,7,0,0,0,0,0,0,0,0,0,712,561,1272,29,30,58,21,0,21,6,0,6,0,0,0,8,3,12,15,13,28,807,616,1424,0,0,0,0,0,0,0,0,0,13,17,27,0,0,3,0,0,0,12,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,11,25,17,45,5,0,5,0,0,0,3,0,3,6,0,6,69,64,134,93,135,228,16,7,19,1010,839,1847
209031212,30,34,64,5,3,7,0,0,0,0,3,0,0,0,0,966,746,1714,40,53,91,37,3,38,7,0,3,3,0,3,10,5,14,16,14,36,1120,862,1983,3,0,3,0,0,0,0,3,3,31,26,60,3,6,6,0,0,0,41,29,72,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,3,4,3,0,7,48,36,84,11,11,22,0,0,0,0,0,0,13,11,23,116,158,277,106,160,272,12,12,25,1416,1245,2657
209031213,122,105,225,17,11,23,0,0,0,0,0,3,4,3,3,1883,1509,3391,78,125,202,62,0,62,14,0,9,13,3,20,19,11,31,24,13,38,2226,1772,4006,28,15,41,0,0,0,4,3,9,55,36,91,8,23,35,0,0,0,94,77,175,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,5,6,6,6,9,16,105,87,193,19,14,35,0,0,0,0,0,0,21,15,39,104,160,261,143,314,460,24,27,49,2627,2383,5004
209031214,51,38,91,24,26,51,0,0,0,0,0,0,0,0,0,1254,1013,2270,51,66,118,30,0,30,13,0,17,9,0,13,13,3,20,23,29,47,1468,1177,2653,5,3,14,0,0,0,3,3,3,41,27,68,3,3,5,3,0,3,54,33,86,0,0,0,0,0,0,13,3,17,0,0,3,0,0,0,9,5,19,14,7,18,83,46,129,6,10,16,0,0,0,3,0,3,10,10,19,139,172,307,122,224,339,11,13,24,1834,1635,3467
209031215,224,186,408,12,18,27,5,0,5,0,0,3,3,0,3,2828,2435,5261,130,144,272,51,0,51,18,3,23,20,0,20,20,7,25,39,43,88,3339,2834,6175,11,3,12,0,0,0,11,4,16,78,43,122,5,7,11,3,0,6,111,64,178,0,0,0,0,0,0,0,3,4,0,5,5,0,0,0,0,3,7,27,13,41,142,79,222,16,9,28,0,0,0,3,0,3,19,9,28,114,194,305,258,497,749,25,33,58,3890,3642,7534
209041216,69,74,149,6,13,18,0,0,0,31,40,77,4,0,4,1241,1005,2248,68,85,154,21,0,21,7,0,9,8,0,8,14,0,10,14,20,37,1479,1247,2727,3,13,15,0,0,0,12,3,17,47,34,81,3,6,12,0,0,0,66,62,122,0,0,0,4,0,8,0,0,0,0,3,3,0,0,0,8,7,13,12,6,19,87,71,158,11,20,31,0,0,0,0,0,0,11,20,33,36,68,104,106,218,328,6,10,16,1732,1636,3369
209041217,51,43,92,16,15,29,0,0,0,36,35,72,4,0,4,1029,763,1796,54,50,103,17,0,17,9,0,9,5,0,5,4,7,11,19,19,40,1248,932,2177,9,15,17,0,0,0,8,0,14,21,26,47,0,7,4,0,0,0,42,45,90,0,0,0,3,6,10,0,0,0,3,5,4,0,0,0,5,12,20,9,3,18,57,69,125,16,12,26,0,0,0,0,0,3,13,19,30,22,40,63,90,167,256,14,15,32,1446,1235,2681
209041219,307,334,641,31,41,70,3,0,3,4,6,14,24,3,31,3397,2162,5556,191,259,451,70,0,70,26,0,25,13,0,15,23,9,37,35,36,62,4123,2845,6969,43,57,99,0,0,0,13,18,35,61,35,98,9,18,22,0,0,3,126,128,250,0,0,0,0,0,0,0,0,3,3,4,10,0,0,3,7,7,15,29,13,41,160,144,301,36,34,69,0,0,0,0,0,0,36,34,70,57,98,159,247,368,616,84,65,148,4709,3555,8266
209041220,217,241,459,28,39,66,0,0,0,16,9,19,7,4,8,3512,2797,6311,173,235,407,64,0,61,17,0,18,17,3,17,24,9,33,34,38,70,4110,3367,7476,51,38,87,0,0,0,12,9,21,65,52,124,6,21,27,6,3,8,138,113,255,0,0,0,3,3,4,4,4,5,0,3,5,0,0,0,5,12,19,29,16,42,177,144,320,33,32,59,0,3,3,0,0,0,33,32,67,90,132,219,296,450,750,51,46,99,4747,4180,8925
209041221,118,138,261,24,35,58,0,0,0,28,11,40,3,7,7,2233,1747,3986,106,139,247,41,0,41,18,0,15,15,0,15,13,6,22,18,18,40,2627,2105,4739,17,19,30,0,0,0,3,6,13,55,36,92,3,8,17,0,0,0,79,75,157,0,0,0,4,4,7,0,0,0,0,9,8,0,0,0,8,12,18,13,26,43,102,107,214,24,25,50,0,0,0,6,0,6,24,31,59,39,65,105,161,324,491,36,29,69,3001,2668,5669
209041223,301,315,614,37,41,72,0,0,0,3,11,13,35,5,39,2959,1788,4747,164,230,394,72,0,72,22,0,22,22,6,29,26,6,29,30,45,75,3665,2450,6113,44,62,111,0,0,0,16,22,34,33,37,75,9,10,22,6,4,7,117,138,256,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,3,5,12,25,13,45,145,160,307,23,46,69,0,0,0,0,0,0,23,46,69,57,87,145,202,326,527,85,57,140,4175,3120,7299
209041224,135,161,292,6,8,13,0,0,0,0,0,0,0,0,0,3174,2309,5483,164,145,308,100,5,102,14,0,15,5,0,6,17,15,27,33,31,62,3641,2671,6314,10,4,16,0,0,0,0,9,9,44,41,90,11,19,22,4,0,4,72,72,145,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,31,13,42,98,89,188,28,18,48,0,0,0,0,0,0,28,18,48,106,180,284,281,513,789,41,37,76,4198,3515,7706
209041225,13,19,32,6,7,11,0,0,0,0,0,0,0,3,3,1468,1182,2650,65,51,121,64,4,72,6,0,6,0,0,0,9,3,9,16,30,45,1658,1299,2960,3,0,3,0,0,0,0,3,3,24,26,53,0,0,3,0,0,0,27,30,56,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,3,4,20,6,24,49,42,89,7,7,18,0,0,0,0,0,0,7,7,13,81,121,210,113,246,357,38,29,73,1953,1749,3703
209041430,108,119,221,27,15,41,5,0,6,0,3,3,3,5,9,4211,3381,7596,155,193,352,70,0,70,28,0,28,11,7,16,19,11,26,30,41,72,4661,3770,8435,26,25,51,0,0,0,0,0,0,141,98,242,11,19,22,3,0,3,177,146,321,0,0,0,3,0,3,4,5,8,0,8,5,0,0,0,8,10,21,42,17,59,228,170,402,25,33,57,0,0,0,0,3,3,25,35,60,133,275,408,295,734,1025,35,34,63,5383,5016,10401
209041431,169,147,319,24,31,58,3,0,3,0,3,3,9,0,11,2363,1695,4055,114,137,252,66,0,68,7,0,7,12,3,12,18,18,32,18,12,33,2807,2054,4855,41,26,71,0,0,0,8,4,10,44,32,80,7,14,23,4,3,4,105,80,184,0,0,0,0,0,0,0,5,3,4,8,7,0,0,0,4,12,15,29,18,44,142,106,245,25,34,57,0,0,3,0,0,0,28,37,62,40,76,115,164,301,464,52,49,101,3224,2620,5852
209041432,171,134,305,31,38,71,0,0,0,0,0,0,8,0,11,1347,968,2317,92,77,167,31,0,28,7,0,9,11,7,14,13,11,22,31,32,58,1740,1262,3009,24,40,59,0,0,0,8,9,12,10,12,21,0,0,3,3,0,3,44,56,98,0,0,0,0,0,0,0,0,0,3,3,3,0,4,4,4,6,5,4,7,18,51,73,120,9,13,30,0,0,0,0,0,0,9,13,30,26,43,67,105,168,272,33,12,46,1967,1578,3543
209041433,167,139,308,14,34,43,0,0,0,0,3,3,23,4,26,1963,1404,3359,87,126,208,34,0,34,16,0,17,3,0,3,17,13,24,11,24,39,2330,1741,4067,36,32,71,0,0,0,5,4,12,63,41,108,8,12,21,0,0,0,113,94,207,0,0,0,0,0,0,6,0,9,0,10,10,0,0,0,10,6,18,27,13,41,153,115,267,36,27,67,0,0,0,0,0,0,38,30,67,32,105,143,128,255,378,25,20,41,2702,2265,4967
209041434,151,158,312,28,27,54,0,0,0,6,3,3,16,0,16,3161,2423,5578,104,170,266,39,0,39,11,0,11,3,0,3,28,10,32,25,27,48,3565,2807,6377,47,37,82,0,0,0,3,3,3,106,78,187,14,25,38,0,0,0,171,139,307,0,0,0,0,3,3,8,0,5,6,0,3,0,0,0,6,7,19,33,18,47,210,166,377,53,47,97,0,0,3,3,0,3,58,50,104,79,146,229,233,516,745,31,26,57,4168,3717,7889
209041435,180,171,346,16,25,41,0,0,0,0,0,3,13,0,13,2359,1883,4243,98,140,235,66,0,66,9,0,9,10,3,9,23,6,28,14,8,24,2787,2232,5022,48,26,71,0,0,0,6,7,10,67,49,120,7,17,22,0,0,0,126,98,216,0,0,0,0,0,0,0,7,5,4,9,7,0,0,0,4,9,13,12,5,18,144,116,255,31,37,63,0,0,0,0,0,0,32,37,67,52,119,166,176,327,502,24,20,43,3205,2841,6049
209041436,172,129,300,19,27,50,7,0,5,0,4,4,7,0,13,2212,1846,4061,101,144,245,25,0,25,10,3,9,4,3,11,14,4,17,15,26,40,2583,2191,4775,44,31,73,0,0,0,3,4,9,39,36,71,11,11,20,3,0,3,102,84,185,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,5,11,11,22,14,37,125,105,228,22,28,55,0,0,0,3,0,3,24,32,56,34,80,118,199,343,540,22,25,45,2991,2772,5762
209041437,120,115,231,10,22,35,0,0,0,3,0,3,32,0,32,1696,1106,2799,49,101,148,36,0,36,4,0,4,3,0,3,17,5,20,14,3,18,1984,1350,3335,38,23,62,0,0,0,4,3,12,63,53,116,6,11,20,0,0,0,110,99,208,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,15,0,12,129,106,232,29,32,66,0,0,0,3,0,3,31,32,68,35,61,101,132,254,384,35,27,62,2348,1838,4180
210011226,64,81,142,8,17,21,0,0,0,37,52,90,3,6,10,1325,1121,2443,63,85,149,11,0,11,10,0,10,20,0,19,16,9,22,22,22,41,1590,1383,2969,4,4,12,0,0,0,37,27,59,24,23,51,4,5,4,0,0,0,72,54,132,0,0,0,3,4,6,3,0,5,0,0,0,0,0,0,10,4,15,13,14,26,92,73,171,9,30,41,0,0,0,0,0,0,9,30,41,40,62,105,95,194,296,19,15,37,1846,1758,3608
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,58,46,109,7,15,24,0,0,0,0,3,3,3,0,3,1609,1250,2860,78,98,172,22,0,22,17,0,17,14,0,10,8,3,17,16,12,33,1833,1424,3262,15,7,25,0,0,0,0,0,0,32,22,53,4,3,8,0,0,3,56,38,96,0,0,0,0,0,0,3,3,8,0,5,3,0,0,0,7,9,17,12,4,13,72,53,125,9,9,23,0,0,0,0,0,0,11,11,24,42,77,114,132,243,378,20,21,39,2110,1832,3942
210011229,184,191,375,41,74,116,0,0,0,23,33,57,9,10,23,4309,3378,7692,178,296,476,71,0,73,44,0,45,41,0,41,39,24,64,50,46,92,4995,4061,9055,140,111,250,0,0,0,7,7,11,110,105,214,12,21,34,0,0,0,266,244,515,0,0,0,12,7,20,8,8,15,0,3,4,0,0,0,22,27,47,42,37,80,327,313,637,69,83,153,0,0,0,0,0,0,65,86,155,131,210,340,337,631,970,71,61,133,5936,5362,11297
210011230,78,88,164,6,4,14,0,0,0,24,39,69,3,0,5,1220,1052,2271,49,95,140,15,0,15,9,3,17,24,3,28,11,5,17,20,38,65,1471,1339,2810,31,29,61,0,0,0,19,10,30,29,34,62,9,10,14,0,0,0,83,80,164,0,0,0,4,0,3,0,3,3,4,3,3,0,0,0,5,6,11,15,23,37,108,112,219,22,24,44,0,0,3,0,0,3,26,27,50,48,70,122,118,205,328,15,17,32,1787,1777,3563
210011231,228,194,430,4,10,16,0,0,0,6,27,34,0,0,0,1669,1363,3029,72,103,174,15,0,11,19,3,20,51,4,57,21,13,33,33,32,67,2128,1749,3872,18,10,34,0,0,0,8,11,18,40,33,67,4,7,11,4,3,10,73,64,137,0,0,0,6,0,3,3,3,5,0,0,0,0,0,0,8,3,13,16,20,37,101,83,182,10,6,17,0,0,0,0,0,0,11,6,17,78,122,198,174,301,474,17,22,35,2501,2281,4784
210021232,128,103,235,8,0,9,0,0,0,0,0,0,3,3,8,2301,1885,4188,114,126,245,60,0,60,4,0,6,0,0,0,13,11,27,42,51,90,2688,2181,4867,7,4,12,0,0,0,6,3,15,67,49,114,5,3,11,6,0,5,93,62,156,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,36,10,41,125,72,200,16,23,42,0,0,0,0,0,0,17,23,40,151,224,377,234,432,668,23,20,36,3242,2947,6188
210021233,36,41,85,3,0,3,0,0,0,0,0,0,0,0,3,550,401,948,25,29,52,6,0,6,3,0,3,7,0,7,8,3,8,23,19,36,659,499,1153,0,0,0,0,0,0,6,4,11,19,7,29,0,3,3,4,0,4,34,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,40,25,62,5,4,9,0,0,0,0,0,0,5,4,9,59,82,141,84,112,189,17,15,29,852,727,1583
210021234,66,63,123,3,0,3,0,0,0,0,0,0,0,0,0,710,659,1370,29,34,63,16,0,16,0,0,0,3,0,3,0,3,4,12,11,22,834,766,1603,0,0,0,0,0,0,3,4,3,14,21,34,0,0,6,3,0,3,21,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,34,31,59,11,11,19,0,0,0,0,0,0,14,11,22,56,62,121,100,165,267,11,4,16,1050,1042,2092
210021235,34,32,63,5,9,11,0,0,0,0,0,4,4,0,4,1689,1251,2940,71,76,143,59,0,60,5,0,5,3,0,3,13,16,27,48,42,86,1932,1430,3363,3,3,6,0,0,0,0,0,0,43,31,76,0,7,8,0,0,0,46,44,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,9,27,71,56,120,15,16,26,0,0,0,3,0,3,18,17,28,138,195,339,197,324,520,29,27,59,2388,2038,4427
210031236,231,205,429,7,9,13,0,0,0,59,70,131,3,0,3,1056,795,1856,46,86,128,23,0,23,25,3,27,86,41,129,4,7,16,37,31,59,1568,1247,2817,16,15,27,0,0,0,27,31,62,23,12,31,4,6,8,10,0,9,79,63,138,0,0,0,11,4,15,0,0,0,0,0,0,0,0,0,12,4,15,25,22,43,110,86,196,14,15,32,0,0,0,0,0,3,19,15,35,63,70,133,101,215,318,22,19,42,1881,1654,3537
210031237,362,201,571,18,21,36,0,0,0,3,17,26,18,4,27,1870,983,2852,85,111,200,31,0,31,17,0,21,33,3,36,26,15,48,36,48,83,2505,1411,3919,24,26,50,0,0,0,16,19,43,35,19,56,5,5,14,10,3,12,98,68,170,0,0,0,0,3,3,3,0,3,0,3,3,0,0,0,3,4,11,24,18,43,124,90,218,33,20,50,3,0,3,0,0,0,34,21,49,47,104,153,172,232,410,70,30,102,2957,1886,4842
210031239,891,869,1764,35,34,69,0,0,0,23,61,88,19,7,27,3752,2863,6614,162,237,403,49,3,48,58,6,66,103,18,119,37,15,47,64,83,150,5188,4209,9392,64,73,137,0,0,0,60,75,141,84,80,162,12,23,40,12,4,16,235,258,494,0,0,0,10,22,27,0,11,10,0,0,0,0,0,0,10,33,47,44,42,84,287,338,623,41,62,107,0,3,3,5,0,8,49,68,114,129,201,330,312,633,939,51,29,78,6013,5467,11483
210031438,754,706,1461,34,61,91,3,0,3,3,10,19,25,6,39,3247,1995,5237,157,221,371,62,0,63,24,3,25,35,19,54,33,13,46,56,75,130,4431,3107,7542,82,69,154,0,0,0,57,61,124,59,57,120,17,25,38,13,3,15,230,224,448,0,0,0,0,3,3,3,0,3,0,3,3,0,0,0,5,6,16,31,33,58,265,258,523,52,57,106,0,0,0,3,0,4,52,56,110,65,139,208,306,417,724,69,54,124,5194,4034,9226
210031439,26,19,49,0,8,5,0,0,0,6,6,15,0,0,0,560,491,1048,26,35,62,9,0,9,9,0,11,5,0,3,3,3,3,3,0,3,641,563,1208,0,0,0,0,0,0,3,0,3,20,17,34,0,3,3,0,0,0,23,16,42,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,24,25,54,6,6,9,0,0,0,0,0,0,6,6,9,15,32,50,33,68,101,5,6,10,727,709,1433
210031440,69,59,125,3,15,15,0,0,0,0,0,6,8,0,4,847,584,1431,37,44,80,19,0,19,3,0,7,6,3,16,8,3,12,10,12,20,1024,719,1744,19,9,26,0,0,0,0,0,0,19,16,34,0,5,8,3,3,7,45,36,77,0,0,0,0,5,8,0,0,0,4,0,5,0,0,0,5,5,12,7,8,13,60,47,109,12,10,23,0,4,4,0,0,0,12,12,22,25,41,65,53,115,171,14,14,26,1183,949,2136
210041240,152,141,294,14,19,34,0,0,0,3,0,3,3,3,4,2346,1960,4306,132,135,267,57,0,57,12,3,11,11,0,11,14,12,26,33,31,64,2772,2301,5074,23,18,45,0,0,0,5,3,5,48,30,81,6,6,15,6,0,6,87,62,153,0,0,0,0,0,0,4,7,7,0,0,4,0,0,0,8,7,13,23,8,25,117,76,191,20,25,40,0,0,0,0,0,0,20,29,46,89,204,293,231,425,655,22,14,32,3249,3046,6294
210041241,399,390,784,24,33,59,3,0,3,0,0,3,8,3,13,4929,4036,8969,281,284,561,101,0,105,31,5,35,11,0,16,33,12,43,62,74,136,5888,4840,10729,31,30,67,0,0,0,15,16,30,107,104,210,15,25,36,6,4,16,183,180,360,0,0,0,0,0,0,7,8,17,0,10,15,0,0,0,11,22,34,46,31,74,232,229,462,38,53,92,0,3,4,4,0,4,42,54,96,140,277,415,490,932,1422,61,56,111,6854,6388,13240
210051242,180,133,319,57,45,99,0,0,0,0,3,3,17,9,23,1605,764,2369,120,120,244,21,0,21,10,0,11,8,0,10,26,5,34,25,32,60,2076,1111,3193,28,29,50,0,0,0,3,8,15,26,17,41,3,0,7,0,0,3,58,56,116,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,5,6,11,11,7,20,78,74,148,18,13,25,0,0,0,0,0,0,15,13,33,23,65,82,138,173,310,50,33,79,2378,1463,3838
210051243,116,111,232,15,25,44,0,0,0,0,0,0,15,4,14,1885,934,2816,126,114,239,54,4,54,13,0,9,13,0,13,30,6,42,50,24,73,2316,1234,3546,14,16,35,0,0,0,5,9,12,19,16,32,5,4,12,4,0,3,52,52,100,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,9,23,14,34,78,67,142,11,16,26,0,0,0,0,0,0,7,16,26,28,78,98,153,155,310,47,39,86,2632,1585,4215
210051245,129,152,277,52,51,101,0,0,0,7,17,21,12,5,19,3191,2595,5783,157,213,376,48,0,50,24,3,26,16,0,16,33,13,47,18,30,45,3678,3089,6763,15,29,42,0,0,0,3,3,12,72,65,136,8,20,27,3,0,3,110,116,227,0,0,0,4,0,4,7,0,8,3,5,7,0,0,0,10,6,18,35,28,68,158,155,309,20,23,45,0,0,3,0,0,0,20,29,50,63,131,195,255,410,662,54,43,100,4220,3849,8073
210051246,128,129,264,15,11,28,0,0,0,5,3,10,15,3,17,3458,2534,5994,157,223,375,83,0,83,4,0,4,8,0,8,31,18,47,15,16,34,3922,2942,6865,18,10,30,0,0,0,3,5,3,91,69,153,3,7,17,0,0,0,118,95,209,0,0,0,0,0,0,4,11,10,4,5,8,0,0,0,8,13,17,40,28,66,165,129,292,18,24,42,0,3,3,0,0,0,19,24,51,89,161,249,242,432,676,58,50,111,4491,3742,8237
210051247,110,86,192,22,19,46,0,0,0,0,0,3,25,0,24,1893,1151,3047,124,139,263,47,0,50,6,0,6,3,0,3,21,7,30,16,13,29,2277,1421,3695,8,18,23,0,0,0,6,4,12,21,21,41,4,7,7,3,0,3,38,51,89,0,0,0,0,0,0,3,3,3,3,6,6,0,0,0,8,7,14,29,18,41,71,76,146,12,4,20,0,0,0,0,0,0,12,4,20,24,67,91,113,165,275,51,32,78,2550,1759,4308
210051248,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,16,9,26,0,3,3,0,3,3,0,0,0,0,0,3,4,0,4,3,0,7,23,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,3,0,0,0,31,29,58
210051249,210,246,453,27,34,59,3,0,3,0,0,0,16,3,18,3156,2011,5162,180,268,446,64,0,64,6,0,6,6,0,5,29,12,42,20,14,32,3717,2581,6299,35,26,60,0,0,0,7,3,10,47,50,103,9,15,18,3,0,3,99,95,197,0,0,0,0,0,3,6,3,8,3,4,8,0,0,0,8,9,18,27,20,42,131,125,258,26,31,58,0,0,0,0,3,3,26,35,59,61,119,185,232,284,515,88,36,120,4257,3178,7428
210051250,21,42,61,19,18,38,0,0,0,7,15,29,0,3,9,1193,926,2111,63,80,135,26,0,26,14,0,14,9,0,8,11,0,11,27,16,41,1385,1101,2487,12,6,15,0,0,0,0,3,3,21,26,45,3,5,6,0,0,0,31,42,76,0,0,0,0,3,5,4,7,8,0,4,3,0,3,3,8,14,19,21,9,32,58,67,125,7,14,21,0,0,3,0,0,0,10,21,24,15,36,51,90,151,240,22,24,42,1579,1396,2982
