SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC20055,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,3,10,0,3,0,0,21,0,3,5,7,3,0,0,0,20,3,9,4,14,4,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,12,3,4,0,0,41,0,0,0,0,0,3,0,0,3,0,0,3,0,3,4,0,0,22,4,11,15,28,18,18,3,0,105
SSC20056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,3,6,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,9,6,5,4,13,8,0,3,0,39
SSC20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,9
SSC20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6
SSC20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,3,0,0,0,15
SSC20061,21,7,0,6,0,0,77,0,16,10,3,4,0,0,0,42,24,109,71,25,16,4,0,0,253,17,85,71,16,17,15,4,0,225,43,93,71,57,46,28,13,8,360,9,3,10,5,3,3,0,0,32,4,15,10,6,3,3,0,0,44,55,116,90,74,53,29,11,7,436,0,5,0,0,0,3,0,0,9,29,63,30,26,36,30,27,33,280,127,434,295,158,126,83,50,37,1318
SSC20062,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,6,3,3,12,7,7,3,0,0,25,3,6,9,3,0,3,0,0,26,3,8,9,17,11,7,0,0,64,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,10,8,9,17,10,11,0,0,70,0,0,0,0,0,0,0,0,0,12,16,7,16,15,14,3,0,79,22,28,32,45,30,34,8,0,207
SSC20063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,12,5,0,3,8,3,4,0,0,14
SSC20064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,10,0,0,3,3,3,3,0,0,10,3,7,3,7,11,8,0,0,39,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,5,3,7,4,12,8,9,3,0,49,0,0,0,0,0,0,0,0,4,0,0,0,6,3,4,3,3,22,6,7,11,18,20,20,11,5,99
SSC20065,211,167,115,79,30,12,906,6,79,48,60,58,40,17,0,306,223,851,571,364,277,209,80,25,2594,56,155,133,113,121,115,57,21,760,33,117,82,70,32,26,21,14,391,3,7,9,5,4,3,0,4,40,8,20,17,22,15,20,10,5,108,48,144,99,93,53,50,31,21,542,3,9,21,12,9,14,12,0,74,79,152,107,85,76,81,71,51,695,424,1665,1188,892,707,582,294,128,5874
SSC20066,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,3,3,0,0,0,11,0,0,0,3,3,3,0,0,10,0,0,0,3,7,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,11,3,0,3,9,20,7,4,0,49
SSC20067,33,14,15,3,0,0,109,3,45,27,8,3,3,0,0,88,41,265,155,44,22,8,0,0,535,32,194,94,36,22,6,3,0,392,92,335,155,62,51,26,8,0,730,4,12,3,6,3,0,0,0,28,4,15,23,13,3,3,0,0,56,100,361,181,79,59,27,11,0,816,3,4,11,0,0,0,0,0,24,46,67,47,24,18,14,3,0,221,225,985,545,206,146,60,19,3,2197
SSC20068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,3,0,0,17
SSC20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,4,0,0,0,0,11
SSC20070,0,0,7,0,0,0,10,0,0,0,3,5,4,0,0,12,4,3,8,12,14,6,3,0,63,0,0,6,14,8,14,3,0,46,0,7,15,21,18,3,3,0,71,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,6,0,6,19,21,17,6,3,0,78,0,0,0,0,0,0,0,0,0,8,3,11,5,6,7,0,4,50,19,23,44,63,57,43,15,8,260
SSC20071,3,7,7,3,0,0,19,0,0,3,7,8,7,0,0,19,0,11,18,12,12,11,0,0,63,0,3,3,9,3,8,4,0,24,0,10,8,19,21,0,0,0,51,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,9,3,8,11,18,24,3,0,0,64,0,0,3,0,0,0,0,0,3,0,0,3,0,0,3,3,0,14,0,24,36,52,54,33,12,0,209
SSC20072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,4,0,0,0,0,7,0,0,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,14,9,4,7,0,36
SSC20073,6,3,4,3,0,0,24,3,10,18,3,10,4,0,0,44,13,50,51,29,26,9,0,3,185,3,31,19,26,30,13,3,3,128,26,80,44,60,55,28,3,3,301,0,3,0,7,4,0,0,0,14,3,9,9,0,8,3,0,0,32,30,94,57,66,67,34,3,4,349,0,0,0,0,6,3,0,0,13,25,19,12,20,22,18,14,0,143,79,202,165,152,170,84,25,7,882
SSC20074,267,209,136,65,9,0,1082,3,123,128,109,113,31,3,3,514,245,1054,809,496,310,107,17,5,3050,79,296,255,215,154,82,29,0,1103,133,266,220,229,157,89,27,18,1135,15,24,19,21,11,3,0,0,95,17,43,39,35,24,22,9,3,194,159,339,283,289,193,112,32,16,1425,3,21,19,9,14,6,3,0,78,126,231,199,174,117,83,62,25,1026,644,2448,1954,1508,1033,483,160,53,8280
SSC20075,3,9,0,3,0,0,17,0,0,10,3,3,0,0,0,11,0,0,12,8,10,7,0,0,37,0,0,0,5,4,3,0,0,12,0,3,5,3,3,3,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,4,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0,0,13,0,3,28,25,23,24,3,4,109
SSC20076,196,188,105,36,7,5,680,3,30,57,102,84,32,7,0,313,98,317,485,376,264,108,44,26,1723,28,60,101,142,116,65,23,11,545,35,58,60,102,87,51,31,13,428,8,4,3,4,0,7,0,0,23,5,5,12,26,9,17,4,13,96,41,65,79,127,102,70,35,24,541,4,8,10,9,6,3,0,3,42,36,35,53,50,39,58,43,58,375,226,640,983,991,718,376,161,123,4214
SSC20077,127,98,48,41,9,3,473,4,27,48,53,32,13,0,0,176,98,400,325,231,153,73,31,21,1335,42,96,122,105,73,52,16,12,520,55,93,97,88,79,54,33,20,517,7,0,4,6,5,7,0,0,40,9,9,16,17,21,5,6,9,82,74,107,114,113,105,64,37,24,638,0,6,10,5,8,4,3,4,45,57,104,83,69,54,62,45,47,520,280,894,821,682,480,302,147,110,3714
SSC20078,96,75,45,25,8,0,300,0,27,43,57,30,16,0,0,169,61,221,351,229,149,50,27,3,1098,28,105,151,164,99,61,23,8,637,63,153,154,197,131,66,42,8,821,5,3,9,11,7,7,3,0,40,9,9,19,20,19,15,7,0,91,72,162,183,223,158,88,58,14,949,3,3,3,9,3,4,16,0,45,45,47,75,73,56,51,61,19,421,212,612,903,832,548,289,187,49,3626
SSC20079,77,54,25,11,3,0,238,3,8,33,34,15,7,4,0,102,67,177,232,203,108,32,19,3,841,43,83,138,171,90,45,23,3,597,85,80,130,230,138,61,44,9,773,12,4,7,18,13,8,0,0,52,6,6,17,32,26,3,15,0,109,99,95,148,279,183,69,57,9,935,3,11,13,10,14,9,3,5,54,39,30,25,47,52,43,48,25,309,266,455,665,800,486,208,158,40,3068
SSC20080,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,5,0,0,0,0,0,9,0,5,3,10,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,10,4,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,13,6,12,10,18,14,3,0,0,56
SSC20081,15,22,9,8,0,0,61,3,7,8,20,8,0,0,0,53,29,79,77,77,34,10,3,0,314,32,41,70,79,49,17,0,0,286,56,70,92,136,91,39,10,0,493,5,3,5,6,7,0,0,0,27,5,6,15,13,7,0,0,0,43,63,75,113,163,107,35,10,0,559,0,0,3,4,4,7,0,0,22,34,20,18,29,25,15,7,0,152,162,244,298,386,234,90,18,0,1437
SSC20082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,6,4,0,0,3,0,0,0,0,6
SSC20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC20084,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,5,5,0,0,0,0,18,3,3,6,3,4,0,0,0,15,0,8,5,11,11,7,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,5,11,11,4,4,0,42,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,8,6,9,18,26,19,11,3,0,90
SSC20085,3,4,4,10,0,0,23,0,0,3,3,0,0,0,0,10,9,10,21,10,8,18,5,0,87,0,14,14,19,23,10,8,0,91,14,30,30,31,54,19,5,3,183,4,5,3,0,3,0,0,0,18,4,0,0,0,3,4,4,0,16,14,35,39,34,59,25,8,3,206,0,0,3,0,0,0,0,0,5,10,6,14,16,21,18,14,7,113,39,70,96,88,115,76,38,8,532
SSC20086,0,0,3,0,0,0,11,0,0,0,0,7,5,0,0,10,0,13,8,5,19,9,3,0,62,6,12,12,9,18,19,4,0,76,12,18,30,28,27,31,10,3,154,3,3,4,0,7,0,0,0,14,0,0,6,0,7,4,0,0,20,18,20,37,28,31,35,14,3,189,0,0,0,0,4,3,0,0,8,14,11,10,8,32,24,21,16,138,36,56,75,59,117,91,43,18,489
SSC20087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC20088,112,60,34,15,3,0,335,3,31,43,34,36,9,3,0,152,116,420,394,250,171,76,13,7,1451,51,189,171,143,96,69,32,9,756,98,223,227,227,140,164,110,25,1219,14,17,9,17,14,3,0,0,75,9,26,29,33,30,18,17,0,167,119,266,263,280,184,191,128,32,1456,3,5,19,4,8,11,4,6,62,76,100,97,96,105,181,180,82,926,378,1109,1105,874,646,550,364,125,5147
SSC20089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11
SSC20090,9,0,3,0,0,0,16,0,0,3,3,0,3,0,0,14,0,12,30,11,24,6,0,0,87,4,17,9,11,17,15,0,0,72,18,21,28,46,31,4,3,3,160,0,3,0,0,0,0,0,0,3,0,3,0,3,0,8,0,0,16,13,29,30,49,38,10,3,3,183,0,0,0,0,0,0,0,0,7,6,7,10,8,12,3,8,4,62,30,78,87,85,95,37,16,6,432
SSC20091,4,3,4,0,0,0,9,0,0,4,3,3,0,0,0,15,0,0,16,7,4,3,0,0,33,0,3,9,7,3,3,0,0,30,3,3,13,19,3,7,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,15,20,8,10,0,0,55,0,0,0,0,0,0,0,0,0,5,0,3,6,4,8,0,0,25,11,7,42,46,33,25,8,0,166
SSC20092,0,3,0,0,0,0,9,0,4,12,4,10,9,0,0,32,0,7,21,8,11,3,0,0,54,0,7,9,18,16,5,0,0,53,10,39,30,33,26,16,0,0,157,0,3,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,15,10,36,36,36,34,18,3,0,175,0,0,0,0,0,0,0,0,0,10,3,6,11,12,8,4,5,53,24,61,75,80,77,35,17,6,373
SSC20093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,7,0,3,4,0,0,0,13
SSC20094,31,25,16,15,3,0,118,0,12,25,29,35,21,3,0,116,25,133,125,86,64,56,17,5,503,30,81,92,89,88,53,27,12,458,118,189,166,171,151,110,39,10,954,13,10,5,12,6,13,0,0,57,13,13,19,18,22,17,0,0,98,141,212,193,195,178,136,48,12,1106,3,4,4,0,3,6,0,8,25,46,43,71,55,61,105,87,39,513,248,503,530,486,434,389,186,67,2849
SSC20095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,4,0,0,17,0,0,11,3,6,3,3,0,26,3,9,6,10,18,6,4,0,62,0,3,0,4,0,0,0,0,5,0,0,0,0,7,0,0,0,10,9,7,9,13,22,9,3,0,76,0,0,0,0,0,0,0,0,7,5,4,3,7,16,9,4,0,46,18,22,25,26,56,18,12,0,173
SSC20096,3,8,9,0,0,0,24,0,0,6,4,7,0,0,0,16,0,15,30,16,18,13,3,0,108,5,15,23,23,28,16,4,3,123,28,75,35,53,56,33,10,0,287,7,8,0,5,3,3,0,0,25,0,3,4,3,6,3,0,0,25,31,84,43,56,65,37,14,3,332,0,0,0,0,0,0,0,0,7,5,10,8,25,11,23,3,3,90,51,132,116,135,139,92,23,7,694
SSC20097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,8
SSC20098,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,3,0,9,3,3,0,0,20,0,3,0,4,3,0,0,0,15,5,14,11,11,20,8,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,5,12,10,15,17,3,3,0,72,0,0,0,0,0,0,0,0,3,0,3,0,3,7,3,0,0,23,6,25,16,35,39,15,7,0,147
SSC20099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,4,4,0,0,14
SSC20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,4,6,0,3,0,16
SSC20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,11,0,0,3,0,0,0,0,0,7,0,0,0,3,9,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,13,0,5,11,11,16,7,8,3,51
SSC20102,21,10,10,15,3,0,78,0,16,6,27,13,18,7,0,82,22,106,82,72,100,63,25,10,476,27,87,86,85,88,99,29,22,521,134,268,194,191,189,104,71,19,1168,15,18,22,15,10,4,3,0,87,9,23,22,17,25,16,4,7,131,161,315,236,222,225,127,78,33,1390,3,5,9,3,3,9,12,4,50,135,108,90,100,127,151,146,98,963,359,647,522,520,565,478,304,170,3564
SSC20103,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,4,0,3,3,4,3,6,0,0,22,0,4,0,0,4,0,0,0,13,9,7,4,8,0,0,0,0,23,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,8,7,3,9,0,0,0,0,31,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,0,0,13,15,17,13,17,14,10,3,0,91
SSC20104,145,85,49,29,0,0,522,5,51,54,35,26,11,9,0,184,82,576,330,140,105,61,19,9,1317,44,172,92,54,45,23,16,0,453,47,141,67,68,48,23,10,4,404,10,6,7,9,0,4,0,0,38,6,11,23,12,10,5,0,0,69,65,163,93,88,57,31,13,4,509,7,13,12,6,3,3,3,3,49,49,149,89,56,44,46,21,13,469,264,1333,807,466,329,205,77,24,3501
SSC20105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,3,3,0,8,3,0,0,3,12,8,11,7,10,7,7,3,3,43
SSC20106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,5,0,3,0,0,22
SSC20107,9,9,7,8,0,0,43,0,12,13,10,14,7,0,0,61,8,44,71,47,32,27,3,7,240,7,23,48,51,29,31,10,0,210,42,87,96,106,91,37,16,3,476,7,3,5,6,3,5,0,0,27,0,7,11,12,4,4,5,4,48,45,96,106,125,95,43,19,11,551,0,3,0,0,0,5,3,3,19,31,18,21,44,41,49,42,22,269,99,201,276,299,239,162,74,39,1387
SSC20108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,9,7,6,4,0,4,0,24
SSC20109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC20110,62,59,49,26,9,0,275,4,38,36,43,42,21,3,0,191,79,258,188,123,124,70,27,5,878,30,79,96,91,65,56,24,3,441,79,128,103,102,100,48,14,10,593,15,8,11,4,9,3,0,0,53,8,4,9,15,12,5,3,0,60,99,146,121,121,124,63,20,8,699,3,0,3,5,5,8,3,3,31,72,54,57,69,56,67,50,19,436,286,644,561,508,473,301,131,51,2952
SSC20111,28,19,29,18,7,0,150,3,22,36,32,31,9,11,0,146,48,194,145,76,73,62,22,8,619,34,70,60,77,59,50,30,9,394,110,194,127,118,117,85,40,12,800,15,13,14,5,5,3,0,0,53,8,6,15,13,20,12,8,3,82,135,219,146,137,139,95,50,13,938,8,7,5,5,6,8,3,0,40,75,62,68,45,54,75,94,93,574,305,615,494,389,400,320,210,128,2862
SSC20112,26,39,19,8,7,0,119,0,19,21,18,24,16,3,0,100,20,111,98,59,58,41,14,10,414,11,47,48,67,54,38,17,8,282,56,122,102,81,87,47,32,4,532,13,6,9,6,5,4,0,0,41,0,4,14,12,7,4,5,0,47,70,142,114,100,98,56,36,4,622,0,6,0,5,3,0,3,0,23,30,22,20,41,29,51,48,31,266,134,357,328,326,282,213,121,48,1824
SSC20113,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,9,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,3,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,3,6,4,5,3,0,0,35
SSC20114,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,3,5,0,4,7,0,0,20,6,3,0,0,13,3,0,0,23,7,8,9,16,11,0,0,0,46,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,5,7,13,15,20,9,0,3,0,62,0,0,0,0,0,0,0,0,0,6,3,11,3,9,10,0,0,40,17,24,33,28,32,22,3,0,157
SSC20115,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,9,0,0,4,0,3,0,0,0,11,0,3,3,5,7,3,0,0,18,0,0,0,0,3,0,0,0,3,0,0,3,0,4,0,0,0,4,0,3,5,5,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,14,0,12,15,10,25,10,0,0,71
SSC20116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,6,7,8,7,0,0,0,30
