SSC_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SSC22589,0,0,0,29,15,0,44,110,27,181
SSC22590,0,0,0,5,4,0,8,6,3,19
SSC22591,0,0,0,3,0,0,3,11,0,14
SSC22592,0,0,0,0,0,0,0,14,0,11
SSC22593,0,0,0,0,0,0,3,18,5,29
SSC22594,0,0,0,10,3,0,11,23,3,36
SSC22595,4,3,4,22,7,0,34,88,17,142
SSC22596,0,0,0,0,0,0,0,3,0,3
SSC22597,0,0,0,0,5,0,5,4,14,19
SSC22598,7,0,9,65,27,0,90,227,32,356
SSC22599,6,0,6,23,18,3,50,125,13,180
SSC22600,0,0,0,3,3,0,7,37,4,49
SSC22601,97,7,104,586,186,30,798,1832,159,2788
SSC22602,3,0,4,19,11,0,28,51,3,79
SSC22603,0,0,0,19,11,0,27,59,12,94
SSC22604,3,0,3,54,24,3,82,176,25,281
SSC22605,0,0,0,14,3,0,17,15,0,28
SSC22606,0,0,0,4,0,0,7,12,3,22
SSC22607,38,4,45,1190,499,62,1757,3372,252,5381
SSC22608,0,0,0,25,16,0,34,87,9,130
SSC22609,0,0,0,3,6,0,10,22,0,33
SSC22610,0,0,0,12,0,4,10,25,13,47
SSC22611,4,0,4,30,8,0,38,100,15,152
SSC22612,21,0,23,113,70,4,190,495,42,731
SSC22613,12,7,15,63,63,3,127,437,280,844
SSC22614,175,17,191,2124,705,60,2887,5043,327,8256
SSC22615,300,67,367,1826,947,38,2820,6721,369,9902
SSC22616,0,0,0,0,0,0,4,26,8,35
SSC22617,0,0,0,4,5,0,10,25,0,43
SSC22618,0,0,0,6,0,0,6,10,0,12
SSC22619,0,0,0,8,4,3,13,41,3,60
SSC22620,119,24,143,1325,483,28,1837,3439,229,5506
SSC22621,4,0,4,20,3,3,28,86,20,134
SSC22622,53,4,60,101,44,6,150,552,61,764
SSC22623,0,0,0,8,3,0,9,15,3,31
SSC22624,0,0,0,5,3,0,4,16,5,25
SSC22625,0,0,0,3,0,0,3,34,6,42
SSC22626,8,0,8,66,42,0,109,180,10,299
SSC22627,0,0,0,3,3,0,6,15,0,25
SSC22628,0,0,0,3,0,0,3,4,7,11
SSC22629,0,0,0,0,0,0,0,0,0,0
SSC22630,3,0,3,0,0,0,4,30,4,38
SSC22631,15,3,17,175,70,10,260,583,70,910
SSC22632,0,0,3,14,9,0,21,40,18,77
SSC22633,0,0,0,6,4,0,10,18,3,29
SSC22634,0,0,0,12,4,0,17,46,10,73
SSC22635,0,0,0,12,3,0,12,15,13,36
SSC22636,0,0,0,4,0,0,10,11,3,28
SSC22637,0,3,7,112,53,0,169,287,42,492
SSC22638,0,0,0,0,3,0,3,15,0,20
SSC22639,0,0,0,0,0,0,0,0,0,0
SSC22640,0,0,0,18,3,0,18,43,8,70
SSC22641,0,0,0,0,0,0,0,3,0,5
SSC22642,0,0,0,0,0,0,0,0,0,3
SSC22643,4,0,4,35,8,0,41,93,16,151
SSC22644,0,0,0,30,3,0,35,44,6,83
SSC22645,0,0,0,0,0,0,0,3,0,3
SSC22646,0,0,0,3,0,0,3,5,3,13
SSC22647,0,0,0,3,3,0,6,4,0,8
SSC22648,44,6,60,2201,578,56,2833,4751,844,8432
SSC22649,0,0,0,6,6,0,13,9,0,26
SSC22650,73,5,83,229,97,11,335,700,61,1103
SSC22651,0,0,0,3,4,0,8,17,0,29
SSC22652,6,0,6,28,19,0,50,133,9,198
SSC22653,0,0,0,14,8,0,25,95,9,126
SSC22654,3,3,3,16,14,0,35,77,14,122
SSC22655,6,3,8,10,14,0,21,127,16,168
SSC22656,14,0,15,354,150,18,516,1044,101,1656
SSC22657,0,0,0,10,3,0,16,42,3,62
SSC22658,4,0,7,86,21,8,112,226,26,367
SSC22659,10,0,7,71,26,4,95,233,24,355
SSC22660,34,16,56,574,216,30,826,1449,162,2434
SSC22661,3,0,3,8,5,0,10,31,0,44
SSC22662,3,0,3,17,5,0,17,52,8,85
SSC22663,4,0,7,250,93,18,361,622,88,1072
SSC22664,0,0,0,0,0,0,0,0,0,0
SSC22665,5,0,3,37,5,0,48,120,18,187
SSC22666,0,0,0,0,0,0,0,7,0,9
SSC22667,548,292,845,2631,1232,135,3998,9354,1498,14853
SSC22668,7,0,5,83,47,0,129,271,28,431
SSC22669,0,0,0,3,0,0,3,0,0,4
SSC22670,0,0,0,35,17,3,56,91,26,173
SSC22671,4,0,4,20,3,3,29,62,6,92
SSC22672,353,35,390,2234,1065,72,3364,7579,556,11501
SSC22673,662,93,759,2924,1236,75,4240,11432,687,16358
SSC22674,0,0,3,36,34,0,65,169,51,287
SSC22675,4,0,5,8,0,0,8,29,13,49
SSC22676,41,3,51,263,161,16,439,1068,208,1714
SSC22677,3,0,3,0,3,0,6,61,0,66
SSC22678,0,0,0,14,3,3,17,30,3,52
SSC22679,0,0,0,0,0,0,4,9,0,12
SSC22680,0,0,0,20,9,3,28,64,13,106
SSC22681,0,0,0,3,0,0,3,3,0,3
SSC22682,3,0,3,76,26,3,104,302,54,457
SSC22683,0,0,0,9,0,0,9,14,9,26
SSC22684,110,27,144,285,148,21,456,1360,235,2050
SSC22685,294,120,416,2448,1099,108,3661,8149,1066,12868
SSC22686,3,0,3,42,13,0,53,141,18,211
SSC22687,3,0,3,0,0,0,0,14,0,19
SSC22688,5,0,5,8,0,0,3,45,5,52
SSC22689,36,4,40,1002,419,38,1462,2752,228,4436
SSC22690,3,0,3,112,47,3,153,348,26,535
SSC22691,18,0,23,956,309,32,1304,2350,150,3807
SSC22692,0,0,0,4,0,0,4,10,3,13
SSC22693,0,0,0,21,11,0,30,87,10,128
SSC22694,8,0,10,115,61,10,184,297,49,528
SSC22695,0,0,0,0,3,0,3,10,0,17
SSC22696,8,0,6,28,15,0,46,104,11,159
SSC22697,739,185,936,4417,1945,201,6566,15667,2277,24508
SSC22698,0,0,0,3,0,0,9,16,3,25
SSC22699,0,0,0,9,4,0,16,39,0,60
SSC22700,3,3,3,10,6,0,19,48,9,74
SSC22701,3,0,3,19,7,0,23,60,21,100
SSC22702,0,0,0,0,0,0,0,12,0,13
SSC22703,3,0,3,8,0,0,9,25,0,31
SSC22704,4,0,4,22,13,3,40,119,13,166
SSC22705,0,0,0,0,0,0,0,11,0,11
SSC22706,0,0,0,21,7,3,30,55,3,82
SSC22707,7,0,7,574,125,9,709,1098,95,1906
SSC22708,126,25,149,903,264,53,1214,2765,272,4249
SSC22709,45,3,51,687,261,16,963,2030,128,3122
SSC22710,0,0,0,4,11,3,15,21,6,43
SSC22711,0,0,0,28,5,0,38,91,22,145
SSC22712,0,0,0,0,0,0,0,0,0,0
SSC22713,0,0,0,9,6,0,13,58,6,81
SSC22714,55,6,58,310,119,14,447,1086,90,1628
SSC22715,0,0,0,0,0,0,0,6,0,6
SSC22716,3,0,4,32,15,0,48,159,14,223
SSC22717,19,5,25,851,302,39,1189,2550,295,4037
SSC22718,0,0,0,4,6,0,12,12,0,22
SSC22719,0,0,0,6,5,0,8,32,4,43
SSC22720,20,8,29,83,37,8,126,564,134,818
SSC22721,0,0,0,3,0,0,3,13,0,16
SSC22722,0,0,0,0,0,0,7,22,3,33
SSC22723,0,0,0,3,0,0,3,0,0,10
SSC22724,0,0,0,13,5,0,16,32,12,54
SSC22725,0,0,0,20,20,0,41,52,5,97
SSC22726,0,0,0,4,3,0,7,24,3,33
SSC22727,0,0,0,11,12,3,31,71,7,110
SSC22728,3,3,9,39,14,5,59,122,27,202
SSC22729,0,0,0,33,14,0,55,221,20,299
SSC22730,0,0,0,17,3,0,24,59,9,89
SSC22731,364,76,447,1327,746,73,2137,5628,904,8671
SSC22732,0,0,0,19,10,0,25,39,14,80
SSC22733,0,0,0,0,0,0,0,0,0,0
SSC22734,0,0,0,10,5,0,15,32,4,50
SSC22735,0,0,0,5,3,0,7,20,0,35
SSC22736,530,195,731,6549,2310,169,9031,20953,2654,32635
SSC22737,31,5,37,216,123,3,341,1002,178,1516
SSC22738,3,0,3,11,3,0,21,67,4,89
SSC22739,15,3,21,185,64,12,265,476,56,795
SSC22740,3,0,5,50,41,8,95,182,36,308
SSC22741,0,0,0,17,14,0,28,53,5,86
SSC22742,141,26,165,1876,434,80,2390,6366,766,9522
SSC22743,14,5,13,430,147,5,582,3683,857,5121
SSC22744,242,24,275,2542,965,110,3620,7025,790,11431
SSC22745,0,0,3,24,27,0,50,86,3,135
SSC22746,0,0,0,10,0,0,11,4,0,12
SSC22747,53,20,76,798,377,22,1199,3314,396,4915
SSC22748,6,0,6,3,0,0,7,27,0,34
SSC22749,3,0,0,12,7,0,21,64,12,90
SSC22750,0,0,0,76,30,6,113,216,66,388
SSC22751,7,0,5,37,8,4,50,123,13,198
SSC22752,628,91,728,3017,1544,74,4642,11227,794,16658
SSC22753,0,0,0,0,0,0,0,3,0,7
SSC22754,0,0,0,8,4,0,9,10,0,20
SSC22755,50,13,60,537,223,35,790,1611,179,2587
SSC22756,3,3,3,51,22,0,72,183,40,301
SSC22757,0,0,0,4,4,0,12,11,0,24
SSC22758,0,0,0,29,5,0,38,120,22,175
SSC22759,0,0,0,0,0,0,0,19,4,29
SSC22760,102,25,121,475,246,20,747,2081,373,3206
SSC22761,138,17,154,982,372,50,1399,2684,383,4464
SSC22762,0,0,0,0,0,0,0,18,0,18
SSC22763,9,5,9,58,33,0,89,199,25,319
SSC22764,0,0,0,10,6,0,16,48,10,67
SSC22765,0,0,0,9,5,0,11,26,3,42
SSC22766,0,3,3,7,3,0,6,24,9,36
SSC22767,0,0,0,18,4,0,26,60,6,99
SSC22768,0,0,0,19,16,0,37,90,20,144
SSC22769,0,0,0,12,5,3,16,23,0,46
SSC22770,3,0,3,46,14,3,60,80,27,158
SSC22771,0,0,0,9,3,0,10,34,0,38
SSC22772,0,0,0,3,4,0,9,18,0,26
SSC22773,0,0,0,4,3,0,7,28,0,36
SSC22774,14,4,13,53,16,0,69,259,112,435
SSC22775,0,0,0,7,0,0,9,6,6,20
SSC22776,0,0,0,0,0,0,0,5,0,9
SSC22777,9,0,10,1692,224,39,1950,2655,291,4897
SSC22778,253,43,304,2531,779,108,3413,7091,778,11284
SSC22779,27,8,31,239,64,13,317,905,118,1339
SSC22780,4,0,5,92,45,6,143,280,32,458
SSC22781,0,0,3,28,15,0,43,120,30,196
SSC22782,0,0,0,0,0,0,0,6,0,7
SSC22783,0,0,0,15,8,0,19,30,3,58
SSC22784,0,0,0,23,0,0,27,75,13,115
SSC22785,0,0,0,5,4,3,17,37,3,58
SSC22786,0,0,0,4,0,0,4,6,0,10
SSC22787,0,0,4,64,24,5,84,175,44,306
SSC22788,66,18,82,240,124,16,377,1082,171,1631
SSC22789,0,0,0,26,10,0,37,92,9,135
SSC22790,0,0,0,21,7,0,31,37,4,73
SSC22791,287,39,327,615,247,25,884,5187,652,6728
SSC22792,0,0,0,0,0,0,0,0,0,4
SSC22793,0,0,0,6,0,0,7,9,3,20
SSC22794,0,0,0,3,0,0,3,13,0,16
SSC22795,0,0,0,0,0,0,0,3,0,7
SSC22796,0,0,0,0,0,0,0,10,3,13
SSC22797,0,0,0,3,0,0,0,9,5,20
SSC22798,0,0,0,12,3,0,19,41,9,63
SSC22799,3,0,3,66,20,0,89,195,15,298
SSC22800,0,0,0,9,3,0,15,69,13,104
SSC22801,0,0,0,0,0,0,0,4,0,4
SSC22802,0,0,0,0,0,0,0,3,0,3
SSC22803,0,0,3,26,8,0,41,86,6,125
SSC22804,263,70,339,2946,1265,154,4356,9538,1396,15292
SSC22805,14,4,20,2215,350,38,2606,3418,565,6585
SSC22806,0,0,0,3,0,0,3,15,8,26
SSC22807,3,0,3,3,3,0,9,33,3,38
SSC22808,0,0,0,31,20,0,53,105,23,182
SSC22809,0,0,3,6,5,0,14,19,3,33
SSC22810,21,3,24,635,289,22,950,2028,159,3131
SSC22811,0,0,0,3,3,0,11,24,5,40
SSC22812,0,0,0,0,0,0,0,0,0,0
SSC22813,0,0,0,0,0,0,0,0,0,0
SSC22814,211,81,294,615,282,20,916,2775,561,4261
SSC22815,0,0,0,11,4,0,20,60,0,84
SSC22816,0,0,0,7,0,0,7,26,0,28
SSC22817,0,0,0,18,3,0,19,34,13,62
SSC22818,52,56,104,1106,335,65,1508,2606,480,4591
SSC22819,6,0,6,61,15,0,73,136,26,237
SSC22820,0,0,0,3,3,0,11,20,3,33
SSC22821,0,0,3,79,12,14,98,133,25,259
SSC22822,0,0,0,4,3,0,6,19,3,34
SSC22823,0,0,0,10,0,0,13,20,4,33
SSC22824,0,0,0,27,11,0,32,59,4,104
SSC22825,0,0,0,0,0,0,0,30,3,33
SSC22826,10,0,7,43,30,3,71,216,23,314
SSC22827,0,0,0,9,3,0,19,47,15,80
SSC22828,0,0,3,17,8,0,22,83,21,132
SSC22829,0,0,0,14,0,0,16,7,0,16
SSC22830,0,0,0,10,3,0,16,13,8,36
SSC22831,3,0,4,57,45,9,104,218,42,369
SSC22832,0,0,0,5,3,0,7,20,3,33
SSC22833,0,0,0,38,23,3,62,99,14,174
SSC22834,0,0,0,0,3,0,3,3,0,4
SSC22835,0,0,0,0,0,0,0,3,0,3
SSC22836,3,3,3,68,27,0,90,212,35,335
SSC22837,0,3,5,21,7,0,27,135,18,180
SSC22838,4,0,3,48,19,0,73,196,21,284
SSC22839,0,0,0,3,3,0,7,23,3,34
SSC22840,0,0,0,6,0,0,3,39,3,43
SSC22841,0,0,0,14,4,0,16,49,7,75
SSC22842,31,8,38,513,230,22,763,1389,117,2270
SSC22843,5,0,5,37,20,4,58,117,28,202
SSC22844,3,0,3,12,0,0,9,52,15,78
SSC22845,3,0,3,57,28,3,89,184,16,287
SSC22846,0,0,0,28,11,0,38,88,8,138
SSC22847,0,0,0,3,3,0,3,13,0,25
SSC22848,0,0,0,0,0,0,0,9,0,11
SSC22849,0,0,0,10,4,0,12,18,0,26
SSC22850,0,0,0,0,0,0,0,0,0,0
SSC22851,0,0,0,0,0,0,0,0,0,0
SSC22852,0,0,0,0,0,0,0,0,0,0
SSC22853,0,0,0,0,0,0,0,4,0,0
SSC22854,0,0,0,17,6,0,27,35,7,64
SSC22855,0,0,0,0,3,0,3,5,3,7
SSC22856,0,0,0,0,0,0,0,8,0,7
SSC22857,0,0,0,0,0,0,0,0,0,0
SSC22858,0,0,0,41,28,0,67,188,10,271
SSC22859,0,3,3,29,10,0,39,67,11,117
SSC22860,0,0,0,188,61,8,263,509,79,849
SSC22861,31,15,44,243,110,4,362,870,123,1355
SSC22862,41,7,50,65,45,5,115,375,66,552
SSC22863,0,0,0,0,0,0,0,5,0,4
SSC22864,0,0,0,5,0,0,11,14,4,24
SSC22865,0,0,0,0,0,0,0,0,0,5
SSC22866,0,0,0,5,4,0,12,35,6,57
SSC22867,0,0,0,3,3,3,6,28,3,40
SSC22868,85,11,96,5159,1082,179,6414,9341,1135,16891
SSC22869,0,0,0,39,15,0,54,124,41,217
SSC22870,0,0,0,17,8,0,26,51,9,83
SSC22871,0,0,0,13,4,0,24,37,7,63
SSC22872,0,0,0,9,7,3,22,54,5,81
SSC22873,0,0,0,5,3,0,11,16,0,26
SSC22874,64,4,65,281,108,23,413,982,90,1483
SSC22875,5,0,5,39,15,0,51,108,3,166
SSC22876,0,0,0,3,0,0,0,7,0,10
SSC22877,33,8,40,792,246,20,1059,2030,150,3236
SSC22878,3,3,3,19,15,0,37,77,10,120
SSC22879,22,3,30,224,121,15,359,787,150,1290
SSC22880,0,0,0,0,0,0,0,0,0,0
SSC22881,4,0,3,56,11,3,73,131,14,214
SSC22882,0,0,0,24,9,0,29,41,10,85
SSC22883,3,0,3,36,22,0,53,156,12,218
SSC22884,0,0,0,13,3,0,16,29,0,50
SSC22885,3,0,3,37,13,4,52,131,20,197
SSC22886,0,0,0,5,3,3,10,19,0,27
SSC22887,0,0,0,16,19,0,38,86,13,130
SSC22888,0,0,0,5,3,0,6,16,3,23
SSC22889,0,0,5,13,0,0,19,64,4,88
SSC22890,0,0,0,0,0,0,0,0,0,0
SSC22891,0,3,3,44,25,0,66,104,20,196
SSC22892,0,0,3,31,12,4,52,115,10,180
SSC22893,0,0,0,20,12,3,31,103,16,147
SSC22894,0,0,0,18,4,0,16,33,6,63
SSC22895,26,0,25,484,191,26,697,1374,196,2267
SSC22896,77,11,85,416,163,16,595,1313,191,2101
SSC22897,0,0,0,0,0,0,0,15,0,16
SSC22898,12,3,19,258,155,14,428,807,116,1349
SSC22899,0,0,0,14,22,0,39,102,12,154
SSC22900,81,33,116,255,119,10,383,1209,216,1810
SSC22901,18,0,16,246,123,10,377,831,116,1321
SSC22902,248,61,317,2847,573,132,3553,7759,827,12141
SSC22903,7,0,6,4,9,3,14,40,19,78
SSC22904,268,97,363,1042,480,53,1572,4122,858,6558
SSC22905,0,0,0,0,3,0,3,0,3,12
SSC22906,0,0,5,84,35,3,124,265,49,438
SSC22907,0,0,0,8,0,0,8,9,0,19
SSC22908,0,0,0,0,0,0,0,0,0,0
SSC22909,42,10,51,194,113,6,322,869,148,1337
SSC22910,6,0,9,83,36,5,120,281,48,449
SSC22911,0,0,0,54,25,0,79,140,32,246
SSC22912,3,3,9,50,24,0,80,134,22,234
SSC22913,0,0,0,29,12,0,45,51,13,109
SSC22914,0,0,0,27,11,0,40,34,22,96
SSC22915,4,0,3,23,9,0,32,54,4,93
SSC22916,3,0,3,8,5,0,7,15,3,28
SSC22917,0,0,0,3,3,0,3,9,3,11
SSC22918,0,0,0,17,0,0,17,46,10,67
SSC22919,11,3,17,136,73,13,228,442,62,729
SSC22920,0,0,0,115,58,8,179,362,27,569
SSC22921,0,0,0,0,0,0,0,0,0,0
SSC22922,0,0,0,7,7,0,15,19,7,40
SSC22923,0,0,0,9,3,0,11,19,3,32
SSC22924,0,0,0,19,4,0,25,67,6,98
SSC22925,0,0,0,9,3,0,8,23,10,41
SSC22926,3,0,0,11,8,3,21,94,18,129
SSC22927,0,0,0,3,3,0,4,25,3,31
SSC22928,0,0,0,24,10,4,31,81,8,119
SSC22929,0,0,0,0,0,0,0,0,0,0
SSC29494,25,13,38,649,290,14,960,3900,1969,6825
SSC29797,0,0,0,5,0,0,5,18,3,25
