SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC20074,5800,6288,12087,2823,2025,4853,865,1553,2417,118,221,338,280,235,515,4086,4032,8122,1325,1825,3145,6.9,5.8,6.3,70.4,64.1,67.2,65.6,60.4,62.9,530,551,1082,189,325,514,1379,1671,3050,486,626,1103,760,371,1135,35,58,95,70,125,194,866,557,1425,5358,5577,10929,1061,1201,2263,3391,3579,6966,2742,2962,5699
SSC20075,72,70,147,37,17,52,7,23,34,4,4,8,3,3,3,53,47,98,21,19,43,5.7,6.4,3.1,73.6,67.1,66.7,66.7,62.9,63.9,8,4,17,10,3,11,13,19,37,5,10,12,18,3,21,0,0,0,0,3,3,18,9,19,82,80,159,12,6,18,65,61,129,23,22,45
SSC20076,2944,3131,6074,1403,776,2175,446,883,1331,63,89,151,117,88,201,2024,1835,3863,785,1164,1946,5.8,4.8,5.2,68.8,58.6,63.6,64.9,55.8,60.2,362,313,680,120,187,313,808,917,1723,252,299,545,287,134,428,12,13,23,29,65,96,324,218,541,3046,3175,6223,489,472,957,2086,2236,4323,1284,1295,2583
SSC20077,2681,2959,5643,1185,723,1906,359,714,1070,63,76,143,108,105,207,1715,1615,3328,779,1136,1920,6.3,6.5,6.2,64,54.6,59,59.9,51.1,55.3,228,242,473,61,117,176,619,711,1335,240,284,520,342,176,517,10,25,40,30,52,82,386,253,638,2483,2708,5191,492,513,1003,1599,1729,3324,1279,1380,2654
SSC20078,2648,2824,5471,1394,762,2157,313,879,1191,81,93,172,96,59,156,1874,1790,3666,622,888,1513,5.1,3.3,4.3,70.8,63.4,67,67.5,61.4,64.3,135,164,300,70,103,169,474,623,1098,280,356,637,600,216,821,9,30,40,31,61,91,649,308,949,2807,2916,5720,333,330,662,2003,2091,4098,995,1058,2054
SSC20079,2556,2731,5290,1324,715,2037,347,864,1211,71,93,164,95,66,156,1834,1739,3567,636,901,1540,5.2,3.8,4.4,71.8,63.7,67.4,68.2,61.2,64.5,108,131,238,40,58,102,361,479,841,272,320,597,533,242,773,17,39,52,45,67,109,591,345,935,2794,2897,5689,219,223,443,2299,2374,4670,636,677,1308
SSC20080,54,54,109,29,18,40,6,15,19,0,6,4,0,0,0,37,36,74,12,13,23,0,0,0,68.5,66.7,67.9,64.8,72.2,57.8,0,3,3,0,0,0,0,3,5,0,4,9,16,3,21,0,0,0,0,0,0,18,3,28,50,50,102,4,5,8,39,33,70,12,21,33
SSC20081,1343,1420,2763,745,390,1136,162,440,604,45,48,94,57,46,107,1012,922,1938,282,437,722,5.6,5,5.5,75.4,64.9,70.1,70.9,61.8,66.4,31,28,61,21,28,53,117,193,314,123,162,286,358,137,493,12,17,27,20,29,43,383,180,559,1461,1512,2972,111,123,237,1160,1208,2369,375,402,782
SSC20082,7,6,10,4,3,3,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,57.1,50,30,57.1,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0
SSC20083,3,6,8,3,0,3,0,3,3,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,100,100,100,100,50,75,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,0,0,0,3,9,13,0,0,0
SSC20084,128,97,225,40,18,65,15,17,26,6,5,14,4,0,11,73,39,108,52,58,104,5.5,0,10.2,57,40.2,48,47.7,41.2,46.7,0,0,0,5,0,4,6,12,18,4,7,15,30,6,35,0,0,0,0,0,3,35,7,42,108,85,194,51,37,84,103,76,179,53,47,99
SSC20085,426,434,861,180,96,271,45,122,170,18,20,45,8,17,26,261,250,508,130,148,285,3.1,6.8,5.1,61.3,57.6,59,57,54.8,56.4,11,16,23,3,4,10,31,57,87,37,46,91,128,56,183,3,10,18,5,12,16,129,77,206,427,395,817,47,69,116,304,284,591,142,160,300
SSC20086,490,502,996,158,63,219,43,108,147,21,12,34,17,24,35,228,203,433,231,259,486,7.5,11.8,8.1,46.5,40.4,43.5,45.3,36.5,40.2,0,8,11,6,8,10,25,38,62,27,52,76,111,48,154,4,10,14,4,10,20,120,68,189,495,472,965,51,58,102,342,333,678,166,170,336
SSC20087,8,0,7,3,0,4,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,0,0,37.5,0,57.1,37.5,0,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,0,8
SSC20088,4743,5102,9847,1877,1058,2930,559,1009,1571,134,166,297,171,139,311,2738,2373,5116,1716,2426,4144,6.2,5.9,6.1,57.7,46.5,52,54.2,43.8,48.7,173,166,335,53,101,152,646,806,1451,331,427,756,889,334,1219,23,48,75,65,102,167,974,487,1456,4612,4875,9482,609,627,1231,3446,3706,7153,1542,1602,3145
SSC20089,18,14,29,9,4,15,4,3,8,0,0,0,0,0,0,12,12,26,3,4,11,0,0,0,66.7,85.7,89.7,72.2,50,79.3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,13,14,35,5,6,10,15,17,31,4,8,10
SSC20090,356,328,687,194,83,277,38,119,151,11,6,18,9,12,20,254,216,466,78,93,169,3.5,5.6,4.3,71.3,65.9,67.8,68.3,63.4,64.9,8,13,16,7,6,14,33,55,87,27,42,72,118,48,160,3,3,3,4,6,16,122,54,183,357,324,678,41,48,90,278,254,524,120,111,232
SSC20091,131,136,267,70,22,96,17,48,68,9,5,14,0,0,0,96,81,177,24,39,66,0,0,0,73.3,59.6,66.3,73.3,55.1,66.7,3,4,9,6,10,15,14,25,33,13,19,30,36,9,45,0,0,0,0,5,5,36,17,55,144,146,285,22,20,38,97,97,198,54,60,112
SSC20092,314,302,619,146,72,220,46,95,138,11,10,18,7,3,18,213,180,390,84,104,190,3.3,1.7,4.6,67.8,59.6,63,64.6,58.6,60.7,0,3,9,11,19,32,21,34,54,23,30,53,111,46,157,0,3,3,4,12,15,116,57,175,334,319,659,26,34,58,209,172,378,149,164,309
SSC20093,16,17,33,8,9,12,3,4,6,0,0,6,0,0,0,11,11,23,3,8,8,0,0,0,68.8,64.7,69.7,68.8,76.5,72.7,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,14,12,31,4,5,12,8,10,27,9,5,10
SSC20094,2452,2796,5245,1053,551,1611,263,630,899,69,82,156,98,81,177,1485,1355,2837,815,1267,2080,6.6,6,6.2,60.6,48.5,54.1,56.5,45.2,50.8,50,65,118,35,83,116,194,311,503,171,285,458,667,287,954,18,36,57,42,59,98,724,381,1106,2396,2676,5073,359,385,745,1621,1795,3414,1022,1168,2188
SSC20095,152,142,297,56,31,81,29,35,65,3,7,7,13,4,17,97,77,179,39,49,92,13.4,5.2,9.5,63.8,54.2,60.3,57.9,51.4,51.5,0,0,0,0,0,0,5,12,17,11,18,26,41,13,62,3,4,5,8,3,10,54,21,76,135,124,260,16,25,45,113,99,210,36,42,79
SSC20096,631,641,1271,301,125,434,61,187,248,27,28,53,26,17,37,413,359,772,196,261,453,6.3,4.7,4.8,65.5,56,60.7,61.6,53,57.8,4,15,24,5,9,16,42,71,108,53,70,123,193,90,287,9,15,25,7,15,25,209,120,332,672,655,1331,64,79,138,483,487,969,216,218,427
SSC20097,7,4,8,4,3,4,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,57.1,75,100,57.1,75,50,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,3,6,3,7,0,0,0,6,3,7,0,0,0
SSC20098,118,112,227,74,28,95,13,42,58,3,0,6,0,4,4,85,72,161,22,26,54,0,5.6,2.5,72,64.3,70.9,76.3,62.5,70,3,4,4,4,0,5,6,18,20,10,11,15,45,14,61,0,0,0,0,3,4,51,24,72,124,117,240,11,8,25,93,80,177,36,40,76
SSC20099,20,16,30,8,3,7,3,6,10,0,0,0,0,0,3,10,11,18,3,3,11,0,0,16.7,50,68.8,60,55,56.3,56.7,0,0,0,0,0,0,3,0,3,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,20,14,33,0,0,3,19,13,25,3,3,8
SSC20100,22,16,35,9,3,15,3,7,4,0,0,0,0,0,0,13,7,19,5,7,10,0,0,0,59.1,43.8,54.3,54.5,62.5,54.3,0,0,0,0,0,0,0,0,0,4,3,7,3,0,3,0,0,0,0,0,3,5,0,10,18,8,31,0,0,0,17,7,27,3,3,7
SSC20101,50,42,93,20,9,28,10,20,24,0,0,3,0,0,0,34,24,60,15,12,28,0,0,0,68,57.1,64.5,60,69,59.1,0,0,0,0,0,3,7,6,11,6,3,7,8,3,14,0,0,0,0,0,0,8,6,19,51,42,98,3,3,8,36,28,72,13,10,26
SSC20102,2882,3430,6311,997,596,1589,353,734,1085,90,116,211,112,99,214,1563,1540,3104,1035,1541,2573,7.2,6.4,6.9,54.2,44.9,49.2,50,42.2,45.7,32,43,78,21,66,82,155,326,476,181,344,521,754,419,1168,28,63,87,47,85,131,823,568,1390,2550,2939,5492,544,615,1152,1687,1919,3607,1231,1443,2671
SSC20103,71,73,142,34,25,56,7,12,22,0,4,3,11,4,8,49,44,89,17,25,42,22.4,9.1,9,69,60.3,62.7,57.7,56.2,57,3,0,7,0,3,4,6,13,22,3,5,13,18,5,23,0,3,3,3,4,8,19,15,31,59,61,119,7,13,26,32,32,65,42,44,78
SSC20104,2276,2367,4649,1152,941,2090,369,588,958,48,65,116,87,70,158,1656,1665,3318,419,514,924,5.3,4.2,4.8,72.8,70.3,71.4,68.9,67.3,68.1,250,266,522,61,116,184,595,724,1317,205,253,453,265,139,404,22,18,38,22,41,69,308,201,509,1790,1844,3638,566,566,1128,1024,1044,2074,1249,1306,2557
SSC20105,49,38,85,28,7,29,4,15,15,0,3,3,0,0,0,33,25,53,16,18,30,0,0,0,67.3,65.8,62.4,65.3,65.8,55.3,0,0,0,0,5,3,0,3,3,3,0,3,11,3,13,0,0,0,0,0,3,15,4,18,50,36,91,3,0,3,46,34,76,10,6,20
SSC20106,27,19,48,9,3,14,4,9,9,0,0,0,0,0,3,16,12,29,9,5,15,0,0,10.3,59.3,63.2,60.4,48.1,63.2,47.9,0,0,0,0,0,0,0,0,0,3,4,3,6,3,8,0,0,0,0,0,0,9,4,10,27,29,63,0,0,3,25,16,41,8,7,15
SSC20107,1165,1262,2426,491,256,748,126,304,428,40,39,75,58,36,97,715,640,1353,372,540,912,8.1,5.6,7.2,61.4,50.7,55.8,56.4,47.5,51.6,17,26,43,21,36,61,77,161,240,88,122,210,322,152,476,13,17,27,16,25,48,348,203,551,1209,1227,2441,125,146,279,787,803,1599,475,517,996
SSC20108,20,24,49,17,3,18,0,7,9,4,3,9,0,0,0,21,14,33,0,4,7,0,0,0,105,58.3,67.3,105,54.2,73.5,0,0,0,0,0,0,0,3,3,0,6,7,7,3,9,0,0,0,0,0,0,7,3,10,24,29,52,3,4,6,22,23,40,7,9,15
SSC20109,8,3,8,7,0,7,0,0,3,0,0,0,0,0,0,8,0,9,0,3,3,0,0,0,100,0,112.5,87.5,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,4,3,12,0,0,0
SSC20110,2130,2394,4522,822,584,1409,358,647,1014,50,87,134,128,93,223,1367,1416,2780,592,806,1398,9.4,6.6,8,64.2,59.1,61.5,57.7,55.1,56.5,124,153,275,71,121,191,370,506,878,171,266,441,369,219,593,23,31,53,32,27,60,425,276,699,1822,1972,3795,457,543,996,1108,1272,2386,1069,1179,2251
SSC20111,2151,2576,4724,777,490,1263,282,574,853,42,78,120,124,90,209,1221,1229,2445,778,1140,1919,10.2,7.3,8.5,56.8,47.7,51.8,51.2,44.3,47.3,60,85,150,48,98,146,257,367,619,145,249,394,497,303,800,11,40,53,30,57,82,538,398,938,1863,2156,4019,441,531,973,1174,1331,2511,1039,1245,2279
SSC20112,1452,1763,3213,640,358,1002,154,445,593,37,49,85,70,57,126,902,910,1803,478,770,1246,7.8,6.3,7,62.1,51.6,56.1,57.2,48.3,52.3,51,69,119,35,62,100,152,257,414,134,148,282,369,161,532,14,29,41,16,27,47,402,218,622,1434,1672,3108,217,262,477,1004,1166,2176,585,709,1299
SSC20113,54,49,103,22,7,29,11,10,18,6,0,9,3,3,4,38,22,60,12,25,41,7.9,13.6,6.7,70.4,44.9,58.3,72.2,34.7,54.4,0,0,3,0,0,0,0,0,0,0,3,3,7,8,19,0,0,0,0,0,0,10,8,18,61,52,113,0,0,3,52,39,92,7,12,19
SSC20114,116,123,238,47,17,67,13,38,46,3,4,8,7,3,5,67,67,130,38,43,80,10.4,4.5,3.8,57.8,54.5,54.6,54.3,48,50.8,3,7,8,0,3,3,7,10,20,7,21,23,34,12,46,0,0,3,0,5,5,35,20,62,107,115,222,15,16,28,94,97,186,26,27,54
SSC20115,65,54,115,30,13,43,14,4,22,3,0,5,0,0,7,50,20,70,12,29,38,0,0,10,76.9,37,60.9,72.3,31.5,60.9,0,0,3,0,3,4,3,10,9,13,3,11,17,3,18,0,3,3,0,3,4,15,13,24,72,61,130,7,3,5,63,46,108,17,8,22
SSC20116,23,26,45,17,3,21,3,6,10,0,0,0,0,0,0,19,10,30,6,3,8,0,0,0,82.6,38.5,66.7,87,34.6,68.9,0,0,0,0,0,0,3,8,10,3,0,4,3,3,4,0,0,0,0,0,0,5,3,12,24,30,51,0,0,3,22,16,38,3,7,9
SSC20117,53,44,94,24,12,33,8,12,18,4,0,5,0,0,0,32,21,61,10,22,31,0,0,0,60.4,47.7,64.9,67.9,54.5,59.6,0,0,0,0,0,0,8,12,12,3,9,10,16,4,22,0,0,0,0,0,0,14,5,21,47,43,86,8,4,15,37,31,60,13,17,31
SSC20118,134,124,261,51,20,69,15,36,56,13,12,17,3,3,4,83,67,151,45,44,92,3.6,4.5,2.6,61.9,54,57.9,59,54.8,54.4,0,0,0,3,3,6,5,19,20,7,12,23,25,12,35,5,3,6,4,0,8,34,15,51,135,113,254,13,8,15,103,92,193,41,33,73
SSC20119,878,973,1854,377,190,565,130,314,447,31,36,70,11,22,35,554,566,1119,264,349,620,2,3.9,3.1,63.1,58.2,60.4,61.3,55.5,58.4,24,29,54,25,34,61,133,187,325,97,136,240,252,90,346,4,11,12,8,23,32,266,124,392,884,976,1860,97,117,218,617,671,1281,343,380,718
SSC20120,182,187,368,53,23,77,25,41,70,7,8,9,3,3,10,88,75,164,77,85,158,3.4,4,6.1,48.4,40.1,44.6,46.7,38.5,42.4,11,11,19,11,12,22,25,41,62,26,21,49,36,14,51,0,0,0,5,0,3,45,16,60,156,158,319,16,18,32,111,125,234,61,53,115
SSC20121,3,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,75,75,0,0,75,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,3,7,0,0,0,3,4,5,0,0,0
SSC20122,5152,6013,11157,2139,1300,3433,786,1439,2225,130,148,272,225,180,408,3272,3072,6342,1666,2682,4347,6.9,5.9,6.4,63.5,51.1,56.8,59.3,48,53.2,673,531,1204,144,248,394,1457,1626,3086,430,654,1085,395,215,614,15,42,54,47,90,138,460,340,802,4826,5455,10284,967,1169,2135,3254,3689,6936,2450,2818,5268
SSC20123,7934,8669,16603,3444,1916,5363,1239,2349,3587,175,201,378,326,284,609,5182,4749,9933,2457,3595,6054,6.3,6,6.1,65.3,54.8,59.8,61.2,51.5,56.2,899,698,1595,233,370,605,2181,2381,4560,634,858,1494,656,338,993,25,59,81,79,161,241,763,555,1317,8098,8534,16631,1214,1338,2552,5831,6190,12022,3303,3485,6794
SSC20124,203,193,392,106,44,150,24,50,75,5,9,16,8,3,9,145,112,251,45,67,109,5.5,2.7,3.6,71.4,58,64,66.5,53.4,61.5,0,3,3,0,7,8,8,23,34,8,16,27,64,22,91,0,3,3,3,3,6,73,29,104,222,210,435,14,24,29,150,137,294,63,72,137
SSC20125,95,95,190,55,23,73,3,28,33,0,3,3,3,3,3,66,53,118,21,33,53,4.5,5.7,2.5,69.5,55.8,62.1,61.1,56.8,57.4,0,0,0,0,0,0,4,12,15,6,10,20,32,15,44,0,0,0,0,0,0,32,21,51,101,102,201,5,10,12,67,67,138,31,32,62
SSC20126,43,41,85,28,5,32,0,16,17,6,3,3,0,0,0,31,25,57,10,7,25,0,0,0,72.1,61,67.1,79.1,58.5,61.2,0,0,0,0,0,0,4,6,15,4,4,12,8,0,16,3,0,0,0,0,0,12,3,15,47,40,84,7,0,5,38,30,62,12,15,26
SSC20127,21,17,35,11,5,18,3,7,5,0,0,0,0,0,0,14,14,29,4,5,4,0,0,0,66.7,82.4,82.9,66.7,70.6,65.7,0,0,4,0,0,0,0,0,0,3,0,7,12,3,10,0,0,0,0,0,3,11,3,14,21,17,36,0,0,0,21,16,33,0,0,0
SSC20128,308,175,479,227,51,277,20,42,62,9,8,20,8,8,9,258,111,371,22,55,80,3.1,7.2,2.4,83.8,63.4,77.5,83.1,57.7,74.9,6,3,6,0,3,9,25,28,60,23,31,53,83,30,110,8,4,7,4,0,5,94,32,120,195,147,350,144,64,213,55,49,101,271,139,412
SSC20129,23,21,43,9,7,16,0,3,6,3,7,4,0,0,0,19,15,26,3,6,13,0,0,0,82.6,71.4,60.5,52.2,81,60.5,0,0,0,0,0,0,0,4,4,0,3,4,7,0,6,0,0,0,0,0,0,5,3,7,30,26,53,0,0,0,24,16,42,3,4,3
SSC20130,337,405,737,68,31,104,17,35,56,0,3,3,7,6,14,97,79,178,206,293,500,7.2,7.6,7.9,28.8,19.5,24.2,25.2,17,22.1,4,0,11,0,0,3,9,25,31,16,19,40,87,30,114,4,4,10,7,11,16,95,44,138,285,333,617,21,40,57,212,247,462,84,127,216
SSC20131,12,15,29,15,3,19,0,6,6,0,0,0,0,0,0,15,9,23,0,3,3,0,0,0,125,60,79.3,125,60,86.2,0,0,0,0,0,0,0,3,3,0,0,3,3,0,7,0,0,0,0,0,0,9,3,6,13,10,32,3,3,8,13,7,19,6,7,11
SSC20132,1941,1971,3914,1057,452,1509,210,599,815,64,96,163,36,50,86,1372,1197,2567,470,683,1153,2.6,4.2,3.4,70.7,60.7,65.6,68.6,58.2,63.5,24,35,54,29,50,76,128,264,391,179,226,402,654,331,983,14,31,44,30,55,81,692,412,1106,2122,2084,4203,333,311,646,1201,1151,2356,1052,1062,2111
SSC20133,16,10,23,8,3,6,0,6,3,0,0,0,0,0,0,8,5,11,3,0,3,0,0,0,50,50,47.8,50,90,39.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,14,6,21,0,0,0,8,6,16,0,0,0
SSC20134,10,11,25,6,4,14,0,4,3,0,3,3,0,0,0,6,11,17,6,0,6,0,0,0,60,100,68,60,100,80,0,0,0,0,3,3,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,17,10,21,0,0,0,10,10,17,0,4,4
SSC20135,823,931,1755,463,206,674,69,276,351,37,28,62,21,23,40,589,532,1122,196,354,556,3.6,4.3,3.6,71.6,57.1,63.9,69.1,54.8,61.9,23,24,49,13,31,48,75,148,220,83,125,208,286,121,407,19,17,36,11,17,26,311,155,468,889,1021,1910,148,166,316,526,579,1106,438,509,943
SSC20136,40,42,77,18,7,22,3,15,15,4,4,10,0,0,0,22,21,47,12,18,26,0,0,0,55,50,61,62.5,61.9,61,0,3,3,0,4,4,5,6,12,4,4,6,10,0,10,0,3,3,0,0,0,7,3,14,32,35,68,7,3,6,21,26,46,13,10,23
SSC20137,90,86,176,32,15,54,5,16,20,5,4,11,0,3,4,47,44,87,35,37,67,0,6.8,4.6,52.2,51.2,49.4,46.7,40.7,48.3,0,0,0,0,3,4,8,10,15,4,11,16,27,11,42,0,0,0,0,3,3,28,15,41,84,88,172,7,3,8,66,59,123,21,25,44
SSC20138,4,13,15,0,3,7,0,4,7,0,0,4,0,0,0,5,10,12,0,3,4,0,0,0,125,76.9,80,0,53.8,120,0,0,0,0,0,0,0,0,0,3,0,8,4,0,4,0,0,0,0,0,0,4,0,3,9,10,14,0,3,3,9,5,13,0,5,6
SSC20139,53,55,109,22,10,30,6,19,29,3,0,3,0,0,0,30,28,62,15,21,37,0,0,0,56.6,50.9,56.9,58.5,52.7,56.9,0,4,6,0,0,4,5,11,17,7,5,14,24,7,29,0,3,4,0,0,0,22,8,29,43,43,90,10,13,22,35,30,70,15,23,32
SSC20140,203,184,387,68,46,110,43,55,101,8,5,8,4,3,9,120,105,233,66,60,127,3.3,2.9,3.9,59.1,57.1,60.2,58.6,57.6,56.6,11,7,17,9,13,21,26,32,63,21,22,44,44,14,59,0,0,4,0,4,5,49,23,69,196,176,379,17,17,34,152,135,291,52,47,102
SSC20141,21,20,37,3,3,6,0,4,5,0,0,0,0,3,3,9,8,13,15,10,24,0,37.5,23.1,42.9,40,35.1,14.3,35,29.7,0,0,0,0,3,3,3,0,5,0,0,0,9,3,9,0,0,0,0,0,0,9,3,9,21,14,36,3,3,6,12,4,18,12,9,18
SSC20142,17,23,35,8,6,14,0,6,7,0,0,0,0,0,0,10,14,22,0,6,7,0,0,0,58.8,60.9,62.9,47.1,52.2,60,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,4,4,8,17,12,26,4,3,3,10,12,28,4,3,3
SSC20143,124,120,244,37,14,49,9,22,37,6,8,7,4,3,6,57,51,102,57,58,114,7,5.9,5.9,46,42.5,41.8,41.9,36.7,38.1,0,3,3,0,0,0,3,6,7,5,5,10,33,13,50,0,0,0,0,3,3,33,14,54,116,108,225,9,3,13,89,84,176,28,29,56
SSC20144,4,8,10,3,0,4,0,3,7,0,0,0,0,0,0,6,5,7,0,0,0,0,0,0,150,62.5,70,75,37.5,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,7,9,0,0,0,9,9,15,0,0,0
SSC20145,354,361,715,182,94,276,48,119,163,24,25,48,13,20,26,267,253,520,63,89,154,4.9,7.9,5,75.4,70.1,72.7,71.8,65.9,68.1,3,7,6,8,9,18,15,39,50,30,47,78,118,65,183,3,4,12,3,7,14,128,77,210,368,384,752,42,37,78,258,259,519,131,129,260
SSC20146,70,67,133,30,18,47,12,25,32,9,3,12,0,0,0,52,44,96,15,14,30,0,0,0,74.3,65.7,72.2,72.9,68.7,68.4,0,3,7,0,0,0,7,9,15,3,7,12,18,7,27,0,0,3,0,0,3,20,8,34,69,57,127,13,4,15,50,41,91,22,23,45
SSC20147,55,49,105,21,14,30,9,17,27,3,0,4,3,3,7,36,31,66,17,19,34,8.3,9.7,10.6,65.5,63.3,62.9,60,63.3,58.1,0,0,0,3,0,3,3,8,14,8,6,17,18,9,25,0,3,0,0,0,0,16,9,28,59,53,112,8,7,11,42,33,76,22,21,43
SSC20148,177,181,355,85,39,125,24,59,85,9,3,12,4,4,7,116,111,233,50,57,104,3.4,3.6,3,65.5,61.3,65.6,66.7,55.8,62.5,4,9,8,3,3,6,11,17,28,18,21,40,55,28,78,4,3,8,5,6,11,60,36,98,184,191,377,14,12,29,155,150,304,45,43,88
SSC20149,89,89,182,40,17,59,11,24,33,6,7,11,0,4,4,58,47,108,31,35,61,0,8.5,3.7,65.2,52.8,59.3,64,53.9,56.6,3,0,3,3,3,5,4,10,14,9,12,25,32,12,45,0,0,3,0,0,0,30,18,44,103,99,201,12,11,24,69,68,138,39,31,66
SSC20150,93,88,185,49,19,65,16,33,48,6,3,6,0,0,0,64,57,118,13,26,41,0,0,0,68.8,64.8,63.8,76.3,62.5,64.3,4,0,4,0,9,11,19,32,50,4,7,8,26,8,34,0,0,0,0,0,0,25,7,37,77,83,163,14,18,34,59,65,123,36,36,72
SSC20151,6,3,15,3,0,7,0,0,0,0,0,0,0,0,0,3,3,9,0,5,7,0,0,0,50,100,60,50,0,46.7,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,5,8,14,3,3,3,10,12,16,0,0,0
SSC20152,8,0,7,5,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,37.5,0,114.3,62.5,0,42.9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,4,0,7,0,0,0,3,0,3,0,3,5
SSC20153,10,12,21,13,3,14,0,3,3,0,0,0,0,0,0,13,9,20,0,5,4,0,0,0,130,75,95.2,130,50,81,0,0,0,0,0,0,0,3,7,0,0,3,3,0,3,0,0,0,0,0,3,3,0,3,14,17,32,3,3,5,9,12,20,9,6,17
SSC20154,5,3,11,4,0,4,0,3,4,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,60,100,27.3,80,100,72.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,3,3,8,0,0,0
