SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC20122,1097,2162,15,82,244,1083,19,60,768,2901,1047,4131,146,638,336,1190,284,898,769,2723,1816,6855,3,15,55,173,8,19,183,467,246,678,24,69,134,311,172,365,323,753,575,1428,79,178,3571,10618
SSC20123,1465,2918,34,172,447,1985,32,132,1355,5294,1865,7590,256,1059,547,1956,536,1689,1341,4714,3204,12296,0,14,104,342,9,21,187,502,300,888,42,139,144,350,275,583,460,1074,763,1960,84,184,5522,17361
SSC20124,59,120,0,11,9,29,0,0,32,134,43,175,0,3,8,23,8,34,21,57,56,237,0,0,3,5,0,0,9,25,9,35,0,3,0,0,3,9,5,11,19,48,3,7,139,407
SSC20125,33,62,0,10,3,17,0,0,19,74,22,95,0,13,0,3,3,7,8,19,28,120,0,0,0,0,0,3,0,5,3,10,0,0,0,0,0,6,0,6,4,16,0,0,64,190
SSC20126,15,33,0,0,0,3,0,0,11,29,8,33,0,0,0,3,7,15,4,14,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,31,85
SSC20127,6,8,0,0,0,0,0,0,3,12,3,12,3,4,0,0,0,3,3,10,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,10,31
SSC20128,43,73,4,9,3,26,0,3,49,190,56,233,5,13,0,5,8,17,10,34,70,266,0,0,0,3,0,0,5,23,8,30,0,0,0,0,6,15,6,15,15,45,0,3,124,392
SSC20129,6,11,0,0,4,11,0,4,8,21,7,31,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43
SSC20130,128,252,0,7,3,10,0,0,12,54,15,75,3,12,0,9,19,46,19,71,36,142,0,0,0,0,0,0,4,7,4,7,0,0,0,0,20,37,20,37,20,44,4,3,191,446
SSC20131,7,13,0,0,0,0,0,7,5,16,3,24,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36
SSC20132,484,966,18,91,77,362,11,59,503,2016,606,2531,35,140,38,127,88,296,157,558,766,3090,3,17,18,61,3,7,61,179,82,263,3,11,20,42,55,112,76,167,160,430,11,27,1431,4510
SSC20133,3,6,0,0,0,6,0,3,0,0,0,9,0,0,0,3,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17
SSC20134,5,4,0,0,0,0,0,0,3,13,3,13,0,0,0,7,0,0,0,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,22
SSC20135,216,428,5,23,44,188,15,53,201,811,254,1079,8,48,25,89,44,130,76,264,333,1340,0,3,3,18,5,7,38,98,46,125,3,6,0,3,13,23,16,32,59,162,4,9,615,1934
SSC20136,11,25,0,6,0,3,0,0,4,13,5,26,0,4,0,0,0,3,0,6,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,22,58
SSC20137,42,77,0,0,0,0,0,0,11,40,11,40,0,0,3,6,6,11,5,24,19,64,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,5,3,6,0,0,60,151
SSC20138,8,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
SSC20139,16,35,0,0,0,0,0,0,4,16,4,16,0,0,0,4,6,15,5,23,14,41,0,0,0,0,0,0,4,10,4,10,0,0,0,0,0,0,0,0,4,10,0,0,37,79
SSC20140,53,112,0,0,4,26,0,13,32,107,38,149,3,11,3,12,15,46,16,64,59,214,0,0,0,3,0,0,4,6,7,11,0,0,0,3,9,11,6,13,15,27,0,0,121,349
SSC20141,3,9,0,0,0,0,0,0,3,12,3,12,0,0,0,3,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23
SSC20142,6,10,0,0,0,0,0,0,3,7,3,7,0,0,0,4,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,12,26
SSC20143,43,80,0,0,0,8,3,8,5,31,9,40,0,6,0,4,10,20,13,31,20,75,0,0,0,9,0,0,9,17,12,23,0,0,0,0,3,8,3,8,13,31,0,0,73,189
SSC20144,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,7
SSC20145,96,199,0,8,10,54,3,14,62,247,79,313,5,22,4,22,18,66,31,107,114,420,0,0,3,9,3,11,14,38,19,58,0,3,0,8,18,33,16,38,33,95,0,3,251,714
SSC20146,25,47,3,12,0,3,0,3,6,34,9,52,0,0,3,6,7,19,7,20,20,72,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,3,0,3,3,10,0,0,47,127
SSC20147,5,16,0,0,0,4,0,8,4,17,9,28,0,0,0,4,7,20,5,21,13,52,0,0,0,0,0,3,5,12,7,11,0,0,0,0,3,9,5,15,9,25,0,0,36,96
SSC20148,55,106,0,0,6,37,0,11,26,101,31,150,9,23,7,17,7,20,19,59,48,205,0,0,0,5,0,0,5,5,4,9,0,0,0,7,0,4,4,7,6,20,0,0,111,329
SSC20149,32,66,0,8,3,11,0,4,21,82,22,97,0,3,0,5,3,9,3,13,24,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,185
SSC20150,29,56,0,0,0,3,0,0,15,75,21,76,0,3,4,16,3,14,8,35,31,109,0,0,0,0,0,3,5,12,3,12,0,0,0,0,3,6,4,9,6,21,0,0,64,184
SSC20151,3,6,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
SSC20152,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20153,8,14,0,0,0,0,0,0,3,25,3,25,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,39
SSC20154,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SSC20155,0,3,0,0,0,0,0,4,0,4,3,10,0,0,0,4,0,0,0,4,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17
SSC20156,5,10,0,0,0,6,0,0,0,4,3,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
SSC20157,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC20158,14,22,0,0,4,18,0,4,7,23,13,43,0,0,0,0,0,8,0,8,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,0,0,30,74
SSC20159,41,74,0,4,0,16,0,0,17,66,20,83,0,3,0,0,3,10,5,10,21,98,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,3,6,3,6,0,0,68,177
SSC20160,16,31,0,0,0,3,0,0,10,39,11,43,0,0,0,3,0,3,0,8,12,48,0,4,0,0,0,0,3,9,7,14,0,0,0,0,0,3,0,3,4,14,0,0,37,91
SSC20161,384,744,6,18,47,222,6,42,314,1288,376,1574,28,93,48,135,51,150,120,382,496,1959,5,15,18,46,3,7,46,119,69,179,10,26,14,33,39,79,66,144,134,323,13,21,1027,3050
SSC20162,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SSC20163,51,100,0,0,0,7,0,3,17,56,20,70,4,13,10,23,10,34,19,70,40,143,0,0,0,0,0,0,7,17,4,18,0,0,0,3,8,16,7,17,11,38,0,0,100,273
SSC20164,62,118,8,40,29,126,0,3,76,342,113,514,8,35,19,68,25,81,51,187,168,695,0,0,0,0,0,0,4,10,4,10,0,3,3,7,3,8,7,11,13,25,0,3,245,851
SSC20165,13,25,0,0,4,10,0,0,4,11,7,22,0,0,0,0,0,9,0,9,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,20,56
SSC20166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20168,223,442,3,21,17,81,4,28,110,430,137,561,16,74,19,64,59,181,92,323,231,881,0,0,4,12,0,9,44,123,51,145,8,29,8,10,59,122,77,162,123,303,11,17,590,1644
SSC20169,0,3,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
SSC20170,43,83,5,14,3,13,3,10,29,121,38,155,3,9,10,22,19,51,25,86,66,242,0,0,3,5,0,0,4,17,6,23,0,3,0,3,6,16,6,19,15,45,0,0,121,371
SSC20171,15,30,3,8,0,3,0,0,6,20,9,34,0,0,3,6,3,9,3,16,10,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,7,33,84
SSC20172,1131,2259,18,112,99,451,26,110,780,2889,921,3564,59,262,101,360,270,858,438,1475,1356,5031,12,42,34,139,22,65,182,487,246,742,30,88,79,177,247,532,352,793,600,1539,58,120,3152,8952
SSC20173,722,1441,13,55,73,329,22,88,640,2425,745,2897,59,263,66,218,218,710,346,1188,1088,4085,8,26,31,95,6,28,136,362,179,519,18,72,60,121,184,397,265,590,442,1105,44,88,2292,6726
SSC20174,485,962,16,70,131,630,30,136,475,1927,651,2763,115,491,112,418,195,633,426,1546,1079,4313,0,3,14,45,12,33,72,179,94,258,19,59,31,68,71,159,115,286,208,540,21,37,1789,5854
SSC20175,231,458,8,30,54,245,9,35,221,906,288,1214,31,129,40,152,101,311,172,587,456,1803,0,3,9,25,0,0,19,38,25,69,8,19,8,13,19,44,32,82,58,148,3,10,758,2421
SSC20176,23,42,0,0,0,3,0,0,9,24,9,34,3,8,0,3,7,23,12,36,16,65,0,0,0,0,0,0,4,12,4,12,0,0,0,0,0,6,3,5,7,19,0,0,47,124
SSC20177,27,53,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,5,0,5,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,3,7,0,4,44,83
SSC20178,10,11,0,0,0,10,0,0,6,24,6,31,0,0,0,0,0,0,0,0,6,31,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,14,51
SSC20179,3,4,0,0,0,3,0,0,3,27,8,33,0,0,0,0,0,4,0,4,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,44
SSC20180,186,359,7,22,19,83,7,24,65,274,96,400,9,21,4,11,25,72,38,111,128,514,0,0,7,19,3,4,29,68,31,92,0,0,4,3,23,56,30,61,63,156,3,3,375,1029
SSC20181,1327,2616,22,113,233,1062,18,76,938,3714,1211,4959,158,659,288,1021,325,998,764,2671,1980,7633,0,0,41,119,4,11,86,210,124,338,17,64,46,119,171,338,240,518,362,857,38,84,3708,11190
SSC20182,0,0,0,0,0,0,0,4,0,4,3,12,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
SSC20183,37,69,0,7,0,12,0,3,15,77,26,99,0,0,4,16,7,31,13,44,35,146,0,0,0,0,0,3,0,13,3,12,0,0,0,0,12,34,12,34,20,48,3,6,96,272
SSC20184,11,13,0,0,0,0,0,0,9,16,9,16,0,3,0,3,0,0,4,8,9,29,0,3,0,0,0,3,0,0,4,13,0,0,3,5,0,3,0,3,6,19,0,0,23,60
SSC20185,472,925,3,13,36,155,6,22,208,808,248,1004,11,38,27,70,58,177,88,288,340,1291,0,3,14,43,3,13,64,152,79,207,3,17,23,45,66,133,91,194,172,399,6,20,988,2633
SSC20186,3,9,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
SSC20187,358,712,5,44,48,214,9,43,305,1167,372,1468,25,112,33,117,99,318,162,547,535,2010,3,9,13,42,10,31,61,169,82,252,12,36,23,49,67,144,100,228,184,481,15,29,1089,3232
SSC20188,121,231,3,13,23,96,0,7,103,392,126,507,14,52,21,70,44,127,72,252,199,757,0,9,10,23,3,10,20,44,29,88,5,5,6,11,24,50,34,67,62,158,3,4,380,1152
SSC20189,175,354,5,36,27,126,4,26,90,380,130,571,26,92,27,97,64,195,114,384,239,954,4,9,5,9,0,5,13,37,21,63,0,8,3,7,20,40,29,57,45,118,6,21,470,1439
SSC20190,473,946,7,47,50,219,15,57,274,1055,342,1374,35,138,43,134,127,403,195,672,536,2044,0,5,14,68,10,40,99,257,129,369,14,41,21,58,132,285,165,376,291,747,27,57,1328,3792
SSC20191,555,1105,8,39,40,202,11,46,230,868,288,1157,35,152,45,154,153,486,233,784,518,1943,0,0,25,92,7,24,93,277,125,397,12,35,38,82,100,219,144,336,271,730,20,32,1363,3816
SSC20192,22,53,0,0,0,0,0,0,3,13,3,13,0,0,6,25,10,20,11,54,17,58,0,0,0,5,0,0,3,8,3,11,0,0,0,0,0,0,0,0,4,17,0,0,49,129
SSC20193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20194,121,234,0,12,6,23,3,21,52,204,61,264,5,16,16,41,22,64,38,118,100,377,0,0,4,10,0,0,8,20,13,32,0,3,8,9,8,20,12,33,26,63,0,3,250,687
SSC20195,59,110,0,5,3,26,0,0,19,69,26,95,0,3,9,30,11,20,16,55,38,153,0,0,0,0,0,0,5,9,5,9,0,5,3,4,3,7,7,12,9,21,0,3,105,285
SSC20196,11,21,0,0,4,15,0,0,0,6,3,23,0,0,0,0,3,9,3,9,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,19,52
SSC20197,143,287,3,35,11,70,0,0,124,474,144,573,9,31,13,38,46,136,63,208,205,778,3,17,6,25,8,19,20,53,36,116,10,25,12,29,47,108,63,156,101,273,10,28,464,1362
SSC20198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20199,16,26,3,16,0,12,0,0,3,25,11,51,3,7,3,3,3,7,7,16,20,66,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,3,4,0,0,33,103
SSC20200,1428,2823,13,58,111,482,15,88,868,3331,1002,3949,84,326,105,351,204,619,395,1297,1399,5245,5,10,66,211,22,68,219,540,311,833,40,123,105,215,213,438,357,776,662,1605,60,122,3548,9805
SSC20201,7,20,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,16,33
SSC20202,47,91,0,0,0,5,0,5,15,52,15,61,0,0,3,12,14,38,17,44,27,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,5,8,0,3,82,212
SSC20203,1332,2613,12,67,87,390,17,87,408,1616,524,2163,34,140,68,234,173,549,281,914,809,3074,3,15,43,164,11,48,234,637,292,862,15,37,54,109,158,312,222,466,519,1327,40,88,2699,7101
SSC20204,26,53,0,8,0,0,0,0,10,23,8,28,0,0,0,3,0,0,0,3,8,32,0,0,3,7,0,0,0,0,3,7,0,0,0,0,0,3,0,3,3,8,0,0,39,92
SSC20205,7,20,0,0,0,0,0,0,5,19,5,19,0,0,0,3,7,11,3,17,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,52
SSC20206,29,58,0,0,0,5,0,3,26,102,26,114,3,7,4,9,4,25,14,43,39,158,0,0,0,4,0,5,5,15,9,19,0,0,0,0,0,0,0,0,6,23,0,0,72,238
SSC20207,576,1127,0,15,48,209,10,43,244,934,296,1195,16,68,34,115,68,211,120,394,419,1591,3,13,21,59,3,19,105,252,128,335,15,55,39,92,93,184,155,327,281,665,33,66,1303,3442
SSC20208,13,23,0,0,0,5,0,3,5,21,9,30,0,0,0,3,0,3,3,6,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,0,0,24,70
SSC20209,10,27,0,0,0,4,0,0,4,11,4,15,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,0,4,3,6,0,3,19,46
SSC20210,5,13,0,0,0,0,0,0,6,17,6,17,0,0,3,3,0,0,3,3,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,10,36
SSC20211,20,31,0,8,3,6,3,8,6,28,12,51,0,0,0,0,3,11,3,11,14,62,0,0,0,3,0,0,3,3,4,4,0,0,0,3,0,0,3,4,3,10,0,0,35,107
SSC20212,8,13,0,0,0,0,0,0,0,9,0,9,0,0,0,0,4,9,4,9,3,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,13,38
SSC20213,1294,2586,24,114,253,1122,23,109,1261,4828,1566,6176,135,530,286,1006,376,1151,795,2691,2362,8866,3,8,41,123,7,23,176,434,224,583,29,95,120,264,214,445,360,804,588,1389,70,146,4314,12988
SSC20214,2263,4516,32,150,368,1631,43,190,2309,8901,2756,10878,231,960,409,1434,660,2108,1297,4509,4055,15386,3,25,82,276,21,63,364,936,475,1306,65,204,170,393,462,984,696,1585,1170,2894,121,259,7610,23050
SSC20215,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC20216,20,35,0,5,3,9,0,3,12,36,11,54,0,0,0,8,5,22,6,23,18,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,117
SSC20217,5,10,0,10,0,0,0,0,0,6,3,15,0,0,3,9,0,4,3,9,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,14,38
SSC20218,12,30,0,6,0,3,3,10,6,26,10,49,0,3,0,0,0,0,3,9,15,54,0,0,0,5,0,0,5,8,6,16,0,3,0,6,0,0,3,9,9,25,0,3,37,115
SSC20219,6,15,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23
SSC20220,18,41,0,0,0,8,0,5,11,44,10,52,3,12,3,8,0,7,4,27,17,77,0,0,0,0,0,0,3,5,3,5,0,0,0,0,5,8,8,13,11,14,0,0,51,135
SSC20221,5,14,0,0,0,5,0,0,0,5,0,10,0,0,0,0,0,8,0,8,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26
SSC20222,25,46,0,0,3,14,0,0,8,39,13,63,0,0,0,0,3,4,4,6,19,71,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,0,0,0,3,11,0,0,45,124
SSC20223,3683,7341,122,693,847,3879,142,660,3933,15394,5047,20624,472,2012,699,2448,1090,3539,2262,7994,7314,28624,32,135,184,656,54,211,595,1611,867,2617,117,381,214,513,573,1246,906,2138,1773,4754,133,282,12900,41003
SSC20224,14,30,0,0,0,4,0,3,3,20,3,25,0,0,0,0,0,15,0,15,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,71
SSC20225,17,27,0,0,3,14,0,0,6,26,6,34,0,6,0,3,0,3,0,8,14,44,0,0,0,0,0,0,3,11,3,11,0,4,0,3,4,10,7,11,10,24,0,0,34,102
SSC20226,12,22,0,3,0,6,0,0,10,29,11,40,0,3,0,0,3,8,3,12,10,50,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,4,0,0,23,81
SSC20227,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SSC20228,65,124,0,0,6,38,0,3,26,94,35,127,3,20,8,30,5,24,22,70,54,204,0,0,3,9,0,0,4,12,5,21,3,9,6,9,0,5,7,28,21,46,0,0,134,377
SSC20229,23,49,0,5,0,0,0,0,0,12,6,17,0,0,0,3,0,0,0,3,7,19,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,5,3,5,3,13,0,0,29,78
SSC20230,46,89,0,0,6,11,3,11,10,49,18,70,3,6,4,12,10,28,16,47,31,117,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,7,14,7,14,0,3,85,224
SSC20231,38,81,3,7,3,17,0,3,30,112,37,141,0,0,3,9,3,15,11,28,47,170,0,0,0,0,0,0,0,5,0,5,3,4,0,3,3,3,4,13,7,14,0,3,91,274
SSC20232,194,379,10,42,22,119,9,57,236,924,275,1139,15,63,15,49,57,202,85,316,363,1455,0,5,3,6,0,5,39,103,45,128,3,14,5,16,15,24,21,48,69,177,9,15,627,2022
SSC20233,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20234,26,45,0,0,3,16,0,0,19,94,25,106,0,4,3,7,5,15,6,23,32,129,0,0,0,0,0,5,5,12,3,20,0,0,0,0,3,3,3,3,5,23,0,4,66,201
SSC20235,8,13,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20
SSC20236,9,18,0,0,0,9,0,0,3,6,5,21,0,0,0,0,5,12,5,12,7,32,0,0,0,3,0,0,3,6,3,9,0,0,0,0,0,0,0,0,3,9,0,0,16,58
SSC20237,8,12,0,0,0,12,0,0,3,17,9,24,0,0,0,3,0,0,0,3,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,18,48
SSC20238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20239,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,3,8
SSC20240,9,15,0,0,0,0,0,0,3,15,3,15,0,0,0,3,4,6,3,8,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,15,40
SSC20241,16,30,0,0,0,13,0,0,12,39,13,53,0,4,0,3,0,7,3,13,13,65,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,5,7,4,0,0,32,100
SSC20242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20243,79,156,0,0,15,67,0,0,35,157,54,225,0,3,11,21,5,22,17,46,66,273,0,0,3,7,0,5,8,18,12,29,0,0,0,7,15,28,14,29,25,62,0,0,175,490
SSC20244,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20245,56,110,4,16,11,39,3,11,44,179,56,241,13,40,3,21,14,55,32,116,91,356,0,0,0,8,0,4,3,5,4,15,0,3,0,0,4,7,4,14,11,30,0,0,155,494
SSC20246,111,221,0,0,14,60,3,16,54,211,71,286,0,3,7,25,10,31,17,66,89,350,0,0,3,13,0,4,4,10,7,24,0,0,3,6,15,35,20,37,26,69,3,7,235,647
SSC20247,414,831,10,33,56,261,16,60,239,946,317,1298,37,154,35,102,99,313,174,572,487,1868,0,9,11,41,0,5,51,138,67,196,3,10,8,21,44,97,57,125,126,326,8,17,1036,3036
SSC20248,203,402,0,0,24,97,3,9,128,484,152,586,12,40,19,69,25,84,60,192,210,779,3,19,6,14,7,16,49,132,64,184,4,12,11,24,33,60,44,102,114,285,3,8,534,1479
SSC20249,25,50,0,0,0,5,0,0,12,36,7,42,0,0,3,11,6,9,10,23,20,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,49,123
SSC20250,685,1351,6,27,94,407,10,40,440,1695,542,2174,55,221,112,373,140,410,299,1014,843,3187,0,0,7,32,0,3,56,135,70,174,7,22,26,68,68,135,100,223,166,391,15,37,1722,4961
SSC20251,1277,2538,11,68,185,850,21,99,987,3825,1209,4848,120,501,252,927,267,834,635,2258,1844,7102,0,0,30,105,7,21,130,329,172,456,17,43,77,188,177,373,275,605,439,1056,58,122,3622,10823
SSC20252,618,1242,10,51,122,539,9,46,599,2324,739,2960,64,246,120,407,153,500,332,1151,1076,4110,0,3,28,77,0,4,77,202,100,291,17,49,58,143,135,294,210,486,317,779,39,77,2047,6213
