SA1_7DIGITCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
2142834,0,0,16,9,17,7,0,0,0,43,0,0,17,8,6,6,0,0,0,41,0,0,8,9,3,7,0,0,0,25,0,0,0,6,3,0,0,0,0,15,0,0,4,11,6,3,0,0,0,26,0,0,3,5,0,0,0,0,0,5,0,0,6,3,3,0,0,3,0,21,23,29,118,88,73,58,32,19,7,454
2142835,0,4,8,7,6,0,3,0,0,34,0,0,12,3,5,3,0,0,0,19,0,0,3,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,3,9,8,3,16,12,13,9,5,82,24,51,103,60,75,62,53,37,20,496
2142836,0,6,6,11,10,7,0,0,0,34,0,0,4,8,7,6,0,0,0,35,0,0,3,3,7,3,0,0,0,15,0,0,6,3,8,0,0,0,0,14,0,0,4,4,9,0,0,0,0,19,0,0,0,3,0,0,0,0,0,9,3,0,6,3,5,6,6,0,7,37,26,28,89,74,97,62,32,13,25,442
2142837,0,0,14,12,7,3,0,3,0,36,0,0,9,4,7,3,3,0,0,24,0,0,3,6,7,3,0,0,0,17,0,0,3,0,0,0,0,0,0,7,0,0,3,9,0,7,0,0,0,15,0,0,0,3,0,0,0,0,0,5,9,8,17,14,14,8,3,9,5,90,21,63,118,74,82,55,23,60,20,515
2142838,0,0,5,0,4,0,0,0,0,17,0,0,3,3,3,0,0,0,0,11,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,10,3,3,8,0,0,0,27,23,24,69,45,51,41,19,14,4,285
2142839,0,0,11,9,7,6,0,0,0,35,0,0,11,4,9,3,0,0,0,28,0,0,4,15,4,6,0,0,0,31,0,0,0,6,10,5,0,0,0,18,0,0,5,6,5,0,0,0,0,25,0,0,0,0,3,0,0,0,0,5,4,9,18,5,8,7,0,0,3,57,25,44,96,90,92,60,27,23,6,471
2142840,0,4,7,11,3,0,4,0,0,38,0,3,14,15,11,0,0,3,0,42,0,0,3,7,8,3,0,0,0,23,0,0,3,12,3,0,0,0,0,21,0,0,3,10,10,0,0,0,0,21,0,0,0,3,0,0,0,0,0,8,6,0,13,15,0,0,12,5,4,56,20,51,89,123,88,56,51,35,11,521
2142901,0,6,13,8,5,6,0,0,0,38,0,0,5,12,6,0,0,0,0,27,0,0,4,7,3,3,0,0,0,21,0,0,0,9,5,3,0,0,0,18,0,0,5,13,8,0,0,0,0,28,0,0,3,4,0,0,0,0,0,7,3,7,6,8,7,0,0,3,0,45,13,34,77,105,69,35,28,20,3,394
2142902,0,0,27,20,9,3,3,3,0,63,0,3,4,10,10,0,0,0,0,30,0,0,8,12,8,3,0,0,0,26,0,0,3,4,10,9,0,0,0,20,0,0,3,18,16,3,3,0,0,51,0,0,3,13,9,0,0,0,0,27,4,3,9,13,7,6,0,6,0,49,33,50,103,132,109,66,31,37,10,575
2142903,0,0,3,8,12,7,0,0,0,28,0,0,7,4,9,3,0,0,0,21,0,0,0,4,13,3,0,0,0,24,0,0,0,7,4,3,0,0,0,11,0,0,3,7,6,3,0,0,0,25,0,0,0,6,3,0,0,0,0,13,0,0,3,3,5,7,0,0,0,15,18,19,41,71,63,46,19,18,7,304
2142904,0,0,13,9,8,11,0,0,0,41,0,0,14,10,9,5,0,0,0,39,0,0,3,8,8,3,0,0,0,23,0,0,0,4,5,3,0,0,0,13,0,0,4,12,3,4,0,0,0,25,0,0,0,0,3,0,0,0,0,5,3,5,3,8,11,4,3,5,0,40,26,40,93,92,80,51,32,28,13,441
2142905,0,0,8,8,18,3,0,0,0,39,0,0,3,4,6,6,0,0,0,20,0,0,3,11,7,11,0,0,0,30,0,0,4,8,13,0,0,0,0,23,0,0,4,12,13,7,0,0,0,33,0,0,0,3,6,0,0,0,0,17,0,0,0,4,5,0,0,0,0,22,40,33,61,94,108,54,21,29,12,452
2142906,0,0,8,5,12,0,3,0,0,34,0,3,4,4,3,0,0,0,0,19,0,0,0,8,6,3,0,0,0,15,0,0,3,6,3,0,0,0,0,21,0,0,3,7,3,0,0,0,0,20,0,0,0,3,0,0,0,0,0,3,6,3,7,4,5,3,0,3,0,35,30,26,69,74,63,49,34,31,12,383
2142907,0,3,13,8,7,3,0,0,0,30,0,0,9,6,4,0,0,0,0,23,0,0,8,10,3,0,0,0,0,23,0,0,3,5,3,0,0,0,0,13,0,0,6,4,3,0,0,0,0,20,0,0,0,6,0,0,0,0,0,6,0,4,7,7,3,3,4,3,3,38,15,50,83,74,63,44,32,28,8,397
2142908,0,0,3,6,5,5,0,0,0,22,0,0,4,4,0,0,0,0,0,14,0,0,3,0,5,0,3,0,0,13,0,0,0,0,3,4,0,0,0,12,0,0,0,6,6,8,0,0,0,17,0,0,0,4,3,0,0,0,0,10,3,3,3,0,0,0,0,3,4,19,18,23,43,54,55,38,27,21,13,285
2142909,0,3,6,8,12,8,3,0,0,31,0,0,5,10,12,6,0,0,0,27,0,0,6,11,8,6,0,0,0,27,0,0,0,13,7,5,0,0,0,27,0,0,3,8,13,0,0,0,0,35,0,0,7,8,11,4,0,0,0,24,0,0,4,3,9,0,3,5,0,26,30,32,67,99,101,53,33,20,6,437
2142910,0,3,10,7,8,9,0,0,0,36,0,0,15,3,3,0,0,0,0,22,0,0,3,7,4,0,0,0,0,15,0,0,0,3,3,0,0,0,0,7,0,0,4,0,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,5,6,7,3,8,6,0,37,11,21,82,59,48,41,32,29,5,338
2142911,0,0,26,3,7,3,0,0,0,40,0,3,23,9,5,3,0,0,0,39,0,0,14,11,0,0,0,0,0,20,0,0,6,4,3,0,0,0,0,18,0,0,15,12,7,0,0,0,0,29,0,0,0,0,0,3,0,0,0,7,0,3,9,5,0,4,3,0,0,20,14,65,174,84,57,47,30,34,3,511
2142912,0,3,3,9,3,4,3,0,0,27,0,0,8,5,0,5,0,0,0,18,0,0,3,3,4,3,0,0,0,18,0,0,0,4,4,0,0,0,0,11,0,0,0,10,3,4,0,0,0,22,0,0,0,3,0,4,0,0,0,9,3,0,10,7,3,0,0,4,0,29,17,13,64,71,42,47,18,29,7,304
2142913,0,3,4,3,11,0,0,0,0,20,0,0,3,5,3,4,0,0,0,16,0,0,0,6,3,0,0,0,0,15,0,0,0,3,0,3,0,0,0,13,0,0,4,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,17,19,35,62,60,47,38,18,18,5,302
2142914,0,3,5,11,10,7,0,0,0,32,0,0,3,6,12,0,0,0,0,27,0,0,7,7,9,0,0,0,0,28,0,0,3,8,3,0,0,0,0,13,0,0,3,3,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,4,0,3,6,3,4,3,0,3,0,24,22,20,62,75,66,34,31,22,6,346
2142915,0,0,13,5,11,0,3,3,0,30,0,0,5,5,3,3,0,0,0,14,0,0,0,0,0,3,0,0,0,11,0,0,0,3,4,0,0,0,0,9,0,0,4,4,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,3,6,3,6,8,3,4,3,37,32,28,74,45,56,47,30,34,7,347
2142916,0,4,7,18,4,6,3,0,0,41,0,0,12,11,7,4,0,0,0,37,0,0,6,8,5,0,0,0,0,25,0,0,9,7,8,0,0,0,0,24,0,0,7,20,10,0,0,0,0,41,0,0,4,8,0,0,0,0,0,16,3,3,7,12,3,0,0,0,0,31,24,46,108,128,73,32,26,18,6,451
2142917,0,3,9,8,4,5,0,0,0,39,0,0,11,5,5,0,3,0,0,21,0,0,9,3,11,4,0,0,0,28,0,0,3,10,4,0,0,0,0,15,0,0,5,10,14,3,0,0,0,32,0,0,0,5,7,0,0,0,0,15,7,0,3,9,0,3,9,0,0,28,31,17,64,80,92,34,42,17,9,400
2142918,0,0,16,6,3,10,4,4,0,42,0,0,6,6,3,4,0,0,0,24,0,0,4,7,3,3,0,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,0,8,6,6,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,3,0,14,12,24,87,64,48,45,26,30,10,354
2142919,0,9,13,3,7,0,0,0,0,38,0,0,10,3,3,3,0,0,0,25,0,0,12,4,0,4,0,0,0,19,0,0,3,4,3,3,0,0,0,12,0,0,3,11,3,3,0,0,0,22,0,0,0,4,4,0,0,0,0,7,3,3,15,3,8,0,3,5,4,38,20,56,131,68,73,54,36,33,12,478
2142920,0,3,6,9,13,7,0,0,0,39,0,3,6,4,6,5,0,0,0,30,0,0,6,8,10,3,0,0,0,28,0,0,0,7,0,0,0,0,0,11,0,0,5,16,8,0,0,0,0,30,0,0,0,3,3,0,0,0,0,6,0,0,3,12,14,11,0,6,3,49,14,29,71,113,98,69,33,34,17,478
2142921,0,3,12,8,14,10,0,0,0,48,0,0,15,5,0,3,0,0,0,25,0,0,11,12,5,4,0,0,0,32,0,0,9,9,5,3,0,0,0,23,0,0,11,13,7,3,0,0,0,28,0,0,0,11,3,0,0,0,0,12,3,0,10,4,3,4,3,0,0,22,26,30,128,103,78,52,28,21,11,482
2142922,0,3,12,9,12,7,0,0,0,45,0,0,5,10,8,0,0,0,0,27,0,0,9,13,4,0,0,0,0,27,0,0,3,0,3,4,0,0,0,16,0,0,4,12,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,9,3,0,14,6,4,0,0,0,0,31,19,47,117,107,75,45,25,24,6,469
2142923,0,0,12,13,6,3,4,0,0,41,0,0,0,8,10,9,0,0,0,22,0,0,0,4,15,3,0,0,0,27,0,0,0,5,10,6,3,0,0,24,0,0,3,11,13,10,0,0,0,29,0,0,0,10,3,0,0,0,0,18,0,3,7,7,0,5,0,4,0,25,27,28,77,102,83,58,34,22,10,443
2142924,0,3,6,7,10,9,0,0,0,35,0,0,8,0,3,3,0,0,0,20,0,0,3,4,5,4,0,0,0,15,0,0,3,3,0,0,0,0,0,10,0,0,3,4,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,11,0,7,4,6,0,0,28,18,24,67,43,49,54,46,17,13,328
2142925,0,0,10,8,3,3,3,0,3,30,0,0,7,3,6,0,0,0,0,11,0,0,9,6,9,0,0,0,0,26,0,0,0,3,3,3,0,0,0,11,0,0,6,4,0,5,0,0,0,17,0,0,0,3,0,0,0,0,0,0,5,0,0,0,4,4,0,3,0,18,13,18,70,63,39,36,13,10,7,277
2143001,0,3,33,18,4,5,3,0,0,65,0,3,20,16,4,6,0,0,0,57,0,0,15,11,5,4,0,0,0,36,0,0,5,13,0,6,0,0,0,24,0,0,5,19,7,5,0,0,0,38,0,0,0,3,4,0,0,0,0,18,0,0,6,6,6,4,0,0,3,33,47,39,164,155,83,64,52,4,3,599
2143002,0,5,81,32,18,14,0,0,0,148,0,4,50,35,13,12,0,0,0,113,0,0,38,24,10,5,3,0,0,75,0,0,21,7,5,3,0,0,0,38,0,0,10,12,6,0,0,0,0,36,0,0,0,3,0,3,0,0,0,10,0,3,13,8,9,6,6,0,0,41,39,76,405,217,101,87,48,6,4,981
2143003,0,0,10,6,11,3,0,0,0,29,0,0,3,5,3,3,0,0,0,20,0,0,3,7,3,0,0,0,0,17,0,0,4,5,3,0,0,0,0,17,0,0,3,12,7,3,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,7,0,9,3,5,0,0,26,27,17,70,76,64,43,39,10,0,334
2143004,0,3,10,8,7,9,5,0,0,41,0,0,8,12,10,6,0,0,0,40,0,0,5,10,10,0,0,0,0,27,0,0,3,6,5,0,0,0,0,21,0,0,8,15,7,0,0,0,0,35,0,0,0,0,3,0,0,0,0,4,3,0,10,5,3,3,0,0,0,31,52,30,101,129,84,57,82,32,5,574
2143005,0,0,12,6,4,8,0,0,0,37,0,0,3,8,7,3,0,0,0,23,0,0,8,3,4,3,3,0,0,24,0,0,8,0,6,3,0,0,0,19,0,0,3,4,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,32,13,58,70,55,35,17,4,3,284
2143006,0,0,10,14,7,4,0,0,0,34,0,0,6,16,16,3,0,0,0,47,0,0,10,17,5,3,0,0,0,34,0,0,3,11,3,0,0,0,0,20,0,0,8,20,13,0,0,0,0,36,0,0,0,3,4,0,0,0,0,6,5,3,3,8,5,0,4,0,0,36,43,20,85,169,90,45,45,11,0,513
2143007,0,0,3,4,10,3,3,0,0,22,0,0,0,9,8,7,0,0,0,23,0,0,3,16,5,3,0,0,0,27,0,0,0,6,6,3,0,0,0,20,0,0,3,15,11,0,0,0,0,25,0,0,0,0,4,0,0,0,0,4,3,0,0,3,0,0,0,3,0,19,51,29,22,86,85,28,27,16,3,355
2143008,0,0,14,14,9,0,0,0,0,36,0,0,8,0,4,0,0,0,0,17,0,0,9,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,9,0,0,7,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,12,16,81,55,28,9,17,0,0,214
2143009,0,10,17,14,9,3,0,0,0,40,0,0,16,4,3,0,0,0,0,22,0,0,13,3,4,0,0,0,0,19,0,0,3,7,3,0,0,0,0,13,0,0,3,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,3,6,7,3,0,0,0,27,22,41,113,79,39,14,11,3,0,321
2143010,0,3,15,15,7,14,0,0,0,51,0,0,18,11,8,0,0,0,0,43,0,0,13,3,8,0,0,0,0,30,0,0,8,3,3,3,0,0,0,16,0,0,6,10,6,0,0,0,0,29,0,0,0,3,0,0,0,0,0,6,0,3,9,8,4,0,0,0,0,22,23,34,110,98,72,55,36,7,0,443
2143011,0,4,39,27,7,8,0,0,0,84,0,0,28,16,10,4,0,0,0,59,0,0,23,12,3,0,0,0,0,38,0,0,9,14,4,4,0,0,0,27,0,0,8,5,7,0,0,0,0,19,0,0,0,5,3,0,0,0,0,8,0,4,14,13,5,5,8,0,0,46,32,41,230,172,79,49,39,3,0,642
2143012,0,6,25,30,13,7,3,0,0,86,0,0,34,23,5,3,0,0,0,66,0,0,5,20,7,4,0,0,0,39,0,0,6,5,6,3,0,0,0,27,0,0,3,17,8,3,0,0,0,28,0,0,0,5,3,0,0,0,0,14,0,3,18,11,14,0,0,0,0,52,37,39,203,195,98,47,20,9,0,647
2143013,0,9,22,16,9,11,3,0,0,71,0,0,11,12,12,3,0,0,0,43,0,0,15,6,9,3,0,0,0,36,0,0,5,10,3,9,0,0,0,27,0,0,3,12,4,5,0,0,0,28,0,0,0,6,0,0,0,0,0,8,3,0,8,14,3,0,3,3,0,36,50,39,140,145,88,61,59,20,3,604
2143014,0,0,3,6,7,6,0,0,0,22,0,3,3,3,5,7,3,0,0,20,0,0,0,0,7,0,0,0,0,11,0,0,0,3,3,3,0,0,0,7,0,0,0,6,0,4,0,0,0,10,0,0,0,3,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7,17,20,13,40,49,41,25,3,0,203
2143015,0,0,3,3,0,0,0,0,0,10,0,0,3,5,3,0,0,0,0,14,0,0,7,5,4,0,0,0,0,13,0,0,3,3,0,0,0,0,0,8,0,0,0,8,0,3,0,0,0,15,0,0,0,0,6,0,0,0,0,9,3,3,0,0,5,3,0,0,0,16,20,18,26,51,32,19,15,5,0,191
2143016,0,0,6,3,0,3,0,0,0,11,0,0,6,3,3,0,0,0,0,12,0,0,3,5,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,47,35,21,9,18,0,0,154
2143017,0,0,10,9,19,3,0,0,0,43,0,0,4,10,8,7,0,0,0,25,0,0,9,10,4,3,0,0,0,20,0,0,6,6,4,3,0,0,0,21,0,0,0,12,6,0,0,0,0,19,0,0,0,0,3,0,0,0,0,6,0,0,0,5,9,3,0,0,0,20,34,21,41,78,63,34,15,7,0,296
2143018,0,4,7,7,8,5,0,0,0,28,0,0,0,7,5,0,0,0,0,18,0,0,4,12,3,5,0,0,0,22,0,0,0,3,8,0,3,0,0,10,0,0,0,11,12,0,0,0,0,22,0,0,0,7,4,0,0,0,0,9,0,0,5,8,0,3,5,0,0,18,41,24,30,71,74,29,26,3,0,286
2143019,0,0,11,11,6,0,0,0,0,32,0,0,15,8,6,4,0,0,0,31,0,0,6,6,3,0,0,0,0,19,0,0,3,6,6,0,0,0,0,18,0,0,8,10,3,0,0,0,0,19,0,0,3,0,0,0,0,0,0,5,0,0,8,6,0,0,0,0,0,17,18,15,99,79,45,27,30,3,0,311
2143020,0,3,3,13,13,3,3,0,0,42,0,0,3,15,6,3,0,0,0,21,0,0,0,17,12,3,0,0,0,32,0,0,0,10,6,0,0,0,0,21,0,0,0,13,18,0,0,0,0,33,0,0,0,5,14,0,0,0,0,25,7,0,0,9,0,3,4,0,0,19,52,34,25,132,106,34,38,4,0,421
2143021,0,7,35,29,17,9,0,0,0,86,0,0,43,14,6,3,0,0,0,67,0,0,13,21,6,5,0,0,0,43,0,0,9,14,3,0,0,0,0,28,0,0,4,12,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,3,0,3,9,3,0,3,0,0,0,21,32,37,229,174,82,44,42,4,3,639
2143022,0,0,3,6,13,3,3,0,0,28,0,0,3,10,5,3,0,0,0,24,0,0,3,8,3,4,0,0,0,11,0,0,0,5,10,7,0,0,0,19,0,0,3,10,8,0,0,0,0,18,0,0,4,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,9,31,9,25,65,56,38,12,6,3,257
2143023,0,0,10,10,5,3,3,0,0,35,0,0,10,12,10,3,0,0,0,38,0,0,14,12,6,4,0,0,0,37,0,0,7,15,0,9,0,0,0,27,0,0,7,5,3,3,0,0,0,21,0,0,0,5,0,0,0,0,0,5,0,3,3,7,3,4,3,3,0,28,43,33,113,135,74,52,40,9,3,492
2143024,0,0,23,8,6,3,0,0,0,40,0,0,15,8,4,0,0,0,0,25,0,0,14,9,5,0,0,0,0,29,0,0,14,3,4,0,0,0,0,16,0,0,0,5,6,3,0,0,0,13,0,0,5,0,3,3,0,0,0,13,0,3,4,3,7,0,0,0,0,21,29,26,148,92,60,32,24,7,0,418
2143025,0,0,8,13,4,3,0,0,0,29,0,0,7,11,3,0,3,0,0,23,0,0,9,11,0,3,0,0,0,20,0,0,3,8,5,0,0,0,0,11,0,0,0,4,5,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,3,5,3,0,3,0,0,19,18,5,48,98,36,16,25,3,3,259
2143026,0,0,12,4,3,3,0,0,0,19,0,0,4,3,4,3,0,0,0,17,0,0,0,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,10,0,0,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,11,17,15,21,40,38,19,19,3,0,174
2143027,0,0,14,8,7,6,0,0,0,40,0,3,6,7,6,3,0,0,0,29,0,0,4,9,3,0,0,0,0,23,0,0,0,9,0,4,0,0,0,17,0,0,10,12,4,3,0,0,0,21,0,0,0,3,0,0,0,0,0,3,3,0,6,4,3,0,0,0,0,28,34,26,96,101,51,44,17,5,0,378
2143028,0,0,18,21,11,10,0,0,0,62,0,0,16,15,13,10,0,0,0,51,0,0,9,15,4,4,0,0,0,33,0,0,14,9,3,0,0,0,0,31,0,0,11,13,8,8,0,0,0,46,0,0,0,4,0,0,0,0,0,10,0,3,15,6,0,5,0,0,0,30,44,44,167,159,96,95,37,16,0,659
2143029,0,0,9,6,5,3,0,0,0,32,0,0,6,3,3,3,0,0,0,12,0,0,0,3,5,4,0,0,0,12,0,0,0,4,3,3,0,0,0,11,0,0,0,11,8,3,0,0,0,24,0,0,0,5,4,3,0,0,0,12,7,0,0,0,3,0,0,0,0,12,38,17,32,68,68,33,10,8,0,268
2143030,0,0,0,3,3,4,0,0,0,11,0,0,0,3,8,0,0,0,0,7,0,0,3,4,0,3,0,0,0,15,0,0,0,10,4,4,0,0,0,15,0,0,0,3,3,3,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,21,5,14,42,39,17,14,4,5,166
2143031,0,3,6,23,10,8,0,0,0,54,0,0,6,17,3,0,0,0,0,25,0,0,7,10,5,3,0,0,0,25,0,0,3,10,3,0,0,0,0,19,0,0,3,12,11,3,0,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,35,21,50,111,65,38,21,4,0,350
2143032,0,0,7,5,3,3,0,0,0,23,0,0,9,6,5,3,0,0,0,24,0,0,3,4,0,0,0,0,0,8,0,0,5,3,0,3,0,0,0,11,0,0,3,6,3,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,8,11,9,60,52,27,25,10,3,0,202
2143033,0,3,11,8,7,3,0,0,0,34,0,0,11,4,3,0,0,0,0,13,0,0,7,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,8,4,0,3,0,0,0,19,4,25,86,51,22,19,5,0,0,216
2143035,0,0,7,3,6,0,0,0,0,24,0,0,3,7,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,6,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,13,12,24,49,26,21,13,5,0,0,153
2143036,0,0,18,9,8,3,0,0,0,32,0,0,8,11,0,3,0,0,0,26,0,0,7,6,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,3,0,3,7,6,0,3,0,0,23,22,15,88,62,42,20,15,7,0,264
2143037,0,0,12,6,8,0,0,0,0,25,0,0,8,6,9,0,0,0,0,24,0,0,3,12,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,4,0,0,3,3,4,0,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,14,18,53,68,42,19,6,0,0,217
2143038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143039,0,3,18,5,4,0,0,0,0,30,0,0,12,3,0,0,0,0,0,18,0,0,3,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,6,3,0,3,0,0,0,19,21,40,92,53,33,17,0,3,4,269
2143040,0,0,11,3,5,0,0,0,0,20,0,0,9,10,0,0,0,0,0,17,0,0,7,12,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,13,6,15,62,51,21,10,3,0,0,172
2143041,0,0,0,3,4,3,0,0,0,17,0,0,5,5,13,0,0,0,0,23,0,0,0,3,7,0,0,0,0,9,0,0,0,7,3,0,0,0,0,10,0,0,0,6,6,3,0,0,0,17,0,0,0,3,3,0,0,0,0,6,0,0,3,4,4,0,0,0,0,14,30,9,13,72,44,27,12,4,0,216
2143042,0,0,0,12,5,4,0,0,0,18,0,0,3,4,11,5,0,0,0,26,0,0,5,10,8,0,0,0,0,19,0,0,3,6,3,0,0,0,0,15,0,0,0,4,7,7,0,0,0,24,0,0,0,7,4,0,0,0,0,12,4,5,0,3,4,3,0,0,0,19,50,29,31,81,76,41,21,0,3,336
2143043,0,0,21,11,4,0,0,0,0,40,0,5,9,10,4,3,0,0,0,36,0,0,20,19,9,0,0,0,0,48,0,0,3,4,0,0,0,0,0,15,0,0,9,4,5,4,0,0,0,24,0,0,0,3,0,0,0,0,0,9,3,0,3,0,0,3,5,0,0,16,22,10,116,76,48,25,32,3,0,340
2143101,0,0,28,17,3,3,0,0,0,52,0,0,8,6,0,0,0,0,0,22,0,0,6,10,8,0,0,0,0,20,0,0,3,4,0,0,0,0,0,5,0,0,3,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,9,3,0,0,0,0,38,22,35,195,119,60,29,14,4,0,486
2143102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143103,0,0,4,11,10,4,0,0,0,31,0,0,5,5,10,5,0,0,0,24,0,0,5,4,11,3,0,0,0,23,0,0,0,3,4,0,0,0,0,11,0,0,0,5,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,13,56,38,61,71,86,58,30,7,3,406
