UCL_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL222011,0,0,3,5,0,0,10,0,0,0,0,6,0,0,0,7,0,6,8,13,3,0,0,0,36,0,5,6,5,8,0,0,0,24,3,13,13,15,10,4,0,0,59,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,16,20,15,11,4,0,0,62,0,0,0,0,0,0,0,0,0,4,3,0,3,9,4,3,0,23,12,32,34,32,33,12,3,0,162
UCL222012,0,0,5,0,0,0,5,0,0,0,3,3,3,0,0,3,0,5,0,7,3,0,0,0,17,0,0,3,3,3,0,0,0,17,3,5,13,10,20,12,0,0,76,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,7,3,8,20,13,25,16,0,0,83,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,4,3,22,4,7,28,31,46,24,9,5,153
UCL222013,0,3,0,0,4,0,10,0,0,0,3,0,0,0,0,7,0,0,3,0,6,3,3,0,12,0,0,0,5,3,6,0,0,17,3,9,8,7,17,14,6,0,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,11,5,5,17,11,9,0,57,0,0,0,0,0,0,0,0,3,0,0,0,5,8,4,3,0,28,5,11,15,23,33,21,18,0,128
UCL222014,4,0,6,4,0,0,11,0,0,3,0,3,3,0,0,11,0,10,3,8,23,13,0,0,57,0,0,3,11,12,5,5,0,42,4,10,8,12,13,6,4,0,60,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,4,10,9,15,19,7,4,0,63,0,0,0,0,0,0,0,0,0,0,0,3,7,6,15,3,0,31,5,19,30,40,79,39,8,3,221
UCL222015,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,8,4,3,3,0,8,3,0,0,23,3,3,0,3,9,3,0,0,26,6,13,13,24,16,5,0,0,88,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,4,6,15,17,24,19,11,0,0,94,0,0,0,0,3,0,0,0,3,7,0,4,6,3,3,3,0,36,29,29,29,33,51,21,6,3,198
UCL222016,7,3,4,0,0,0,11,0,0,0,0,0,0,0,0,3,4,9,10,5,3,0,0,0,27,0,0,3,9,8,3,0,0,16,4,14,20,22,8,7,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,17,20,24,8,7,0,0,83,0,0,0,0,0,0,0,0,0,0,3,8,8,3,0,0,0,27,13,31,44,47,26,13,0,0,170
UCL222017,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,8,0,3,9,3,3,0,0,0,16,0,5,8,9,7,0,0,0,27,11,36,18,16,13,5,3,0,102,3,3,4,0,0,0,0,0,12,0,0,3,0,0,0,0,0,7,10,41,27,16,13,7,3,0,119,0,0,0,0,0,0,0,0,0,8,0,5,6,4,6,0,0,35,25,55,41,40,28,16,9,0,216
UCL222018,3,0,0,0,0,0,4,0,0,3,6,0,0,0,0,7,0,4,5,8,6,0,0,0,21,0,4,4,7,5,0,0,0,20,5,21,16,17,13,7,0,0,75,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,5,21,21,17,10,7,0,0,82,0,0,0,0,0,0,0,0,0,9,3,6,16,7,7,0,0,44,18,31,33,47,36,10,5,0,181
UCL222019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,0,0,0,10,3,14,4,3,12,11,0,0,42,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,12,4,6,8,11,0,0,51,0,0,0,0,0,0,0,0,3,0,4,0,12,8,13,3,0,47,14,22,14,18,22,25,8,0,120
UCL222020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,4,0,0,13,0,0,3,0,3,0,0,0,8,4,0,0,6,9,4,3,3,29,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,5,9,4,3,3,38,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,14,3,31,3,10,9,15,20,16,16,7,97
UCL222021,0,4,5,0,0,0,7,0,0,3,0,0,0,0,0,3,3,7,7,0,0,3,0,0,20,0,4,6,3,0,0,0,0,14,0,3,6,4,3,0,0,0,13,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,10,6,4,0,0,0,20,0,0,0,0,0,0,0,0,0,10,8,21,20,6,3,0,0,73,18,25,40,32,24,7,0,0,150
UCL222022,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,6,9,3,3,0,0,18,4,3,12,10,7,0,0,0,35,4,15,12,18,24,10,3,0,81,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,10,4,15,9,25,29,7,3,0,93,0,0,0,0,0,0,0,0,0,5,0,4,6,3,3,3,0,23,14,21,36,47,42,13,13,0,181
UCL222023,3,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,12,0,3,3,3,5,4,0,0,23,3,7,8,8,14,3,3,0,44,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,8,7,7,10,14,8,3,0,46,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,8,12,12,17,20,20,9,6,0,104
UCL222024,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,3,0,6,0,0,15,0,4,7,4,7,9,0,0,23,9,3,5,13,15,3,0,0,49,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,9,7,5,17,15,7,0,0,62,0,0,0,0,0,0,0,0,3,0,0,0,10,4,7,0,6,23,13,12,10,31,32,26,3,5,136
UCL222025,3,0,0,0,0,0,6,0,3,0,0,3,0,0,0,9,0,7,11,3,0,3,0,0,31,0,6,7,11,3,4,0,0,31,8,19,26,18,17,5,0,0,93,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,3,8,20,31,18,17,8,0,0,107,0,0,0,0,0,0,0,0,0,3,0,4,8,4,9,0,0,37,15,41,48,37,29,27,6,3,210
UCL222026,0,4,4,0,0,0,12,0,0,0,0,0,0,0,0,3,3,15,10,3,0,4,0,0,38,3,7,3,3,3,3,0,0,23,8,9,13,6,6,0,0,0,42,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,15,9,11,5,6,3,0,0,52,0,0,0,0,0,0,0,0,3,10,14,14,10,4,9,3,0,61,32,46,39,26,15,20,4,0,185
UCL222027,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,4,6,0,0,0,16,0,3,7,3,4,4,4,0,22,0,3,10,3,3,4,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,3,3,5,3,0,30,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,19,4,7,20,14,18,15,7,3,94
UCL222028,0,0,4,3,0,0,12,0,0,0,0,9,0,0,0,8,0,4,14,3,11,3,0,0,34,0,4,10,11,13,8,3,0,43,0,12,14,12,17,9,0,0,60,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,4,6,12,11,13,25,9,0,0,70,0,0,0,0,0,0,0,0,0,3,3,0,0,3,7,0,0,18,7,28,35,29,57,30,10,0,190
UCL222029,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,3,0,6,5,0,0,0,15,0,0,4,0,3,5,0,0,22,3,16,13,10,12,3,0,0,50,0,3,3,0,0,0,0,0,12,0,0,0,0,0,3,0,0,9,3,20,21,10,11,11,0,0,73,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,0,16,4,21,30,20,27,21,4,0,133
UCL222030,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4,0,9,4,3,0,19,0,0,3,9,6,3,0,0,25,0,3,12,19,14,23,8,0,86,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11,0,7,20,21,24,23,9,0,98,0,0,0,0,0,0,0,0,0,3,0,5,17,9,13,11,0,65,4,8,30,49,48,45,22,0,212
UCL222031,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,8,0,4,0,0,0,17,0,3,0,3,4,0,0,0,11,8,10,12,8,9,8,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,15,8,9,4,0,0,64,0,0,0,0,0,0,0,0,0,11,4,0,4,4,0,0,0,24,14,18,24,19,19,12,3,4,124
UCL222032,0,0,3,0,0,0,6,0,0,3,3,3,0,0,0,9,3,12,7,7,5,5,0,0,35,0,7,9,16,3,0,0,0,36,7,10,12,26,22,12,4,3,90,0,0,0,0,0,0,0,0,0,4,0,3,3,4,3,0,0,14,7,11,14,26,21,12,4,3,100,0,0,0,0,0,0,0,0,0,10,11,6,10,4,3,0,4,48,21,44,46,58,37,21,3,7,241
UCL222033,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,6,0,6,3,0,0,0,13,0,0,0,0,0,0,0,0,4,3,9,0,14,0,6,0,0,34,0,4,3,0,0,0,0,0,7,0,0,0,4,3,0,0,0,7,4,11,5,13,3,6,0,0,46,0,0,0,0,0,0,0,0,0,6,0,0,9,4,3,0,3,27,10,16,4,33,16,11,9,3,92
UCL222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,3,3,7,3,0,27,0,0,3,0,9,3,0,0,20,3,4,6,3,8,5,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,3,9,4,4,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,3,0,25,5,13,21,12,31,16,8,0,110
UCL222035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,5,0,0,10,3,0,3,3,8,3,0,0,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,7,3,0,0,35,0,0,0,0,0,0,0,0,3,3,3,4,7,9,8,3,3,33,9,5,17,13,19,15,3,7,89
UCL222036,3,0,0,3,5,0,10,0,3,0,0,3,0,0,0,8,6,12,11,5,5,4,3,0,44,0,6,9,3,9,3,0,0,28,3,5,9,3,5,4,0,0,39,0,0,0,3,4,0,0,0,3,0,0,0,0,0,3,0,0,3,3,5,9,5,7,10,0,0,41,0,0,0,0,0,0,0,0,7,3,3,3,4,4,3,0,0,24,10,28,33,30,28,23,5,0,164
UCL222037,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,8,0,3,7,4,6,0,0,0,21,0,0,6,0,5,7,0,0,22,0,4,12,11,13,7,0,0,46,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,16,8,12,8,0,0,52,0,0,0,0,0,0,0,0,6,3,4,0,7,0,11,5,0,25,6,11,30,22,30,27,7,4,139
UCL222038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,14,0,3,6,0,3,0,0,0,18,5,9,7,7,8,8,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,11,7,10,15,7,0,0,47,0,0,0,0,0,0,0,0,0,3,6,9,3,16,10,0,0,44,11,16,24,8,37,23,0,0,118
UCL222039,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,7,3,0,0,0,0,12,0,4,3,0,8,4,0,0,17,5,3,4,6,7,8,0,0,38,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,9,3,6,6,13,5,0,0,46,0,0,0,0,0,0,0,0,3,0,8,0,8,12,3,9,4,39,9,15,18,23,33,11,11,3,123
UCL222040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,5,0,0,0,11,4,3,0,5,6,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,5,0,3,0,28,0,0,0,0,0,0,0,0,0,10,4,6,8,3,4,3,3,41,16,10,12,17,17,15,3,3,86
UCL222041,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,15,0,0,0,5,3,0,0,0,11,0,13,7,10,6,7,3,0,44,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,17,7,5,5,7,3,0,45,0,0,0,0,0,0,0,0,0,3,0,0,4,3,5,3,0,19,7,21,15,27,18,14,6,0,103
UCL222042,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,3,4,0,3,5,0,0,17,0,0,7,3,0,0,4,0,19,3,3,12,7,8,5,3,0,46,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,4,4,16,11,9,8,3,0,53,0,0,0,0,0,0,0,0,0,5,0,0,7,3,3,0,0,20,10,14,30,31,17,15,4,0,109
UCL222043,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,8,0,3,5,5,3,4,0,0,18,0,3,3,3,10,8,0,0,27,3,20,16,11,19,7,5,0,82,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,4,3,20,19,20,17,8,5,0,88,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,11,3,31,38,33,34,24,3,0,158
UCL222044,0,0,4,3,0,0,6,0,0,4,0,3,0,0,0,9,0,7,3,6,4,3,3,0,30,0,0,5,4,8,4,3,3,29,0,7,20,10,12,7,7,0,63,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,10,0,10,19,17,14,7,6,0,75,0,0,0,0,0,0,0,0,0,3,7,3,3,5,5,8,4,36,7,20,42,28,45,23,15,10,186
UCL222045,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,3,5,6,3,3,0,0,20,0,0,4,7,3,3,0,0,18,4,12,14,8,12,8,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,16,8,12,4,0,3,52,0,0,0,0,0,0,0,0,0,8,3,4,3,11,4,3,3,36,8,19,32,23,26,16,0,6,134
UCL222046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,3,0,3,4,7,11,4,0,0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,4,13,12,6,0,0,40,0,0,0,0,0,0,0,0,0,4,0,3,5,14,9,8,3,46,5,5,10,22,27,19,11,3,98
UCL222047,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,9,3,0,10,3,0,26,0,6,0,3,10,5,0,0,26,11,17,14,22,11,9,0,0,82,0,4,0,0,0,0,0,0,7,0,3,0,5,3,0,0,0,11,11,22,15,26,16,9,0,0,98,0,0,0,0,0,0,0,0,0,6,4,5,7,11,9,5,4,41,12,34,29,40,36,28,7,3,202
UCL222048,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,6,0,4,5,5,4,5,3,0,19,0,0,4,3,3,12,0,0,20,4,8,13,13,24,9,3,0,70,0,0,0,0,0,0,0,0,11,0,0,0,3,3,3,0,0,11,9,14,14,13,27,11,3,0,88,0,0,0,0,0,0,0,0,3,3,4,3,0,9,9,7,0,38,6,18,26,26,52,35,12,4,183
UCL222049,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,14,0,0,0,3,0,0,3,0,9,0,6,4,10,10,3,3,0,42,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,4,0,6,7,11,14,3,3,0,56,0,0,0,0,0,0,0,0,0,3,3,3,8,11,3,3,4,46,4,15,9,34,34,14,13,7,127
UCL222050,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,4,7,0,0,0,0,0,18,0,4,9,8,6,0,0,0,28,9,11,16,13,12,4,0,0,63,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,14,11,18,16,13,5,0,0,78,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,20,18,22,32,32,29,16,4,0,144
UCL222051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,21,0,0,3,5,0,4,3,0,16,3,10,8,13,15,3,3,0,59,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,5,4,10,13,14,15,3,3,0,68,0,0,0,0,0,0,0,0,0,9,0,7,4,3,8,15,5,45,16,18,24,33,25,20,16,5,158
UCL222052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,14,0,3,3,3,7,6,0,0,15,0,0,3,7,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,4,0,22,0,3,20,19,14,14,4,0,83
UCL222053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,7,0,0,0,16,0,0,0,9,0,0,0,0,15,3,6,3,12,5,7,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,12,6,10,4,0,41,0,0,0,0,0,0,0,0,0,6,0,0,6,8,5,5,3,32,9,7,6,28,21,16,13,0,102
UCL222054,3,0,5,3,0,0,9,0,0,3,0,0,3,0,0,5,0,3,3,8,4,10,0,0,27,0,4,4,3,8,8,3,0,29,3,8,0,8,6,3,7,3,38,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,5,6,8,0,8,11,4,7,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,21,9,14,16,16,44,29,13,5,143
UCL222055,0,0,9,0,0,0,8,0,3,3,6,3,0,0,0,14,0,8,14,12,11,8,0,0,56,0,3,5,5,8,11,0,0,38,0,3,5,7,15,17,3,0,64,0,0,0,0,3,0,0,0,6,0,0,0,3,0,7,0,0,10,0,5,5,11,22,21,3,0,73,0,0,0,0,0,0,0,0,3,4,3,0,12,14,9,3,3,53,8,29,36,43,60,46,8,3,244
UCL222056,0,0,0,7,0,0,14,0,0,0,0,3,5,0,0,6,3,5,3,8,7,6,6,0,42,0,3,0,3,5,8,0,0,22,0,12,7,11,17,19,3,0,60,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,5,0,12,7,14,17,19,3,0,70,0,0,0,0,0,0,0,0,0,3,8,4,4,7,12,4,0,39,3,25,11,33,48,58,12,0,194
UCL222057,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,7,4,6,5,3,4,0,30,0,3,3,13,7,0,0,0,33,13,19,12,17,18,11,4,0,92,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,16,21,17,20,15,11,3,0,108,0,0,0,0,0,0,0,0,5,3,3,3,4,13,10,7,3,41,28,37,26,37,46,22,19,6,218
UCL222058,0,3,8,0,0,0,9,0,3,3,0,0,3,0,0,6,0,5,6,5,5,0,0,0,26,0,3,12,3,3,0,0,0,19,4,17,15,13,3,7,3,0,59,3,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,8,5,16,24,19,7,9,3,0,73,0,0,0,0,0,0,0,0,0,13,4,3,11,10,7,0,0,37,17,26,47,34,29,21,3,0,173
UCL222059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,0,8,0,6,6,4,4,0,0,0,27,8,13,17,14,8,9,0,0,67,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,6,8,16,15,13,12,8,0,0,82,0,0,0,0,0,0,0,0,3,3,4,0,9,5,3,4,0,32,13,28,29,27,27,22,3,0,152
UCL222060,0,3,7,0,0,0,6,0,0,3,0,4,0,0,0,8,0,6,4,0,7,3,0,0,19,0,0,12,6,4,3,0,0,24,3,7,5,9,11,3,6,0,43,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,9,12,9,9,3,6,0,53,0,0,0,0,0,0,0,0,3,0,0,6,0,0,8,0,0,21,6,22,33,20,26,20,12,0,136
UCL222061,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,3,5,5,0,0,10,0,0,3,0,9,3,0,3,24,3,3,7,4,16,14,3,0,56,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,3,7,10,6,21,14,3,0,64,0,0,0,0,0,0,0,0,4,0,3,0,0,11,14,11,13,59,6,10,21,10,45,40,16,10,164
UCL222062,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,4,3,3,0,0,0,18,9,3,3,0,3,3,0,0,23,0,6,7,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,8,4,0,0,0,0,24,0,0,0,0,0,0,0,0,7,11,19,14,8,10,4,0,0,70,30,46,42,16,14,6,3,0,153
UCL222063,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,3,0,0,6,5,0,0,0,0,14,0,5,3,7,5,3,0,0,25,4,8,3,18,11,4,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,14,14,4,0,0,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,8,18,19,32,17,16,0,0,116
UCL222064,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,3,0,3,0,0,0,25,0,0,0,0,3,0,0,0,9,4,4,0,6,3,0,0,0,19,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,5,9,0,6,3,0,3,0,27,3,0,0,0,0,0,0,0,3,14,29,12,4,3,0,0,0,61,21,56,15,17,12,3,3,0,124
UCL222065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,13,0,4,4,0,3,0,0,0,13,3,5,6,5,6,3,3,0,35,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,12,6,8,13,3,3,0,39,0,0,0,0,0,0,0,0,0,9,3,4,3,0,3,4,3,23,11,21,15,13,13,10,8,3,90
UCL222066,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,4,3,0,0,10,0,4,6,8,7,4,0,0,28,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,6,11,7,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,6,0,15,4,6,12,10,18,8,6,3,69
UCL222067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,3,3,0,0,0,12,0,3,4,3,0,0,0,0,10,6,5,14,12,3,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,14,16,3,3,0,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,9,11,13,27,27,12,4,0,0,95
UCL222068,0,0,3,0,0,0,9,0,0,7,5,3,0,0,0,12,0,0,8,15,11,10,0,0,47,0,3,3,7,6,4,0,3,26,3,8,9,11,14,0,0,0,48,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,9,9,12,14,0,0,0,55,0,0,0,0,3,0,0,0,3,4,0,0,0,6,9,13,27,62,4,15,27,42,42,21,16,32,209
UCL222069,0,4,3,0,0,0,8,0,0,0,4,3,0,0,0,12,0,6,5,8,5,10,4,0,40,0,3,0,12,11,9,4,0,44,5,11,9,11,25,10,3,7,73,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,5,5,15,11,9,25,13,4,7,83,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,0,28,3,27,19,32,50,45,21,13,216
UCL222070,3,0,0,0,0,0,6,0,0,0,5,3,3,0,0,14,4,9,16,17,14,0,0,0,51,0,3,9,11,0,3,0,0,31,4,10,16,17,16,0,3,0,72,0,0,0,3,0,0,0,0,6,0,3,0,3,0,3,0,0,13,11,10,18,24,12,8,5,0,87,0,0,0,3,0,0,0,0,3,5,7,8,6,3,6,3,0,37,16,35,52,59,40,21,8,0,234
UCL222071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,19,0,3,3,3,6,3,0,0,21,3,10,4,15,5,4,0,0,48,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,4,15,7,5,0,0,46,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,5,6,12,25,20,17,17,3,0,98
UCL222072,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,6,3,3,0,0,0,13,0,0,3,3,6,3,0,0,16,3,4,4,7,8,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,4,4,12,11,8,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,6,6,3,3,0,17,8,12,11,19,24,12,4,3,96
