UCL_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL222049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,0,0,0,21,0,0,0,0,0,0,0,0,7,9,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,6,9,11,3,3,0,0,0,31
UCL222050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,7,9,4,8,4,3,47,0,3,0,0,0,0,0,3,12,10,9,8,6,4,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9,12,14,8,8,9,3,3,57
UCL222051,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,5,8,11,6,6,4,0,40,0,0,0,0,0,0,0,0,5,15,10,6,6,4,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,14,6,4,6,0,0,29,0,0,0,0,0,0,0,0,3,18,6,4,6,0,0,29,11,28,15,14,11,4,0,86
UCL222052,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,4,5,0,0,0,22,0,0,0,0,0,0,0,0,9,6,4,7,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,7,18,7,5,3,0,0,45
UCL222053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,15,0,0,0,0,0,0,0,0,5,0,4,4,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,18,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,18,5,8,7,7,5,0,0,35
UCL222054,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,8,3,0,3,0,0,24,0,0,0,0,0,0,0,0,8,10,7,0,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,7,0,3,5,0,39
UCL222055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,10,11,9,9,7,3,0,0,41,0,0,0,0,0,0,0,0,16,13,11,7,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,11,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,10,18,18,9,9,5,3,0,61
UCL222056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,8,0,5,0,0,28,0,0,0,0,0,0,0,0,9,11,6,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,11,14,12,4,5,0,0,42
UCL222057,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,29,9,12,6,16,0,0,73,0,0,0,0,0,0,0,0,30,9,13,6,17,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,18,34,12,19,6,22,0,0,97
UCL222058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,21,15,8,5,0,0,63,0,0,0,0,0,0,0,0,17,21,17,10,5,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,9,3,0,0,35,0,0,0,0,0,0,0,0,0,13,3,9,7,0,0,35,20,31,16,16,10,0,0,101
UCL222059,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,3,0,0,7,9,18,19,4,3,3,0,59,0,0,0,0,0,0,0,0,19,24,19,9,9,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,20,29,15,8,8,8,0,85
UCL222060,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,20,17,9,0,4,0,0,44,0,0,0,0,0,0,0,0,23,17,7,0,6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,14,24,24,14,4,8,0,0,71
UCL222061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,8,10,3,0,0,35,0,0,0,0,0,0,0,0,11,10,8,10,3,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,19,11,12,10,7,7,4,0,52
UCL222062,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,9
UCL222063,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,8,6,4,0,5,0,0,21,0,0,0,0,0,0,0,0,12,8,7,6,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,14,11,7,5,4,0,0,39
UCL222064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,10,4,5,3,0,0,0,0,8
UCL222065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,3,7,0,0,22,0,0,0,0,0,0,0,0,16,3,0,3,7,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,15,16,8,3,6,13,0,0,43
UCL222066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,9,16,7,3,8,0,0,36,0,0,0,0,0,0,0,0,10,12,8,4,9,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,8,5,5,0,0,44
UCL222067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,13,4,11,3,0,53,0,0,0,0,0,0,0,0,13,8,13,4,14,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,8,13,16,19,8,19,0,0,64
UCL222068,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,10,5,3,5,5,0,0,29,0,0,0,0,0,0,0,0,10,10,4,5,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,3,3,0,0,0,4,3,3,4,4,0,0,0,13,11,14,8,7,8,0,0,49
UCL222069,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,12,7,0,4,3,3,0,35,0,0,0,0,0,0,0,0,16,9,4,4,4,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,8,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,4,0,4,3,0,24,16,14,8,7,13,4,0,71
UCL222070,0,0,0,3,0,0,0,10,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,9,25,43,13,11,13,4,0,118,0,0,0,0,0,0,0,3,32,51,19,15,17,10,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,37,50,22,15,18,8,0,151
UCL222071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,11,22,10,11,0,6,0,62,0,0,0,0,0,0,0,0,11,19,11,12,0,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,20,11,12,3,5,0,74
UCL222072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,0,12,3,0,39,0,0,0,0,0,0,0,0,7,12,7,0,10,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,13,6,7,12,3,0,48
UCL222073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3,3,6,0,0,24,0,0,0,0,0,0,0,0,6,13,3,6,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,10,13,3,6,6,0,0,31
UCL222074,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,3,0,3,0,0,35,0,0,0,0,0,0,0,0,16,10,7,0,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,4,3,3,0,0,34,0,0,0,0,0,0,0,4,12,16,4,6,5,0,0,44,23,24,11,5,13,0,0,75
UCL222075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,3,3,0,0,33,0,0,0,0,0,0,0,0,13,5,0,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,20,7,5,5,5,0,0,41
UCL222076,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,5,26,33,14,15,6,0,0,88,0,0,0,0,0,0,0,0,26,35,13,15,5,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,28,38,17,15,5,0,0,104
UCL222077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,3,3,7,10,3,0,25,0,0,0,0,0,0,0,0,4,9,6,4,16,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,9,6,4,19,3,0,41
UCL222078,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,10,11,3,0,0,69,0,0,0,0,0,0,0,0,21,22,12,11,8,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,8,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,18,21,27,15,15,10,0,0,89
UCL222079,0,0,0,0,0,0,0,0,3,10,3,0,3,0,0,15,0,0,3,0,0,0,0,3,19,10,8,11,5,0,0,52,0,0,0,0,0,0,0,0,17,22,14,11,10,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,22,23,17,14,13,3,0,79
UCL222080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,3,4,3,4,0,0,13
UCL222081,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,6,3,14,3,4,3,0,0,33,0,3,0,0,0,0,0,3,5,16,9,4,4,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,9,19,9,4,4,0,0,48
UCL222082,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,9,7,5,11,0,0,40,0,0,0,0,0,0,0,0,3,12,12,4,11,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,3,17,14,5,11,3,0,54
UCL222083,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,14,3,0,0,0,0,0,0,12,26,16,6,3,8,4,0,66,0,0,0,0,0,0,0,0,30,25,16,6,14,3,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,4,6,0,0,14,0,3,0,0,0,0,0,3,0,6,6,4,6,0,0,21,35,25,18,12,12,4,0,114
UCL222084,3,8,9,0,3,0,0,18,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,9,10,4,6,5,0,35,3,0,0,0,0,0,0,3,20,18,17,4,6,5,0,61,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,3,3,0,26,0,0,0,0,0,0,0,0,6,7,5,5,3,3,0,27,24,21,16,9,9,7,0,89
UCL222085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,13,0,3,3,3,7,0,0,21
UCL222086,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,10,22,8,3,3,0,0,58,0,0,0,0,0,0,0,0,16,29,11,7,3,3,0,67,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,17,15,28,17,14,6,3,0,83
UCL222087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,16,12,0,3,4,0,36,0,0,0,0,0,0,0,0,5,19,14,0,3,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,4,0,0,0,17,0,0,0,0,0,0,0,0,0,8,5,4,0,0,0,20,10,20,13,3,5,3,0,57
UCL222088,4,0,0,0,0,0,0,7,4,7,8,3,0,0,0,23,3,3,0,0,3,0,0,11,15,14,5,4,4,0,3,39,0,0,0,0,0,0,0,0,23,24,12,11,5,0,5,84,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,11,25,30,13,8,9,0,8,96
UCL222089,0,3,0,0,0,0,0,3,3,0,3,3,0,0,0,7,0,0,0,0,0,0,0,3,6,8,8,4,7,3,0,38,0,0,0,0,0,0,0,0,6,11,10,8,4,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,15,8,22,15,6,4,7,0,59
UCL222090,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,9,3,7,4,0,37,0,0,0,0,0,0,0,0,3,15,7,3,7,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,0,0,14,0,0,0,0,0,0,0,0,3,4,4,0,3,0,0,14,11,18,13,3,10,3,0,60
UCL222091,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,9,3,3,0,0,0,21,0,0,0,0,0,0,0,0,8,10,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,11,3,3,3,0,0,27
UCL222092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,4,0,3,0,0,20,0,0,0,0,0,0,0,4,9,13,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,5,9,9,3,4,3,0,0,34
UCL222093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,3,4,3,0,31,0,0,0,0,0,0,0,0,7,10,3,3,4,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,12,7,10,6,4,8,7,0,45
UCL222094,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,6,12,13,10,5,5,0,0,46,0,0,0,0,0,0,0,0,13,17,10,5,11,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,15,19,7,6,17,3,0,69
UCL222095,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,8,0,0,41,0,0,0,0,0,0,0,0,5,18,12,0,8,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,16,0,3,0,0,0,0,0,5,4,8,4,0,3,0,0,22,6,28,16,0,11,3,0,62
UCL222096,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,8,4,3,0,3,0,0,16,0,0,0,0,0,0,0,3,9,7,8,0,3,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,10,15,6,0,3,0,0,36
UCL222097,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,3,3,3,12,3,0,33,0,0,0,0,0,0,0,0,7,8,6,7,14,3,0,48,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,18,17,16,10,8,14,3,0,64
UCL222098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,14,20,9,10,18,3,0,67,0,0,0,0,0,0,0,0,15,21,11,10,15,3,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,16,19,27,8,9,17,3,0,90
UCL222099,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,5,3,6,0,0,43,0,0,0,0,0,0,0,0,14,15,6,3,6,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,4,0,0,18,0,0,0,0,0,0,0,0,10,3,0,0,4,0,0,22,20,22,5,5,8,0,0,71
UCL222100,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,7,3,0,0,0,0,10,20,24,9,6,6,4,0,78,0,0,0,0,0,0,0,0,28,31,12,4,9,4,0,95,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,10,0,4,0,0,0,15,0,0,3,0,0,0,0,6,9,11,7,12,0,0,0,31,33,41,16,16,10,4,0,129
UCL222101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,3,0,0,19,0,0,0,0,0,0,0,0,3,10,3,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,4,12,3,3,3,3,0,32
UCL222102,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,3,7,3,0,22,0,0,0,0,0,0,0,0,9,9,3,3,7,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,6,8,5,6,3,0,38
UCL222103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,12,4,4,4,0,56,0,0,0,0,0,0,0,0,21,12,12,4,4,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,17,17,12,4,11,4,0,63
UCL222104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,11,16,9,4,0,80,0,0,0,0,0,0,0,0,20,18,11,16,8,4,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,5,4,6,0,0,28,0,0,0,0,0,0,0,0,5,3,8,4,5,0,0,34,31,25,17,22,20,9,0,114
UCL222105,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,16,11,10,3,3,0,53,0,0,0,0,0,0,0,0,11,16,11,10,4,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,11,15,11,10,9,8,0,62
