UCL_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL221065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,88,202,0,3,4,3,0,3,0,0,0,0,0,0,3,0,3,0,3,4,123,98,219,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,12,12,26,0,3,4,140,113,256
UCL221066,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,87,68,152,11,9,19,0,0,0,0,0,0,0,0,0,0,0,0,8,9,14,112,80,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,11,17,25,0,0,4,124,103,230
UCL221067,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,130,108,234,10,4,13,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,141,115,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,29,15,20,40,0,0,7,173,155,328
UCL221068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,107,237,3,0,3,3,0,3,0,0,0,0,0,0,6,0,6,16,21,37,161,133,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,24,29,49,0,0,7,193,169,363
UCL221069,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,314,285,597,18,16,34,18,0,18,0,0,0,0,0,0,5,0,5,3,5,4,359,304,668,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,11,5,10,4,0,3,0,0,0,0,0,0,4,0,3,6,16,22,37,61,93,3,3,3,418,387,806
UCL221070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,108,228,5,5,12,5,0,5,0,0,0,0,0,0,0,0,0,11,12,24,146,126,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,16,27,47,3,0,3,167,166,329
UCL221071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,73,177,3,3,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,108,78,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,17,28,48,0,0,0,132,114,243
UCL221072,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,90,76,165,3,3,8,5,0,5,0,0,0,0,0,0,0,0,0,8,12,19,104,98,202,0,0,0,0,0,0,0,0,0,3,5,7,0,3,5,0,0,0,3,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,9,15,0,3,4,0,0,0,0,0,0,0,3,4,12,13,25,12,24,42,3,0,4,146,152,292
UCL221073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,87,163,4,0,6,4,0,4,0,0,0,0,0,0,3,3,5,0,0,3,96,90,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,13,27,46,3,0,5,125,133,262
UCL221074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,52,127,0,3,5,3,0,3,0,0,0,0,0,0,0,4,4,3,3,4,84,64,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,24,12,28,42,0,0,0,109,107,215
UCL221075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,73,153,8,7,12,4,0,3,0,0,0,0,3,3,0,0,0,5,10,13,99,91,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,22,30,0,0,0,116,119,230
UCL221076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,85,188,10,0,11,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,124,83,209,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,4,3,0,4,9,9,12,22,3,0,4,139,106,243
UCL221077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,99,0,3,7,3,0,3,0,0,0,0,0,0,7,0,9,4,12,14,73,64,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,7,11,22,3,0,3,83,81,163
UCL221078,3,0,5,0,0,4,3,0,3,0,0,0,0,0,0,97,77,173,5,7,11,4,0,4,0,0,0,0,0,0,3,0,3,0,3,3,118,88,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,7,18,24,0,0,3,131,112,242
UCL221079,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,147,151,299,15,8,16,4,0,4,0,0,0,4,0,4,3,0,3,4,0,9,186,162,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,13,18,27,32,53,3,5,8,224,203,426
UCL221080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,44,119,3,5,8,3,0,3,0,0,0,3,0,3,0,0,0,21,26,46,97,79,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,15,0,3,3,104,93,194
UCL221081,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,141,153,293,7,8,15,5,0,5,0,0,0,0,0,0,3,0,3,16,9,26,165,172,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,17,30,16,40,56,3,0,3,200,229,429
UCL221082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,89,191,4,3,6,7,0,7,0,0,0,0,0,0,0,0,0,6,4,8,119,102,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,15,20,34,3,0,0,136,127,265
UCL222001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,50,122,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,57,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,11,20,0,3,3,80,77,156
UCL222002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,48,116,0,3,3,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,74,58,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,16,28,4,7,18,0,0,0,92,80,178
UCL222003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,37,85,0,0,3,3,0,4,0,0,0,0,0,0,0,3,4,4,6,9,60,43,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,7,14,0,0,0,67,60,127
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,5,10,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,4,15
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,45,33,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,7,0,0,0,53,40,87
UCL222006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,65,127,3,5,11,0,0,0,0,0,0,0,0,0,0,0,3,8,3,7,77,75,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,11,12,23,0,0,0,88,89,177
UCL222007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,58,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,35,34,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,5,10,3,0,3,49,38,89
UCL222008,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,41,38,81,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,49,46,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,6,0,0,0,0,0,0,6,0,6,0,3,3,4,15,25,0,0,0,58,69,125
UCL222009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,30,76,0,0,3,0,0,0,0,0,0,0,0,3,4,0,4,11,3,11,61,41,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,16,3,0,4,72,57,123
UCL222010,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,70,61,134,6,3,6,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,86,63,151,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,12,19,0,0,0,86,89,176
UCL222011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,55,133,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,78,66,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,3,14,14,0,0,0,89,88,175
UCL222012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,48,109,0,3,4,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,68,49,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,5,7,13,0,0,0,76,71,147
UCL222013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,27,69,7,0,7,3,0,3,0,0,0,0,0,4,0,0,0,0,3,4,50,30,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,3,0,10,0,0,0,60,41,98
UCL222014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,46,118,3,3,10,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,85,54,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,11,17,11,14,23,0,0,0,103,78,187
UCL222015,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,86,77,164,0,3,8,3,0,3,0,0,0,0,0,0,0,0,0,15,0,20,105,88,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,9,17,12,14,24,0,3,3,133,115,247
UCL222016,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,83,59,143,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93,65,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,3,14,17,32,0,0,3,112,88,199
UCL222017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,71,145,3,9,15,3,0,3,0,0,0,0,0,0,0,0,0,0,3,4,93,79,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,11,24,30,0,3,5,107,104,218
UCL222018,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,68,61,134,4,3,7,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,84,68,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,6,9,17,0,0,0,93,83,177
UCL222019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,57,0,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,3,4,42,30,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,7,0,0,0,46,41,84
UCL222020,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,30,17,45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,34,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,10,3,0,3,44,35,72
UCL222021,0,0,0,4,10,16,0,0,0,0,0,0,0,0,0,16,13,32,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,10,9,22,36,34,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,3,5,6,0,0,0,47,41,95
UCL222022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,58,135,3,3,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,86,65,149,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,3,8,14,0,3,3,99,88,188
UCL222023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,70,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,38,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,17,21,0,0,0,53,54,109
UCL222024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,32,77,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,48,41,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,4,0,3,3,50,48,105
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,66,141,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,68,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,23,32,0,0,0,102,96,199
UCL222026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,11,0,0,0,0,0,0,0,0,0,0,0,0,24,9,36,43,32,71,76,42,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,18,9,7,18,0,0,0,95,57,151
UCL222027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,48,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,31,28,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,6,10,0,3,3,39,39,76
UCL222028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,112,0,3,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,66,58,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,14,18,0,0,0,76,75,152
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,55,103,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,59,54,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,9,14,0,0,0,77,68,147
UCL222030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,41,69,0,3,5,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,43,41,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,23,0,3,3,49,57,110
UCL222031,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,52,38,86,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,39,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,7,10,15,0,0,0,64,56,118
UCL222032,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,68,61,127,4,8,12,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,84,73,153,0,0,0,0,0,0,0,0,0,3,0,7,0,3,3,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,11,13,22,4,7,8,100,94,196
UCL222033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,34,25,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,7,4,0,0,0,33,38,70
UCL222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,31,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,4,8,4,11,10,0,0,0,39,37,75
UCL222035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,72,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,42,39,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,12,17,0,4,3,49,50,104
UCL222036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,38,79,0,0,3,0,0,0,0,0,0,3,0,3,3,5,8,13,14,28,61,61,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,22,13,9,24,0,0,0,81,81,162
UCL222037,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,22,28,53,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,6,7,15,42,42,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,15,7,25,3,0,0,64,56,122
