SA2_MAINCODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
202021030,..,16,31,12,17,10,12,4,0,101,..,5,14,34,72,129,142,100,58,542,3,25,19,6,13,9,16,8,3,102,782,425,397,580,700,651,536,250,93,4408,..,11,268,669,738,737,644,243,48,3359,..,51,175,197,183,111,71,10,0,793,..,15,28,88,117,68,23,19,10,371,1540,..,..,..,..,..,..,..,..,1540,..,392,..,..,..,..,..,..,..,392,..,276,116,45,37,12,3,0,0,486,..,18,20,11,7,31,26,19,7,149,..,14,18,6,10,8,7,4,3,62,..,44,69,26,29,30,16,7,0,226,..,12,43,75,136,215,241,156,81,966,15,32,39,18,25,19,28,8,3,201,1557,864,775,1129,1285,1233,1073,469,160,8541
202021031,..,4,6,0,4,8,3,0,0,35,..,3,8,15,27,85,88,49,22,289,12,10,11,3,6,7,11,4,3,65,672,312,211,499,539,450,350,128,44,3213,..,3,148,604,699,552,439,144,23,2613,..,20,83,161,134,84,27,3,0,513,..,3,15,54,78,45,17,11,6,239,1318,..,..,..,..,..,..,..,..,1318,..,364,..,..,..,..,..,..,..,364,..,189,96,35,17,13,0,0,0,354,..,25,13,0,0,11,20,10,8,83,..,8,8,7,3,5,3,0,0,35,..,13,15,6,10,20,4,0,0,71,..,9,24,28,71,137,144,69,20,499,9,23,25,12,10,17,16,3,3,122,1329,658,424,900,1023,883,675,246,67,6209
202031032,..,0,0,3,9,11,6,0,0,34,..,5,4,6,18,38,31,41,13,161,4,16,10,0,9,3,0,3,3,39,365,213,167,246,334,320,197,90,33,1974,..,4,136,297,437,433,292,84,25,1711,..,22,60,79,79,59,21,9,0,323,..,3,20,38,38,27,10,5,4,149,759,..,..,..,..,..,..,..,..,759,..,213,..,..,..,..,..,..,..,213,..,137,48,27,15,3,0,0,0,231,..,10,3,3,5,7,10,3,9,52,..,15,3,4,6,4,0,0,0,31,..,7,10,5,13,22,18,3,0,66,..,11,15,22,55,98,94,68,24,384,7,21,13,5,11,13,4,3,3,87,770,434,305,478,664,665,446,179,57,3995
202031033,..,12,3,4,17,17,16,4,0,74,..,3,9,8,47,72,92,112,49,397,10,23,12,8,17,19,13,6,3,114,510,270,208,289,452,521,409,249,88,2998,..,7,163,376,485,675,538,247,43,2533,..,32,89,75,77,91,30,10,3,411,..,12,18,36,65,36,25,20,22,231,987,..,..,..,..,..,..,..,..,987,..,241,..,..,..,..,..,..,..,241,..,137,58,34,32,23,3,0,0,283,..,12,3,3,14,12,16,13,8,84,..,10,3,3,5,5,6,0,0,30,..,18,14,10,32,36,34,15,4,166,..,18,44,55,125,214,233,174,79,954,23,34,22,15,38,48,34,13,5,227,1012,526,424,604,874,1138,926,487,168,6147
203011034,..,8,12,3,0,3,0,3,0,29,..,0,13,5,8,22,29,21,22,114,0,6,3,0,7,6,0,3,4,30,766,319,384,485,409,295,181,81,35,2939,..,22,388,695,600,414,288,105,15,2524,..,52,162,130,71,43,17,0,0,479,..,6,20,57,51,25,0,9,3,178,1591,..,..,..,..,..,..,..,..,1591,..,344,..,..,..,..,..,..,..,344,..,218,61,14,13,9,0,0,0,316,..,26,3,5,7,12,14,5,8,79,..,10,8,3,3,10,0,0,0,39,..,12,17,6,0,9,10,4,0,54,..,8,34,24,34,40,47,27,27,244,3,12,4,6,13,8,3,5,4,60,1592,710,703,947,792,578,382,155,48,5916
203011035,..,3,7,3,7,11,9,0,0,37,..,3,12,15,17,47,46,25,13,182,8,14,4,3,10,7,4,3,0,60,702,313,335,457,522,431,283,94,29,3157,..,0,290,575,709,630,422,111,8,2754,..,28,128,163,118,65,23,3,0,523,..,3,24,51,63,29,23,11,3,217,1407,..,..,..,..,..,..,..,..,1407,..,320,..,..,..,..,..,..,..,320,..,250,98,40,25,11,0,0,0,425,..,5,4,0,11,11,8,7,4,60,..,12,13,3,7,5,3,0,0,52,..,3,16,7,20,18,16,5,0,80,..,7,24,42,66,124,103,49,18,435,18,28,20,17,19,13,11,4,0,124,1422,663,613,901,1044,915,608,194,42,6390
203011036,..,5,8,7,6,7,7,0,0,38,..,0,16,8,19,52,43,36,16,186,4,16,8,3,3,8,5,0,3,51,510,253,218,357,416,411,277,110,34,2588,..,8,149,442,552,561,420,144,27,2299,..,23,91,102,97,74,26,7,0,415,..,4,15,44,57,38,17,8,3,181,1021,..,..,..,..,..,..,..,..,1021,..,285,..,..,..,..,..,..,..,285,..,184,93,37,12,9,0,0,0,332,..,15,7,3,6,9,15,5,12,69,..,10,8,5,5,3,0,0,0,44,..,12,12,7,14,13,18,0,0,78,..,10,27,23,60,110,83,59,29,394,10,35,18,8,6,14,11,7,3,108,1025,585,424,664,814,833,585,234,69,5228
203021037,..,142,94,3,15,18,12,8,0,291,..,30,109,94,83,201,267,205,165,1150,15,41,18,12,13,9,20,10,9,154,1088,788,1033,837,802,719,668,463,248,6648,..,26,738,904,782,741,682,417,137,4425,..,141,471,199,133,78,40,11,0,1078,..,13,61,179,217,106,28,36,28,662,2188,..,..,..,..,..,..,..,..,2188,..,594,..,..,..,..,..,..,..,594,..,304,160,54,49,28,3,0,0,602,..,81,42,18,12,24,16,12,8,217,..,38,37,8,9,11,0,0,0,98,..,337,260,23,41,24,23,13,3,727,..,64,222,195,253,350,363,266,218,1941,30,76,62,34,19,34,26,19,7,305,2221,1675,2053,1610,1525,1392,1193,770,403,12829
203021038,..,77,66,26,47,53,29,14,0,308,..,57,124,116,221,333,303,273,124,1544,62,71,34,24,27,34,38,16,6,313,2295,1744,1628,1470,1641,1508,1104,665,224,12279,..,85,908,1108,1403,1533,1153,556,94,6846,..,283,531,397,287,166,69,11,3,1746,..,140,395,508,478,239,131,99,51,2039,4571,..,..,..,..,..,..,..,..,4571,..,1213,..,..,..,..,..,..,..,1213,..,1043,531,254,159,61,6,0,0,2056,..,203,84,52,78,94,86,61,19,680,..,115,82,40,42,15,10,0,0,304,..,169,187,94,109,105,71,20,3,759,..,112,285,314,534,658,532,406,185,3019,141,135,107,79,61,62,53,25,14,669,4707,3503,3120,2837,3138,2932,2110,1190,363,23897
203021039,..,187,124,31,22,27,5,3,0,397,..,56,108,99,156,232,210,161,97,1120,13,43,33,11,13,26,11,17,0,176,784,758,941,730,828,849,527,326,131,5876,..,35,553,741,796,809,522,234,45,3730,..,130,417,205,156,115,41,9,0,1075,..,28,55,98,148,97,33,33,21,511,1623,..,..,..,..,..,..,..,..,1623,..,474,..,..,..,..,..,..,..,474,..,234,148,56,43,24,7,0,0,510,..,49,51,16,21,28,18,17,4,210,..,38,50,6,3,3,3,0,0,102,..,339,269,60,43,44,17,12,0,792,..,91,193,203,299,422,320,225,131,1894,30,85,92,38,43,45,24,18,3,370,1648,1501,1834,1425,1552,1584,984,551,206,11284
203021040,..,193,126,21,40,24,19,3,0,427,..,82,193,139,155,279,253,257,160,1525,13,44,43,14,20,19,20,7,13,189,1631,1199,1511,1292,1234,1074,713,542,262,9469,..,53,1055,1441,1284,1054,773,438,125,6217,..,193,620,330,245,144,37,4,0,1577,..,12,81,201,262,136,50,53,42,834,3186,..,..,..,..,..,..,..,..,3186,..,849,..,..,..,..,..,..,..,849,..,451,251,93,61,50,10,0,0,918,..,122,68,17,17,35,26,30,15,325,..,51,58,12,16,3,0,0,0,142,..,364,326,63,72,54,31,9,0,921,..,127,356,300,393,532,410,342,210,2684,38,70,92,39,42,34,25,15,19,386,3226,2302,2917,2495,2391,2045,1360,899,414,18041
203021041,..,286,112,12,17,6,12,5,0,453,..,27,86,91,97,220,267,249,233,1274,35,67,42,20,13,29,21,15,9,242,1985,1511,1586,1477,1316,1214,993,588,345,11009,..,46,1215,1835,1596,1494,1265,619,173,8252,..,292,754,336,214,88,50,3,0,1741,..,23,88,252,299,129,47,40,30,903,4048,..,..,..,..,..,..,..,..,4048,..,1086,..,..,..,..,..,..,..,1086,..,667,326,110,56,39,3,0,0,1204,..,124,86,13,24,39,27,19,12,349,..,124,76,15,8,3,0,0,0,230,..,618,287,43,39,22,15,9,0,1038,..,60,188,195,220,316,367,331,303,1970,76,110,80,49,33,43,22,25,13,449,4126,3143,3102,2853,2491,2175,1800,1049,534,21269
203021042,..,253,77,11,7,9,7,3,3,360,..,25,81,59,91,172,220,220,125,989,33,62,33,8,13,21,24,13,6,202,1933,1386,1055,1383,1452,1274,940,559,198,10182,..,17,860,1939,2032,1855,1297,636,143,8778,..,115,388,228,203,132,48,16,0,1131,..,4,53,159,202,108,29,33,14,602,3958,..,..,..,..,..,..,..,..,3958,..,1330,..,..,..,..,..,..,..,1330,..,528,304,74,52,14,3,0,0,987,..,95,43,14,8,19,27,21,7,229,..,88,55,10,7,4,0,0,0,163,..,551,251,30,20,28,7,5,3,898,..,71,158,128,182,275,321,285,153,1574,49,114,58,23,18,32,37,12,14,358,4011,2918,2168,2607,2727,2464,1777,1005,342,20025
203021043,..,9,19,11,18,12,13,0,0,87,..,10,44,47,67,113,123,110,61,582,29,42,23,9,16,21,19,9,3,171,1666,991,1076,1192,1169,915,652,308,119,8083,..,26,866,1490,1474,1261,891,330,64,6399,..,167,464,319,236,121,44,9,0,1365,..,21,104,184,219,91,31,28,21,693,3318,..,..,..,..,..,..,..,..,3318,..,932,..,..,..,..,..,..,..,932,..,641,296,91,54,10,9,0,0,1107,..,63,39,17,26,38,38,28,22,274,..,48,38,16,21,18,3,0,0,148,..,27,56,31,38,38,15,5,0,220,..,24,111,122,175,218,222,148,80,1096,46,92,43,32,28,36,24,14,3,321,3365,2051,2021,2292,2280,1829,1286,559,188,15870
203021044,..,16,25,7,3,20,9,3,0,89,..,10,50,53,53,115,147,113,50,588,18,29,23,7,7,10,9,6,0,113,1196,721,882,816,793,707,614,313,92,6126,..,26,774,968,951,865,803,388,87,4850,..,113,375,196,141,96,41,16,3,981,..,23,79,131,177,70,35,13,8,542,2404,..,..,..,..,..,..,..,..,2404,..,662,..,..,..,..,..,..,..,662,..,414,163,62,37,22,0,0,0,689,..,51,28,7,23,27,14,14,8,171,..,33,24,13,8,9,0,0,0,86,..,36,53,12,26,21,23,11,0,181,..,28,125,97,130,182,227,156,72,1016,37,55,56,23,12,17,15,19,3,229,2439,1427,1671,1514,1502,1306,1155,618,184,11822
203021045,..,75,50,9,25,34,22,7,0,223,..,28,67,78,118,216,273,245,126,1148,19,35,21,9,28,34,26,9,4,185,1006,854,802,778,993,968,820,535,200,6954,..,26,446,714,877,973,827,493,110,4478,..,169,333,174,182,127,33,18,4,1047,..,36,128,198,274,120,73,43,31,897,2092,..,..,..,..,..,..,..,..,2092,..,561,..,..,..,..,..,..,..,561,..,535,257,125,84,33,8,0,0,1041,..,75,51,19,36,48,40,19,12,298,..,44,31,17,17,12,3,3,0,127,..,149,107,34,64,46,35,15,0,439,..,61,149,179,298,381,406,323,181,1980,40,73,59,33,45,51,38,13,6,355,2132,1730,1557,1487,1882,1790,1465,928,345,13319
203021046,..,53,58,8,8,4,0,7,0,143,..,24,55,58,84,130,130,110,83,672,14,23,22,7,6,8,13,3,6,104,881,586,543,629,714,633,443,240,126,4795,..,11,344,811,867,794,533,251,71,3687,..,69,247,121,102,52,21,4,0,623,..,5,22,71,114,81,20,10,13,329,1787,..,..,..,..,..,..,..,..,1787,..,626,..,..,..,..,..,..,..,626,..,197,130,24,15,9,0,0,0,385,..,36,16,4,5,24,15,8,10,122,..,18,13,3,3,3,3,0,0,41,..,112,137,26,21,12,3,12,3,319,..,39,113,119,163,220,189,130,118,1092,19,39,42,17,19,24,16,5,3,186,1807,1156,1060,1203,1312,1217,811,418,222,9194
203021047,..,56,48,15,23,27,12,11,3,188,..,24,61,63,106,153,239,200,112,949,15,33,28,20,15,19,20,10,4,155,1119,788,905,830,860,850,824,483,191,6847,..,37,637,867,872,918,945,496,104,4875,..,127,364,201,150,77,45,6,0,971,..,26,99,178,192,124,56,53,36,761,2213,..,..,..,..,..,..,..,..,2213,..,631,..,..,..,..,..,..,..,631,..,408,310,140,80,44,7,0,0,985,..,69,51,17,28,33,28,21,15,268,..,53,24,14,14,10,0,0,0,111,..,122,137,46,41,36,34,10,3,433,..,47,165,168,244,305,351,288,136,1708,40,45,55,49,31,26,33,17,7,308,2252,1564,1849,1674,1653,1569,1506,896,304,13264
203031048,..,12,8,8,16,21,15,4,3,91,..,7,41,40,71,138,195,197,101,779,25,29,23,6,11,14,23,20,5,154,1097,646,635,740,898,956,799,497,164,6428,..,20,479,852,1040,1198,1031,560,104,5271,..,76,238,209,169,107,58,13,0,870,..,20,75,154,161,95,26,19,24,577,2220,..,..,..,..,..,..,..,..,2220,..,645,..,..,..,..,..,..,..,645,..,439,202,62,35,23,9,0,0,765,..,28,22,11,18,27,23,20,8,154,..,36,23,6,16,4,3,0,0,87,..,27,31,16,21,40,25,13,3,184,..,23,74,85,144,239,280,268,129,1244,54,61,31,22,22,31,30,30,11,290,2275,1360,1183,1425,1620,1765,1485,924,279,12313
203031049,..,8,12,4,4,9,7,0,0,36,..,3,11,17,27,78,77,58,43,318,4,7,13,6,19,23,15,7,4,93,294,162,181,234,314,396,314,164,66,2130,..,6,85,230,334,429,424,179,32,1719,..,21,118,92,100,80,25,7,0,435,..,4,8,26,56,28,10,13,7,148,647,..,..,..,..,..,..,..,..,647,..,182,..,..,..,..,..,..,..,182,..,87,51,19,4,8,0,0,0,167,..,12,8,0,4,7,9,5,3,48,..,3,5,8,0,3,3,3,0,30,..,11,29,13,9,11,6,0,0,83,..,10,26,46,76,174,116,89,59,593,13,24,23,17,23,40,37,10,4,185,659,352,356,450,617,778,623,297,104,4241
203031050,..,41,55,17,23,19,23,3,3,190,..,20,58,74,138,219,276,174,122,1086,24,38,29,16,14,45,38,14,3,232,2305,1000,1250,1620,1512,1456,1060,473,186,10869,..,11,1064,2063,1787,1893,1377,516,94,8807,..,123,540,431,302,203,84,18,0,1711,..,16,79,216,263,136,31,24,28,797,4755,..,..,..,..,..,..,..,..,4755,..,1085,..,..,..,..,..,..,..,1085,..,572,262,79,40,31,4,0,0,988,..,49,42,17,12,38,33,26,13,230,..,39,38,17,11,4,0,0,0,112,..,85,104,38,45,46,41,7,3,375,..,57,122,171,266,395,401,240,165,1819,50,86,73,48,29,70,53,30,5,463,4805,2126,2334,3081,2753,2820,2029,873,319,21148
203031051,..,10,9,5,22,15,24,3,0,99,..,6,14,20,57,114,166,125,67,565,7,16,9,13,6,21,23,7,3,111,411,214,202,298,419,655,712,307,124,3350,..,6,107,285,406,759,895,347,88,2890,..,23,77,81,99,108,61,17,6,463,..,3,39,51,81,29,24,16,14,269,823,..,..,..,..,..,..,..,..,823,..,197,..,..,..,..,..,..,..,197,..,155,68,42,37,18,3,0,0,324,..,11,10,3,13,10,15,10,8,92,..,10,7,7,3,0,3,0,3,36,..,21,22,12,38,29,35,10,0,175,..,23,33,59,127,220,278,202,102,1050,17,31,10,18,18,48,40,22,10,222,840,495,379,554,823,1221,1359,626,234,6541
203031052,..,0,4,3,3,10,3,0,0,18,..,0,6,3,27,54,100,91,66,357,6,11,3,6,7,17,17,4,3,71,239,130,102,161,233,304,385,228,98,1880,..,0,63,172,268,370,481,273,49,1675,..,4,44,48,43,39,20,4,0,212,..,0,4,22,41,18,9,12,9,112,485,..,..,..,..,..,..,..,..,485,..,157,..,..,..,..,..,..,..,157,..,69,40,10,6,13,3,0,0,140,..,8,0,0,6,6,3,0,4,22,..,10,4,3,0,0,0,0,0,20,..,0,6,11,6,11,6,3,0,44,..,7,10,24,44,93,157,113,83,534,10,17,10,10,10,28,30,8,3,127,487,269,187,308,421,573,710,408,153,3511
203031053,..,42,106,13,20,20,3,3,0,216,..,14,43,60,64,147,157,125,62,677,21,32,37,14,19,22,25,14,4,189,1909,784,1034,1370,1238,1037,738,331,112,8553,..,7,745,1860,1637,1324,1017,377,69,7044,..,53,429,383,254,169,57,7,0,1357,..,0,39,129,183,94,31,9,13,510,3944,..,..,..,..,..,..,..,..,3944,..,938,..,..,..,..,..,..,..,938,..,362,216,44,33,12,3,0,0,666,..,50,32,10,10,15,27,19,12,176,..,33,46,12,15,10,3,0,0,119,..,109,214,52,33,46,13,8,3,476,..,30,86,141,157,261,251,151,79,1153,40,69,77,37,50,55,38,19,3,391,3980,1651,1882,2674,2379,1983,1446,597,185,16778
204011054,..,12,8,7,11,16,8,0,0,70,..,7,8,12,40,91,101,86,55,406,5,12,14,7,18,12,15,14,6,92,395,206,229,286,383,478,438,222,81,2716,..,0,157,307,407,543,582,224,44,2272,..,51,124,120,109,97,41,6,0,555,..,6,12,33,49,31,10,20,7,168,757,..,..,..,..,..,..,..,..,757,..,140,..,..,..,..,..,..,..,140,..,129,52,26,15,12,3,0,0,241,..,21,3,0,4,19,20,5,9,74,..,15,13,0,3,0,0,0,0,29,..,21,26,7,25,29,28,7,0,137,..,14,46,59,109,204,222,144,76,870,16,29,24,18,28,29,32,17,10,202,776,431,458,568,755,963,947,416,145,5454
204011055,..,10,10,3,15,17,8,0,0,60,..,12,20,23,46,88,111,107,65,467,14,11,8,10,6,23,15,13,3,91,420,201,218,284,401,527,453,246,95,2841,..,3,142,253,400,620,564,251,42,2282,..,27,100,97,78,70,47,12,5,435,..,10,24,64,83,28,21,8,9,254,844,..,..,..,..,..,..,..,..,844,..,188,..,..,..,..,..,..,..,188,..,124,57,21,27,13,0,0,0,250,..,19,7,3,11,14,22,16,7,95,..,6,14,0,3,8,0,3,0,38,..,18,18,4,28,31,16,3,0,123,..,18,44,52,105,190,223,167,90,888,19,27,15,18,21,32,30,19,7,187,864,448,424,511,759,1010,922,483,159,5582
204011056,..,16,28,5,16,13,9,3,0,96,..,18,48,39,78,124,164,131,41,647,13,37,15,13,22,12,19,0,0,127,1251,787,730,832,981,753,637,326,94,6387,..,24,511,916,1089,942,761,336,66,4650,..,136,324,259,256,119,52,11,3,1146,..,13,91,153,210,87,39,24,22,643,2604,..,..,..,..,..,..,..,..,2604,..,685,..,..,..,..,..,..,..,685,..,506,210,55,32,24,8,0,0,838,..,63,31,12,17,30,39,33,13,248,..,44,33,5,9,17,3,3,0,115,..,40,70,20,40,32,24,8,0,233,..,28,103,96,171,254,260,184,58,1155,39,70,42,22,27,26,28,8,0,263,2645,1613,1417,1541,1859,1530,1215,607,163,12580
204011057,..,23,11,0,9,22,5,4,0,82,..,11,29,27,56,98,128,99,51,491,6,8,18,8,9,23,29,13,4,109,651,274,310,444,511,619,538,243,86,3675,..,7,202,475,544,743,669,242,46,2926,..,55,155,131,136,100,75,12,3,675,..,4,17,83,83,39,16,17,8,266,1302,..,..,..,..,..,..,..,..,1302,..,238,..,..,..,..,..,..,..,238,..,163,66,27,20,16,0,0,0,290,..,11,8,3,13,20,16,10,16,88,..,12,9,3,7,3,7,0,0,45,..,44,36,8,20,34,18,12,0,172,..,24,62,77,157,224,254,156,71,1024,29,32,30,21,34,53,50,21,5,273,1332,584,580,831,1014,1224,1110,472,147,7288
204011058,..,14,15,3,3,13,7,0,0,54,..,7,14,15,25,41,49,50,28,225,6,7,9,4,3,7,7,0,3,51,280,161,173,199,246,305,249,124,46,1774,..,3,94,201,274,359,326,162,21,1438,..,33,99,77,51,59,27,5,0,348,..,8,9,34,31,15,14,9,9,136,552,..,..,..,..,..,..,..,..,552,..,127,..,..,..,..,..,..,..,127,..,100,34,21,21,12,3,0,0,192,..,3,8,3,7,18,3,0,3,46,..,5,9,7,0,0,0,0,0,24,..,15,21,8,14,17,10,3,3,91,..,14,32,28,60,115,120,76,43,477,16,12,14,13,12,23,17,3,6,118,569,322,335,393,473,608,520,257,80,3560
204011059,..,14,17,7,14,11,9,4,0,71,..,6,20,26,38,86,106,95,37,415,9,14,25,7,8,12,7,5,6,98,440,354,286,307,398,431,318,195,72,2805,..,12,156,237,372,467,327,175,48,1797,..,62,121,96,57,55,28,0,0,417,..,23,46,96,110,58,21,17,16,386,862,..,..,..,..,..,..,..,..,862,..,243,..,..,..,..,..,..,..,243,..,226,98,43,33,13,3,0,0,420,..,22,14,4,14,14,16,10,3,97,..,28,15,14,3,8,0,0,0,69,..,118,37,14,27,27,12,6,0,248,..,14,58,68,126,183,181,136,60,831,25,30,31,19,17,13,24,9,4,179,887,777,574,593,764,838,617,356,132,5550
204011060,..,0,0,0,9,9,0,0,0,15,..,0,8,7,11,14,18,14,0,80,7,4,12,4,3,4,3,0,0,47,369,161,234,244,260,243,157,61,16,1752,..,10,225,301,345,339,253,86,17,1577,..,34,105,93,75,48,11,3,0,362,..,3,9,25,29,24,12,9,7,114,775,..,..,..,..,..,..,..,..,775,..,177,..,..,..,..,..,..,..,177,..,109,55,18,22,9,0,0,0,209,..,11,3,3,5,6,8,10,3,44,..,9,10,3,13,5,0,0,0,41,..,3,3,0,13,15,9,0,0,50,..,3,15,30,44,69,48,27,9,247,20,13,22,12,13,13,8,0,3,99,794,367,455,481,555,523,349,137,42,3699
204011061,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,8,4,3,0,17,0,0,0,0,0,0,0,0,0,3,15,5,10,5,19,10,9,7,3,86,..,0,5,3,21,9,6,4,0,52,..,0,8,0,5,0,0,0,0,19,..,0,0,0,6,0,3,0,0,10,22,..,..,..,..,..,..,..,..,22,..,9,..,..,..,..,..,..,..,9,..,3,0,0,3,0,0,0,0,11,..,0,0,0,0,4,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,8,8,10,3,5,0,36,0,0,3,0,0,0,0,0,0,3,22,14,16,16,41,26,12,9,3,163
204011062,..,0,6,0,3,12,5,8,0,31,..,0,3,8,29,45,46,47,15,196,0,9,10,3,4,12,13,0,3,47,249,131,99,180,215,291,241,107,27,1540,..,0,60,177,218,330,332,120,16,1256,..,12,58,83,71,53,31,3,0,316,..,7,19,31,39,14,10,5,8,129,531,..,..,..,..,..,..,..,..,531,..,113,..,..,..,..,..,..,..,113,..,78,31,15,6,9,0,0,0,139,..,11,0,0,4,9,11,4,3,43,..,3,0,0,3,0,3,0,0,11,..,4,8,3,11,26,7,12,0,76,..,7,8,23,69,120,126,70,29,452,7,22,11,6,12,26,22,3,3,101,539,256,200,342,430,583,541,215,61,3170
204021063,..,20,19,9,16,15,19,13,0,103,..,26,44,40,95,177,209,171,129,895,11,24,19,5,12,15,21,10,8,123,722,480,450,466,667,715,680,425,203,4809,..,20,273,435,641,790,738,453,116,3460,..,110,186,125,108,102,57,24,3,712,..,30,88,122,144,63,34,25,13,519,1452,..,..,..,..,..,..,..,..,1452,..,361,..,..,..,..,..,..,..,361,..,250,90,48,29,28,4,0,0,448,..,41,14,17,11,17,18,13,14,145,..,35,15,9,4,10,0,0,0,70,..,56,41,16,32,34,36,18,3,230,..,58,101,99,209,294,338,249,182,1530,27,50,42,20,33,26,35,21,8,250,1485,1011,849,886,1207,1357,1253,797,343,9189
204021064,..,3,0,3,5,5,4,3,0,29,..,0,9,5,22,30,20,13,9,113,5,8,14,0,11,12,3,4,0,48,239,135,131,160,270,317,194,58,24,1530,..,7,120,192,298,437,318,91,15,1480,..,14,48,43,71,72,30,9,0,280,..,6,3,20,33,14,5,9,3,88,517,..,..,..,..,..,..,..,..,517,..,133,..,..,..,..,..,..,..,133,..,87,38,14,8,6,0,0,0,147,..,7,3,0,3,11,7,0,3,36,..,8,7,3,0,3,0,0,0,22,..,3,3,6,8,20,8,6,0,54,..,3,14,15,53,81,70,32,12,286,16,12,13,3,12,21,5,4,0,94,534,278,255,300,486,650,452,145,40,3134
