SA2_MAINCODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
211011449,1694,1704,3396,909,446,1351,208,554,759,57,76,134,53,60,117,1225,1129,2359,385,511,893,4.3,5.3,5,72.3,66.3,69.5,69.3,63.1,66.1,38,56,93,32,60,91,157,265,417,136,227,371,554,215,766,13,26,36,20,30,48,584,267,859,1770,1791,3556,188,195,383,1335,1367,2701,529,552,1083
211021261,6286,6789,13071,2948,1435,4381,938,1968,2906,142,210,355,195,165,355,4219,3781,8002,1832,2768,4598,4.6,4.4,4.4,67.1,55.7,61.2,64.1,53.2,58.5,421,390,813,176,275,450,1432,1527,2954,588,749,1336,1035,388,1428,30,51,79,86,157,247,1152,606,1755,6555,6883,13436,725,763,1488,4923,5127,10057,2171,2315,4483
211021262,4078,4126,8206,2054,926,2986,633,1392,2021,94,121,214,118,124,244,2907,2566,5468,967,1355,2322,4.1,4.8,4.5,71.3,62.2,66.6,68.2,59.1,63.6,232,210,445,86,180,266,747,851,1601,379,512,892,936,306,1245,14,49,56,49,92,141,1000,448,1439,4259,4265,8528,395,397,789,3314,3329,6644,1266,1287,2551
211031263,4631,4952,9580,2541,1291,3828,588,1423,2013,140,162,301,156,162,320,3422,3034,6464,958,1554,2509,4.6,5.3,5,73.9,61.3,67.5,70.6,58.1,64.1,130,132,260,67,140,204,490,655,1140,372,622,994,1342,587,1932,30,66,97,61,107,173,1440,761,2201,4741,4844,9577,549,602,1149,3512,3555,7066,1535,1655,3191
211031265,7069,7417,14485,3865,1972,5844,987,2543,3524,203,270,475,249,186,442,5307,4976,10277,1537,2191,3731,4.7,3.7,4.3,75.1,67.1,70.9,71.5,64.5,68,305,305,611,176,265,443,1037,1483,2515,748,911,1657,1686,739,2426,56,81,135,104,167,275,1848,990,2838,7428,7660,15092,848,905,1751,5729,5792,11521,2278,2540,4814
211031266,6708,7370,14076,3257,1869,5126,859,1779,2638,171,213,388,312,274,588,4604,4140,8748,1814,2915,4733,6.8,6.6,6.7,68.6,56.2,62.1,63.9,52.4,57.9,422,439,864,156,250,405,1122,1389,2510,654,808,1466,1364,694,2062,38,71,107,107,162,268,1504,923,2435,6369,6889,13259,1274,1303,2581,4032,4429,8463,3284,3432,6710
211031267,7912,8508,16423,3923,2109,6031,1078,2377,3455,187,271,458,283,256,545,5478,5015,10492,2110,3144,5252,5.2,5.1,5.2,69.2,58.9,63.9,65.6,55.9,60.5,500,510,1010,196,382,581,1402,1715,3113,771,1006,1776,1655,751,2403,55,92,150,116,175,295,1833,1014,2848,7915,8379,16298,1233,1275,2510,5420,5731,11150,3323,3514,6836
211031268,3740,3952,7692,1923,955,2883,494,1210,1710,92,136,230,112,120,233,2628,2424,5052,991,1382,2374,4.3,5,4.6,70.3,61.3,65.7,67.1,58.2,62.7,231,169,408,102,154,252,676,839,1513,416,489,902,806,322,1127,16,29,47,53,110,165,877,466,1340,4001,4031,8029,419,454,874,3022,3027,6049,1287,1334,2617
211031450,5701,6721,12427,2868,1723,4593,684,1689,2369,140,206,343,211,204,410,3901,3814,7718,1490,2473,3961,5.4,5.3,5.3,68.4,56.7,62.1,64.8,53.8,58.8,211,257,472,120,224,337,643,1045,1685,504,790,1294,1502,740,2243,44,73,114,88,138,226,1637,950,2583,5420,6102,11521,1035,1166,2202,3319,3888,7206,2793,3082,5873
211031451,5017,5947,10962,2378,1370,3749,636,1488,2126,131,170,302,176,173,350,3318,3207,6527,1499,2498,3997,5.3,5.4,5.4,66.1,53.9,59.5,62.7,50.9,56.3,235,219,456,118,210,329,690,995,1683,477,651,1125,1144,597,1742,34,65,103,83,156,234,1258,814,2073,4880,5545,10424,924,1027,1949,3057,3498,6551,2497,2857,5359
211031452,1778,2003,3773,949,521,1464,179,560,741,60,60,114,67,61,126,1248,1202,2449,459,720,1180,5.4,5.1,5.1,70.2,60,64.9,66.8,57,61.5,52,64,120,33,68,96,216,367,582,174,238,416,491,215,713,11,17,35,21,51,74,523,291,814,1874,2001,3869,229,271,502,1320,1455,2777,665,731,1395
211041269,4157,4653,8814,1814,1039,2854,590,1129,1726,95,107,196,182,166,348,2681,2442,5117,1320,2033,3355,6.8,6.8,6.8,64.5,52.5,58.1,60.1,48.9,54.2,366,345,712,104,151,255,873,1031,1904,416,503,917,632,260,886,22,37,57,56,89,147,705,389,1098,4035,4519,8552,688,691,1377,2751,3196,5941,1819,1846,3668
211041270,6271,6870,13140,3223,1880,5102,851,1863,2717,159,219,376,250,224,478,4485,4185,8670,1543,2394,3939,5.6,5.4,5.5,71.5,60.9,66,67.5,57.7,62.4,556,537,1097,193,331,524,1362,1730,3095,623,740,1363,1009,463,1471,30,44,73,81,123,199,1120,626,1748,6208,6600,12812,1047,1143,2193,4240,4544,8783,2698,2890,5588
211041271,4683,5024,9711,2172,1174,3345,675,1301,1982,116,159,275,184,145,327,3147,2781,5924,1290,1924,3219,5.8,5.2,5.5,67.2,55.4,61,63.3,52.4,57.7,373,356,729,123,217,341,1018,1159,2178,448,549,1001,714,340,1057,19,43,59,48,81,132,785,465,1250,4476,4787,9268,817,797,1614,3139,3430,6563,1934,1926,3858
211041272,3986,4270,8256,1907,1037,2941,564,1171,1738,100,119,215,160,122,277,2726,2451,5172,1164,1688,2853,5.9,5,5.4,68.4,57.4,62.6,64.5,54.5,59.3,359,311,671,84,163,254,843,970,1809,430,519,944,693,279,971,19,33,50,44,86,137,752,400,1149,4212,4429,8645,598,593,1199,3041,3186,6231,1602,1677,3284
211041273,4665,5239,9902,1977,1105,3087,686,1303,1983,95,123,216,200,184,387,2957,2719,5671,1569,2361,3934,6.8,6.8,6.8,63.4,51.9,57.3,59.1,48.3,53.4,435,374,815,116,149,265,1032,1123,2153,448,546,997,639,288,927,19,37,55,73,108,179,731,435,1164,4706,5132,9845,584,667,1255,3602,3858,7460,1592,1848,3440
211051274,3996,4030,8026,2016,1017,3032,578,1349,1927,134,147,284,137,117,255,2871,2630,5500,924,1197,2118,4.8,4.4,4.6,71.8,65.3,68.5,68.3,62.4,65.3,172,205,380,93,183,282,516,760,1277,398,529,927,1088,434,1523,24,46,76,49,89,138,1166,572,1738,4195,4180,8374,407,436,843,3194,3138,6327,1242,1303,2545
211051275,3987,4138,8127,2075,991,3066,487,1215,1694,117,162,277,109,113,223,2783,2482,5264,1033,1496,2530,3.9,4.6,4.2,69.8,60,64.8,67.2,57.2,62,97,75,176,57,101,161,421,559,983,377,514,891,1160,505,1657,32,63,100,75,87,159,1268,649,1914,4028,4083,8115,536,551,1084,2849,2906,5755,1542,1600,3144
211051276,5367,5782,11151,2414,1152,3561,693,1646,2339,210,225,435,156,128,284,3471,3150,6621,1555,2284,3844,4.5,4.1,4.3,64.7,54.5,59.4,61.8,52.3,56.8,112,139,253,75,162,233,492,754,1243,424,705,1135,1608,681,2284,46,93,140,67,146,216,1724,924,2642,5411,5670,11081,712,786,1497,3808,3950,7760,1970,2248,4210
211051277,3548,3989,7539,1798,921,2715,355,1001,1359,91,131,217,96,93,190,2336,2145,4481,1027,1644,2671,4.1,4.3,4.2,65.8,53.8,59.4,63.2,51.5,56.9,58,87,145,28,94,124,276,459,729,259,490,751,1140,522,1659,29,63,91,48,94,145,1211,676,1890,3488,3775,7262,525,591,1114,2373,2587,4958,1472,1657,3128
211051278,7321,7894,15209,3802,1880,5682,852,2336,3191,212,246,451,215,222,441,5083,4682,9765,1911,2874,4780,4.2,4.7,4.5,69.4,59.3,64.2,66.5,56.5,61.3,141,158,301,87,191,274,639,978,1619,560,980,1539,2346,1022,3372,52,117,162,94,197,293,2493,1335,3829,7415,7965,15375,954,1063,2022,5262,5501,10768,2819,3195,6017
211051279,2248,2296,4545,1109,458,1566,307,728,1038,84,93,179,37,56,96,1541,1341,2883,612,842,1453,2.4,4.2,3.3,68.5,58.4,63.4,66.7,55.7,61.2,53,67,122,36,72,106,187,318,504,190,285,472,720,260,983,9,22,33,18,50,66,753,333,1086,2332,2375,4701,253,237,482,1790,1824,3620,720,716,1434
211051280,2663,2862,5527,1310,674,1993,388,827,1216,71,102,174,78,69,146,1850,1681,3529,686,1045,1727,4.2,4.1,4.1,69.5,58.7,63.9,66.4,56,61.2,64,87,156,41,86,125,263,435,696,222,357,575,865,324,1186,17,36,53,43,60,98,929,416,1345,2755,2898,5651,316,312,628,2039,2142,4183,889,939,1830
211051281,8650,9052,17696,4578,2335,6910,1038,2681,3720,255,296,553,319,287,613,6192,5599,11793,2091,3018,5114,5.2,5.1,5.2,71.6,61.9,66.6,67.9,58.7,63.2,209,245,460,132,241,373,894,1221,2113,713,1131,1841,2573,1166,3742,63,111,172,123,184,305,2761,1466,4223,8856,8989,17846,1217,1314,2527,6167,6221,12386,3494,3667,7162
211051282,3925,4003,7922,1871,931,2800,595,1284,1874,122,144,263,115,97,211,2700,2454,5154,998,1306,2306,4.3,4,4.1,68.8,61.3,65.1,65.9,58.9,62.3,250,277,535,133,254,389,681,898,1578,472,526,1001,849,353,1204,35,41,70,64,93,151,942,479,1425,4008,3910,7918,451,479,930,2998,2914,5914,1331,1376,2707
211051283,3853,3899,7752,2084,936,3014,453,1267,1723,135,151,281,122,117,234,2793,2470,5254,888,1253,2138,4.4,4.7,4.5,72.5,63.3,67.8,69.3,60.4,64.7,68,92,156,72,123,196,290,510,800,326,545,873,1320,506,1827,27,66,97,61,102,157,1407,666,2078,4079,4072,8143,394,439,829,3039,2997,6038,1266,1320,2586
211051284,3843,3953,7793,2021,1019,3042,535,1395,1928,108,137,247,143,137,280,2810,2692,5503,864,1115,1977,5.1,5.1,5.1,73.1,68.1,70.6,69.3,64.5,66.9,158,198,359,89,186,274,512,754,1266,410,568,973,1102,457,1562,24,45,63,60,98,160,1189,601,1784,4071,4075,8147,399,379,776,3122,3062,6185,1190,1285,2474
211051285,2986,3085,6073,1651,721,2374,366,1019,1388,112,138,256,62,98,161,2192,1973,4172,651,959,1606,2.8,5,3.9,73.4,64,68.7,71.3,60.9,66.2,39,53,92,30,72,107,190,377,563,206,390,592,1067,412,1485,10,61,71,42,82,127,1123,557,1679,3186,3212,6401,308,328,634,2351,2373,4716,1004,1049,2055
211051286,6484,6606,13090,2891,1237,4133,784,1833,2617,243,263,501,220,198,416,4140,3527,7669,1908,2665,4574,5.3,5.6,5.4,63.8,53.4,58.6,60.4,50.5,55.4,93,103,196,73,188,253,378,646,1024,392,787,1175,2007,952,2957,63,120,184,105,183,288,2178,1252,3434,6678,6550,13232,761,853,1615,4664,4559,9220,2411,2494,4908
212011287,4974,5157,10130,2973,1586,4555,591,1595,2185,134,180,308,160,183,350,3857,3543,7398,906,1413,2323,4.1,5.2,4.7,77.5,68.7,73,74.3,65.2,69.6,174,164,334,65,168,233,485,774,1257,513,724,1237,1419,674,2091,31,70,100,71,115,187,1524,854,2383,4713,4753,9464,1245,1344,2594,2596,2583,5181,3061,3254,6319
212011288,3432,3495,6928,1749,726,2477,389,1067,1459,102,155,263,81,79,158,2326,2022,4350,873,1229,2098,3.5,3.9,3.6,67.8,57.9,62.8,65.3,55.7,60.6,48,47,93,29,72,99,199,368,571,181,398,578,1216,448,1656,23,75,98,42,88,127,1279,605,1883,3534,3527,7056,416,448,862,2654,2603,5255,1117,1198,2317
212011289,7198,7105,14304,3696,1712,5413,935,2272,3204,226,265,492,212,187,400,5071,4440,9508,1662,2234,3902,4.2,4.2,4.2,70.5,62.5,66.5,67.5,59.8,63.7,166,199,370,120,224,343,681,1135,1809,602,906,1511,2274,848,3122,36,105,145,92,180,269,2399,1138,3536,7538,7218,14752,820,880,1703,5554,5297,10856,2416,2487,4903
212011290,2956,3002,5957,1486,688,2171,328,808,1130,125,116,239,71,79,155,2005,1691,3698,697,1060,1764,3.5,4.7,4.2,67.8,56.3,62.1,65.6,53.7,59.4,14,22,29,9,59,68,104,202,304,125,299,425,933,406,1339,24,55,75,23,71,98,976,533,1514,2861,2913,5769,451,479,923,1998,1939,3932,1140,1302,2445
212011291,6636,7319,13957,3636,1858,5498,734,1919,2651,204,232,439,261,353,615,4834,4372,9204,1375,2522,3903,5.4,8.1,6.7,72.8,59.7,65.9,68.9,54.8,61.5,125,156,275,49,147,201,456,734,1192,525,880,1404,2058,1310,3368,68,136,212,89,171,258,2214,1621,3836,6434,6855,13290,1682,1803,3486,3048,3099,6145,4402,4953,9361
212011292,10082,11182,21258,5397,2573,7970,1048,2862,3909,292,372,666,434,493,926,7171,6305,13474,2359,4227,6585,6.1,7.8,6.9,71.1,56.4,63.4,66.8,51.9,59,243,278,521,109,195,304,763,1226,1990,835,1271,2104,2883,1654,4535,77,190,267,167,260,426,3118,2106,5232,10489,11168,21656,2117,2289,4403,5560,5849,11416,6116,6702,12818
212021293,8836,10024,18860,4393,2340,6736,1100,2694,3797,196,288,487,315,292,610,6011,5620,11632,2481,3972,6453,5.2,5.2,5.2,68,56.1,61.7,64.4,53.1,58.4,334,327,662,155,274,427,1104,1496,2594,870,1165,2036,2176,981,3157,53,117,178,142,250,386,2372,1344,3719,8757,9766,18522,1303,1385,2692,6158,6838,12993,3614,4009,7628
212021294,9218,9645,18860,5397,2668,8061,1106,2900,4005,264,293,565,395,470,865,7161,6329,13488,1707,2990,4694,5.5,7.4,6.4,77.7,65.6,71.5,73.4,60.8,67,563,483,1045,131,259,389,1210,1696,2905,968,1251,2214,2119,1039,3158,63,114,180,134,200,337,2315,1358,3675,10115,10219,20337,1803,1939,3743,6355,6390,12750,4842,5099,9945
212021295,4794,4319,9112,1689,655,2343,603,632,1233,163,80,241,331,237,571,2782,1606,4390,1627,2387,4013,11.9,14.8,13,58,37.2,48.2,51.2,31.7,41.9,91,82,173,21,35,55,276,361,639,325,371,698,829,402,1232,61,55,119,68,94,164,956,553,1512,4285,4041,8318,1046,783,1827,2601,2622,5219,2400,1893,4292
212021297,4259,4391,8651,1796,984,2783,544,882,1424,133,117,246,240,209,454,2718,2191,4904,1337,2031,3363,8.8,9.5,9.3,63.8,49.9,56.7,58.1,45.2,51.5,142,125,264,30,59,88,433,497,929,323,463,781,846,448,1293,33,68,106,74,94,166,947,608,1561,4209,4293,8496,710,705,1416,2857,2952,5811,1837,1833,3670
212021299,3165,3202,6368,1602,703,2301,414,1000,1422,97,96,195,98,83,182,2216,1890,4102,799,1141,1942,4.4,4.4,4.4,70,59,64.4,66.8,56.2,61.5,89,84,171,39,71,106,374,493,867,259,332,590,838,290,1122,16,39,47,41,61,104,892,385,1279,3262,3205,6469,363,384,746,2493,2389,4885,1031,1110,2146
212021453,4821,4865,9687,2229,1143,3364,621,1151,1770,117,134,250,252,225,477,3218,2651,5864,1375,1996,3371,7.8,8.5,8.1,66.7,54.5,60.5,61.5,49.9,55.6,165,156,322,49,82,125,602,701,1309,460,537,998,1050,443,1499,32,75,106,65,98,168,1147,620,1765,4926,5015,9941,543,522,1066,3745,3773,7516,1512,1475,2987
212021454,5465,5495,10955,2502,1322,3824,700,1272,1974,160,172,336,286,200,481,3653,2964,6620,1564,2271,3835,7.8,6.7,7.3,66.8,53.9,60.4,61.5,50.3,56,231,233,461,55,109,164,744,846,1583,554,625,1177,1042,523,1560,34,47,84,78,101,180,1154,669,1820,5607,5545,11152,608,638,1246,4169,4226,8397,1810,1736,3538
212021455,5301,5370,10672,2811,1343,4150,656,1501,2153,162,183,345,260,264,524,3887,3287,7173,1207,1901,3108,6.7,8,7.3,73.3,61.2,67.2,68.5,56.4,62.3,160,143,300,52,112,161,484,669,1157,443,626,1066,1441,634,2075,38,62,103,71,147,218,1549,852,2394,5573,5602,11179,672,660,1331,4185,4213,8396,1826,1822,3648
212021456,5546,5671,11218,2695,1372,4072,701,1263,1970,168,164,331,276,271,547,3839,3074,6913,1426,2317,3744,7.2,8.8,7.9,69.2,54.2,61.6,64.3,49.4,56.8,189,184,373,32,90,120,484,649,1128,456,614,1074,1325,686,2010,38,78,115,88,119,212,1449,886,2342,5494,5510,11001,956,904,1863,3704,3692,7392,2401,2434,4836
212031300,7849,7935,15787,3721,1777,5500,887,1783,2675,227,243,477,370,401,779,5209,4209,9419,2060,3161,5223,7.1,9.5,8.3,66.4,53,59.7,61.6,47.9,54.8,132,142,276,57,116,177,454,629,1081,583,817,1399,1974,1104,3084,78,123,200,112,213,322,2166,1442,3607,7713,7738,15451,1268,1295,2565,5129,5131,10257,3367,3446,6812
212031301,8868,9734,18604,5159,2887,8045,1016,2251,3267,240,356,594,323,465,793,6738,5964,12703,1712,3304,5011,4.8,7.8,6.2,76,61.3,68.3,72.3,56.4,64,462,439,907,93,186,276,1107,1593,2702,1057,1284,2337,2069,1222,3290,70,151,219,120,190,313,2264,1565,3829,8393,8882,17276,3052,3253,6303,2585,2775,5361,7932,8421,16352
212031302,7390,7537,14922,3993,2014,6010,907,1963,2876,198,256,453,393,375,767,5490,4615,10109,1467,2494,3968,7.2,8.1,7.6,74.3,61.2,67.7,69,56.2,62.6,285,267,553,54,125,183,774,977,1753,640,905,1551,1752,937,2686,71,122,193,108,147,258,1931,1206,3136,7631,7628,15255,1498,1565,3062,4302,4287,8591,4119,4277,8397
212031303,3470,3566,7037,1928,938,2871,391,1016,1401,97,142,235,98,85,186,2514,2183,4691,718,1107,1826,3.9,3.9,4,72.4,61.2,66.7,69.6,58.8,64,39,48,89,34,75,107,193,382,576,272,405,679,1153,458,1612,24,75,97,39,74,116,1215,608,1825,3488,3452,6938,458,516,977,2168,2095,4264,1584,1677,3262
212031304,5566,5597,11158,3202,1637,4836,656,1365,2019,192,212,402,233,264,502,4278,3484,7761,1022,1864,2889,5.4,7.6,6.5,76.9,62.2,69.6,72.8,57.4,65,175,230,398,41,88,134,542,677,1218,550,695,1246,1370,893,2261,53,84,138,77,115,193,1500,1097,2598,5437,5405,10841,1465,1461,2921,2500,2455,4957,3811,3895,7708
212031305,10034,9740,19773,4544,2285,6827,1296,1895,3191,306,275,583,571,564,1138,6724,5017,11738,2614,4054,6662,8.5,11.2,9.7,67,51.5,59.4,61.3,45.7,53.6,224,265,487,49,117,163,776,977,1758,793,1003,1789,2113,1140,3259,115,131,246,145,188,335,2385,1458,3844,10128,9834,19959,1574,1506,3078,6900,6808,13708,4186,3930,8119
212031306,5455,5669,11124,3046,1730,4776,721,1308,2030,158,188,346,255,294,547,4183,3522,7704,994,1845,2839,6.1,8.3,7.1,76.7,62.1,69.3,72,56.9,64.3,356,354,712,86,96,173,836,1049,1885,596,612,1206,964,518,1486,30,46,78,79,121,200,1079,682,1761,6028,6120,12150,919,944,1862,3629,3663,7292,2801,2826,5632
212031308,3105,3067,6169,1584,755,2336,351,972,1321,117,131,243,95,98,189,2144,1949,4089,740,918,1657,4.4,5,4.6,69,63.5,66.3,66.1,60.6,63.2,28,50,75,31,44,77,122,311,429,159,373,527,1083,410,1499,15,52,70,46,81,126,1143,550,1688,3228,3114,6339,343,355,695,2389,2327,4719,1004,1009,2013
212031457,4904,5073,9983,2662,1355,4020,708,1598,2309,128,153,277,223,202,430,3720,3314,7035,1039,1591,2622,6,6.1,6.1,75.9,65.3,70.5,71.3,61.2,66.2,144,141,289,70,110,176,533,704,1234,442,642,1089,1238,569,1808,35,55,87,77,136,212,1342,757,2099,5620,5614,11233,566,583,1152,4036,4002,8041,1903,1977,3883
212031458,6148,6362,12518,3172,1635,4806,794,1647,2436,183,183,367,327,315,636,4472,3774,8246,1394,2313,3706,7.3,8.3,7.7,72.7,59.3,65.9,67.5,54.5,60.8,208,186,389,66,98,158,561,777,1331,543,693,1230,1402,765,2167,49,105,155,87,144,227,1538,1011,2552,6823,6948,13763,867,953,1822,4816,4889,9710,2454,2549,5008
212041309,4919,5055,9971,2029,1205,3230,707,1102,1811,134,147,282,208,156,367,3081,2614,5690,1602,2212,3813,6.8,6,6.4,62.6,51.7,57.1,58.3,48.5,53.4,239,221,461,64,87,156,652,811,1468,380,472,852,908,372,1278,26,54,78,47,112,157,979,537,1520,4816,4932,9746,549,541,1093,3780,3829,7613,1456,1491,2951
212041310,5441,5191,10626,2096,1189,3284,873,1009,1881,129,112,241,306,263,563,3401,2570,5970,1754,2353,4104,9,10.2,9.4,62.5,49.5,56.2,56.9,44.5,50.9,441,387,830,71,69,135,879,999,1877,495,443,940,713,278,992,39,39,78,55,82,136,812,397,1208,4757,4637,9392,1232,1052,2286,2955,2989,5948,2762,2427,5190
212041311,13521,11352,24877,4883,1806,6684,1782,1609,3396,414,251,662,957,671,1628,8031,4337,12371,4221,5992,10218,11.9,15.5,13.2,59.4,38.2,49.7,52.4,32.3,43.2,442,429,868,80,113,191,1179,1297,2472,1037,1008,2047,1804,918,2724,133,116,248,178,188,368,2121,1229,3347,11265,9928,21196,3231,2559,5787,5773,5670,11445,7845,6009,13851
212041312,9234,9164,18405,3647,1832,5481,1183,1731,2912,247,242,489,507,431,935,5571,4239,9816,3143,4446,7582,9.1,10.2,9.5,60.3,46.3,53.3,55,41.5,48.3,263,248,517,71,164,233,913,1083,1993,810,881,1689,1738,837,2570,74,115,191,132,221,348,1941,1167,3108,9028,8977,18014,1396,1211,2607,6384,6572,12954,3607,3222,6824
212041313,4145,4319,8463,2035,1089,3124,564,1237,1803,103,108,213,120,111,232,2828,2547,5371,1139,1573,2715,4.2,4.4,4.3,68.2,59,63.5,65.2,56.4,60.7,120,155,280,78,122,198,555,654,1204,410,528,938,993,380,1371,29,49,75,73,77,146,1090,497,1588,4331,4429,8764,388,436,824,3309,3407,6717,1315,1342,2655
212041314,10211,10635,20839,4846,2977,7821,1276,2167,3451,260,313,576,525,479,1004,6907,5942,12845,2942,4310,7248,7.6,8.1,7.8,67.6,55.9,61.6,62.5,51.3,56.9,461,455,919,117,181,300,1449,1630,3082,853,960,1806,1616,741,2352,53,105,158,132,178,312,1796,1022,2827,10353,10647,20999,1639,1728,3363,6770,6882,13651,4675,4915,9591
212041316,3074,3117,6192,1242,698,1933,365,573,938,98,89,188,149,134,277,1847,1492,3343,1079,1478,2565,8.1,9,8.3,60.1,47.9,54,55.5,43.6,49.4,109,87,191,19,56,70,328,392,719,256,274,534,572,261,828,14,51,66,44,61,107,633,374,1004,3091,3068,6164,384,360,746,2284,2305,4585,1050,1001,2049
212041317,9405,8884,18286,2993,1622,4622,1502,1529,3036,240,203,450,613,464,1080,5353,3831,9175,3449,4486,7940,11.5,12.1,11.8,56.9,43.1,50.2,50.3,37.8,44.3,347,318,667,62,76,143,1195,1127,2321,758,709,1471,1002,510,1505,73,79,151,104,112,217,1175,702,1873,8283,8047,16333,1897,1649,3551,5374,5402,10778,4372,3819,8190
212041318,5082,5271,10349,1982,1189,3168,711,975,1689,140,123,264,274,270,549,3109,2564,5671,1701,2445,4145,8.8,10.5,9.7,61.2,48.6,54.8,55.7,43.4,49.5,143,111,254,36,51,94,518,542,1059,367,387,756,686,348,1033,37,57,94,53,86,138,774,493,1264,4989,5205,10197,826,746,1575,3667,3846,7512,1911,1845,3753
212041459,5294,5041,10339,2150,1115,3262,872,938,1810,147,133,280,275,250,527,3438,2439,5876,1490,2268,3760,8,10.3,9,64.9,48.4,56.8,59.9,43.4,51.8,276,261,541,51,80,126,730,765,1494,572,546,1119,801,389,1188,37,68,107,81,108,191,919,563,1481,4463,4430,8893,1209,1102,2310,2512,2533,5041,2880,2656,5538
212041460,7605,7706,15311,2800,1565,4368,1086,1340,2431,226,185,410,470,423,896,4583,3520,8104,2584,3739,6330,10.3,12,11.1,60.3,45.7,52.9,54.1,40.1,47.1,281,266,546,56,88,144,809,828,1638,652,676,1324,1092,614,1705,39,74,115,107,126,230,1232,816,2050,7005,7295,14300,1481,1344,2826,4543,4828,9371,3559,3353,6911
212051319,7326,7831,15149,3260,2043,5303,993,1802,2791,173,238,407,348,320,669,4771,4398,9166,2056,2929,4989,7.3,7.3,7.3,65.1,56.2,60.5,60.4,52.1,56.1,683,679,1367,151,289,439,1719,1939,3656,641,793,1430,930,442,1369,33,57,92,70,132,207,1035,629,1665,6544,6991,13533,1512,1505,3013,4116,4492,8607,3624,3704,7327
212051320,10190,10135,20332,2727,1574,4303,1475,1660,3130,226,236,463,729,837,1567,5161,4303,9462,4439,5262,9700,14.1,19.5,16.6,50.6,42.5,46.5,43.5,34.2,38.8,1261,1062,2324,140,156,292,2125,2321,4447,830,792,1625,684,373,1063,38,41,78,68,94,159,787,512,1303,6267,6150,12413,4099,4158,8252,2606,2702,5307,7484,7329,14816
212051321,8477,9008,17491,3435,1925,5361,1179,2015,3193,191,191,386,384,351,734,5191,4481,9676,3021,4226,7246,7.4,7.8,7.6,61.2,49.7,55.3,56.7,45.9,51.1,1066,826,1886,202,253,451,2125,2225,4348,784,958,1736,852,385,1240,28,42,74,95,171,267,977,596,1574,8295,8675,16972,1514,1448,2957,5800,6103,11906,3787,3804,7592
212051322,7770,8326,16099,3108,1921,5029,1184,1796,2979,174,190,365,358,360,713,4827,4264,9089,2651,3727,6376,7.4,8.4,7.8,62.1,51.2,56.5,57.5,46.9,52,938,761,1700,174,275,447,1857,1913,3770,695,868,1561,749,344,1092,41,56,101,88,140,231,876,539,1419,7195,7633,14833,1618,1579,3194,4772,5097,9867,3794,3881,7674
