POA_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA3251,236,197,438,112,41,154,23,48,76,12,12,19,7,3,12,149,104,256,67,78,143,4.7,2.9,4.7,63.1,52.8,58.4,62.3,51.3,56.8,0,0,0,0,5,3,8,19,28,13,7,21,56,31,82,3,6,4,3,9,13,65,41,101,235,198,434,22,22,36,184,153,330,59,49,107
POA3254,116,112,233,56,28,81,7,30,42,16,10,24,0,3,3,83,64,149,32,42,72,0,4.7,2,71.6,57.1,63.9,68.1,60.7,63.1,0,0,0,0,3,3,0,3,7,4,6,12,41,21,63,0,3,4,0,0,0,37,21,65,130,134,261,11,11,20,95,82,178,41,52,89
POA3260,1945,2013,3954,835,359,1192,219,531,752,72,72,139,53,36,88,1178,988,2171,621,867,1487,4.5,3.6,4.1,60.6,49.1,54.9,57.9,47.8,52.7,27,26,51,17,38,52,98,207,305,117,174,288,483,227,717,15,37,52,29,48,78,532,319,847,1887,1905,3788,264,273,528,1444,1460,2902,596,626,1222
POA3264,907,975,1886,368,176,545,88,227,312,26,31,57,26,15,39,508,451,956,303,424,727,5.1,3.3,4.1,56,46.3,50.7,53.1,44.5,48.5,3,10,21,6,20,31,44,76,121,25,85,112,209,118,333,11,11,22,13,12,29,236,148,384,903,916,1821,86,110,199,650,682,1336,289,291,584
POA3265,1066,985,2054,603,282,887,126,271,400,30,40,73,21,15,41,783,611,1399,202,297,495,2.7,2.5,2.9,73.5,62,68.1,71.2,60.2,66.2,9,13,16,12,29,44,48,133,180,73,107,183,268,129,391,13,19,33,14,21,40,296,169,461,1099,1037,2131,133,119,256,853,781,1636,335,307,640
POA3266,1262,1236,2501,611,275,886,130,306,445,37,54,90,28,37,66,810,675,1486,374,486,864,3.5,5.5,4.4,64.2,54.6,59.4,61.6,51.4,56.8,3,3,10,8,24,37,53,103,157,62,97,159,342,136,474,12,18,24,4,31,35,355,184,543,1290,1227,2516,142,152,299,990,941,1938,383,372,751
POA3267,97,102,199,57,27,78,5,32,41,3,7,9,3,0,3,69,65,136,14,25,41,4.3,0,2.2,71.1,63.7,68.3,67,64.7,64.3,0,0,5,0,0,4,0,11,11,0,6,6,20,12,27,0,6,8,3,0,3,20,10,38,92,96,195,15,16,27,84,69,156,24,38,55
POA3268,1069,1029,2095,515,239,750,124,288,414,52,50,96,28,12,40,716,585,1302,263,365,628,3.9,2.1,3.1,67,56.9,62.1,64.6,56.1,60.1,12,8,23,3,19,24,64,119,186,43,105,151,272,114,382,8,12,22,11,24,30,289,145,429,1065,1035,2104,132,118,253,837,814,1650,291,282,575
POA3269,288,264,553,138,73,216,39,64,105,12,24,37,4,4,8,196,169,361,58,64,121,2,2.4,2.2,68.1,64,65.3,65.6,61,64.7,3,5,14,3,6,7,21,41,58,16,25,41,70,30,100,4,4,10,3,8,10,80,42,122,281,256,532,36,36,78,187,173,359,112,104,215
POA3270,101,106,208,38,19,60,20,27,40,5,3,10,3,0,5,64,55,115,32,46,74,4.7,0,4.3,63.4,51.9,55.3,62.4,46.2,52.9,0,0,0,0,3,7,10,13,20,8,19,28,26,8,34,0,3,3,0,3,3,31,14,47,97,90,179,17,22,39,66,60,125,45,46,88
POA3271,89,74,159,50,24,70,9,15,24,5,0,4,5,3,9,64,38,106,18,25,41,7.8,7.9,8.5,71.9,51.4,66.7,71.9,52.7,61.6,0,3,3,0,0,0,5,5,12,10,14,26,19,3,23,0,0,0,0,3,3,19,12,30,83,72,153,10,10,16,70,60,122,23,25,46
POA3272,605,638,1243,259,109,369,54,150,209,17,17,35,26,20,46,358,299,657,215,290,502,7.3,6.7,7,59.2,46.9,52.9,54.5,43.3,49.3,3,10,15,7,9,15,23,67,90,36,74,113,160,76,237,6,8,13,14,14,25,173,101,277,624,603,1226,84,103,185,449,444,892,216,223,435
POA3273,62,57,112,27,18,44,4,8,15,3,0,4,0,0,0,34,28,63,17,19,35,0,0,0,54.8,49.1,56.3,54.8,45.6,56.3,0,0,3,0,0,0,7,8,12,6,4,13,8,4,15,0,0,3,0,0,3,9,11,20,62,60,123,3,0,3,43,43,88,20,16,35
POA3274,96,93,191,51,19,65,5,21,26,3,5,6,3,4,5,59,46,109,24,39,62,5.1,8.7,4.6,61.5,49.5,57.1,61.5,48.4,50.8,0,0,0,0,0,4,5,17,18,10,10,25,28,9,32,0,0,0,0,0,6,29,13,37,95,95,194,14,10,29,82,81,161,25,23,46
POA3275,167,171,340,104,37,140,13,60,79,10,12,20,0,0,0,122,110,233,34,51,88,0,0,0,73.1,64.3,68.5,76,63.7,70.3,0,0,3,0,7,7,10,16,25,5,24,27,60,30,89,0,0,3,0,0,0,58,30,90,185,177,362,22,17,39,122,117,237,68,73,138
POA3276,195,185,378,108,51,163,18,40,56,7,9,24,3,6,10,137,113,247,45,60,108,2.2,5.3,4,70.3,61.1,65.3,68.2,54.1,64.3,0,3,0,3,3,7,13,18,33,15,25,38,47,24,64,0,0,0,3,10,12,48,34,81,209,193,405,19,15,37,165,152,321,55,48,101
POA3277,776,731,1511,397,167,562,91,226,322,49,44,96,17,13,29,552,456,1004,149,208,363,3.1,2.9,2.9,71.1,62.4,66.4,69.2,59.8,64.9,12,13,25,7,15,16,39,95,136,44,73,114,232,93,322,6,13,15,5,21,26,241,127,369,781,739,1523,83,88,173,586,540,1131,232,238,468
POA3278,126,113,241,65,22,90,4,42,49,7,3,7,0,3,5,76,69,151,30,33,66,0,4.3,3.3,60.3,61.1,62.7,60.3,59.3,60.6,0,3,3,0,3,4,0,7,13,10,12,19,25,20,43,0,3,3,0,3,9,27,24,57,126,109,233,19,18,40,90,86,177,39,42,74
POA3279,109,103,220,60,18,77,16,36,53,3,10,15,3,0,3,82,64,146,17,25,42,3.7,0,2.1,75.2,62.1,66.4,72.5,62.1,65.9,0,0,0,0,3,3,9,15,18,9,7,18,34,11,46,0,3,5,0,3,4,33,19,53,111,119,229,9,7,17,86,86,179,27,29,56
POA3280,12182,13751,25934,5266,2797,8067,1724,3888,5614,385,486,876,427,404,829,7807,7577,15381,3485,5139,8622,5.5,5.3,5.4,64.1,55.1,59.3,60.5,52.1,56.1,241,290,531,180,382,569,1139,1804,2944,802,1340,2134,3020,1684,4702,95,232,329,155,266,413,3268,2179,5448,11295,12384,23681,2222,2444,4668,7532,8239,15770,5443,6069,11513
POA3281,666,636,1304,353,143,494,83,233,318,37,30,72,16,16,28,495,414,911,128,175,308,3.2,3.9,3.1,74.3,65.1,69.9,71,63.8,67.8,16,17,33,9,20,30,52,111,162,53,68,122,193,87,282,9,10,17,3,18,27,203,122,322,740,684,1424,74,74,153,549,513,1065,220,217,442
POA3282,940,935,1878,438,184,622,114,306,419,44,32,72,22,23,46,625,542,1161,249,332,585,3.5,4.2,4,66.5,58,61.8,63.4,55.8,59.3,12,20,32,10,32,37,64,128,191,62,106,166,269,149,420,9,16,23,19,9,32,299,173,478,937,919,1861,134,147,287,632,631,1269,381,387,765
POA3283,525,525,1053,259,134,392,89,157,240,25,29,57,14,15,27,384,342,720,104,148,252,3.6,4.4,3.8,73.1,65.1,68.4,71,61,65.4,10,16,30,9,17,26,36,85,119,38,53,97,139,49,195,3,3,10,10,14,26,154,73,227,575,556,1128,55,60,112,438,423,854,165,168,337
POA3284,1331,1511,2834,495,254,749,166,360,527,53,66,122,35,22,59,755,709,1457,460,680,1143,4.6,3.1,4,56.7,46.9,51.4,53.6,45,49.3,47,52,99,23,56,83,161,255,418,91,173,263,314,150,460,8,23,31,23,22,49,348,195,539,1244,1382,2628,219,248,468,852,924,1773,552,647,1201
POA3285,509,491,1002,222,110,339,60,150,208,22,24,43,17,13,30,328,291,617,132,163,293,5.2,4.5,4.9,64.4,59.3,61.6,59.7,57.8,58.9,10,28,38,5,16,24,36,57,97,24,57,84,149,60,209,4,3,9,6,5,13,158,72,230,502,492,997,46,45,86,398,382,779,131,129,260
POA3286,229,223,457,103,47,149,18,59,78,12,6,20,6,7,11,136,124,264,72,82,154,4.4,5.6,4.2,59.4,55.6,57.8,58.1,50.2,54,0,3,5,0,3,3,11,20,31,11,30,48,49,24,71,0,3,4,3,9,8,54,30,91,244,248,493,13,8,24,175,172,347,76,75,151
POA3287,173,163,339,101,56,166,15,51,66,7,4,15,7,0,7,137,112,246,30,43,74,5.1,0,2.8,79.2,68.7,72.6,71.1,68.1,72.9,0,0,0,0,6,4,10,20,34,10,20,27,40,20,61,0,3,3,0,3,6,43,25,72,188,183,369,11,20,35,141,133,273,57,63,114
POA3289,298,308,612,150,63,213,25,68,93,16,20,33,3,9,11,185,157,347,99,145,240,1.6,5.7,3.2,62.1,51,56.7,64.1,49,55.4,6,10,13,5,9,10,20,39,54,27,31,54,83,36,117,4,7,12,11,11,15,92,48,144,336,312,654,25,41,68,250,245,493,83,100,189
POA3292,85,87,176,24,13,38,10,22,29,3,5,3,3,0,7,39,38,72,41,48,86,7.7,0,9.7,45.9,43.7,40.9,43.5,46,39.8,0,4,4,0,3,4,0,5,12,9,15,20,21,12,31,3,0,3,3,3,7,27,17,41,72,77,150,13,6,22,56,58,114,31,31,58
POA3293,123,126,241,45,30,79,16,35,48,4,5,10,3,0,3,66,70,133,42,42,78,4.5,0,2.3,53.7,55.6,55.2,52.8,55.6,56.8,0,9,9,0,3,3,8,21,23,7,12,22,24,13,39,0,0,5,0,0,3,26,18,47,118,113,232,13,14,27,90,85,178,31,33,68
POA3294,379,386,770,194,85,283,40,120,159,18,13,25,10,4,13,254,224,481,91,135,222,3.9,1.8,2.7,67,58,62.5,66.5,56.5,60.6,8,14,22,6,16,25,31,68,105,38,50,86,104,35,135,4,8,11,3,6,10,105,47,153,382,389,770,50,50,98,290,291,581,110,132,238
POA3300,3958,4475,8433,1619,855,2473,530,1168,1691,134,158,296,141,97,238,2422,2275,4695,1292,1917,3211,5.8,4.3,5.1,61.2,50.8,55.7,57.7,48.7,52.9,81,69,144,52,101,148,281,509,796,226,393,622,1098,548,1646,44,95,138,54,84,138,1192,731,1923,3765,4156,7921,646,707,1357,2778,3043,5819,1437,1618,3058
POA3301,485,457,950,271,113,386,60,157,221,18,21,37,9,6,13,358,298,654,97,137,233,2.5,2,2,73.8,65.2,68.8,72,63.7,67.8,7,12,17,4,12,19,41,98,135,43,56,102,133,45,176,5,3,9,9,8,17,151,53,204,539,509,1045,36,31,65,412,391,807,136,126,264
POA3302,155,151,300,70,31,104,27,33,57,4,10,11,3,3,8,99,78,179,41,55,94,3,3.8,4.5,63.9,51.7,59.7,65.2,49,57.3,3,0,6,0,3,3,9,24,32,7,15,25,24,9,42,0,4,3,0,4,11,28,26,53,155,152,303,13,18,32,124,118,241,37,42,84
POA3303,140,124,266,79,28,105,10,38,40,4,3,10,3,3,10,103,68,166,21,46,65,2.9,4.4,6,73.6,54.8,62.4,66.4,55.6,58.3,0,0,0,0,7,3,11,11,19,11,9,18,34,11,51,4,3,7,5,0,6,39,17,64,143,135,285,7,9,18,116,107,222,33,30,66
POA3304,1140,1145,2285,472,235,705,113,268,379,53,41,93,32,29,56,670,574,1243,368,479,848,4.8,5.1,4.5,58.8,50.1,54.4,56,47.5,51.5,9,8,12,3,16,17,31,79,114,54,97,145,286,153,439,13,26,44,20,22,36,317,201,519,1106,1096,2205,125,135,263,840,809,1645,356,379,742
POA3305,5270,5401,10673,2070,900,2970,610,1429,2044,226,213,438,225,162,388,3133,2706,5841,1719,2266,3981,7.2,6,6.6,59.4,50.1,54.7,55.1,47.1,51.1,55,46,100,46,119,169,265,501,766,240,509,749,1519,703,2222,57,102,160,80,115,191,1649,919,2570,5090,5087,10180,640,723,1361,3751,3656,7412,1722,1880,3606
POA3309,57,47,97,16,5,26,10,6,14,3,0,0,0,0,3,33,16,46,19,26,51,0,0,6.5,57.9,34,47.4,50.9,23.4,41.2,0,0,0,0,0,0,3,3,6,3,9,12,13,4,16,0,0,0,3,3,4,15,9,20,56,49,106,4,6,13,36,29,67,21,19,42
POA3310,131,115,245,44,24,70,17,30,54,4,3,9,0,0,5,65,67,132,50,37,92,0,0,3.8,49.6,58.3,53.9,49.6,49.6,54.3,0,0,0,0,3,3,0,8,10,7,10,17,32,18,45,0,0,0,0,3,4,33,22,50,118,115,228,4,9,11,102,103,209,21,21,38
POA3311,714,752,1467,209,109,320,80,165,245,26,13,36,19,15,35,332,303,632,315,380,689,5.7,5,5.5,46.5,40.3,43.1,44.1,38.2,41,3,9,10,3,10,13,22,54,80,37,59,95,170,79,245,8,14,20,8,15,27,189,104,292,668,702,1373,84,85,168,522,563,1087,214,209,419
POA3312,446,401,849,227,96,318,42,105,150,10,12,22,11,5,17,286,223,505,123,141,264,3.8,2.2,3.4,64.1,55.6,59.5,62.6,53.1,57.7,3,5,4,0,4,9,22,47,64,21,35,62,103,50,152,3,8,14,7,15,26,119,74,188,451,403,860,27,27,57,365,309,679,87,104,191
POA3314,222,204,421,118,50,168,25,75,97,5,9,18,0,4,4,153,136,287,52,59,117,0,2.9,1.4,68.9,66.7,68.2,66.7,65.7,67.2,3,4,6,0,5,6,6,36,40,39,31,61,66,22,89,0,0,0,5,3,10,74,31,101,229,216,443,30,18,45,181,171,351,67,58,124
POA3315,662,703,1367,310,123,439,59,186,244,24,24,46,16,16,36,414,344,764,203,303,502,3.9,4.7,4.7,62.5,48.9,55.9,59.4,47.4,53.3,5,7,17,0,13,14,34,77,112,32,53,83,173,86,257,10,16,20,18,23,38,191,124,314,694,691,1383,56,64,116,545,519,1061,168,192,359
POA3317,89,61,148,47,9,59,14,23,36,4,8,6,3,0,3,58,42,103,23,21,45,5.2,0,2.9,65.2,68.9,69.6,73,65.6,68.2,0,4,4,0,0,0,3,8,9,6,19,23,26,3,30,0,0,0,0,3,6,27,7,32,96,77,170,15,6,17,66,51,119,31,28,55
POA3318,514,548,1069,211,105,317,60,134,192,24,23,50,22,13,34,313,274,589,169,219,381,7,4.7,5.8,60.9,50,55.1,57.4,47.8,52.3,4,7,6,7,5,8,25,67,92,41,55,89,109,76,185,10,16,26,4,13,19,121,97,226,508,517,1021,70,62,134,390,387,776,170,174,341
POA3319,160,143,305,84,45,128,15,41,59,7,0,5,10,4,7,115,87,203,41,49,92,8.7,4.6,3.4,71.9,60.8,66.6,66.3,60.1,63,0,0,0,0,3,3,3,15,18,11,14,26,39,19,56,0,3,3,0,3,4,37,23,58,155,137,293,17,19,35,126,113,240,37,40,80
POA3321,593,565,1162,346,132,482,72,189,256,20,31,51,9,11,21,453,361,814,116,173,295,2,3,2.6,76.4,63.9,70.1,73.9,62.3,67.9,17,14,23,17,28,46,60,99,163,39,88,132,212,66,278,3,4,10,10,19,29,229,94,319,679,618,1292,61,69,128,417,385,806,256,255,515
POA3322,70,80,150,22,14,36,10,26,32,4,4,5,3,4,4,42,38,78,28,34,59,7.1,10.5,5.1,60,47.5,52,51.4,55,48.7,0,0,0,0,0,0,6,8,7,0,7,3,20,16,32,0,0,0,3,3,4,23,19,35,83,71,156,4,3,8,68,59,121,17,15,33
POA3323,40,40,76,24,16,37,0,4,10,0,4,3,0,0,0,28,20,49,13,14,19,0,0,0,70,50,64.5,60,60,65.8,0,0,0,0,0,0,4,6,14,0,4,8,7,3,13,0,0,0,0,0,0,7,3,12,44,44,87,0,0,0,33,38,67,7,8,12
POA3324,247,213,457,96,35,129,22,46,71,12,15,23,8,5,13,129,104,233,93,86,185,6.2,4.8,5.6,52.2,48.8,51,52.6,45.1,48.8,3,0,6,0,4,4,16,24,40,11,17,30,58,21,74,0,3,3,0,3,3,58,32,88,217,193,417,34,23,57,165,154,324,78,56,125
POA3325,193,195,388,87,29,121,18,40,59,6,4,11,7,4,9,115,83,199,58,96,155,6.1,4.8,4.5,59.6,42.6,51.3,57.5,37.4,49.2,0,4,4,0,4,4,13,28,39,8,12,28,38,13,54,0,3,3,3,3,7,40,17,63,203,191,389,17,20,29,147,134,283,59,57,113
POA3328,649,687,1333,352,148,499,71,233,306,19,21,42,24,23,48,461,428,890,162,233,393,5.2,5.4,5.4,71,62.3,66.8,68.1,58.5,63.5,9,9,21,10,27,43,53,88,144,50,73,125,238,105,340,4,11,16,15,14,27,252,133,390,712,748,1454,74,81,156,513,535,1050,242,240,482
POA3329,120,105,228,56,20,75,21,28,48,7,8,10,5,8,10,87,59,142,32,49,79,5.7,13.6,7,72.5,56.2,62.3,70,53.3,58.3,3,0,7,0,4,4,6,14,19,10,15,32,33,16,51,3,0,3,3,3,4,42,17,62,125,126,247,17,12,28,95,91,191,36,36,64
POA3330,100,70,171,44,14,54,8,13,24,6,4,7,0,0,0,54,31,90,32,36,70,0,0,0,54,44.3,52.6,58,44.3,49.7,0,0,0,0,3,3,0,6,10,4,10,12,24,8,30,3,0,3,4,0,7,27,6,34,98,82,178,17,8,21,85,59,147,24,24,47
POA3331,2230,2249,4476,1205,510,1716,242,690,933,71,101,174,53,55,107,1571,1365,2934,547,763,1316,3.4,4,3.6,70.4,60.7,65.5,68.1,57.8,63.1,29,46,79,34,64,99,152,310,465,208,260,464,737,362,1094,11,35,49,30,56,94,787,448,1237,2419,2370,4785,371,342,712,1419,1363,2786,1153,1149,2305
POA3332,400,375,773,204,75,287,38,122,165,16,20,37,13,8,27,279,231,509,94,127,213,4.7,3.5,5.3,69.8,61.6,65.8,64.5,57.9,63.3,3,7,14,3,5,13,21,35,58,20,54,76,141,44,183,0,7,11,3,9,8,143,65,208,418,412,824,43,45,92,294,290,581,137,144,286
POA3333,334,328,654,151,75,228,40,87,125,14,13,23,14,14,33,220,191,408,84,108,194,6.4,7.3,8.1,65.9,58.2,62.4,61.4,53.4,57.5,12,12,20,4,10,16,23,41,66,26,29,50,86,51,136,3,4,11,10,13,22,98,68,160,346,332,674,44,49,94,274,247,522,93,112,205
POA3334,235,233,462,84,40,128,28,58,81,9,13,23,12,10,21,132,121,249,74,80,158,9.1,8.3,8.4,56.2,51.9,53.9,51.5,47.6,50.2,3,4,10,0,3,8,6,25,36,17,21,44,60,22,82,0,3,5,0,4,3,61,30,94,226,216,444,25,29,52,184,178,359,56,56,116
POA3335,2267,2250,4522,1233,714,1938,223,509,726,82,105,191,99,91,191,1634,1418,3046,411,619,1032,6.1,6.4,6.3,72.1,63,67.4,67.8,59,63.1,78,84,162,17,42,65,269,425,696,219,260,473,460,220,686,7,32,40,23,43,72,496,293,793,1904,1830,3729,687,719,1403,653,605,1259,1756,1784,3545
POA3337,13589,14408,28005,6382,3283,9669,1473,3205,4678,447,451,899,705,714,1418,9010,7660,16666,3653,5791,9447,7.8,9.3,8.5,66.3,53.2,59.5,61.1,48.2,54.4,200,191,396,89,212,295,710,1214,1920,906,1468,2378,3664,2052,5722,155,263,415,255,361,619,4077,2679,6755,13727,14271,28006,2316,2449,4761,9134,9238,18374,5915,6498,12417
POA3338,8638,9135,17774,4167,2129,6297,829,1949,2781,255,286,536,489,475,961,5734,4839,10580,2322,3691,6010,8.5,9.8,9.1,66.4,53,59.5,60.8,47.8,54.1,224,216,447,73,155,222,632,929,1553,640,886,1528,2212,1274,3486,77,155,231,143,209,352,2429,1643,4068,8425,8687,17106,1857,2024,3874,4654,4774,9421,4875,5168,10043
POA3340,8080,8625,16707,4013,2039,6057,849,2231,3082,250,285,536,313,301,615,5430,4855,10279,2194,3286,5476,5.8,6.2,6,67.2,56.3,61.5,63.3,52.8,57.9,165,203,371,94,232,324,568,998,1569,569,954,1531,2370,1064,3434,61,133,188,122,222,346,2553,1419,3967,8313,8598,16915,1145,1284,2426,5496,5583,11077,3461,3907,7372
POA3341,697,657,1356,367,174,539,73,194,271,28,23,50,26,17,46,489,404,897,159,205,367,5.3,4.2,5.1,70.2,61.5,66.2,67.1,59.5,63.4,18,27,46,12,22,29,48,92,137,55,73,131,215,77,291,0,6,6,12,15,25,225,98,317,721,693,1413,65,49,118,569,518,1089,189,195,383
POA3342,1357,1450,2805,593,302,896,149,356,503,48,51,99,65,46,106,845,758,1602,418,592,1010,7.7,6.1,6.6,62.3,52.3,57.1,58.2,48.9,53.4,22,37,61,22,48,69,90,186,275,95,141,241,386,180,565,13,23,35,21,33,55,416,229,653,1404,1407,2809,149,169,313,949,953,1900,527,566,1093
POA3345,440,479,917,210,115,325,47,126,179,14,14,26,20,14,30,289,272,558,118,167,283,6.9,5.1,5.4,65.7,56.8,60.9,61.6,53.2,57.8,12,15,26,3,17,19,33,65,103,36,69,103,142,60,200,0,0,4,8,15,19,149,73,223,460,490,948,39,54,90,326,333,655,153,185,337
POA3350,22720,25391,48109,9899,5570,15466,3124,7055,10178,582,909,1495,1080,940,2026,14689,14479,29166,6646,9356,15998,7.4,6.5,6.9,64.7,57,60.6,59.9,53.3,56.4,976,1054,2034,571,1042,1614,3061,4370,7425,1812,2563,4374,5172,2857,8030,183,394,576,291,415,706,5647,3661,9316,20886,22630,43509,4757,5277,10034,12875,14030,26899,11710,12907,24617
POA3351,3337,3153,6491,1532,665,2194,382,951,1332,121,124,248,133,110,240,2164,1851,4008,971,1122,2096,6.1,5.9,6,64.8,58.7,61.7,61,55.2,58.1,42,67,104,45,94,135,200,364,559,206,350,555,1031,413,1450,30,72,102,43,86,125,1107,567,1679,3557,3313,6865,319,300,622,2647,2416,5061,1056,1026,2085
POA3352,6564,6054,12613,3016,1346,4363,820,1947,2768,211,271,478,186,158,343,4231,3718,7946,1977,2000,3974,4.4,4.2,4.3,64.5,61.4,63,61.7,58.9,60.3,151,205,351,98,217,310,490,796,1289,471,651,1126,1894,766,2662,39,96,134,84,135,222,2026,994,3016,6600,6331,12936,710,755,1470,4749,4537,9286,2223,2211,4441
POA3355,5011,5747,10755,1737,833,2576,539,1195,1729,132,146,278,269,224,486,2679,2398,5079,1983,2942,4926,10,9.3,9.6,53.5,41.7,47.2,48.1,37.8,42.6,99,92,190,66,133,198,354,511,866,255,427,682,1190,665,1856,56,92,150,65,108,174,1315,865,2179,4653,5222,9882,890,916,1811,3116,3493,6610,2177,2399,4572
POA3356,6086,7128,13208,2434,1299,3726,715,1724,2439,192,223,412,333,281,617,3671,3526,7202,1991,3139,5130,9.1,8,8.6,60.3,49.5,54.5,54.9,45.5,49.8,68,86,156,45,112,155,316,611,923,385,573,962,1672,1053,2719,59,149,206,82,134,214,1810,1331,3143,5785,6428,12214,1146,1376,2520,3535,3969,7503,3006,3470,6480
POA3357,1417,1449,2866,610,315,927,184,417,598,45,52,93,58,28,82,896,809,1704,416,541,955,6.5,3.5,4.8,63.2,55.8,59.5,59.2,54.1,56.5,90,75,165,46,81,120,223,305,536,129,179,303,323,120,443,3,21,25,16,24,36,345,159,505,1436,1491,2927,236,229,465,996,981,1980,584,640,1228
POA3360,336,324,659,101,45,148,32,75,103,20,13,33,14,15,31,166,150,317,146,147,290,8.4,10,9.8,49.4,46.3,48.1,45.5,41,43.1,3,6,8,6,6,13,17,33,52,13,29,43,97,47,140,11,7,15,5,6,12,108,59,168,303,299,605,44,42,84,226,219,441,111,117,224
POA3361,270,284,553,96,37,132,19,68,87,11,13,20,6,3,10,133,112,251,106,146,249,4.5,2.7,4,49.3,39.4,45.4,46.7,41.5,43.2,0,3,3,0,8,8,15,25,44,19,30,49,55,21,75,0,4,8,3,6,10,55,35,86,259,289,550,21,21,46,201,224,421,76,73,153
POA3363,1396,1485,2873,503,231,738,132,327,452,52,56,114,50,31,84,733,647,1381,521,677,1198,6.8,4.8,6.1,52.5,43.6,48.1,49.2,41.3,45.4,39,37,77,25,47,72,93,146,241,97,173,266,390,176,568,15,20,35,23,33,54,435,227,658,1307,1351,2652,160,221,379,913,913,1827,484,572,1055
POA3364,895,872,1773,400,179,581,104,247,358,39,46,80,23,15,42,576,489,1066,230,289,523,4,3.1,3.9,64.4,56.1,60.1,60.7,54.1,57.5,29,23,48,14,36,52,84,129,216,53,89,147,238,71,309,9,10,20,12,20,32,256,96,358,889,858,1749,71,63,141,692,679,1372,224,216,440
POA3370,737,787,1523,196,115,308,99,165,271,29,30,61,33,26,63,356,338,695,334,377,703,9.3,7.7,9.1,48.3,42.9,45.6,44,39.4,42,21,22,40,8,18,33,43,81,120,46,81,131,167,92,262,9,13,26,10,11,20,190,121,308,716,721,1435,95,98,192,516,509,1028,274,285,552
POA3371,470,404,873,109,58,173,50,77,132,15,16,32,35,18,53,213,170,387,205,192,389,16.4,10.6,13.7,45.3,42.1,44.3,37,37.4,38.6,5,5,14,5,8,14,18,28,44,22,35,53,120,54,173,10,11,15,3,14,19,129,73,208,425,373,797,33,37,71,311,269,581,135,126,258
POA3373,944,945,1882,342,139,479,90,240,330,40,38,73,29,13,43,495,432,928,362,428,789,5.9,3,4.6,52.4,45.7,49.3,50,44.1,46.9,3,18,19,9,15,28,51,85,134,50,115,166,228,85,315,15,5,22,9,23,29,251,113,365,913,902,1818,112,134,245,662,657,1321,315,328,639
POA3374,167,172,336,70,38,110,25,45,70,5,7,13,0,4,6,108,91,196,53,74,124,0,4.4,3.1,64.7,52.9,58.3,59.9,52.3,57.4,3,0,5,0,0,7,15,24,37,17,20,34,44,16,62,3,5,5,0,6,10,56,28,84,168,160,332,20,30,51,120,129,245,58,59,113
