POA_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA3311,0,4,0,3,0,0,0,12,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,9,0,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,3,0,0,0,5,0,9,11,7,4,0,0,26,7,3,6,9,0,0,0,25,0,0,0,0,0,0,0,4,14,12,12,9,4,3,0,58
POA3312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,6,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,6,4,0,3,4,0,0,16
POA3314,0,6,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,3,0,0,10,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,14
POA3315,3,7,9,3,10,0,0,24,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,10,12,3,13,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,10,12,3,13,3,0,39,5,5,3,0,3,0,0,15,0,3,0,0,0,0,0,6,7,13,18,3,15,3,0,61
POA3317,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,9
POA3318,0,3,3,8,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11,7,8,6,0,0,24,4,3,4,0,3,0,0,20,0,0,0,0,0,0,0,0,7,18,9,5,11,0,0,44
POA3319,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6
POA3321,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,4,0,5,22
POA3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3324,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,11
POA3325,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13
POA3328,3,6,8,3,3,0,0,24,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,7,6,6,3,0,37,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,10,7,11,11,9,7,3,0,43,3,5,3,5,6,0,0,18,0,0,0,0,0,0,0,0,10,13,11,11,12,3,0,61
POA3329,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9
POA3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
POA3331,5,29,15,6,27,3,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,32,16,36,5,0,141,0,0,0,0,3,0,0,4,0,0,3,3,0,0,0,4,0,3,4,5,3,0,0,12,10,40,38,19,40,5,0,151,21,21,6,0,0,0,0,53,0,0,0,0,0,0,0,0,32,55,48,20,43,7,4,207
POA3332,0,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,3,3,6,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,6,3,0,25,7,5,7,0,0,0,0,22,0,0,0,0,0,0,0,3,7,18,8,4,7,3,0,45
POA3333,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,3,0,0,3,0,0,8,3,8,4,4,6,0,0,25,3,9,4,4,0,0,0,15,0,0,0,0,0,0,0,0,8,17,3,9,9,0,0,43
POA3334,0,4,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,7,4,0,0,17,4,4,0,3,3,0,0,11,0,0,0,0,0,0,0,0,3,7,3,7,4,0,0,33
POA3335,7,26,6,7,14,4,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,53,20,15,19,11,8,142,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,13,4,3,4,0,0,0,0,15,19,63,21,14,19,11,8,158,14,13,18,15,6,3,0,69,0,4,0,0,0,0,0,4,35,79,44,31,23,13,7,234
POA3337,74,134,89,65,90,23,7,479,23,11,4,0,5,3,3,55,0,9,0,3,4,0,0,16,164,251,171,127,210,71,25,1015,15,47,27,16,12,3,0,122,27,51,30,16,22,3,3,152,40,96,58,29,38,4,3,274,203,347,229,151,247,78,33,1289,440,426,207,98,107,42,29,1351,4,11,3,0,3,3,0,27,655,785,433,251,357,122,62,2667
POA3338,69,78,50,35,38,16,3,298,5,3,3,0,0,0,0,18,0,3,0,3,5,0,0,9,116,159,105,69,107,39,5,603,11,20,13,4,9,3,0,57,17,35,14,10,10,4,0,87,25,50,25,19,18,7,0,147,141,207,126,89,124,47,10,751,291,241,125,58,81,21,12,824,8,3,4,0,0,0,0,17,441,455,250,147,209,66,26,1593
POA3340,37,93,52,45,52,17,7,313,5,0,0,4,3,0,0,20,3,3,3,3,0,0,0,12,66,152,112,82,115,48,21,597,3,15,10,3,3,3,0,33,6,13,8,9,0,0,0,41,12,23,18,13,3,3,0,75,76,179,129,89,120,48,20,670,134,112,54,33,37,11,7,396,0,3,0,0,3,0,0,15,217,299,186,122,158,66,28,1074
POA3341,0,3,8,7,7,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,15,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,9,15,3,0,44,3,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,4,9,16,6,15,3,0,55
POA3342,12,13,6,4,3,3,0,38,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,11,15,16,13,13,3,0,63,0,3,0,0,0,0,0,3,0,0,5,3,3,0,0,18,0,6,8,4,3,0,0,22,14,16,18,12,17,3,0,83,16,15,14,0,5,3,0,54,0,0,0,0,0,0,0,0,30,29,29,16,23,5,0,144
POA3345,0,8,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,0,3,19,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,4,0,3,3,0,3,0,0,5,0,11,8,8,4,0,3,26,6,11,3,4,0,0,0,22,4,0,0,0,0,0,0,3,13,14,6,7,3,0,3,56
POA3350,127,272,174,100,162,40,14,891,13,14,13,16,5,3,0,59,4,3,5,3,7,0,3,25,173,406,308,215,370,125,37,1634,15,28,24,22,15,5,0,112,24,61,23,21,20,6,0,153,35,92,48,45,28,11,3,266,208,499,356,256,401,138,40,1901,316,281,147,99,101,25,8,983,0,8,0,0,0,0,0,13,531,783,509,349,502,161,56,2896
POA3351,14,17,11,8,3,4,3,62,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,13,33,19,17,14,8,4,118,0,4,0,0,0,0,0,7,4,4,0,0,0,0,0,13,3,10,0,0,0,0,0,14,21,39,23,23,14,8,4,136,28,32,21,8,14,4,0,112,0,0,0,0,0,0,0,0,47,74,42,32,29,12,7,243
POA3352,20,36,26,17,25,11,6,143,3,3,0,0,0,0,0,12,0,7,0,0,0,0,0,11,30,74,34,25,50,21,12,250,0,3,3,0,0,0,0,8,3,3,4,5,4,0,0,22,3,11,6,5,4,0,0,31,39,81,46,28,58,21,12,281,43,42,25,12,22,0,0,136,0,0,0,0,0,0,0,0,76,124,67,41,79,19,10,421
POA3355,30,61,53,19,34,6,0,212,3,7,0,0,4,3,0,15,0,0,0,0,3,0,0,12,44,84,84,29,78,26,5,353,0,18,5,3,7,0,0,35,16,25,14,6,9,0,0,63,14,43,19,8,12,0,0,103,58,126,101,43,87,26,5,456,141,100,59,42,39,9,0,400,0,0,0,0,0,0,0,4,206,229,164,84,127,37,5,855
POA3356,61,107,58,36,76,18,4,355,8,7,3,0,3,0,0,28,0,0,0,0,3,0,0,7,90,154,98,68,135,30,10,584,6,21,11,3,3,0,0,37,19,35,11,11,12,0,0,80,23,55,21,14,13,0,0,120,105,207,113,77,150,35,10,702,185,140,71,62,48,9,4,517,7,3,0,0,0,0,0,10,299,351,186,136,196,40,20,1228
POA3357,4,11,17,3,4,3,0,42,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,28,27,11,14,8,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,24,11,14,8,0,93,5,18,10,6,4,3,0,42,0,0,0,0,0,0,0,0,18,41,36,15,16,12,0,133
POA3360,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,3,3,0,11,8,3,0,4,3,0,0,18,0,0,0,0,0,0,0,0,8,6,3,8,9,3,0,34
POA3361,0,3,0,0,3,0,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,13,4,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,4,8,3,0,3,0,0,20
POA3363,6,15,7,9,13,0,3,50,0,3,3,0,0,0,0,6,0,0,0,4,0,0,0,6,7,21,14,14,12,0,3,76,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,8,3,4,3,0,0,0,0,7,5,25,11,14,18,0,3,82,22,11,9,9,3,0,0,58,0,0,0,0,0,0,0,0,29,34,23,22,19,0,3,139
POA3364,4,4,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,4,0,0,29,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,5,3,6,7,0,0,32
POA3370,0,11,0,0,4,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,11,3,3,6,0,0,27,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,6,3,0,0,0,12,0,16,4,6,3,0,0,32,10,16,12,5,3,0,0,48,0,0,0,0,0,0,0,0,17,31,17,9,12,3,0,87
POA3371,0,4,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,7,3,4,3,0,0,19,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,10,3,6,3,0,0,28
POA3373,3,9,11,4,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,7,7,3,3,0,45,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,18,9,7,6,3,0,53,8,10,3,5,3,0,0,20,0,0,0,0,0,0,0,0,15,21,17,13,5,3,0,75
POA3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,12
POA3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
POA3377,14,39,24,17,20,3,3,122,8,0,0,0,3,0,0,9,0,0,0,0,0,0,0,4,24,72,45,43,47,8,6,239,3,0,7,0,0,0,0,12,0,9,3,0,0,0,0,16,4,9,9,3,3,0,0,28,31,84,46,44,48,8,3,269,51,45,19,15,17,5,0,145,0,0,0,0,0,0,0,3,77,128,65,57,64,11,3,418
POA3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3379,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,11,3,7,4,3,3,0,0,17,0,0,0,0,0,0,0,0,8,4,8,0,4,0,0,29
POA3380,5,21,19,12,16,0,0,77,3,4,3,0,6,0,0,15,0,0,0,0,0,0,0,0,13,45,29,22,36,6,0,146,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,13,44,33,22,36,6,0,150,37,22,13,12,14,0,0,105,0,0,0,0,0,0,0,0,49,67,46,38,51,4,0,254
POA3381,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,19,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,4,3,3,0,0,24
POA3384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,20
POA3385,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12
POA3387,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
POA3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,3,4,4,0,3,0,0,14
POA3390,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,3,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,3,3,0,0,20,3,8,5,0,0,0,0,14,0,0,0,0,3,0,0,3,0,15,6,7,8,0,0,43
POA3391,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12
POA3392,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,6,6,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,4,3,4,3,0,0,22
POA3393,7,10,13,8,10,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16,14,8,11,3,0,66,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,13,20,14,12,14,3,0,72,17,16,11,6,10,4,0,65,0,0,0,0,0,0,0,3,28,35,33,16,24,5,0,139
POA3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3396,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,13,0,4,0,3,3,0,0,11,0,0,0,0,0,0,0,0,6,4,4,3,3,0,0,20
POA3400,26,85,43,30,38,13,0,228,0,3,0,0,0,3,0,5,0,0,4,0,0,0,0,8,42,109,68,48,79,25,3,367,3,7,3,0,5,3,0,16,8,13,5,9,3,0,0,40,6,19,11,11,12,3,0,57,49,125,80,58,84,29,3,423,129,109,45,28,28,4,0,351,3,0,0,0,0,0,0,6,186,243,126,83,110,27,3,782
POA3401,3,8,9,4,3,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,7,16,13,6,0,63,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,4,0,4,0,0,3,0,0,12,3,24,10,16,17,6,0,74,12,7,10,4,3,0,0,36,0,0,0,0,0,0,0,0,14,29,22,23,22,6,0,114
POA3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3409,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,3,0,0,17,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,9,8,10,3,0,0,22
POA3412,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,13
POA3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POA3414,0,3,4,4,3,0,3,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,12,12,5,0,3,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,4,4,6,12,12,5,0,3,39,12,7,8,3,9,0,0,40,0,0,0,0,0,0,0,0,13,10,15,17,15,0,3,80
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3418,0,9,3,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,7,0,0,33,9,6,7,7,7,3,0,38,0,0,0,0,0,0,0,0,10,18,9,11,17,3,0,67
POA3419,0,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,7,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,4,0,20
POA3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
